"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003132060","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等 市区町村 ラスパイレス指数及び平均年齢・平均給与月額等（一般行政職）","-","201301-201312","2016-03-31","0","該当なし","18942","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等","市区町村","ラスパイレス指数及び平均年齢・平均給与月額等（一般行政職）"
"0003132114","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等 政令指定都市 ラスパイレス指数及び平均年齢・平均給与月額等（一般行政職）","-","201301-201312","2016-03-31","0","該当なし","220","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等","政令指定都市","ラスパイレス指数及び平均年齢・平均給与月額等（一般行政職）"
"0003132120","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等 政令指定都市 【参考】職員区分における平均年齢・平均給与月額等","-","201301-201312","2016-03-31","0","該当なし","400","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等","政令指定都市","【参考】職員区分における平均年齢・平均給与月額等"
"0003132155","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等 市区町村 【参考】職員区分における平均年齢・平均給与月額等","-","201301-201312","2016-03-31","0","該当なし","34440","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等","市区町村","【参考】職員区分における平均年齢・平均給与月額等"
"0003132176","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等 都道府県 【参考】職員区分における平均年齢・平均給与月額等","-","201301-201312","2016-03-31","0","該当なし","1175","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(1)ラスパイレス指数及び平均年齢・平均給与月額等","都道府県","【参考】職員区分における平均年齢・平均給与月額等"
"0003132181","平成25年　地方公共団体別給与等の比較","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 都道府県","-","201301-201312","2016-03-31","0","該当なし","5170","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む）","都道府県",""
"0003132220","平成25年　地方公共団体別給与等の比較","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 政令指定都市","-","201301-201312","2016-03-31","0","該当なし","1760","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む）","政令指定都市",""
"0003132239","平成25年　地方公共団体別給与等の比較","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 市区町村","-","201301-201312","2016-03-31","0","該当なし","151536","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む）","市区町村",""
"0003132931","平成25年　地方公共団体別給与等の比較","(4)退職手当の支給状況 政令指定都市","-","201301-201312","2016-03-31","0","該当なし","160","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(4)退職手当の支給状況","政令指定都市",""
"0003132963","平成25年　地方公共団体別給与等の比較","(3)期末・勤勉手当の支給状況 都道府県","-","201301-201312","2016-03-31","0","該当なし","1175","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(3)期末・勤勉手当の支給状況","都道府県",""
"0003132965","平成25年　地方公共団体別給与等の比較","(3)期末・勤勉手当の支給状況 政令指定都市","-","201301-201312","2016-03-31","0","該当なし","400","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(3)期末・勤勉手当の支給状況","政令指定都市",""
"0003132972","平成25年　地方公共団体別給与等の比較","(4)退職手当の支給状況 都道府県","-","201301-201312","2016-03-31","0","該当なし","470","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(4)退職手当の支給状況","都道府県",""
"0003132983","平成25年　地方公共団体別給与等の比較","(3)期末・勤勉手当の支給状況 市区町村","-","201301-201312","2016-03-31","0","該当なし","27552","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(3)期末・勤勉手当の支給状況","市区町村",""
"0003132994","平成25年　地方公共団体別給与等の比較","(4)退職手当の支給状況 市区町村","-","201301-201312","2016-03-31","0","該当なし","13776","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(4)退職手当の支給状況","市区町村",""
"0003133004","平成25年　地方公共団体別給与等の比較","(5)技能労務職員等の平均給与月額・各種手当の支給状況 市区町村","-","201301-201312","2016-03-31","0","該当なし","378840","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(5)技能労務職員等の平均給与月額・各種手当の支給状況","市区町村",""
"0003133023","平成25年　地方公共団体別給与等の比較","(5)技能労務職員等の平均給与月額・各種手当の支給状況 都道府県","-","201301-201312","2016-03-31","0","該当なし","10622","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(5)技能労務職員等の平均給与月額・各種手当の支給状況","都道府県",""
"0003133024","平成25年　地方公共団体別給与等の比較","(5)技能労務職員等の平均給与月額・各種手当の支給状況 政令指定都市","-","201301-201312","2016-03-31","0","該当なし","4520","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(5)技能労務職員等の平均給与月額・各種手当の支給状況","政令指定都市",""
"0003133063","平成25年　地方公共団体別給与等の比較","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額 都道府県","-","201301-201312","2016-03-31","0","該当なし","94","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額","都道府県",""
"0003133064","平成25年　地方公共団体別給与等の比較","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額 政令指定都市","-","201301-201312","2016-03-31","0","該当なし","40","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額","政令指定都市",""
"0003133079","平成25年　地方公共団体別給与等の比較","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額 市区町村","-","201301-201312","2016-03-31","0","該当なし","3444","2016-03-31","","00200211","地方公務員給与実態調査","00200","総務省","13","行財政","03","公務員","平成25年　地方公共団体別給与等の比較","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額","市区町村",""
