"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE"
"0003366185","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 しそ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","しそ",""
"0003366186","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 食用ぎく","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","食用ぎく",""
"0003366187","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 食用ゆり","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","食用ゆり",""
"0003366188","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 しろうり","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","しろうり",""
"0003366189","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 ズッキーニ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","ズッキーニ",""
"0003366190","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 スナップエンドウ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","スナップエンドウ",""
"0003366191","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 せり","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","せり",""
"0003366192","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 タアサイ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","タアサイ",""
"0003366193","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 たで","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","たで",""
"0003366194","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 つけな(みずなを除く）","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","つけな(みずなを除く）",""
"0003366195","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 つるむらさき","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","つるむらさき",""
"0003366196","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 とうがらし（辛味）","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","とうがらし（辛味）",""
"0003366197","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 とうがん","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","とうがん",""
"0003366198","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 なばな（主として花を食するもの）","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","なばな（主として花を食するもの）",""
"0003366199","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 なばな（主として葉茎を食するもの）","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","なばな（主として葉茎を食するもの）",""
"0003366200","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 にがうり","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","にがうり",""
"0003366201","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 パクチョイ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","パクチョイ",""
"0003366202","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 葉しょうが","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","葉しょうが",""
"0003366203","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 パセリ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","パセリ",""
"0003366204","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 花みょうが","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","花みょうが",""
"0003366205","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 パプリカ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","パプリカ",""
"0003366206","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 非結球レタス","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","非結球レタス",""
"0003366207","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 マッシュルーム","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","マッシュルーム",""
"0003366208","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 実えんどう","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","実えんどう",""
"0003366209","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 ミニかぼちゃ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","ミニかぼちゃ",""
"0003366210","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 芽キャベツ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","芽キャベツ",""
"0003366211","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 モロヘイヤ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","モロヘイヤ",""
"0003366212","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 山ごぼう（栽培）","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","山ごぼう（栽培）",""
"0003366213","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 らっきょう","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","らっきょう",""
"0003366214","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 ラディッシュ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","ラディッシュ",""
"0003366215","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 ルッコラ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","ルッコラ",""
"0003366216","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","495","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 わけぎ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","わけぎ",""
"0003366217","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","825","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-1","統計表 野菜の品目別、都道府県別生産状況  作物面積収穫量等 わさびだいこん","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  作物面積収穫量等","","わさびだいこん",""
"0003366218","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 あさつき","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","あさつき",""
"0003366219","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 うど","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","うど",""
"0003366220","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 うるい","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","うるい",""
"0003366221","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 エシャレット","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","エシャレット",""
"0003366222","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 オクラ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","オクラ",""
"0003366223","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 かいわれだいこん","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","かいわれだいこん",""
"0003366224","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 かんぴょう","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","かんぴょう",""
"0003366225","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 クレソン","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","クレソン",""
"0003366226","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 くわい","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","くわい",""
"0003366227","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 しそ","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","しそ",""
"0003366228","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 食用ぎく","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","食用ぎく",""
"0003366229","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 食用ゆり","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","食用ゆり",""
"0003366230","地域特産野菜生産状況調査 確報 平成24年産地域特産野菜生産状況","年次","201201-201212","2020-01-23","0","該当なし","282","2024-07-08","","00500501","地域特産野菜生産状況調査","00500","農林水産省","3-2","統計表 野菜の品目別、都道府県別生産状況  主要品種主要市町村 しろうり","04","農林水産業","01","農業","地域特産野菜生産状況調査","確報","平成24年産地域特産野菜生産状況","統計表","野菜の品目別、都道府県別生産状況  主要品種主要市町村","","しろうり",""
