"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE"
"0003172942","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","24946389","2021-10-14","","00200251","地方財政状況調査","00200","総務省","06","市町村税の徴収実績 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","市町村税の徴収実績","市町村分","",""
"0003172884","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","17446176","2021-10-12","","00200251","地方財政状況調査","00200","総務省","07","歳出内訳及び財源内訳（その１） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その１）","事務組合分","",""
"0003172923","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","21883968","2021-10-07","","00200251","地方財政状況調査","00200","総務省","07","歳出内訳及び財源内訳（その１） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その１）","市町村分","",""
"0003172904","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","23988492","2021-10-12","","00200251","地方財政状況調査","00200","総務省","08","歳出内訳及び財源内訳（その２） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その２）","事務組合分","",""
"0003172943","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","30090456","2021-10-12","","00200251","地方財政状況調査","00200","総務省","08","歳出内訳及び財源内訳（その２） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その２）","市町村分","",""
"0003172885","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","23625030","2021-10-12","","00200251","地方財政状況調査","00200","総務省","09","歳出内訳及び財源内訳（その３） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その３）","事務組合分","",""
"0003172924","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","29286340","2021-10-18","","00200251","地方財政状況調査","00200","総務省","09","歳出内訳及び財源内訳（その３） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その３）","市町村分","",""
"0003172905","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","25321186","2021-10-12","","00200251","地方財政状況調査","00200","総務省","10","歳出内訳及び財源内訳（その４） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その４）","事務組合分","",""
"0003172944","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","31762148","2021-10-12","","00200251","地方財政状況調査","00200","総務省","10","歳出内訳及び財源内訳（その４） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その４）","市町村分","",""
"0003172886","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","26169264","2021-10-12","","00200251","地方財政状況調査","00200","総務省","11","歳出内訳及び財源内訳（その５） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その５）","事務組合分","",""
"0003172925","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","32825952","2021-10-12","","00200251","地方財政状況調査","00200","総務省","11","歳出内訳及び財源内訳（その５） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その５）","市町村分","",""
"0003172887","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","17228596","2021-03-09","","00200251","地方財政状況調査","00200","総務省","12","歳出内訳及び財源内訳（その６） 事務組合分 2004年度以前","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その６）","事務組合分","2004年度以前",""
"0003172906","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","18542744","2021-10-12","","00200251","地方財政状況調査","00200","総務省","12","歳出内訳及び財源内訳（その６） 事務組合分 2005年度以降","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その６）","事務組合分","2005年度以降",""
"0003172926","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","22445984","2021-08-20","","00200251","地方財政状況調査","00200","総務省","12","歳出内訳及び財源内訳（その６） 市町村分 2004年度以前","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その６）","市町村分","2004年度以前",""
"0003172945","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","20934312","2021-10-18","","00200251","地方財政状況調査","00200","総務省","12","歳出内訳及び財源内訳（その６） 市町村分 2005年度以降","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その６）","市町村分","2005年度以降",""
"0003172907","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","27007387","2021-10-14","","00200251","地方財政状況調査","00200","総務省","13","歳出内訳及び財源内訳（その７） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その７）","事務組合分","",""
"0003172946","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","33886666","2021-10-14","","00200251","地方財政状況調査","00200","総務省","13","歳出内訳及び財源内訳（その７） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","歳出内訳及び財源内訳（その７）","市町村分","",""
"0003172888","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","8928990","2021-10-13","","00200251","地方財政状況調査","00200","総務省","14","性質別経費の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","性質別経費の状況","事務組合分","",""
"0003172927","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","11256671","2021-10-13","","00200251","地方財政状況調査","00200","総務省","14","性質別経費の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","性質別経費の状況","市町村分","",""
"0003172889","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2945289","2021-10-13","","00200251","地方財政状況調査","00200","総務省","15","人件費の内訳 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","人件費の内訳","事務組合分","",""
"0003172928","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3687801","2021-10-13","","00200251","地方財政状況調査","00200","総務省","15","人件費の内訳 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","人件費の内訳","市町村分","",""
"0003172909","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4361544","2021-10-13","","00200251","地方財政状況調査","00200","総務省","16","職員給の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","職員給の状況","事務組合分","",""
"0003172948","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","5470992","2021-10-13","","00200251","地方財政状況調査","00200","総務省","16","職員給の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","職員給の状況","市町村分","",""
"0003172890","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","10640160","2021-03-09","","00200251","地方財政状況調査","00200","総務省","17","職員数の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","職員数の状況","事務組合分","",""
"0003172929","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","13621200","2021-08-20","","00200251","地方財政状況調査","00200","総務省","17","職員数の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","職員数の状況","市町村分","",""
"0003172891","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","582084","2021-03-09","","00200251","地方財政状況調査","00200","総務省","18","課税状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","課税状況","事務組合分","",""
"0003172910","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","5510400","2021-03-09","","00200251","地方財政状況調査","00200","総務省","18","職員の年令及び給料の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","職員の年令及び給料の状況","事務組合分","",""
"0003172930","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","745643","2021-08-20","","00200251","地方財政状況調査","00200","総務省","18","課税状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","課税状況","市町村分","",""
"0003172949","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","7026600","2021-08-20","","00200251","地方財政状況調査","00200","総務省","18","職員の年令及び給料の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","職員の年令及び給料の状況","市町村分","",""
"0003172911","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2905785","2021-10-13","","00200251","地方財政状況調査","00200","総務省","19","補助費等・維持補修費・公債費及び扶助費の内訳 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","補助費等・維持補修費・公債費及び扶助費の内訳","事務組合分","",""
"0003172950","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3691166","2021-10-13","","00200251","地方財政状況調査","00200","総務省","19","補助費等・維持補修費・公債費及び扶助費の内訳 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","補助費等・維持補修費・公債費及び扶助費の内訳","市町村分","",""
"0003172893","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","15750020","2021-10-13","","00200251","地方財政状況調査","00200","総務省","20","維持補修費及び受託事業費の目的別の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","維持補修費及び受託事業費の目的別の状況","事務組合分","",""
"0003172932","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","19582260","2021-10-18","","00200251","地方財政状況調査","00200","総務省","20","維持補修費及び受託事業費の目的別の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","維持補修費及び受託事業費の目的別の状況","市町村分","",""
"0003172913","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","32618716","2021-10-13","","00200251","地方財政状況調査","00200","総務省","21","投資的経費の状況　その１　普通建設事業費の状況　(1)　補助事業費 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その１　普通建設事業費の状況　(1)　補助事業費","事務組合分","",""
"0003172952","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","40870700","2021-10-13","","00200251","地方財政状況調査","00200","総務省","21","投資的経費の状況　その１　普通建設事業費の状況　(1)　補助事業費 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その１　普通建設事業費の状況　(1)　補助事業費","市町村分","",""
"0003172894","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","26318708","2021-10-14","","00200251","地方財政状況調査","00200","総務省","22","投資的経費の状況　その１　普通建設事業費の状況　(2)　単独事業費 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その１　普通建設事業費の状況　(2)　単独事業費","事務組合分","",""
"0003172933","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","32968156","2021-10-13","","00200251","地方財政状況調査","00200","総務省","22","投資的経費の状況　その１　普通建設事業費の状況　(2)　単独事業費 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その１　普通建設事業費の状況　(2)　単独事業費","市町村分","",""
"0003172953","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","27415164","2021-10-14","","00200251","地方財政状況調査","00200","総務省","23","投資的経費の状況　その１　普通建設事業費の状況　(3)　県営事業負担金等 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その１　普通建設事業費の状況　(3)　県営事業負担金等","市町村分","",""
"0003173240","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","22050028","2021-10-14","","00200251","地方財政状況調査","00200","総務省","23","投資的経費の状況　その１　普通建設事業費の状況　(3)　県営事業負担金等 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その１　普通建設事業費の状況　(3)　県営事業負担金等","事務組合分","",""
"0003172916","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","361830","2021-08-20","","00200251","地方財政状況調査","00200","総務省","25","投資的経費の状況　その３　災害復旧事業費の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その３　災害復旧事業費の状況","市町村分","",""
"0003172936","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","284676","2021-03-09","","00200251","地方財政状況調査","00200","総務省","25","投資的経費の状況　その３　災害復旧事業費の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その３　災害復旧事業費の状況","事務組合分","",""
"0003172897","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","235854","2021-08-20","","00200251","地方財政状況調査","00200","総務省","26","投資的経費の状況　その４　失業対策事業費の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その４　失業対策事業費の状況","市町村分","",""
"0003172956","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","185052","2021-03-09","","00200251","地方財政状況調査","00200","総務省","26","投資的経費の状況　その４　失業対策事業費の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その４　失業対策事業費の状況","事務組合分","",""
"0003172917","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","17843618","2021-10-14","","00200251","地方財政状況調査","00200","総務省","27","公営企業（法非適）等に対する繰出し等の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公営企業（法非適）等に対する繰出し等の状況","市町村分","",""
"0003172937","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","14269610","2021-10-14","","00200251","地方財政状況調査","00200","総務省","27","公営企業（法非適）等に対する繰出し等の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公営企業（法非適）等に対する繰出し等の状況","事務組合分","",""
"0003172898","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","25372575","2021-10-18","","00200251","地方財政状況調査","00200","総務省","28","公営企業（法適）等に対する繰出し等の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公営企業（法適）等に対する繰出し等の状況","市町村分","",""
"0003172957","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","20389185","2021-10-18","","00200251","地方財政状況調査","00200","総務省","28","公営企業（法適）等に対する繰出し等の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公営企業（法適）等に対する繰出し等の状況","事務組合分","",""
"0003172959","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","16789003","2021-10-14","","00200251","地方財政状況調査","00200","総務省","30","貸付金、投資及び出資金の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","貸付金、投資及び出資金の状況","事務組合分","",""
"0003172960","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","21097373","2021-10-14","","00200251","地方財政状況調査","00200","総務省","30","貸付金、投資及び出資金の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","貸付金、投資及び出資金の状況","市町村分","",""
"0003172980","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","3015250","2021-08-20","","00200251","地方財政状況調査","00200","総務省","31","基金の運用による貸付金及び出資金の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","基金の運用による貸付金及び出資金の状況","市町村分","",""
"0003173000","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2372300","2021-03-09","","00200251","地方財政状況調査","00200","総務省","31","基金の運用による貸付金及び出資金の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","基金の運用による貸付金及び出資金の状況","事務組合分","",""
"0003172961","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","11397900","2021-10-14","","00200251","地方財政状況調査","00200","総務省","32","資金収支の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","資金収支の状況","市町村分","",""
"0003173020","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","9086550","2021-10-14","","00200251","地方財政状況調査","00200","総務省","32","資金収支の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","資金収支の状況","事務組合分","",""
"0003172981","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","40958974","2021-12-24","","00200251","地方財政状況調査","00200","総務省","33","地方債現在高の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債現在高の状況","市町村分","",""
"0003173001","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","32132232","2021-12-23","","00200251","地方財政状況調査","00200","総務省","33","地方債現在高の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債現在高の状況","事務組合分","",""
"0003172962","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","33269041","2021-10-15","","00200251","地方財政状況調査","00200","総務省","34","地方債借入先別及び利率別現在高の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債借入先別及び利率別現在高の状況","市町村分","",""
"0003173021","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","26882850","2021-10-15","","00200251","地方財政状況調査","00200","総務省","34","地方債借入先別及び利率別現在高の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債借入先別及び利率別現在高の状況","事務組合分","",""
"0003172963","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","680020","2021-08-20","","00200251","地方財政状況調査","00200","総務省","35","公債費比率等の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公債費比率等の状況","市町村分","",""
"0003172982","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","3316775","2021-08-20","","00200251","地方財政状況調査","00200","総務省","35","地方債繰上償還額 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債繰上償還額","市町村分","",""
"0003173002","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2609530","2021-03-09","","00200251","地方財政状況調査","00200","総務省","35","地方債繰上償還額 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債繰上償還額","事務組合分","",""
"0003173022","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","546898","2021-03-09","","00200251","地方財政状況調査","00200","総務省","35","公債費比率等の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公債費比率等の状況","事務組合分","",""
"0003172983","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","29037795","2021-10-15","","00200251","地方財政状況調査","00200","総務省","36","地方債年度別償還状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債年度別償還状況","市町村分","",""
"0003173003","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","23449023","2021-10-15","","00200251","地方財政状況調査","00200","総務省","36","地方債年度別償還状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地方債年度別償還状況","事務組合分","",""
"0003172985","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","3461157","2021-08-20","","00200251","地方財政状況調査","00200","総務省","39","債務負担行為の状況 その２ 目的別状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","債務負担行為の状況 その２ 目的別状況","市町村分","",""
"0003173005","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2690982","2021-03-09","","00200251","地方財政状況調査","00200","総務省","39","債務負担行為の状況 その２ 目的別状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","債務負担行為の状況 その２ 目的別状況","事務組合分","",""
"0003172966","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4132728","2021-09-30","","00200251","地方財政状況調査","00200","総務省","40","道路交通安全対策の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道路交通安全対策の状況","市町村分","",""
"0003173025","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3290154","2021-09-30","","00200251","地方財政状況調査","00200","総務省","40","道路交通安全対策の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道路交通安全対策の状況","事務組合分","",""
"0003172986","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2958576","2021-08-20","","00200251","地方財政状況調査","00200","総務省","41","公共用地先行取得の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公共用地先行取得の状況","市町村分","",""
"0003173006","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2268420","2021-03-09","","00200251","地方財政状況調査","00200","総務省","41","公共用地先行取得の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公共用地先行取得の状況","事務組合分","",""
"0003172967","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","20141498","2021-08-20","","00200251","地方財政状況調査","00200","総務省","43","地域改善対策特定事業状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地域改善対策特定事業状況","市町村分","",""
