"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003224943","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","240","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","100-3","収縮期（最高）血圧が140mmHg 以上の者の割合の年次推移（性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","収縮期（最高）血圧が140mmHg 以上の者の割合の年次推移（性・年齢階級別）","注１） 血圧を下げる薬の使用者含む。<br>注２） 数値は２回の測定値の平均値を用いた。<br>注３） 2012年、2016年は抽出率等を考慮した全国補正値である。<br>注４） 年齢調整値は、2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224292","国民健康・栄養調査","年次","201501-201512","2020-03-01","0","該当なし","3024","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","101","喫煙の状況別、受動喫煙防止対策の推進を望む場所 - 喫煙の状況、場所、年齢階級別、人数、割合 - 総数・男性・女性、20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","喫煙の状況別、受動喫煙防止対策の推進を望む場所 - 喫煙の状況、場所、年齢階級別、人数、割合 - 総数・男性・女性、20歳以上","注１）（2015年）生活習慣調査票の問12及び問14に回答した者を集計対象とした。<br>　　　（2013年）問９：あなたが、受動喫煙の防止対策が今よりも推進されることを望む場所はありますか。<br>　　　　　　　　　あてはまる番号をすべて選んで○印をつけて下さい。<br>注２）現在喫煙者：現在習慣的に喫煙している者　　　その他：過去習慣的に喫煙していた者、喫煙しない者<br>注３）2015年は、問14が複数回答のため、内訳合計が100％にならない。",""
"0003224299","国民健康・栄養調査","年次","201901-201912","2020-12-28","0","該当なし","2520","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","101","地域社会のつながりの状況 - 地域社会のつながりの状況，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","地域社会のつながりの状況 - 地域社会のつながりの状況，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","注）（2015年）生活習慣調査票の問20に回答した者を集計対象とした。<br>　　　　問20：あなたのお住まいの地域についておたずねします。次のアからエの質問について、あてはまる番号を１つ選んで○印をつけてください。<br>　　（2011年）問21：あなたのお住まいの地域についておたずねします。次のアからエの質問について、あてはまる番号を１つ選んで○印をつけてください。　",""
"0003224720","国民健康・栄養調査","年次","201001-201012","2020-03-01","0","該当なし","1134","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","101","疾病予防を目的とした生活習慣改善に取り組んでいない理由（性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","疾病予防を目的とした生活習慣改善に取り組んでいない理由（性・年齢階級別）","　問26-1：取り組んでいない理由として、あてはまる番号をすべて選んで○印をつけて下さい。<br>　＊問26で「2 いいえ」と回答した者",""
"0003224944","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","240","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","101-1","血清総コレステロールの平均値の年次推移（性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","血清総コレステロールの平均値の年次推移（性・年齢階級別）","注１） コレステロールを下げる薬または中性脂肪（トリグリセライド）を下げる薬の使用者含む。<br>注２） 2012年、2016年は抽出率等を考慮した全国補正値である。<br>注３） 年齢調整値は、2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224945","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","240","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","101-2","血清総コレステロール値が240mg/dL 以上の者の割合の年次推移（性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","血清総コレステロール値が240mg/dL 以上の者の割合の年次推移（性・年齢階級別）","注１） コレステロールを下げる薬または中性脂肪（トリグリセライド）を下げる薬の使用者含む。<br>注２） 2012年、2016年は抽出率等を考慮した全国補正値である。<br>注３） 年齢調整値は2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003388127","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","44","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","101-3","血清non HDLコレステロール値の平均値の年次推移（性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","血清non HDLコレステロール値の平均値の年次推移（性・年齢階級別）","注１） コレステロールを下げる薬または中性脂肪（トリグリセライド）を下げる薬の使用者含む。<br>注２） 2012年、2016年は抽出率等を考慮した全国補正値である。<br>注３） 年齢調整値は、2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。<br>注４）血清Non HDLコレステロールは血清総コレステロールから血清HDLコレステロールを除した値を使用した。",""
"0003224293","国民健康・栄養調査","年次","201501-201512","2020-03-01","0","該当なし","60","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102","受動喫煙の有無別、受動喫煙防止対策が今よりも推進されることを望む場所 - 受動喫煙の有無、場所、総数、人数、割合 - 男女計、20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","受動喫煙の有無別、受動喫煙防止対策が今よりも推進されることを望む場所 - 受動喫煙の有無、場所、総数、人数、割合 - 男女計、20歳以上","注）生活習慣調査票の問13及び問14の対応する問に回答した者を集計対象とした。なお、問13において「行かなかった」と回答した者は集計から除外した。",""
"0003224721","国民健康・栄養調査","年次","201001-201012","2020-03-01","0","該当なし","1386","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102","疾病予防のために日常生活で心がけている生活習慣の状況（性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","疾病予防のために日常生活で心がけている生活習慣の状況（性・年齢階級別）","問27：あなたは高血圧や糖尿病、高コレステロール、内臓脂肪症候群（メタボリックシンドローム）の予防・改善のために普段の生活で心がけていることがありますか。<br>　　　　あてはまる番号をすべて選んで○印をつけて下さい。",""
"0003424914","国民健康・栄養調査","年次","201901-201912","2021-08-11","0","該当なし","252","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102","就業状況 - 就業状況，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","就業状況 - 就業状況，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","",""
"0003224946","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","312","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102-1","血圧を下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","血圧を下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","注１）身体状況調査の問診において、当該年のすべての「薬の使用の有無」に回答した者を集計対象として再集計しているため、2012年以前については、当年の報告書と一致しない場合がある。<br>注２）2012年、2016年は抽出を考慮した全国補正値である。<br>注３）年齢調整値は2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224947","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","288","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102-2","インスリン注射又は血糖を下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","インスリン注射又は血糖を下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","注１）身体状況調査の問診において、当該年のすべての「薬の使用の有無」に回答した者を集計対象として再集計しているため、2012年以前については、当年の報告書と一致しない場合がある。<br>注２）2012年、2016年は抽出を考慮した全国補正値である。<br>注３）年齢調整値は2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224948","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","312","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102-3","脈の乱れを治す薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","脈の乱れを治す薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","注１）身体状況調査の問診において、当該年のすべての「薬の使用の有無」に回答した者を集計対象として再集計しているため、2012年以前については、当年の報告書と一致しない場合がある。<br>注２）2012年、2016年は抽出を考慮した全国補正値である。<br>注３）年齢調整値は2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224949","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","312","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102-4","コレステロールを下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","コレステロールを下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","注１）身体状況調査の問診において、当該年のすべての「薬の使用の有無」に回答した者を集計対象として再集計しているため、2012年以前については、当年の報告書と一致しない場合がある。<br>注２）2012年、2016年は抽出を考慮した全国補正値である。<br>注３）年齢調整値は2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224950","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","264","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102-5","中性脂肪（トリグリセライド）を下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","中性脂肪（トリグリセライド）を下げる薬を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","注１）身体状況調査の問診において、当該年のすべての「薬の使用の有無」に回答した者を集計対象として再集計しているため、2012年以前については、当年の報告書と一致しない場合がある。<br>注２）2012年、2016年は抽出を考慮した全国補正値である。<br>注３）年齢調整値は2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224952","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","192","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","102-6","貧血治療のための薬（鉄剤）を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","貧血治療のための薬（鉄剤）を使用している者の割合の年次推移（20歳以上、性・年齢階級別）","注１）身体状況調査の問診において、当該年のすべての「薬の使用の有無」に回答した者を集計対象として再集計しているため、2012年以前については、当年の報告書と一致しない場合がある。<br>注２）2012年、2016年は未実施。<br>注３）年齢調整値は2010年国勢調査による基準人口（20-29歳、30-39歳、40-49歳、50-59歳、60-69歳、70歳以上の６区分）を用いて算出した。",""
"0003224722","国民健康・栄養調査","年次","201001-201012","2020-03-01","0","該当なし","168","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","103","健康寿命の認知度（性・年齢階級別） 2010年","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","健康寿命の認知度（性・年齢階級別）","問28：健康寿命とは、「日常的に介護を必要としないで、自立した生活ができる生存期間」のことです。あなたはこの「健康寿命」という言葉を知っていましたか。<br>　　　　あてはまる番号を１つ選んで○印をつけて下さい。","2010年"
"0003446678","国民健康・栄養調査","年次","201901-201912","2022-01-31","0","該当なし","1470","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","103","社会活動の実施状況 - 社会活動の実施状況，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","社会活動の実施状況 - 社会活動の実施状況，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","注）生活習慣調査票の問21のア，イ，ウ，エ，オのそれぞれに回答した者を集計対象とした。",""
"0003224964","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","75718","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","103-1","食品群別栄養素等摂取量 - 食品群、栄養素別、摂取量 - 総数","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","食品群別栄養素等摂取量 - 食品群、栄養素別、摂取量 - 総数","注）2014年、2016年、2017年の値は全国補正値である。",""
"0003224675","国民健康・栄養調査","年次","201901-201912","2020-12-28","0","該当なし","252","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","104-1","非常用食料の用意の有無 - 非常用食料の用意の有無，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","非常用食料の用意の有無 - 非常用食料の用意の有無，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","注１）非常食の用意を担当している者が回答<br>注２）問22に「１」と回答した者で、問22－１に無回答の者を除く<br>問22：あなたの世帯は災害時に備えて非常用の食料を用意していますか。<br>　　　　どちらかの番号を選んで○印をつけて下さい。",""
"0003388128","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","40","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","104-1","骨格筋指数の分布別，歩数の平均値，標準偏差，中央値 - 年齢階級別，人数，平均値，標準偏差，分布（25，50，75パーセンタイル値） - 男性・女性，60歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","骨格筋指数の分布別，歩数の平均値，標準偏差，中央値 - 年齢階級別，人数，平均値，標準偏差，分布（25，50，75パーセンタイル値） - 男性・女性，60歳以上","注１）歩数及び筋肉量の測定を行った60歳以上の者を集計対象とした。<br>注２）骨格筋指数の四分位のカットオフ値は、25、50、75パーセンタイル値の順に、男性で7.1 kg/m2、7.7 kg/m2、8.3 kg/m2、女性で6.1 kg/m2、6.4 kg/m2、6.8 kg/m2を用いた。",""
"0003388129","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","100","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","104-2","骨格筋指数の分布別、咀嚼の状態　- 人数、割合 - 男性・女性、60歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","骨格筋指数の分布別、咀嚼の状態　- 人数、割合 - 男性・女性、60歳以上","注１）生活習慣調査票の問８に回答し、筋肉量の測定を行った60歳以上の者を集計対象とした。<br>注２）骨格筋指数の四分位のカットオフ値は、25、50、75パーセンタイル値の順に、男性で7.1 kg/m2、7.7 kg/m2、8.3 kg/m2、女性で6.1 kg/m2、6.4 kg/m2、6.8 kg/m2を用いた。",""
"0003446671","国民健康・栄養調査","年次","201901-201912","2022-01-31","0","該当なし","234","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","104-2","地域ブロック別，非常用食料の用意の有無 - 非常用食料の用意の有無，地域ブロック別，人数，割合 - 総数，男性、女性、20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","地域ブロック別，非常用食料の用意の有無 - 非常用食料の用意の有無，地域ブロック別，人数，割合 - 総数，男性、女性、20歳以上","注１）非常食の用意を担当している者が回答。<br>注２）生活習慣調査票の問22に「１」と回答し，問22-１及び問22-２に回答した者及び問22に「２」と回答した者を集計対象とした。",""
"0003388130","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","300","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","104-3","骨格筋指数の分布別、生活の様子　- 人数、割合 - 男性・女性、60歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","骨格筋指数の分布別、生活の様子　- 人数、割合 - 男性・女性、60歳以上","注１）生活習慣調査票の問11に回答し、筋肉量の測定を行った60歳以上の者を集計対象とした。<br>注２）骨格筋指数の四分位のカットオフ値は、25、50、75パーセンタイル値の順に、男性で7.1 kg/m2、7.7 kg/m2、8.3 kg/m2、女性で6.1 kg/m2、6.4 kg/m2、6.8 kg/m2を用いた。",""
"0003391981","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","100","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","104-4","世帯の状況別、骨格筋指数の分布 - 世帯の状況、骨格筋指数の区分、人数、割合 - 男性・女性、60歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","世帯の状況別、骨格筋指数の分布 - 世帯の状況、骨格筋指数の区分、人数、割合 - 男性・女性、60歳以上","注１）生活習慣調査票の問10に回答し、筋肉量の測定を行った60歳以上の者を集計対象とした。<br>注２）骨格筋指数の四分位のカットオフ値は、25、50、75パーセンタイル値の順に、男性で7.1 kg/m2、7.7 kg/m2、8.3 kg/m2、女性で6.1 kg/m2、6.4 kg/m2、6.8 kg/m2を用いた。",""
"0003224723","国民健康・栄養調査","年次","201001-201012","2020-03-01","0","該当なし","960","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","105","世帯の年間収入別、体型及び生活習慣の状況（20歳以上、性別）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","世帯の年間収入別、体型及び生活習慣の状況（20歳以上、性別）","※年齢及び世帯員数による調整をしていないため、結果の概要の数値とは異なる。",""
"0003388172","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","168","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","105","（参考）身体活動レベル関係-身体活動レベル - 身体活動レベル、年齢階級別、人数、割合 - 総数・男性・女性、20歳以上","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","（参考）身体活動レベル関係-身体活動レベル - 身体活動レベル、年齢階級別、人数、割合 - 総数・男性・女性、20歳以上","注１）生活習慣調査票の問２及び問９並びに身体状況調査の問診（９）「医師等からの運動禁止の有無」に回答し、身長と体重の測定を行った20歳以上の者を集計対象とした。なお、問診（９）に「無」と回答し、（10）の（a）及び（b）に未回答の者は除外した。<br>注２）身体活動レベルは、（別紙）の方法を用いて算出し、判定した。<br>（別紙参照）e-stat　平成２９年国民健康栄養調査　表番号105　（参考）身体活動レベル関係<br>https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450171&tstat=000001041744&cycle=7&tclass1=000001123258",""
"0003388173","国民健康・栄養調査","年次","201701-201712","2020-03-01","0","該当なし","432","2023-03-07","","00450171","国民健康・栄養調査","00450","厚生労働省","105","（参考）身体活動レベル関係-BMIの区分別、身体活動レベル - BMIの区分、身体活動レベル、年齢階級別、人数、割合 - 総数・男性・女性、20歳以上（妊婦除外）","15","社会保障・衛生","04","保健衛生","国民健康・栄養調査","（参考）身体活動レベル関係-BMIの区分別、身体活動レベル - BMIの区分、身体活動レベル、年齢階級別、人数、割合 - 総数・男性・女性、20歳以上（妊婦除外）","注１）生活習慣調査票の問２及び問９並びに身体状況調査の問診（９）「医師等からの運動禁止の有無」に回答し、身長と体重の測定を行った20歳以上の者を集計対象とした。なお、問診（９）に「無」と回答し（10）の（a）及び（b）に未回答の者並びに妊婦17名は除外した。<br>注２）BMIは体重（kg）／（身長（m））**２で算出し、小数点第3位で四捨五入した値を使用した。<br>注３）ＢＭＩの判定は下記のとおり。<br>低体重（やせ）：18.5未満<br>普通：18.5以上25未満<br>肥満：25以上<br>注４）身体活動レベルは、（別紙）の方法を用いて算出し、判定した。<br>（別紙参照）e-stat　平成２９年国民健康栄養調査　表番号105　（参考）身体活動レベル関係<br>https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450171&tstat=000001041744&cycle=7&tclass1=000001123258",""
