"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_CATEGORY"
"0003448582","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","676","2025-02-20","","00200555","経済構造実態調査","00200","総務省","01-04","【01ソフトウェア業】統計表データ　事業従事者5人以上の部 第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","【01ソフトウェア業】統計表データ　事業従事者5人以上の部"
"0003448583","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","735","2025-02-20","","00200555","経済構造実態調査","00200","総務省","01-05","【01ソフトウェア業】統計表データ　事業従事者5人以上の部 第２表　経営組織別の事業所数、従業者数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第２表　経営組織別の事業所数、従業者数及び年間売上高","【01ソフトウェア業】統計表データ　事業従事者5人以上の部"
"0003448584","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1494","2025-02-20","","00200555","経済構造実態調査","00200","総務省","01-06","【01ソフトウェア業】統計表データ　事業従事者5人以上の部 第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及びソフトウェア業務の事業従事者数","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及びソフトウェア業務の事業従事者数","【01ソフトウェア業】統計表データ　事業従事者5人以上の部"
"0003448585","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","624","2025-02-20","","00200555","経済構造実態調査","00200","総務省","01-07","【01ソフトウェア業】統計表データ　事業従事者5人以上の部 第４表　ソフトウェア業務の業務種類別の該当事業所数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第４表　ソフトウェア業務の業務種類別の該当事業所数及び年間売上高","【01ソフトウェア業】統計表データ　事業従事者5人以上の部"
"0003448586","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1184","2025-02-20","","00200555","経済構造実態調査","00200","総務省","01-08","【01ソフトウェア業】統計表データ　事業従事者5人以上の部 第５表　ソフトウェア業務の契約先産業別の該当事業所数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第５表　ソフトウェア業務の契約先産業別の該当事業所数及び年間売上高","【01ソフトウェア業】統計表データ　事業従事者5人以上の部"
"0003448587","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","520","2025-02-20","","00200555","経済構造実態調査","00200","総務省","01-09","【01ソフトウェア業】統計表データ　事業従事者5人以上の部 第６表　年間営業用固定資産取得額","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第６表　年間営業用固定資産取得額","【01ソフトウェア業】統計表データ　事業従事者5人以上の部"
"0003448588","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","689","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-01","【02情報処理・提供サービス業】統計表データ　全規模の部 第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","【02情報処理・提供サービス業】統計表データ　全規模の部"
"0003448589","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","750","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-02","【02情報処理・提供サービス業】統計表データ　全規模の部 第２表　経営組織別の事業所数、従業者数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第２表　経営組織別の事業所数、従業者数及び年間売上高","【02情報処理・提供サービス業】統計表データ　全規模の部"
"0003448590","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1386","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-03","【02情報処理・提供サービス業】統計表データ　全規模の部 第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及び情報処理・提供サービス業務の事業従事者数","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及び情報処理・提供サービス業務の事業従事者数","【02情報処理・提供サービス業】統計表データ　全規模の部"
"0003448591","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","676","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-04","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部 第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部"
"0003448592","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","735","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-05","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部 第２表　経営組織別の事業所数、従業者数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第２表　経営組織別の事業所数、従業者数及び年間売上高","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部"
"0003448593","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1492","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-06","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部 第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及び情報処理・提供サービス業務の事業従事者数","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及び情報処理・提供サービス業務の事業従事者数","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部"
"0003448594","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","832","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-07","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部 第４表　情報処理・提供サービス業務の業務種類別の該当事業所数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第４表　情報処理・提供サービス業務の業務種類別の該当事業所数及び年間売上高","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部"
"0003448595","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","520","2025-02-20","","00200555","経済構造実態調査","00200","総務省","02-08","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部 第５表　年間営業用固定資産取得額","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第５表　年間営業用固定資産取得額","【02情報処理・提供サービス業】統計表データ　事業従事者5人以上の部"
"0003448596","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","689","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-01","【03インターネット附随サービス業】統計表データ　全規模の部 第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","【03インターネット附随サービス業】統計表データ　全規模の部"
"0003448597","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","390","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-02","【03インターネット附随サービス業】統計表データ　全規模の部 第２表　経営組織別の事業所数、従業者数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第２表　経営組織別の事業所数、従業者数及び年間売上高","【03インターネット附随サービス業】統計表データ　全規模の部"
"0003448598","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1170","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-03","【03インターネット附随サービス業】統計表データ　全規模の部 第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及びインターネット附随サービス業務の事業従事者数","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及びインターネット附随サービス業務の事業従事者数","【03インターネット附随サービス業】統計表データ　全規模の部"
"0003448599","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","676","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-04","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部 第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第１表　事業所数、従業者数、事業従事者数、年間売上高、１事業所当たり及び１人当たりの年間売上高","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部"
"0003448600","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","385","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-05","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部 第２表　経営組織別の事業所数、従業者数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第２表　経営組織別の事業所数、従業者数及び年間売上高","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部"
"0003448601","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1280","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-06","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部 第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及びインターネット附随サービス業務の事業従事者数","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第３表　雇用形態別の男女別の従業者数、別経営の事業所から派遣されている人及びインターネット附随サービス業務の事業従事者数","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部"
"0003448602","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1040","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-07","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部 第４表　インターネット附随サービス業務の業務種類別の該当事業所数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第４表　インターネット附随サービス業務の業務種類別の該当事業所数及び年間売上高","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部"
"0003448603","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1040","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-08","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部 第５表　インターネット附随サービス業務の収入種類別の該当事業所数及び年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第５表　インターネット附随サービス業務の収入種類別の該当事業所数及び年間売上高","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部"
"0003448604","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","520","2025-02-20","","00200555","経済構造実態調査","00200","総務省","03-09","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部 第６表　年間営業用固定資産取得額","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第６表　年間営業用固定資産取得額","【03インターネット附随サービス業】統計表データ　事業従事者5人以上の部"
"0003448605","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1058","2025-02-20","","00200555","経済構造実態調査","00200","総務省","04-01","【04映像情報制作・配給業】統計表データ　全規模の部 第１表　企業数、従業者数、事業従事者数、年間売上高、１企業当たり及び１人当たりの年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第１表　企業数、従業者数、事業従事者数、年間売上高、１企業当たり及び１人当たりの年間売上高","【04映像情報制作・配給業】統計表データ　全規模の部"
"0003448606","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1202","2025-02-20","","00200555","経済構造実態調査","00200","総務省","04-02","【04映像情報制作・配給業】統計表データ　全規模の部 第２表　雇用形態別の男女別の従業者数、別経営の企業から派遣されている人及び映像情報制作・配給業務の事業従事者数","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第２表　雇用形態別の男女別の従業者数、別経営の企業から派遣されている人及び映像情報制作・配給業務の事業従事者数","【04映像情報制作・配給業】統計表データ　全規模の部"
"0003448607","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","2668","2025-02-20","","00200555","経済構造実態調査","00200","総務省","04-03","【04映像情報制作・配給業】統計表データ　全規模の部 第３表　映像情報制作・配給業務の業務種類別年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第３表　映像情報制作・配給業務の業務種類別年間売上高","【04映像情報制作・配給業】統計表データ　全規模の部"
"0003448608","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1035","2025-02-20","","00200555","経済構造実態調査","00200","総務省","04-04","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部 第１表　企業数、従業者数、事業従事者数、年間売上高、１企業当たり及び１人当たりの年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第１表　企業数、従業者数、事業従事者数、年間売上高、１企業当たり及び１人当たりの年間売上高","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部"
"0003448609","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","1172","2025-02-20","","00200555","経済構造実態調査","00200","総務省","04-05","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部 第２表　雇用形態別の男女別の従業者数、別経営の企業から派遣されている人及び映像情報制作・配給業務の事業従事者数","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第２表　雇用形態別の男女別の従業者数、別経営の企業から派遣されている人及び映像情報制作・配給業務の事業従事者数","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部"
"0003448610","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","2610","2025-02-20","","00200555","経済構造実態調査","00200","総務省","04-06","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部 第３表　映像情報制作・配給業務の業務種類別年間売上高","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第３表　映像情報制作・配給業務の業務種類別年間売上高","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部"
"0003448611","2019年経済構造実態調査（乙調査） 調査対象及び調査事項、統計表","-","201901-201912","2020-07-31","0","該当なし","586","2025-02-20","","00200555","経済構造実態調査","00200","総務省","04-07","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部 第４表　映画の制作本数（作品数）及び配給本数（作品数）","07","企業・家計・経済","01","企業活動","2019年経済構造実態調査（乙調査）","調査対象及び調査事項、統計表","","第４表　映画の制作本数（作品数）及び配給本数（作品数）","【04映像情報制作・配給業】統計表データ　事業従事者5人以上の部"
