"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY"
"0003013543","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","900","2010-03-19","","00600480","法人建物調査","00600","国土交通省","19","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国（続き）","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国（続き）","",""
"0003013526","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","3591","2010-03-19","","00600480","法人建物調査","00600","国土交通省","2","建物所在地(55区分)，所有する建物の有無(２区分)・建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(10区分)・建物の利用現況(15区分)・建物の貸付の有無(２区分)別法人数＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物所在地(55区分)，所有する建物の有無(２区分)・建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(10区分)・建物の利用現況(15区分)・建物の貸付の有無(２区分)別法人数＿全国","",""
"0003013544","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","330","2010-03-19","","00600480","法人建物調査","00600","国土交通省","20","建物の主な利用現況(９区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物の主な利用現況(９区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","",""
"0003013545","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","4590","2010-03-19","","00600480","法人建物調査","00600","国土交通省","21","法人業種(59区分)・資本金額(16区分)・建物所在地(55区分)・組織形態及び上場の有無(15区分)，主な建物の建築時期(14区分)別工場数及び総延べ床面積＜工場敷地内の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・資本金額(16区分)・建物所在地(55区分)・組織形態及び上場の有無(15区分)，主な建物の建築時期(14区分)別工場数及び総延べ床面積＜工場敷地内の建物＞＿全国","",""
"0003013546","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","27178","2010-03-19","","00600480","法人建物調査","00600","国土交通省","22","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数＜工場敷地以外の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数＜工場敷地以外の建物＞＿全国","",""
"0003013547","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","27178","2010-03-19","","00600480","法人建物調査","00600","国土交通省","23","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の構造(６区分)，建物の建築時期(14区分)建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の利用現況(14区分)・建物の貸付の有無(２区分)別総延べ床面積＜工場敷地以外の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の構造(６区分)，建物の建築時期(14区分)建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の利用現況(14区分)・建物の貸付の有無(２区分)別総延べ床面積＜工場敷地以外の建物＞＿全国","",""
"0003013548","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","11984","2010-03-19","","00600480","法人建物調査","00600","国土交通省","24","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の主な利用現況(９区分)建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数及び総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の主な利用現況(９区分)建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数及び総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","",""
"0003013549","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","11984","2010-03-19","","00600480","法人建物調査","00600","国土交通省","25","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の主な利用現況(９区分)建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数及び総延べ床面積＜借地(工場敷地以外)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の主な利用現況(９区分)建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数及び総延べ床面積＜借地(工場敷地以外)にある建物＞＿全国","",""
"0003013550","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","15147","2010-03-19","","00600480","法人建物調査","00600","国土交通省","26","法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)工場の敷地の権原(７区分)別工場数＜工場敷地内の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)工場の敷地の権原(７区分)別工場数＜工場敷地内の建物＞＿全国","",""
"0003013551","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","15147","2010-03-19","","00600480","法人建物調査","00600","国土交通省","27","法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)工場の敷地の権原(７区分)別総延べ床面積＜工場敷地内の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)工場の敷地の権原(７区分)別総延べ床面積＜工場敷地内の建物＞＿全国","",""
"0003013552","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","2354","2010-03-19","","00600480","法人建物調査","00600","国土交通省","28","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別件数・平均比率＜所有地にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別件数・平均比率＜所有地にある建物＞＿全国","",""
"0003013553","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","264","2010-03-19","","00600480","法人建物調査","00600","国土交通省","29","建物の主な利用現況(10区分)・宅地などの１区画の土地面積(10区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別件数・平均比率＜所有地にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物の主な利用現況(10区分)・宅地などの１区画の土地面積(10区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別件数・平均比率＜所有地にある建物＞＿全国","",""
"0003013527","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","2961","2010-03-19","","00600480","法人建物調査","00600","国土交通省","3","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，所有する建物の有無(２区分)・建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(10区分)・建物の利用現況(15区分)・建物の貸付の有無(２区分)別法人数＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，所有する建物の有無(２区分)・建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(10区分)・建物の利用現況(15区分)・建物の貸付の有無(２区分)別法人数＿全国","",""
"0003013554","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","2140","2010-03-19","","00600480","法人建物調査","00600","国土交通省","30","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別総土地面積＜所有地にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別総土地面積＜所有地にある建物＞＿全国","",""
"0003013555","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","240","2010-03-19","","00600480","法人建物調査","00600","国土交通省","31","建物の主な利用現況(10区分)・宅地などの１区画の土地面積(10区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別総土地面積＜所有地にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物の主な利用現況(10区分)・宅地などの１区画の土地面積(10区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別総土地面積＜所有地にある建物＞＿全国","",""
"0003013556","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","4800","2010-03-19","","00600480","法人建物調査","00600","国土交通省","32","建物の主な利用現況(９区分)，宅地などの土地取得時期(14区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物の主な利用現況(９区分)，宅地などの土地取得時期(14区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","",""
"0003013557","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","480","2010-03-19","","00600480","法人建物調査","00600","国土交通省","33","宅地などの土地取得時期(14区分)，主な建物の建築時期(14区分)別工場数及び総延べ床面積＜所有地(工場敷地)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","宅地などの土地取得時期(14区分)，主な建物の建築時期(14区分)別工場数及び総延べ床面積＜所有地(工場敷地)にある建物＞＿全国","",""
"0003013558","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1128","2010-03-19","","00600480","法人建物調査","00600","国土交通省","34","宅地などの１区画の土地面積(10区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の貸付の有無(２区分)別建物数＜所有地(工場敷地以外)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","宅地などの１区画の土地面積(10区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の貸付の有無(２区分)別建物数＜所有地(工場敷地以外)にある建物＞＿全国","",""
"0003013559","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1128","2010-03-19","","00600480","法人建物調査","00600","国土交通省","35","宅地などの１区画の土地面積(10区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の貸付の有無(２区分)別総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","宅地などの１区画の土地面積(10区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の貸付の有無(２区分)別総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","",""
"0003013560","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1092","2010-03-19","","00600480","法人建物調査","00600","国土交通省","36","宅地などの１区画の土地面積(10区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)別工場数＜所有地(工場敷地)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","宅地などの１区画の土地面積(10区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)別工場数＜所有地(工場敷地)にある建物＞＿全国","",""
"0003013561","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1092","2010-03-19","","00600480","法人建物調査","00600","国土交通省","37","宅地などの１区画の土地面積(10区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)別総延べ床面積＜所有地(工場敷地)にある建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","宅地などの１区画の土地面積(10区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)別総延べ床面積＜所有地(工場敷地)にある建物＞＿全国","",""
"0003013562","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1036","2010-03-19","","00600480","法人建物調査","00600","国土交通省","38","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の構造(６区分)別資産額＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の構造(６区分)別資産額＿全国","",""
"0003013563","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","791","2010-03-19","","00600480","法人建物調査","00600","国土交通省","39","建物所在地(55区分)・本社所在地(55区分)，建物の構造(６区分)別資産額＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物所在地(55区分)・本社所在地(55区分)，建物の構造(６区分)別資産額＿全国","",""
"0003013528","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","3256","2010-03-19","","00600480","法人建物調査","00600","国土交通省","4","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","",""
"0003013564","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","329","2010-03-19","","00600480","法人建物調査","00600","国土交通省","40","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，建物の構造(６区分)別資産額＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，建物の構造(６区分)別資産額＿全国","",""
"0003013565","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1628","2010-03-19","","00600480","法人建物調査","00600","国土交通省","41","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の主な利用現況(10区分)別資産額＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の主な利用現況(10区分)別資産額＿全国","",""
"0003013566","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1243","2010-03-19","","00600480","法人建物調査","00600","国土交通省","42","建物所在地(55区分)・本社所在地(55区分)，建物の主な利用現況(10区分)別資産額＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物所在地(55区分)・本社所在地(55区分)，建物の主な利用現況(10区分)別資産額＿全国","",""
"0003013567","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","517","2010-03-19","","00600480","法人建物調査","00600","国土交通省","43","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，建物の主な利用現況(10区分)別資産額＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，建物の主な利用現況(10区分)別資産額＿全国","",""
"0003013529","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1254","2010-03-19","","00600480","法人建物調査","00600","国土交通省","5","建物所在地(55区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物所在地(55区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","",""
"0003013530","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1034","2010-03-19","","00600480","法人建物調査","00600","国土交通省","6","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","",""
"0003013531","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1056","2010-03-19","","00600480","法人建物調査","00600","国土交通省","7","建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の貸付の有無(２区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の貸付の有無(２区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","",""
"0003013532","法人建物調査 平成15年 全国編","-","200301-200312","2010-03-19","0","該当なし","1914","2010-03-19","","00600480","法人建物調査","00600","国土交通省","8","法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，延べ床面積(９区分)別工場数及び総延べ床面積・１法人当たり総延べ床面積・１工場当たり延べ床面積＜工場敷地内の建物＞＿全国","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成15年","全国編","法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，延べ床面積(９区分)別工場数及び総延べ床面積・１法人当たり総延べ床面積・１工場当たり延べ床面積＜工場敷地内の建物＞＿全国","",""
