"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","DESCRIPTION.TABULATION_SUB_CATEGORY_EXPLANATION1","TITLE_SPEC.TABLE_NAME","DESCRIPTION","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_EXPLANATION"
"0003006363","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","241697","2025-08-12","00200531","労働力調査","00200","総務省","1-5-3","年齢階級，教育，希望している仕事の形態別非労働力人口(就業希望者・就業内定者)(2002年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","年齢階級，教育，希望している仕事の形態別非労働力人口(就業希望者・就業内定者)(2002年1-3月期～)","","",""
"0003009325","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","28665","2025-08-12","00200531","労働力調査","00200","総務省","1-5-4","年齢階級，教育別非労働力人口(就業非希望者)(2002年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","年齢階級，教育別非労働力人口(就業非希望者)(2002年1-3月期～)","","",""
"0003212144","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","126840","2025-08-12","00200531","労働力調査","00200","総務省","1-5-5","年齢階級，教育，雇用契約期間別役員を除く雇用者数(2018年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","年齢階級，教育，雇用契約期間別役員を除く雇用者数(2018年1-3月期～)","","",""
"0003006526","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","9424","2024-01-30","00200531","労働力調査","00200","総務省","12-1","雇用形態，産業別役員を除く雇用者数(2003年1-3月期～2008年10-12月期)-第11回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","雇用形態，産業別役員を除く雇用者数(2003年1-3月期～2008年10-12月期)-第11回改定産業分類による","","",""
"0003008208","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","1806","2024-01-30","00200531","労働力調査","00200","総務省","12-1","雇用形態，産業別役員を除く雇用者数(2002年1-3月期～10-12月期)-第10回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","雇用形態，産業別役員を除く雇用者数(2002年1-3月期～10-12月期)-第10回改定産業分類による","","",""
"0003009248","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","6921","2024-01-30","00200531","労働力調査","00200","総務省","12-1","雇用形態，産業別役員を除く雇用者数(2007年1-3月期～2010年10-12月期)-第12回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","雇用形態，産業別役員を除く雇用者数(2007年1-3月期～2010年10-12月期)-第12回改定産業分類による","","",""
"0003024375","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","40883","2024-01-30","00200531","労働力調査","00200","総務省","12-1","雇用形態，産業別役員を除く雇用者数(2011年1-3月期～2012年10-12月期)-第12回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","雇用形態，産業別役員を除く雇用者数(2011年1-3月期～2012年10-12月期)-第12回改定産業分類による","","",""
"0003024376","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","59964","2024-01-30","00200531","労働力調査","00200","総務省","12-2","雇用形態，職業別役員を除く雇用者数(2009年1-3月期～2012年10-12月期)-平成21年12月改定職業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","雇用形態，職業別役員を除く雇用者数(2009年1-3月期～2012年10-12月期)-平成21年12月改定職業分類による","","",""
"0003006418","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","5076","2024-01-30","00200531","労働力調査","00200","総務省","12-3","雇用形態，従業者規模別役員を除く雇用者数(2002年1-3月期～2010年10-12月期)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","雇用形態，従業者規模別役員を除く雇用者数(2002年1-3月期～2010年10-12月期)","","",""
"0003024377","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","10306","2024-01-30","00200531","労働力調査","00200","総務省","12-3","雇用形態，従業者規模別役員を除く雇用者数(2011年1-3月期～2012年10-12月期)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","雇用形態，従業者規模別役員を除く雇用者数(2011年1-3月期～2012年10-12月期)","","",""
"0002060029","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","222000","2024-01-30","00200531","労働力調査","00200","総務省","17-1","農林業・非農林業，従業上の地位，月末1週間の就業時間(3区分)別転職希望者及び追加就業希望者数（1985年1-3月期～2012年10-12月期）","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","農林業・非農林業，従業上の地位，月末1週間の就業時間(3区分)別転職希望者及び追加就業希望者数（1985年1-3月期～2012年10-12月期）","","",""
"0003009184","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","136089","2024-01-30","00200531","労働力調査","00200","総務省","17-3","従業者規模，月末1週間の就業時間(3区分)別転職希望者及び追加就業希望者数（非農林業雇用者）（2000年1-3月期～2012年10-12月期）","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","従業者規模，月末1週間の就業時間(3区分)別転職希望者及び追加就業希望者数（非農林業雇用者）（2000年1-3月期～2012年10-12月期）","","",""
"0003006377","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","27257","2024-01-30","00200531","労働力調査","00200","総務省","2-1-1","産業，雇用形態，年齢階級別役員を除く雇用者数(2003年1-3月期～2008年10-12月期)-第11回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","産業，雇用形態，年齢階級別役員を除く雇用者数(2003年1-3月期～2008年10-12月期)-第11回改定産業分類による","","",""
"0003008206","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","5679","2024-01-30","00200531","労働力調査","00200","総務省","2-1-1","産業，雇用形態，年齢階級別役員を除く雇用者数(2002年1-3月期～10-12月期)-第10回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","産業，雇用形態，年齢階級別役員を除く雇用者数(2002年1-3月期～10-12月期)-第10回改定産業分類による","","",""
"0003255862","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","178365","2025-08-12","00200531","労働力調査","00200","総務省","2-1-1","産業，雇用形態，年齢階級別役員を除く雇用者数(2007年1-3月期～)-第12・13回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","産業，雇用形態，年齢階級別役員を除く雇用者数(2007年1-3月期～)-第12・13回改定産業分類による","","",""
"0003006449","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","112371","2025-08-12","00200531","労働力調査","00200","総務省","2-10-1","月末1週間の就業時間，年齢階級，雇用形態別役員を除く雇用者数(2002年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","月末1週間の就業時間，年齢階級，雇用形態別役員を除く雇用者数(2002年1-3月期～)","","",""
"0003212242","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","42635","2025-08-12","00200531","労働力調査","00200","総務省","2-10-2","月末1週間の就業時間，年齢階級，雇用契約期間別役員を除く雇用者数(2018年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","月末1週間の就業時間，年齢階級，雇用契約期間別役員を除く雇用者数(2018年1-3月期～)","","",""
