"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003398554","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ２　退職時の就労希望の状況","表12　短時間勤務で働きたいと思った理由","-","201004-201103","2020-01-23","0","該当なし","40","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","２　退職時の就労希望の状況","表12　短時間勤務で働きたいと思った理由","※母集団は、表題「働きたいと思った勤務形態」の「定年退職時」で勤務形態を「短時間勤務」とした1,215人。"
"0003398555","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ２　退職時の就労希望の状況","表14　もっとも働きたいと思った就労先","-","201004-201103","2020-01-23","0","該当なし","54","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","２　退職時の就労希望の状況","表14　もっとも働きたいと思った就労先","※母集団は、表９で「退職後も働きたいと思った」とした2,362人。"
"0003398556","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ３　現在の就労状況","表15　現在の就労の有無","-","201004-201103","2020-01-23","0","該当なし","30","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","３　現在の就労状況","表15　現在の就労の有無",""
"0003398557","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ３　現在の就労状況","表16　現在の就労先","-","201004-201103","2020-01-23","0","該当なし","145","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","３　現在の就労状況","表16　現在の就労先","※母集団は、表15で「仕事に就いている」とした2,047人。"
"0003398558","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ３　現在の就労状況","表17　仕事に就いていない理由（複数回答）","-","201004-201103","2020-01-23","0","該当なし","58","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","３　現在の就労状況","表17　仕事に就いていない理由（複数回答）","※母集団は、表15で「仕事に就いていない」とした1,253人。"
"0003375600","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表22　再任用を希望した結果（男女別）","-","201004-201103","2020-01-23","0","該当なし","24","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表22　再任用を希望した結果（男女別）","※母集団は、表19で再任用を「希望した」とした1,327人。"
"0003375601","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表22　再任用を希望した結果（組織別）","-","201004-201103","2020-01-23","0","該当なし","28","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表22　再任用を希望した結果（組織別）","※母集団は、表19で再任用を「希望した」とした1,327人。"
"0003375602","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表23　再任用の雇用期間（男女別）","-","201004-201103","2020-01-23","0","該当なし","38","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表23　再任用の雇用期間（男女別）","※母集団は、表22で「再任用された」とした1,173人。"
"0003375603","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表23　再任用の雇用期間（組織別）","-","201004-201103","2020-01-23","0","該当なし","40","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表23　再任用の雇用期間（組織別）","※母集団は、表22で「再任用された」とした1,173人。"
"0003375605","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表25　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（週平均勤務時間）","-","201004-201103","2020-01-23","0","該当なし","64","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表25　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（週平均勤務時間）","※母集団は、表題「勤務形態」の「再任用」で勤務形態を「短時間」とした755人。"
"0003375606","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表25　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（週平均勤務日数）","-","201004-201103","2020-01-23","0","該当なし","53","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表25　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（週平均勤務日数）","※母集団は、表題「勤務形態」の「再任用」で勤務形態を「短時間」とした755人。"
"0003375615","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","再任用を希望したが、その後辞退した理由・再任用を希望しなかった理由","-","201004-201103","2020-01-23","0","該当なし","176","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","再任用を希望したが、その後辞退した理由・再任用を希望しなかった理由","※「再任を希望したが、その後辞退した」の母集団は、表19で再任用を「希望したが、その後辞退した」とした135人。<br>※「再任を希望しなかった」の母集団は、表19で再任用を「希望しなかった」とした1,331人。"
"0003398559","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表18　退職前の再任用希望調査の実施状況","-","201004-201103","2020-01-23","0","該当なし","60","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表18　退職前の再任用希望調査の実施状況",""
"0003398560","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表19　再任用希望調査での希望の状況","-","201004-201103","2020-01-23","0","該当なし","31","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表19　再任用希望調査での希望の状況","※母集団は、表18で書面又は面談による再任用希望調査があったとした2,793人。"
"0003398561","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表21　再任用職員として働きたいと思った理由（複数回答）","-","201004-201103","2020-01-23","0","該当なし","50","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表21　再任用職員として働きたいと思った理由（複数回答）","※母集団は、表14でもっとも働きたいと思った就労先を「国の機関（再任用職員）」とした1,298人。"
"0003398562","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表28　再任用に際し重視した事項（複数回答）","-","201004-201103","2020-01-23","0","該当なし","61","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表28　再任用に際し重視した事項（複数回答）","※母集団は、表16で現在の就労先を「国の機関（再任用職員）」とした1,159人。"
"0003398563","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表29　再任用についての満足度","-","201004-201103","2020-01-23","0","該当なし","286","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表29　再任用についての満足度","※母集団は、表16で現在の就労先を「国の機関（再任用職員）」とした1,159人。"
"0003398565","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表31　再任用後の通勤時間","-","201004-201103","2020-01-23","0","該当なし","46","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表31　再任用後の通勤時間","※母集団は、表16で現在の就労先を「国の機関（再任用職員）」とした1,159人。"
"0003398566","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表32　再任用後の仕事内容","-","201004-201103","2020-01-23","0","該当なし","40","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表32　再任用後の仕事内容","※母集団は、表16で現在の就労先を「国の機関（再任用職員）」とした1,159人。"
"0003398567","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表33　再任用後のポスト","-","201004-201103","2020-01-23","0","該当なし","34","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表33　再任用後のポスト","※母集団は、表16で現在の就労先を「国の機関（再任用職員）」とした1,159人。"
"0003398568","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表34　再任用後の仕事内容・ポストにおける知識、経験の活用","-","201004-201103","2020-01-23","0","該当なし","46","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表34　再任用後の仕事内容・ポストにおける知識、経験の活用","※母集団は、表16で現在の就労先を「国の機関（再任用職員）」とした1,159人。"
"0003398569","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表35　再任用されなかった理由","-","201004-201103","2020-01-23","0","該当なし","60","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表35　再任用されなかった理由","※母集団は、表22で再任用を希望したが「再任用されない」とした154人。"
"0003404633","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ４　再任用","表30　再任用後の官署","-","201004-201103","2020-01-23","0","該当なし","42","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","４　再任用","表30　再任用後の官署","※母集団は、表16で現在の就労先を「国の機関（再任用職員）」とした1,159人。"
"0003375617","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ５　民間企業等への再就職","表40　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（平均勤務日数ー民間企業等）","-","201004-201103","2020-01-23","0","該当なし","68","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","５　民間企業等への再就職","表40　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（平均勤務日数ー民間企業等）","※母集団は、表題「勤務形態」の「民間企業等」で勤務形態を「短時間」とした180人。"
"0003375618","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ５　民間企業等への再就職","表40　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（平均勤務時間ー民間企業等）","-","201004-201103","2020-01-23","0","該当なし","74","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","５　民間企業等への再就職","表40　短時間勤務者の１週間当たりの平均勤務日数・平均勤務時間（平均勤務時間ー民間企業等）","※母集団は、表題「勤務形態」の「民間企業等」で勤務形態を「短時間」とした180人。"
"0003398570","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ５　民間企業等への再就職","表38　現在の職種","-","201004-201103","2020-01-23","0","該当なし","56","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","５　民間企業等への再就職","表38　現在の職種","※母集団は、表16で現在の就労先を「非特定独立行政法人等」、「地方公共団体等」、「特殊法人（公庫等）」、「学校、医療機関」、「公益法人」又は「民間企業」とした440人。"
"0003398571","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ５　民間企業等への再就職","表41　現在の仕事を探した方法","-","201004-201103","2020-01-23","0","該当なし","46","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","５　民間企業等への再就職","表41　現在の仕事を探した方法","※母集団は、表16で現在の就労先を「非特定独立行政法人等」、「地方公共団体等」、「特殊法人（公庫等）」、「学校、医療機関」、「公益法人」又は「民間企業」とした440人。"
"0003375625","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表47　就労状況別世帯の平均収入月額","-","201004-201103","2020-01-23","0","該当なし","178","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表47　就労状況別世帯の平均収入月額",""
"0003375627","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表49　就労状況別世帯の平均支出月額","-","201004-201103","2020-01-23","0","該当なし","240","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表49　就労状況別世帯の平均支出月額",""
"0003375628","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表50　就労状況別世帯の家計の状況","-","201004-201103","2020-01-23","0","該当なし","152","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表50　就労状況別世帯の家計の状況","※「就労者」の母集団は、表15で「仕事に就いている」とした2,047人。<br>※「非就労者」の母集団は、表15で「仕事に就いていない」とした1,253人。"
"0003375629","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表51　就労状況別赤字が出る場合の対応（複数回答）","-","201004-201103","2020-01-23","0","該当なし","200","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表51　就労状況別赤字が出る場合の対応（複数回答）","※「総計」の母集団は、表50で「時々赤字」又は「常に赤字」とした1,477人。<br>※「就労者」の母集団は、表50で「時々赤字」又は「常に赤字」とした1,477人のうち現在就労している811人。<br>※「非就労者」の母集団は、表50で「時々赤字」又は「常に赤字」とした1,477人のうち現在就労していない666人。"
"0003375671","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表48　就労状況別本人の収入月額の金額階層別分布","-","201004-201103","2020-01-23","0","該当なし","224","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表48　就労状況別本人の収入月額の金額階層別分布","※総計の金額は、本人の「年金額」及び「給与収入」の合計額である。なお、金額階層別欄の「不明」は、「年金額」又は「給与収入」のいずれかが不明の場合である。"
"0003375672","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表52　就労状況別夫婦２人世帯の場合に必要と考えられる１ヶ月当たりの生活費","-","201004-201103","2020-01-23","0","該当なし","289","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表52　就労状況別夫婦２人世帯の場合に必要と考えられる１ヶ月当たりの生活費","※「就労者」の母集団は、表15で「仕事に就いている」とした2,047人。<br>※「非就労者」の母集団は、表15で「仕事に就いていない」とした1,253人。"
"0003398572","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表42　住居の種類","-","201004-201103","2020-01-23","0","該当なし","52","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表42　住居の種類",""
"0003398573","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表43　家賃又はローン返済額の月額","-","201004-201103","2020-01-23","0","該当なし","45","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表43　家賃又はローン返済額の月額","※平均額の算出のため、金額の記入がある者だけを集計している。"
"0003398574","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表44　家族構成","-","201004-201103","2020-01-23","0","該当なし","58","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表44　家族構成",""
"0003398575","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表45　家族の人数","-","201004-201103","2020-01-23","0","該当なし","60","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表45　家族の人数",""
"0003398576","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ６　家計等の状況","表46　扶養している家族の人数","-","201004-201103","2020-01-23","0","該当なし","54","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","６　家計等の状況","表46　扶養している家族の人数",""
"0003375632","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ７　共済年金及び退職手当","表54　退職共済年金額及び退職手当額についての満足度","-","201004-201103","2020-01-23","0","該当なし","106","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","７　共済年金及び退職手当","表54　退職共済年金額及び退職手当額についての満足度",""
"0003375633","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ７　共済年金及び退職手当","表55　就労状況別退職手当の使用予定（複数回答）","-","201004-201103","2020-01-23","0","該当なし","181","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","７　共済年金及び退職手当","表55　就労状況別退職手当の使用予定（複数回答）","※「就労者」の母集団は、表15で「仕事に就いている」とした2,047人。<br>※「非就労者」の母集団は、表15で「仕事に就いていない」とした1,253人。"
"0003378198","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ７　共済年金及び退職手当","表53　就労状況別退職共済年金額（月額）","-","201004-201103","2020-01-23","0","該当なし","186","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","７　共済年金及び退職手当","表53　就労状況別退職共済年金額（月額）","※「総計」の０万円は、収入があるため、又はまだ裁定がなされていないため等の理由により、退職共済年金が支給されていない者。なお、平均額は、「0万円」及び「不明」を除く2,657人を基に算出した。<br>※「就労者」の母集団は、表15で「仕事に就いている」とした2,047人。 ０万円は、収入があるため、又はまだ裁定がなされていないため等の理由により、退職共済年金が支給されていない者。なお、平均額は、「0万円」及び「不明」を除く1,499人を基に算出した。<br>※「非就労者」の母集団は、表15で「仕事に就いていない」とした1,253人。 ０万円は、まだ裁定がなされておらず、退職共済年金が支給されていない者等。なお、平均額は、「0万円」及び「不明」を除く1,158人を基に算出した。"
"0003375634","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ８　その他","表56　就労状況別今後の生活について不安に思うこと（複数回答）","-","201004-201103","2020-01-23","0","該当なし","228","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","８　その他","表56　就労状況別今後の生活について不安に思うこと（複数回答）","※「就労者」の母集団は、表15で「仕事に就いている」とした2,047人。<br>※「非就労者」の母集団は、表15で「仕事に就いていない」とした1,253人。"
"0003398577","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ８　その他","表57　退職前にもっと知っておけば良かったと思うこと（複数回答）","-","201004-201103","2020-01-23","0","該当なし","86","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","８　その他","表57　退職前にもっと知っておけば良かったと思うこと（複数回答）",""
"0003398578","退職公務員生活状況調査 平成２２年度 退職公務員生活状況調査 統計表 ８　その他","表58　公務に適切と思われる今後の高齢者雇用制度","-","201004-201103","2020-01-23","0","該当なし","48","2020-01-24","","00020151","退職公務員生活状況調査","00020","人事院","13","行財政","03","公務員","退職公務員生活状況調査","平成２２年度 退職公務員生活状況調査","統計表","８　その他","表58　公務に適切と思われる今後の高齢者雇用制度",""
