"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003356376","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","3365","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2","都道府県別統計表 被害・支払　総合計（水稲・陸稲・麦）","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　総合計（水稲・陸稲・麦）","注：１．高知県及び沖縄県の水稲については、１回作と２回作を合計している。<br>　　２．引受戸数（延数）及び被害戸数（延数）とは、麦の類区分ごとの合計である。<br>　　３．超過被害欄は、一筆方式の３割、４割、５割超過被害、半相殺方式の２割、３割、４割超過被害及び全相殺方式の１割、２割、３割超過被害の計である。<br>　　４．引下超過被害（水稲）欄は、水稲特例一筆方式の２割、３割、４割超過被害及び水稲特例半相殺方式の１割５分、２割５分、３割５分超過被害の計である。","","",""
"0003356376","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","3365","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2","都道府県別統計表 被害・支払　総合計（水稲・陸稲・麦）","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　総合計（水稲・陸稲・麦）","注：１．高知県及び沖縄県の水稲については、１回作と２回作を合計している。<br>　　２．引受戸数（延数）及び被害戸数（延数）とは、麦の類区分ごとの合計である。<br>　　３．超過被害欄は、一筆方式の３割、４割、５割超過被害、半相殺方式の２割、３割、４割超過被害及び全相殺方式の１割、２割、３割超過被害の計である。<br>　　４．引下超過被害（水稲）欄は、水稲特例一筆方式の２割、３割、４割超過被害及び水稲特例半相殺方式の１割５分、２割５分、３割５分超過被害の計である。","","",""
"0003356377","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","44790","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2-1","都道府県別統計表 被害・支払　水稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　水稲","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．事項「引受方式」の「計」において、「引受収量」は一筆方式、半相殺方式、全相殺方式の計であり、「特定農作物共済限度額」は品質方式の計である。<br>　　３．事項「引受方式」の「計」において、「被害組合等数」の「延数」は、一筆方式、半相殺方式及び全相殺方式の組合等延数と、品質方式の組合等数の計である。<br>　　４．「超過被害」は、一筆方式の３割、４割、５割超過被害、半相殺方式の２割、３割、４割超過被害及び全相殺方式の１割、２割、３割超過被害の計である。<br>　　５．「引下超過被害」は、水稲特例一筆方式の２割、３割、４割超過被害及び水稲特例半相殺方式の１割５分、２割５分、３割５分超過被害の計である。<br>　　６．「被害率_戸数（共済金支払対象_戸数／引受戸数）」の「共済金支払対象_戸数」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」、また事項「引受方式」の「引受方式計」かつ事項「事故の種類」の「事故除外方式」においては「一筆方式・半相殺方式・全相殺方式_計_戸数」、「品質方式」においては「品質方式_戸数」である。<br>　　７．「被害率_面積（共済金支払対象_面積／引受面積）」の「共済金支払対象_面積」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」、また事項「引受方式」の「引受方式計」かつ事項「事故の種類」の「事故除外方式」においては「一筆方式・半相殺方式・全相殺方式_計_面積」、「品質方式」においては「品質方式_面積」である。","","",""
"0003356377","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","44790","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2-1","都道府県別統計表 被害・支払　水稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　水稲","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．事項「引受方式」の「計」において、「引受収量」は一筆方式、半相殺方式、全相殺方式の計であり、「特定農作物共済限度額」は品質方式の計である。<br>　　３．事項「引受方式」の「計」において、「被害組合等数」の「延数」は、一筆方式、半相殺方式及び全相殺方式の組合等延数と、品質方式の組合等数の計である。<br>　　４．「超過被害」は、一筆方式の３割、４割、５割超過被害、半相殺方式の２割、３割、４割超過被害及び全相殺方式の１割、２割、３割超過被害の計である。<br>　　５．「引下超過被害」は、水稲特例一筆方式の２割、３割、４割超過被害及び水稲特例半相殺方式の１割５分、２割５分、３割５分超過被害の計である。<br>　　６．「被害率_戸数（共済金支払対象_戸数／引受戸数）」の「共済金支払対象_戸数」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」、また事項「引受方式」の「引受方式計」かつ事項「事故の種類」の「事故除外方式」においては「一筆方式・半相殺方式・全相殺方式_計_戸数」、「品質方式」においては「品質方式_戸数」である。<br>　　７．「被害率_面積（共済金支払対象_面積／引受面積）」の「共済金支払対象_面積」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」、また事項「引受方式」の「引受方式計」かつ事項「事故の種類」の「事故除外方式」においては「一筆方式・半相殺方式・全相殺方式_計_面積」、「品質方式」においては「品質方式_面積」である。","","",""
"0003356378","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","2697","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2-2","都道府県別統計表 被害・支払　陸稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　陸稲","","","",""
"0003356378","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","2697","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2-2","都道府県別統計表 被害・支払　陸稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　陸稲","","","",""
"0003356379","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","17678","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2-3","都道府県別統計表 被害・支払　麦","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　麦","注：１．「引受延戸数」及び「延戸数」は、類区分ごとの計である。<br>　　２．事項「引受方式」の「計」において、「引受収量」は一筆方式、半相殺方式、全相殺方式の計であり、「特定農作物共済限度額」は災害収入共済方式の計である。<br>　　３．事項「引受方式」の「計」において、「被害組合等数」の「延数」は、一筆方式、半相殺方式及び全相殺方式の組合等延数と、災害収入共済方式の組合等数の計である。<br>　　４．「超過被害」は、一筆方式の３割、４割、５割超過被害、半相殺方式の２割、３割、４割超過被害及び全相殺方式の１割、２割、３割超過被害の計である。<br>　　５．「被害率_延戸数（共済金支払対象_延戸数／引受延戸数）」の「共済金支払対象_延戸数」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」においては「一筆方式・半相殺方式・全相殺方式_計_延戸数」、「災害収入共済方式」においては「災害収入共済方式_延戸数」である。<br>　　６．「被害率_面積（共済金支払対象_面積／引受面積）」の「共済金支払対象_面積」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」においては「一筆方式・半相殺方式・全相殺方式_計_面積」、「災害収入共済方式」においては「災害収入共済方式_面積」である。","","",""
"0003356379","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","17678","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","2-3","都道府県別統計表 被害・支払　麦","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","被害・支払　麦","注：１．「引受延戸数」及び「延戸数」は、類区分ごとの計である。<br>　　２．事項「引受方式」の「計」において、「引受収量」は一筆方式、半相殺方式、全相殺方式の計であり、「特定農作物共済限度額」は災害収入共済方式の計である。<br>　　３．事項「引受方式」の「計」において、「被害組合等数」の「延数」は、一筆方式、半相殺方式及び全相殺方式の組合等延数と、災害収入共済方式の組合等数の計である。<br>　　４．「超過被害」は、一筆方式の３割、４割、５割超過被害、半相殺方式の２割、３割、４割超過被害及び全相殺方式の１割、２割、３割超過被害の計である。<br>　　５．「被害率_延戸数（共済金支払対象_延戸数／引受延戸数）」の「共済金支払対象_延戸数」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」においては「一筆方式・半相殺方式・全相殺方式_計_延戸数」、「災害収入共済方式」においては「災害収入共済方式_延戸数」である。<br>　　６．「被害率_面積（共済金支払対象_面積／引受面積）」の「共済金支払対象_面積」とは、事項「引受方式」の「一筆方式」「半相殺方式」「全相殺方式」においては「一筆方式・半相殺方式・全相殺方式_計_面積」、「災害収入共済方式」においては「災害収入共済方式_面積」である。","","",""
"0003356371","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","2160","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","3","全国統計表 引受及び被害・支払（年産別）　麦","04","農林水産業","01","農業","農作物共済統計表","確報","全国統計表","引受及び被害・支払（年産別）　麦","注：１．「組合等数」及び「共済金支払対象」の「組合等数」の計は、実数である。<br>　　２．「共済金支払対象」の「延戸数」は、類区分ごとの計である。<br>　　３．「被害率」の「延戸数」は、表分類「都道府県別統計表」　表番号「2-3」　表題「被害・支払　麦」の「引受延戸数」で除した。<br>　　４．2000年産から共済金支払対象戸数は、延数（類区分ごとの合計）である。","","",""
"0003356380","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","6267","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","3","都道府県別統計表 収支","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","収支","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．「収入」は、組合等が「組合等手持掛金」、連合会が「連合会手持保険料」、政府特別会計が「再保険料」である。<br>　　３．「支出」は、組合等、連合会及び政府特別会計が支払った「共済金」の内訳額である。","","",""
"0003356380","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","6267","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","3","都道府県別統計表 収支","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","収支","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．「収入」は、組合等が「組合等手持掛金」、連合会が「連合会手持保険料」、政府特別会計が「再保険料」である。<br>　　３．「支出」は、組合等、連合会及び政府特別会計が支払った「共済金」の内訳額である。","","",""
"0003356381","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","13792","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-1","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　水稲　一筆方式・半相殺方式・全相殺方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　水稲　一筆方式・半相殺方式・全相殺方式","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．事項「事故の種類」の一般は、事故除外方式（水稲のみ）以外のものである。","","",""
"0003356381","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","13792","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-1","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　水稲　一筆方式・半相殺方式・全相殺方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　水稲　一筆方式・半相殺方式・全相殺方式","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．事項「事故の種類」の一般は、事故除外方式（水稲のみ）以外のものである。","","",""
"0003356382","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","1894","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-1","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　水稲　品質方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　水稲　品質方式","注：品質方式において、事故除外方式はない。","","",""
"0003356382","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","1894","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-1","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　水稲　品質方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　水稲　品質方式","注：品質方式において、事故除外方式はない。","","",""
"0003356383","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","505","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-2","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　陸稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　陸稲","","","",""
"0003356383","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","505","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-2","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　陸稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　陸稲","","","",""
"0003356384","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","5277","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-3","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　麦　一筆方式・半相殺方式・全相殺方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　麦　一筆方式・半相殺方式・全相殺方式","","","",""
"0003356384","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","5277","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-3","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　麦　一筆方式・半相殺方式・全相殺方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　麦　一筆方式・半相殺方式・全相殺方式","","","",""
"0003356385","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","3255","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-3","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　麦　災害収入共済方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　麦　災害収入共済方式","","","",""
"0003356385","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","3255","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","4-3","都道府県別統計表 共済事故等による種別ごとの引受及び被害・支払　麦　災害収入共済方式","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","共済事故等による種別ごとの引受及び被害・支払　麦　災害収入共済方式","","","",""
"0003356386","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","11610","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","5","都道府県別統計表 麦の共済目的の種類等ごとの引受及び被害・支払","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","麦の共済目的の種類等ごとの引受及び被害・支払","注：１．「引受組合等数」及び「共済金支払対象」の「組合等数」の計は、実数である。<br>　　２．2005年産から災害収入共済方式に類区分が導入された。","","",""
"0003356386","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","11610","2020-12-28","","00500604","農作物共済統計表","00500","農林水産省","5","都道府県別統計表 麦の共済目的の種類等ごとの引受及び被害・支払","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","麦の共済目的の種類等ごとの引受及び被害・支払","注：１．「引受組合等数」及び「共済金支払対象」の「組合等数」の計は、実数である。<br>　　２．2005年産から災害収入共済方式に類区分が導入された。","","",""
"0003356390","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","1776","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","6","都道府県別統計表 面積引受率等","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","面積引受率等","注：１．事項「対象農作物」の「水稲」において、事項「都道府県」の高知県及び沖縄県は、１回作と２回作の計である。<br>　　２．事項「対象農作物」の「水稲」において、「面積」の「作付面積」は、農林水産省大臣官房統計部「作物統計」及び政策統括官「新規需要米の都道府県別の取組計画認定状況」によるもので、「引受率」は、2014年産以降、新規需要米の面積を加えた「作付面積」で算出している。<br>　　３．事項「対象農作物」の「陸稲」「麦」において、「面積」の「作付面積」は、農林水産省大臣官房統計部「作物統計」による。","","",""
"0003356390","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","1776","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","6","都道府県別統計表 面積引受率等","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","面積引受率等","注：１．事項「対象農作物」の「水稲」において、事項「都道府県」の高知県及び沖縄県は、１回作と２回作の計である。<br>　　２．事項「対象農作物」の「水稲」において、「面積」の「作付面積」は、農林水産省大臣官房統計部「作物統計」及び政策統括官「新規需要米の都道府県別の取組計画認定状況」によるもので、「引受率」は、2014年産以降、新規需要米の面積を加えた「作付面積」で算出している。<br>　　３．事項「対象農作物」の「陸稲」「麦」において、「面積」の「作付面積」は、農林水産省大臣官房統計部「作物統計」による。","","",""
"0003356391","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","2040","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","7","都道府県別統計表 単位当たり収穫量","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","単位当たり収穫量","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．「通知単位当たり収穫量」は、農林水産省経営局長が定めて都道府県知事に通知した単位当たり収穫量で、全国値は引受面積を重みとした加重平均値である。<br>　　３．「実行単収の平均」は、都道府県ごとの基準収穫量を引受面積で除した平均値である（水稲の品質方式及び麦の災害収入共済方式を除く）。<br>　　４．「麦１類」は秋期播種の小麦、「麦２類」は秋期播種の二条大麦、「麦３類」は秋期播種の六条大麦、　「麦４類」は秋期播種の裸麦、「麦６類」は春期播種の小麦、「麦７類」は春期播種の二条大麦である。","","",""
"0003356391","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","2040","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","7","都道府県別統計表 単位当たり収穫量","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","単位当たり収穫量","注：１．「都道府県」の高知県及び沖縄県で、１回作は「高知県_１回作、沖縄県_１回作」、２回作は「高知県_２回作、沖縄県_２回作」である。<br>　　２．「通知単位当たり収穫量」は、農林水産省経営局長が定めて都道府県知事に通知した単位当たり収穫量で、全国値は引受面積を重みとした加重平均値である。<br>　　３．「実行単収の平均」は、都道府県ごとの基準収穫量を引受面積で除した平均値である（水稲の品質方式及び麦の災害収入共済方式を除く）。<br>　　４．「麦１類」は秋期播種の小麦、「麦２類」は秋期播種の二条大麦、「麦３類」は秋期播種の六条大麦、　「麦４類」は秋期播種の裸麦、「麦６類」は春期播種の小麦、「麦７類」は春期播種の二条大麦である。","","",""
"0003356387","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","1743","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","8","都道府県別統計表 単位当たり共済金額別引受収量　水稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","単位当たり共済金額別引受収量　水稲","注：１．単位当たりとは１kg当たりである。","","",""
"0003356387","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","1743","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","8","都道府県別統計表 単位当たり共済金額別引受収量　水稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","単位当たり共済金額別引受収量　水稲","注：１．単位当たりとは１kg当たりである。","","",""
"0003356388","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","672","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","8","都道府県別統計表 単位当たり共済金額別引受収量　陸稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","単位当たり共済金額別引受収量　陸稲","注：１．単位当たりとは１kg当たりである。","","",""
"0003356388","農作物共済統計表 確報","年次","0","2019-12-26","0","都道府県","672","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","8","都道府県別統計表 単位当たり共済金額別引受収量　陸稲","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","単位当たり共済金額別引受収量　陸稲","注：１．単位当たりとは１kg当たりである。","","",""
"0003356389","農作物共済統計表 確報","年次","0","2019-12-26","0","全国","2432","2020-12-29","","00500604","農作物共済統計表","00500","農林水産省","9","都道府県別統計表 １戸当たり、10ａ当たり及びkg当たり引受・支払","04","農林水産業","01","農業","農作物共済統計表","確報","都道府県別統計表","１戸当たり、10ａ当たり及びkg当たり引受・支払","注：１．事項「対象農作物」の「水稲」「陸稲」において、共済金は、被害戸数（被害面積）で除した額である。<br>　　２．事項「対象農作物」の「水稲」において、kg当たり共済金額は、品質方式を除いて算出している。<br>　　３．事項「対象農作物」の「麦」において、１戸当たり共済金は、延べ戸数（類区分ごとの合計）で除している。<br>　　４．事項「対象農作物」の「麦」において、kg当たり共済金額は、災害収入共済方式を除いて算出している。","","",""
