"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003208146","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","165","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) ク  農産物の出荷先別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","ク  農産物の出荷先別経営体数","","","",""
"0003208147","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","55","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) シ 農業経営の管理別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","シ 農業経営の管理別経営体数","","","",""
"0003208163","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","121","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) ア  農業生産関連事業に取り組んでいる経営体の取組形態別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","ア  農業生産関連事業に取り組んでいる経営体の取組形態別経営体数","","","",""
"0003208164","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","77","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) オ  販売目的の水稲の作付面積規模別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","オ  販売目的の水稲の作付面積規模別経営体数","","","",""
"0003208165","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","99","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) ケ  農産物の売上１位の出荷先別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","ケ  農産物の売上１位の出荷先別経営体数","","","",""
"0003208183","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","132","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) イ  経営耕地の状況","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","イ  経営耕地の状況","","","",""
"0003208184","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","143","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) カ  農業労働力 （雇用者、常雇い、臨時雇い）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","カ  農業労働力","（雇用者、常雇い、臨時雇い）","","",""
"0003208185","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","99","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-2","一覧表 全国農業地域別　農業経営体(家族経営体) コ  農産物販売金額１位の部門別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体(家族経営体)","コ  農産物販売金額１位の部門別経営体数","","","",""
"0003208071","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","121","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） ウ  農業生産関連事業に取り組んでいる経営体の取組形態別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","ウ  農業生産関連事業に取り組んでいる経営体の取組形態別経営体数","","","",""
"0003208072","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","77","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） キ  販売目的の水稲の作付面積規模別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","キ  販売目的の水稲の作付面積規模別経営体数","","","",""
"0003208073","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","99","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） サ  農産物販売金額規模別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","サ  農産物販売金額規模別経営体数","","","",""
"0003208074","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","143","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） ソ  農業経営組織別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","ソ  農業経営組織別経営体数","","","",""
"0003208148","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","132","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） エ  経営耕地の状況","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","エ  経営耕地の状況","","","",""
"0003208149","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2020-03-05","0","該当なし","143","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） ク  農業労働力 （雇用者、常雇い、臨時雇い）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","ク  農業労働力","（雇用者、常雇い、臨時雇い）","","",""
"0003208150","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","165","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） シ  農産物の出荷先別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","シ  農産物の出荷先別経営体数","","","",""
"0003208151","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","66","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） タ  後継者の有無別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","タ  後継者の有無別経営体数","","","",""
"0003208166","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","77","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） ア  組織形態別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","ア  組織形態別経営体数","","","",""
"0003208167","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","132","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） オ  借入耕地の状況","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","オ  借入耕地の状況","","","",""
"0003208168","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","88","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） ケ  農作業の受託料金収入規模別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","ケ  農作業の受託料金収入規模別経営体数","","","",""
"0003208169","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","99","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） ス  農産物の売上１位の出荷先別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","ス  農産物の売上１位の出荷先別経営体数","","","",""
"0003208170","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","88","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） チ　年齢別経営者数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","チ　年齢別経営者数","","","",""
"0003208186","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","55","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） イ  農業以外の業種から資本金・出資金の提供を受けている経営体の業種別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","イ  農業以外の業種から資本金・出資金の提供を受けている経営体の業種別経営体数","","","",""
"0003208187","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","110","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） カ  経営耕地面積規模別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","カ  経営耕地面積規模別経営体数","","","",""
"0003208188","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","110","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） コ  農作業を受託した経営体の事業部門別経営体数（複数回答）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","コ  農作業を受託した経営体の事業部門別経営体数（複数回答）","","","",""
"0003208189","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","99","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） セ  農産物販売金額１位の部門別経営体数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","セ  農産物販売金額１位の部門別経営体数","","","",""
"0003208190","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","88","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-3","一覧表 全国農業地域別　農業経営体（組織経営体） ツ　年齢別役員数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　農業経営体（組織経営体）","ツ　年齢別役員数","","","",""
"0003208075","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","121","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 ア  農業生産関連事業に取り組んでいる農家の取組形態別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","ア  農業生産関連事業に取り組んでいる農家の取組形態別農家数","","","",""
"0003208076","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","165","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 オ  農産物の出荷先別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","オ  農産物の出荷先別農家数","","","",""
"0003208077","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","33","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 ケ  同居後継者の有無別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","ケ  同居後継者の有無別農家数","","","",""
"0003208152","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","132","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 イ  借入耕地の状況","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","イ  借入耕地の状況","","","",""
"0003208153","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","99","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 カ  農産物の売上１位の出荷先別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","カ  農産物の売上１位の出荷先別農家数","","","",""
"0003208154","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","55","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 コ  農業経営の管理別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","コ  農業経営の管理別農家数","","","",""
"0003208171","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","77","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 ウ  販売目的の水稲の作付面積規模別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","ウ  販売目的の水稲の作付面積規模別農家数","","","",""
"0003208172","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","99","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 キ  農産物販売金額１位の部門別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","キ  農産物販売金額１位の部門別農家数","","","",""
"0003208191","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","143","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 エ  農業労働力 （雇用者、常雇い、臨時雇い）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","エ  農業労働力","（雇用者、常雇い、臨時雇い）","","",""
"0003208192","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","88","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-1","一覧表 全国農業地域別　販売農家　農家数 ク  世帯員数別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家数","ク  世帯員数別農家数","","","",""
"0003208173","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","297","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-2","一覧表 全国農業地域別　販売農家　農家人口、就業構造 ア  就業状態別世帯員数 （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家人口、就業構造","ア  就業状態別世帯員数","（男女別）","","",""
"0003208193","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","165","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1-4-2","一覧表 全国農業地域別　販売農家　農家人口、就業構造 イ  自営農業従事日数別基幹的農業従事者数(自営農業に主として従事した世帯員のうち仕事が主の世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","全国農業地域別　販売農家　農家人口、就業構造","イ  自営農業従事日数別基幹的農業従事者数(自営農業に主として従事した世帯員のうち仕事が主の世帯員数）","（男女別）","","",""
"0003208078","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","732","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1-1","一覧表 都道府県別　販売農家　　農家数 ア  経営耕地の状況","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","都道府県別　販売農家　　農家数","ア  経営耕地の状況","","","",""
"0003208079","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","793","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1-1","一覧表 都道府県別　販売農家　　農家数 オ  農業経営組織別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","都道府県別　販売農家　　農家数","オ  農業経営組織別農家数","","","",""
"0003208155","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","610","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1-1","一覧表 都道府県別　販売農家　　農家数 イ  経営耕地面積規模別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","都道府県別　販売農家　　農家数","イ  経営耕地面積規模別農家数","","","",""
"0003208156","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","244","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1-1","一覧表 都道府県別　販売農家　　農家数 カ  主副業別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","一覧表","都道府県別　販売農家　　農家数","カ  主副業別農家数","","","",""
