"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003045925","民間給与実態統計 結果表","年次","0","2012-02-28","0","該当なし","405","2022-02-01","","00351000","民間給与実態統計調査","00351","国税庁","01501","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額 （1年を通じて勤務した給与所得者） （2007年）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額","（1年を通じて勤務した給与所得者）","（2007年）"
"0003045949","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","5670","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01501","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2008年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2008年～）","",""
"0003446821","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","810","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01502","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2020年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2020年～）","",""
"0003045926","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","13770","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01601","全国計表　第16表　給与階級別の納税者数・非納税者数　　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第16表　給与階級別の納税者数・非納税者数　　（2007年～）","",""
"0003045927","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","85917","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01701","全国計表　第17表　給与階級別の諸控除　総括表（年末調整を行った１年を通じて勤務した給与所得者）　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第17表　給与階級別の諸控除　総括表（年末調整を行った１年を通じて勤務した給与所得者）　（2007年～）","",""
"0003045928","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","54600","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01702","全国計表　第17表　給与階級別の諸控除　扶養人員別の社会保険料及び生命保険料控除（年末調整を行った１年を通じて勤務した給与所得者）　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第17表　給与階級別の諸控除　扶養人員別の社会保険料及び生命保険料控除（年末調整を行った１年を通じて勤務した給与所得者）　（2007年～）","",""
"0003045929","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","25350","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01801","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年を通じて勤務した給与所得者　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年を通じて勤務した給与所得者　（2007年～）","",""
"0003045930","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","15600","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01802","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年未満勤続者　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年未満勤続者　（2007年～）","",""
"0003045931","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","16200","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01901","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　１年を通じて勤務した給与所得者・１年未満勤続者別　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　１年を通じて勤務した給与所得者・１年未満勤続者別　（2007年～）","",""
"0003045932","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","1014","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01902","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える給与所得者数・給与額等（1年を通じて勤務した給与所得者）　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える給与所得者数・給与額等（1年を通じて勤務した給与所得者）　（2007年～）","",""
"0003045933","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","1350","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","01903","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える者の扶養人員別表（1年を通じて勤務した給与所得者）　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える者の扶養人員別表（1年を通じて勤務した給与所得者）　（2007年～）","",""
"0003045934","民間給与実態統計 結果表","年次","0","2015-11-19","0","該当なし","1664","2022-02-01","","00351000","民間給与実態統計調査","00351","国税庁","10101","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数 事業所規模別 （2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数","事業所規模別","（2007年～）"
"0003282580","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","1638","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","10101","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　事業所規模別　（2015年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　事業所規模別　（2015年～）","",""
"0003045935","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","3120","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","10102","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　企業規模別　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　企業規模別　（2007年～）","",""
"0003045936","民間給与実態統計 結果表","年次","0","2012-02-28","0","該当なし","390","2022-02-01","","00351000","民間給与実態統計調査","00351","国税庁","10103","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数 業種別 （2007年）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数","業種別","（2007年）"
