"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003149382","住生活総合調査","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／住宅の取得方法（持家）（7区分）","年次","0","2016-12-28","0","該当なし","324","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅及び居住環境の総合満足度（4区分）／住宅の取得方法（持家）（7区分）"
"0003149771","住生活総合調査","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／オートロックの別（共同住宅）（4区分）","年次","0","2016-12-28","0","該当なし","47","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の満足度（4区分）／オートロックの別（共同住宅）（4区分）"
"0003149772","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の満足度（4区分）／敷地に接している道路の幅員（住宅）（6区分）","年次","0","2016-12-28","0","該当なし","48","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の満足度（4区分）／敷地に接している道路の幅員（住宅）（6区分）"
"0003149792","住生活総合調査","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／高齢者対応型共同住宅の別（共同住宅）（4区分）","年次","0","2016-12-28","0","該当なし","47","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の満足度（4区分）／高齢者対応型共同住宅の別（共同住宅）（4区分）"
"0003149793","住生活総合調査","１　住宅及び居住環境の満足度 住宅・居住環境の満足度（4区分）／公共下水道の有無（2区分）","年次","0","2016-12-28","0","該当なし","72","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅・居住環境の満足度（4区分）／公共下水道の有無（2区分）"
"0003149830","住生活総合調査","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／高齢者等のための設備状況（主世帯）（3区分）","年次","0","2016-12-28","0","該当なし","36","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の満足度（4区分）／高齢者等のための設備状況（主世帯）（3区分）"
"0003149831","住生活総合調査","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／住宅及び居住環境の各要素の重要度（全要素）","年次","0","2016-12-28","0","該当なし","5266","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅及び居住環境の総合満足度（4区分）／住宅及び居住環境の各要素の重要度（全要素）"
"0003149840","住生活総合調査","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／エレベーターの有無・防犯状況（共同住宅）（8区分）","年次","0","2016-12-28","0","該当なし","83","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の満足度（4区分）／エレベーターの有無・防犯状況（共同住宅）（8区分）"
"0003149841","住生活総合調査","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／腐朽・破損の有無（住宅）（2区分）","年次","0","2016-12-28","0","該当なし","54","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の満足度（4区分）／腐朽・破損の有無（住宅）（2区分）"
"0003149842","住生活総合調査","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／住宅及び居住環境の各要素の満足度（全要素）","年次","0","2016-12-28","0","該当なし","3996","2017-08-14","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅及び居住環境の総合満足度（4区分）／住宅及び居住環境の各要素の満足度（全要素）"
"0003149863","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／地域(22区分)","年次","0","2016-12-28","0","該当なし","8880","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／地域(22区分)"
"0003149864","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／家族構成(22区分)","年次","0","2016-12-28","0","該当なし","11568","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／家族構成(22区分)"
"0003149865","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／居住面積水準状況（主世帯）（3区分）","年次","0","2016-12-28","0","該当なし","120","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／居住面積水準状況（主世帯）（3区分）"
"0003149866","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／エレベーターの有無・防犯状況（共同住宅）（8区分）","年次","0","2016-12-28","0","該当なし","670","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／エレベーターの有無・防犯状況（共同住宅）（8区分）"
"0003149867","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度１２通勤、通学などの利便（4区分）／家計を主に支える者の通勤時間（無職以外）（8区分）","年次","0","2016-12-28","0","該当なし","126","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度１２通勤、通学などの利便（4区分）／家計を主に支える者の通勤時間（無職以外）（8区分）"
"0003149880","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／住宅タイプ(14区分)","年次","0","2016-12-28","0","該当なし","8338","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／住宅タイプ(14区分)"
"0003149881","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／要介護認定者の有無(4区分)","年次","0","2016-12-28","0","該当なし","2868","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／要介護認定者の有無(4区分)"
"0003149882","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／腐朽・破損の有無（住宅）（2区分）","年次","0","2016-12-28","0","該当なし","126","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／腐朽・破損の有無（住宅）（2区分）"
"0003149883","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／高齢者等のための設備状況（主世帯）（3区分）","年次","0","2016-12-28","0","該当なし","300","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／高齢者等のための設備状況（主世帯）（3区分）"
"0003149900","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／世帯年収(10区分)","年次","0","2016-12-28","0","該当なし","5143","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／世帯年収(10区分)"
"0003149901","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／住宅取得回数(3区分)","年次","0","2016-12-28","0","該当なし","1020","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／住宅取得回数(3区分)"
"0003149902","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度４地震時の住宅の安全性（4区分）／建築の時期（主世帯）（13区分）","年次","0","2016-12-28","0","該当なし","2052","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度４地震時の住宅の安全性（4区分）／建築の時期（主世帯）（13区分）"
"0003149903","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度／敷地に接している道路の幅員（住宅）（6区分）","年次","0","2016-12-28","0","該当なし","480","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度／敷地に接している道路の幅員（住宅）（6区分）"
"0003149920","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／家計主の年齢(8区分)","年次","0","2016-12-28","0","該当なし","3840","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／家計主の年齢(8区分)"
"0003149921","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／高齢者対応型共同住宅の別（共同住宅）（4区分）","年次","0","2016-12-28","0","該当なし","240","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／高齢者対応型共同住宅の別（共同住宅）（4区分）"
"0003149922","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度７住宅の防犯性（4区分）／オートロックの別（共同住宅）（4区分）","年次","0","2016-12-28","0","該当なし","95","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度７住宅の防犯性（4区分）／オートロックの別（共同住宅）（4区分）"
"0003149960","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度３台所、トイレ、浴室などの使いやすさ、広さ（4区分）／台所の型（主世帯）（5区分）","年次","0","2016-12-28","0","該当なし","84","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度３台所、トイレ、浴室などの使いやすさ、広さ（4区分）／台所の型（主世帯）（5区分）"
"0003149961","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度１１冷暖房などの省エネルギー性（4区分）／太陽熱利用の温水機器等の有無（主世帯）（2区分）","年次","0","2016-12-28","0","該当なし","48","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度１１冷暖房などの省エネルギー性（4区分）／太陽熱利用の温水機器等の有無（主世帯）（2区分）"
"0003149962","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度／最寄りの緊急避難所までの距離（5区分）","年次","0","2016-12-28","0","該当なし","144","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度／最寄りの緊急避難所までの距離（5区分）"
"0003149963","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／調査区の容積率（10区分）","年次","0","2016-12-28","0","該当なし","130","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／調査区の容積率（10区分）"
"0003149964","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度１住宅の広さや間取り（4区分）／建築面積（主世帯）（6区分）","年次","0","2016-12-28","0","該当なし","96","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度１住宅の広さや間取り（4区分）／建築面積（主世帯）（6区分）"
"0003149980","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度８住宅のいたみの少なさ（4区分）／月あたりの管理費等（持家の共同住宅）（8区分）","年次","0","2016-12-28","0","該当なし","117","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度８住宅のいたみの少なさ（4区分）／月あたりの管理費等（持家の共同住宅）（8区分）"
"0003149981","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度／敷地面積に対する延べ面積の割合（主世帯）（16区分）","年次","0","2016-12-28","0","該当なし","521","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度／敷地面積に対する延べ面積の割合（主世帯）（16区分）"
"0003149982","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／敷地面積（住宅）（16区分）","年次","0","2016-12-28","0","該当なし","113","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／敷地面積（住宅）（16区分）"
"0003149983","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度１住宅の広さや間取り（4区分）／居住室数（7区分）","年次","0","2016-12-28","0","該当なし","108","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度１住宅の広さや間取り（4区分）／居住室数（7区分）"
"0003150000","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／二重サッシ又は複層ガラスの窓の有無（主世帯）（3区分）","年次","0","2016-12-28","0","該当なし","120","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／二重サッシ又は複層ガラスの窓の有無（主世帯）（3区分）"
"0003150001","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度／都市計画の地域区分・防火地域（8区分）","年次","0","2016-12-28","0","該当なし","504","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度／都市計画の地域区分・防火地域（8区分）"
"0003150002","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／調査区の建ぺい率（7区分）","年次","0","2016-12-28","0","該当なし","95","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／調査区の建ぺい率（7区分）"
"0003150003","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度／住宅の延べ面積（主世帯）（8区分）","年次","0","2016-12-28","0","該当なし","288","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度／住宅の延べ面積（主世帯）（8区分）"
"0003150020","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度１１冷暖房などの省エネルギー性（4区分）／太陽光を利用した発電機器の有無（主世帯）（2区分）","年次","0","2016-12-28","0","該当なし","48","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度１１冷暖房などの省エネルギー性（4区分）／太陽光を利用した発電機器の有無（主世帯）（2区分）"
"0003150021","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度／最寄りの幅員6m以上の道路までの距離（5区分）","年次","0","2016-12-28","0","該当なし","216","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度／最寄りの幅員6m以上の道路までの距離（5区分）"
"0003150022","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度９子どもの遊び場、公園など（4区分）／最寄りの公園までの距離（4区分）","年次","0","2016-12-28","0","該当なし","60","2017-08-14","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度９子どもの遊び場、公園など（4区分）／最寄りの公園までの距離（4区分）"
"0003150023","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の満足度１住宅の広さや間取り（4区分）／敷地面積に対する建築面積の割合（主世帯）（16区分）","年次","0","2016-12-28","0","該当なし","260","2017-03-08","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の満足度１住宅の広さや間取り（4区分）／敷地面積に対する建築面積の割合（主世帯）（16区分）"
"0003150140","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度１２通勤、通学などの利便（4区分）／最寄りの交通機関までの距離（11区分）","年次","0","2016-12-28","0","該当なし","228","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度１２通勤、通学などの利便（4区分）／最寄りの交通機関までの距離（11区分）"
"0003150141","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度／最寄りの医療機関までの距離（4区分）","年次","0","2016-12-28","0","該当なし","120","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度／最寄りの医療機関までの距離（4区分）"
"0003150142","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の満足度／子との現在の住まい方（6区分）","年次","0","2016-12-28","0","該当なし","306","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の満足度／子との現在の住まい方（6区分）"
"0003150143","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の重要度／要介護認定者の有無(4区分)","年次","0","2016-12-28","0","該当なし","2243","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の重要度／要介護認定者の有無(4区分)"
"0003150144","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の重要度１住宅の広さや間取り（4区分）／建築面積（主世帯）（6区分）","年次","0","2016-12-28","0","該当なし","48","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の重要度１住宅の広さや間取り（4区分）／建築面積（主世帯）（6区分）"
"0003150145","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の重要度３台所、トイレ、浴室などの使いやすさ、広さ（4区分）／台所の型（主世帯）（5区分）","年次","0","2016-12-28","0","該当なし","41","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の重要度３台所、トイレ、浴室などの使いやすさ、広さ（4区分）／台所の型（主世帯）（5区分）"
"0003150146","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の重要度／エレベーターの有無・防犯状況（共同住宅）（8区分）","年次","0","2016-12-28","0","該当なし","335","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の重要度／エレベーターの有無・防犯状況（共同住宅）（8区分）"
"0003150147","住生活総合調査","１　住宅及び居住環境の満足度 住宅の各要素の重要度１１冷暖房などの省エネルギー性（4区分）／太陽熱利用の温水機器等の有無（主世帯）（2区分）","年次","0","2016-12-28","0","該当なし","24","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","住宅の各要素の重要度１１冷暖房などの省エネルギー性（4区分）／太陽熱利用の温水機器等の有無（主世帯）（2区分）"
"0003150148","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の重要度／敷地に接している道路の幅員（住宅）（6区分）","年次","0","2016-12-28","0","該当なし","288","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の重要度／敷地に接している道路の幅員（住宅）（6区分）"
"0003150149","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の重要度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／敷地面積（住宅）（16区分）","年次","0","2016-12-28","0","該当なし","114","2017-08-14","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の重要度８敷地の広さや日当たり、風通しなど空間のゆとり（4区分）／敷地面積（住宅）（16区分）"
"0003150150","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の重要度１２通勤、通学などの利便（4区分）／家計を主に支える者の通勤時間（無職以外）（8区分）","年次","0","2016-12-28","0","該当なし","60","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の重要度１２通勤、通学などの利便（4区分）／家計を主に支える者の通勤時間（無職以外）（8区分）"
"0003150151","住生活総合調査","１　住宅及び居住環境の満足度 居住環境の各要素の重要度／最寄りの医療機関までの距離（4区分）","年次","0","2016-12-28","0","該当なし","60","2017-08-15","","00600650","住生活総合調査","00600","国土交通省","08","住宅・土地・建設","01","住宅・土地","住生活総合調査","１　住宅及び居住環境の満足度","居住環境の各要素の重要度／最寄りの医療機関までの距離（4区分）"
