"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION"
"0003216326","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","240","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","1-3","総括表 都道府県別（漁業） 漁業生産関連事業の従事者数","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","総括表","都道府県別（漁業）","漁業生産関連事業の従事者数",""
"0003216327","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","99","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 年間販売金額及び年間販売金額規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","年間販売金額及び年間販売金額規模別事業体数割合",""
"0003216328","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","63","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 販売先別事業体数（複数回答）","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","販売先別事業体数（複数回答）",""
"0003216329","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","63","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 販売先別年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","販売先別年間販売金額",""
"0003216330","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","36","2018-03-01","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 販売地域別年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","販売地域別年間販売金額",""
"0003216331","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","189","2018-03-01","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 販売先別販売地域別年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","販売先別販売地域別年間販売金額",""
"0003216332","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","126","2018-03-01","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 主な加工品目別年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","主な加工品目別年間販売金額",""
"0003216333","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","180","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工における従事者数及び男女別・年齢別従事者数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","農産物の加工における従事者数及び男女別・年齢別従事者数割合",""
"0003216334","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","45","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 １事業体当たり従事者数","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","１事業体当たり従事者数",""
"0003216335","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","117","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工における年間雇用労賃及び年間雇用労賃規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","農産物の加工における年間雇用労賃及び年間雇用労賃規模別事業体数割合",""
"0003216337","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","117","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工における農業経営にも従事した雇用者数及び男女別・年齢別雇用者数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","農産物の加工における農業経営にも従事した雇用者数及び男女別・年齢別雇用者数割合",""
"0003216338","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","36","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 農産物の加工の運営に係る経営方針に参画している従事者数及び男女別従事者数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","農産物の加工の運営に係る経営方針に参画している従事者数及び男女別従事者数割合",""
"0003216339","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","99","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 年間仕入金額及び年間仕入金額規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","年間仕入金額及び年間仕入金額規模別事業体数割合",""
"0003216340","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","72","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 品目別年間仕入金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","品目別年間仕入金額",""
"0003216341","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","54","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 産地別年間仕入金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","産地別年間仕入金額",""
"0003216342","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","324","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 品目別産地別年間仕入金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","品目別産地別年間仕入金額",""
"0003216343","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","18","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 １事業体当たり稼働日数","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","１事業体当たり稼働日数",""
"0003216344","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","117","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-1","農産物の加工（農業経営体・農協等） 運営主体別 他産業との連携状況別事業体数割合（複数回答）","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","運営主体別","他産業との連携状況別事業体数割合（複数回答）",""
"0003216345","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","126","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-2","農産物の加工（農業経営体・農協等） 従事者数規模別 農業経営体・農協等別事業体数、従事者数、年間雇用労賃、年間仕入金額及び年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","従事者数規模別","農業経営体・農協等別事業体数、従事者数、年間雇用労賃、年間仕入金額及び年間販売金額",""
"0003216346","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","105","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-2","農産物の加工（農業経営体・農協等） 従事者数規模別 １事業体当たりの農業経営体・農協等別従事者数、年間雇用労賃、年間仕入金額及び年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","従事者数規模別","１事業体当たりの農業経営体・農協等別従事者数、年間雇用労賃、年間仕入金額及び年間販売金額",""
"0003216347","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","682","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-3","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 年間販売金額及び年間販売金額規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","全国農業地域・都道府県別","年間販売金額及び年間販売金額規模別事業体数割合",""
"0003216348","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","682","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-3","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 年間仕入金額及び年間仕入金額規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","全国農業地域・都道府県別","年間仕入金額及び年間仕入金額規模別事業体数割合",""
"0003216349","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","496","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-3","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 品目別年間仕入金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","全国農業地域・都道府県別","品目別年間仕入金額",""
"0003216350","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","372","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-3","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 産地別年間仕入金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","全国農業地域・都道府県別","産地別年間仕入金額",""
"0003216351","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","124","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-3","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 １事業体当たり稼働日数","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","全国農業地域・都道府県別","１事業体当たり稼働日数",""
"0003216352","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","806","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","2-3","農産物の加工（農業経営体・農協等） 全国農業地域・都道府県別 他産業との連携状況別事業体数割合（複数回答）","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物の加工（農業経営体・農協等）","全国農業地域・都道府県別","他産業との連携状況別事業体数割合（複数回答）",""
"0003216353","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","110","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 年間販売金額及び年間販売金額規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","年間販売金額及び年間販売金額規模別事業体数割合",""
"0003216354","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","100","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 品目別年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","品目別年間販売金額",""
"0003216355","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","60","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 産地別年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","産地別年間販売金額",""
"0003216356","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","480","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 品目別産地別年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","品目別産地別年間販売金額",""
"0003216357","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","70","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 販売先別事業体数（複数回答）","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","販売先別事業体数（複数回答）",""
"0003216358","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","200","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における従事者数及び男女別・年齢別従事者数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","農産物直売所における従事者数及び男女別・年齢別従事者数割合",""
"0003216359","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","50","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 １事業体当たり従事者数","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","１事業体当たり従事者数",""
"0003216360","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","130","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における年間雇用労賃及び年間雇用労賃規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","農産物直売所における年間雇用労賃及び年間雇用労賃規模別事業体数割合",""
"0003216361","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","70","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 年間販売金額規模別雇用者数","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","年間販売金額規模別雇用者数",""
"0003216362","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","130","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における農業経営にも従事した雇用者数及び男女別・年齢別雇用者数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","農産物直売所における農業経営にも従事した雇用者数及び男女別・年齢別雇用者数割合",""
"0003216363","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","60","2018-03-01","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 １事業体当たり営業日数及び営業時期別事業体数","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","１事業体当たり営業日数及び営業時期別事業体数",""
"0003216364","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","100","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 年間購入者数規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","年間購入者数規模別事業体数割合",""
"0003216365","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","60","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 農産物直売所における販売施設の形態別事業体数割合（複数回答）","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","農産物直売所における販売施設の形態別事業体数割合（複数回答）",""
"0003216366","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","110","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 常設施設を使用する農産物直売所における１事業体当たり売場面積及び売場面積規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","常設施設を使用する農産物直売所における１事業体当たり売場面積及び売場面積規模別事業体数割合",""
"0003216367","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","40","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 農産物等の取扱状況別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","農産物等の取扱状況別事業体数割合",""
"0003216368","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","90","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 他農家等の出荷物も取扱う場合の出荷者数及び出荷者数規模別事業体数割合","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","他農家等の出荷物も取扱う場合の出荷者数及び出荷者数規模別事業体数割合",""
"0003216369","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","90","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-1","農産物直売所（農業経営体・農協等） 運営主体別 出荷者からの料金徴収状況別事業体数割合及び品目別平均手数料率","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","運営主体別","出荷者からの料金徴収状況別事業体数割合及び品目別平均手数料率",""
"0003216370","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","105","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-2","農産物直売所（農業経営体・農協等） 従事者数規模別 農業経営体・農協等別事業体数、従事者数、年間雇用労賃及び年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","従事者数規模別","農業経営体・農協等別事業体数、従事者数、年間雇用労賃及び年間販売金額",""
"0003216371","６次産業化総合調査 確報 平成26年度６次産業化総合調査報告","年度次","201404-201503","2016-08-31","0","該当なし","84","2018-02-28","","00500247","６次産業化総合調査","00500","農林水産省","3-2","農産物直売所（農業経営体・農協等） 従事者数規模別 １事業体当たりの農業経営体・農協等別従事者数、年間雇用労賃及び年間販売金額","04","農林水産業","01","農業","６次産業化総合調査","確報","平成26年度６次産業化総合調査報告","農産物直売所（農業経営体・農協等）","従事者数規模別","１事業体当たりの農業経営体・農協等別従事者数、年間雇用労賃及び年間販売金額",""
