"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003369050","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","22616","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受　共済責任期間別引受棟数（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受　共済責任期間別引受棟数（施設区分別）","","",""
"0003365837","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","133502","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　都道府県別統計表","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　都道府県別統計表","","",""
"0003365837","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","133502","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　都道府県別統計表","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　都道府県別統計表","","",""
"0003368833","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","24271","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　月別被害棟数（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　月別被害棟数（施設区分別）","","",""
"0003368833","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","24271","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　月別被害棟数（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　月別被害棟数（施設区分別）","","",""
"0003369039","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","1372","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　年間超過損害歩合再保険方式","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　年間超過損害歩合再保険方式","注：二段階制で引き受けている共済関係については、保険金は共済金、保険金のうち保険金額の３割以下の額は共済金のうち共済金額の３割以下の額、経過総保険金額は経過総共済金額として集計されている。","",""
"0003369039","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","1372","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　年間超過損害歩合再保険方式","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　年間超過損害歩合再保険方式","注：二段階制で引き受けている共済関係については、保険金は共済金、保険金のうち保険金額の３割以下の額は共済金のうち共済金額の３割以下の額、経過総保険金額は経過総共済金額として集計されている。","",""
"0003369040","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","28332","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　合計","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　合計","","",""
"0003369040","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","28332","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払　合計","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払　合計","","",""
"0003370332","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","48026","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-3","都道府県別統計表 収支（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","収支（施設区分別）","総計（１棟ごとの超過損害歩合再保険方式＋年間超過損害歩合再保険方式）<BR>合計（１棟ごとの超過損害歩合再保険方式）","",""
"0003370332","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","48026","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-3","都道府県別統計表 収支（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","収支（施設区分別）","総計（１棟ごとの超過損害歩合再保険方式＋年間超過損害歩合再保険方式）<BR>合計（１棟ごとの超過損害歩合再保険方式）","",""
"0003366374","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","21078","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-4","都道府県別統計表 金額被害率　都道府県別統計表","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","金額被害率　都道府県別統計表","","",""
"0003366374","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","21078","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-4","都道府県別統計表 金額被害率　都道府県別統計表","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","金額被害率　都道府県別統計表","","",""
"0003366375","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","170445","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-4","都道府県別統計表 被害率　都道府県別統計表","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害率　都道府県別統計表","","",""
"0003366375","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","170445","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-4","都道府県別統計表 被害率　都道府県別統計表","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害率　都道府県別統計表","","",""
"0003368569","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","19903","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-5","都道府県別統計表 １戸当たり、１棟当たり及び１アール当たり引受・支払（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","１戸当たり、１棟当たり及び１アール当たり引受・支払（施設区分別）","","",""
"0003368569","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","19903","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-5","都道府県別統計表 １戸当たり、１棟当たり及び１アール当たり引受・支払（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","１戸当たり、１棟当たり及び１アール当たり引受・支払（施設区分別）","","",""
"0003364033","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","1296","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","4","都道府県別統計表 参考資料　園芸用ガラス室・プラスチックハウスの設置状況","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","参考資料　園芸用ガラス室・プラスチックハウスの設置状況","注：１．農林水産省生産局資料（2005、2007年度は「園芸用ガラス室・ハウス等設置状況」、2009年度は「園芸用施設及び農業用廃プラスチックに関する調査」）による（以下同じ。）。<BR>　　２．表頭の年度は、各々表示年の前年の７月から６月までの１年間の実績である（以下同じ。）。<BR>　　３．プラスチックハウス（うち果樹用）は、既存ぶどう園の上部に支持わくを設け、これを一時的にビニール等を張って被覆栽培するものが含まれている（以下同じ。）。<BR>　　４．表頭の「実数」とは、ガラス室・プラスチックハウスのいずれか一方又はその両方を経営する実農家数である。<BR>　　５．2009年度の数値欄が［…］となっているものは、調査結果が得られなかったものである(以下同じ。)。<BR>　　６．2009年度の全国の値については、前回調査（調査対象期間：2006年７月～2007年６月)の結果に基づく全国値に対する本年の調査結果が得られている都道府県の値の割合を基に推計した推計値である（以下同じ。）。 ","",""
"0003364033","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","1296","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","4","都道府県別統計表 参考資料　園芸用ガラス室・プラスチックハウスの設置状況","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","参考資料　園芸用ガラス室・プラスチックハウスの設置状況","注：１．農林水産省生産局資料（2005、2007年度は「園芸用ガラス室・ハウス等設置状況」、2009年度は「園芸用施設及び農業用廃プラスチックに関する調査」）による（以下同じ。）。<BR>　　２．表頭の年度は、各々表示年の前年の７月から６月までの１年間の実績である（以下同じ。）。<BR>　　３．プラスチックハウス（うち果樹用）は、既存ぶどう園の上部に支持わくを設け、これを一時的にビニール等を張って被覆栽培するものが含まれている（以下同じ。）。<BR>　　４．表頭の「実数」とは、ガラス室・プラスチックハウスのいずれか一方又はその両方を経営する実農家数である。<BR>　　５．2009年度の数値欄が［…］となっているものは、調査結果が得られなかったものである(以下同じ。)。<BR>　　６．2009年度の全国の値については、前回調査（調査対象期間：2006年７月～2007年６月)の結果に基づく全国値に対する本年の調査結果が得られている都道府県の値の割合を基に推計した推計値である（以下同じ。）。 ","",""
"0003364503","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","全国","4224","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","4","都道府県別統計表 参考資料　年度別金額被害率","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","参考資料　年度別金額被害率","","",""
"0003364503","園芸施設共済統計表 確報","年度次","0","2019-12-17","0","都道府県","4224","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","4","都道府県別統計表 参考資料　年度別金額被害率","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","参考資料　年度別金額被害率","","",""
"0002009580","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","1987","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","1","全国統計表（年度別） 総括表（加入及び事故）","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表（年度別）","総括表（加入及び事故）","","平成30年度農業災害補償制度園芸施設共済統計表",""
"0002009581","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","4395","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-1","全国統計表 引受 総括表","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","総括表"
"0002009582","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","80","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-1","全国統計表 引受 〔付〕附帯施設に係る引受実績","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","〔付〕附帯施設に係る引受実績"
"0002009583","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","20","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-1","全国統計表 引受 〔付〕施設内農作物に係る引受実績","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","〔付〕施設内農作物に係る引受実績"
"0002009584","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5577","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-1","全国統計表 引受 共済責任期間別棟数、面積及び共済金額","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","共済責任期間別棟数、面積及び共済金額"
"0002009585","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","3078","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-2","全国統計表 被害・支払 総括表","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","総括表"
"0002009586","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","6591","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-2","全国統計表 被害・支払 月別棟数、共済金及び再保険金","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","月別棟数、共済金及び再保険金"
"0002009587","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","4086","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-3","全国統計表 収支 総括表","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","収支","","平成30年度農業災害補償制度園芸施設共済統計表","総括表"
"0002009588","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","3549","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","2-4","全国統計表 金額被害率 総括表","04","農林水産業","01","農業","園芸施設共済統計表","確報","全国統計表","金額被害率","","平成30年度農業災害補償制度園芸施設共済統計表","総括表"
"0002009589","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","9216","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 合計","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","合計"
"0002009590","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","1098","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 ガラス室１類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","ガラス室１類"
"0002009591","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5778","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 ガラス室２類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","ガラス室２類"
"0002009592","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","1944","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス１類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス１類"
"0002009593","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","8820","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス２類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス２類"
"0002009594","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","6732","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス３類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス３類"
"0002009595","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","7056","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス４類甲","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス４類甲"
"0002009596","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","6354","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス４類乙","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス４類乙"
"0002009597","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5886","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス５類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス５類"
"0002009598","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","4554","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス６類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス６類"
"0002009599","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","1530","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 プラスチックハウス７類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス７類"
"0002009600","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5214","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-1","都道府県別統計表 引受 共済責任期間別引受棟数（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","引受","","平成30年度農業災害補償制度園芸施設共済統計表","共済責任期間別引受棟数（施設区分別）"
"0002009601","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","7155","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 合計","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","合計"
"0002009602","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","364","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 年間超過損害再保険方式","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","年間超過損害再保険方式"
"0002009603","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","915","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 ガラス室１類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","ガラス室１類"
"0002009604","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","4830","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 ガラス室２類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","ガラス室２類"
"0002009605","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","1620","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス１類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス１類"
