"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_CATEGORY"
"0003346771","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","5130","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ６〔ネット利用時間（Ａ１～Ｇ１の合計時間）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ６〔ネット利用時間（Ａ１～Ｇ１の合計時間）〕",""
"0003346772","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","360","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ７〔インターネット利用上での経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ７〔インターネット利用上での経験〕",""
"0003346773","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","4770","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ８〔保護者としての取組（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ８〔保護者としての取組（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕",""
"0003346774","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","390","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ９〔インターネット利用についての家庭のルール〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ９〔インターネット利用についての家庭のルール〕",""
"0003346775","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","420","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕",""
"0003346776","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","480","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕",""
"0003346777","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","450","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ１２〔インターネット利用におけるトラブルの相談〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ１２〔インターネット利用におけるトラブルの相談〕",""
"0003346778","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","150","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ１３〔フィルタリングの認知度〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ１３〔フィルタリングの認知度〕",""
"0003346779","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","540","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｑ１４〔子供のインターネット利用に必要な取組〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｑ１４〔子供のインターネット利用に必要な取組〕",""
"0003346780","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","210","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｆ１〔子供との続柄〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｆ１〔子供との続柄〕",""
"0003346781","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","330","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｆ２〔年齢〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｆ２〔年齢〕",""
"0003346782","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","690","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｆ１・Ｆ２〔続柄・年代別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｆ１・Ｆ２〔続柄・年代別〕",""
"0003346783","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","630","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｆ３・Ｆ４〔子供の性・年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｆ３・Ｆ４〔子供の性・年齢別〕",""
"0003346784","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","120","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｆ６〔兄・姉の有無〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｆ６〔兄・姉の有無〕",""
"0003346785","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","180","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕Ｆ７〔兄・姉の年齢〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕Ｆ７〔兄・姉の年齢〕",""
"0003346786","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","210","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕〔地域〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕〔地域〕",""
"0003346787","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","180","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕〔都市規模〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕〔都市規模〕",""
"0003346788","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","1440","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","1","Ｑ１〔機器の利用状況〕〔都道府県〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１〔機器の利用状況〕〔都道府県〕",""
"0003347742","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","56","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕調査方法〔訪問・ＷＥＢ・郵送〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕調査方法〔訪問・ＷＥＢ・郵送〕","-"
"0003347743","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","42","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｆ３〔子供の性別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｆ３〔子供の性別〕","-"
"0003347744","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","154","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｆ４〔子供の年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｆ４〔子供の年齢別〕","-"
"0003347745","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","182","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｆ５〔通園・通学別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｆ５〔通園・通学別〕","-"
"0003347746","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","98","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕〔地域〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕〔地域〕","-"
"0003347747","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","84","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕〔都市規模〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕〔都市規模〕","-"
"0003347748","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","672","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕〔都道府県〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕〔都道府県〕","-"
"0003347749","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","392","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ１〔機器の利用状況〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ１〔機器の利用状況〕","-"
"0003347750","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1330","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ２〔機器の専用・共用（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ２〔機器の専用・共用（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347751","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","420","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕【全数】Ｑ３〔ネット利用状況（ネット利用まとめ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕【全数】Ｑ３〔ネット利用状況（ネット利用まとめ）〕","-"
"0003347752","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1330","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕【全数】Ｑ３〔ネット利用状況〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕【全数】Ｑ３〔ネット利用状況〕","-"
"0003347753","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","882","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ４〔ネットの単独操作（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ４〔ネットの単独操作（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347754","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","2912","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ５〔ネット利用項目（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ５〔ネット利用項目（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347755","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","2394","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ６〔ネット利用時間（Ａ１～Ｇ１の合計時間）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ６〔ネット利用時間（Ａ１～Ｇ１の合計時間）〕","-"
"0003347756","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","168","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ７〔インターネット利用上での経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ７〔インターネット利用上での経験〕","-"
"0003347757","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","2226","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ８〔保護者としての取組（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ８〔保護者としての取組（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347758","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","182","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ９〔インターネット利用についての家庭のルール〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ９〔インターネット利用についての家庭のルール〕","-"
"0003347759","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","196","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕","-"
"0003347760","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","224","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕","-"
"0003347761","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","210","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ１２〔インターネット利用におけるトラブルの相談〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ１２〔インターネット利用におけるトラブルの相談〕","-"
"0003347762","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","70","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ１３〔フィルタリングの認知度〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ１３〔フィルタリングの認知度〕","-"
"0003347763","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","252","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｑ１４〔子供のインターネット利用に必要な取組〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｑ１４〔子供のインターネット利用に必要な取組〕","-"
"0003347764","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","98","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｆ１〔子供との続柄〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｆ１〔子供との続柄〕","-"
"0003347765","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","154","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｆ２〔年齢〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｆ２〔年齢〕","-"
"0003347766","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","322","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｆ１・Ｆ２〔続柄・年代別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｆ１・Ｆ２〔続柄・年代別〕","-"
"0003347767","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","294","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","100","- Ｑ７〔インターネット利用上での経験〕Ｆ３・Ｆ４〔子供の性・年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ７〔インターネット利用上での経験〕Ｆ３・Ｆ４〔子供の性・年齢別〕","-"
