"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0003362723","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","30303","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","10-3","都道府県 都道府県研究機関　研究職員の専門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","都道府県研究機関　研究職員の専門別人数","",""
"0003362724","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","13256","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","10-4","都道府県 都道府県研究機関　総収入額と財源別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","都道府県研究機関　総収入額と財源別金額","",""
"0003362725","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","9156","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","10-5","都道府県 都道府県研究機関　競争的研究資金の府省別獲得金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","都道府県研究機関　競争的研究資金の府省別獲得金額","",""
"0003362692","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","180","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-1","総括 資金　総収入額と財源別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","総括","資金　総収入額と財源別金額","独立行政法人については、独立行政法人通則法第三十八条第二項の「財務諸表に添付する書類」のうちの当該事業年度の「予算の区分に従い作成した決算報告書」の「決算金額」の収入の計の金額（正職員の人件費のうち、退職手当、公務災害補償等、通常は給与として支給されない金額を含む）。<br>都道府県については、正職員の人件費のうち、退職手当、公務災害補償等、通常は給与として支給されない金額を除いた額。",""
"0003362693","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","116","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-2","総括 資金　競争的研究資金の府省別獲得金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","総括","資金　競争的研究資金の府省別獲得金額","「総収入額の財源別内訳」に計上されない資金を含む。",""
"0003362694","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","273","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-3","総括 資金　総支出額の推移と支出項目別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","総括","資金　総支出額の推移と支出項目別金額","独立行政法人については、独立行政法人通則法第三十八条第二項の「財務諸表に添付する書類」のうちの当該事業年度の「予算の区分に従い作成した決算報告書」の「決算金額」の支出の計から常勤役員及び常勤職員に対して支払った退職手当、公務災害補償等、通常は給与として支給されない金額を除いた額。<br>都道府県については、正職員の人件費のうち、退職手当、公務災害補償等、通常は給与として支給されない金額を除いた額。",""
"0003362695","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","108","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","3-1","総括 用地　総用地面積の用途別面積","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","総括","用地　総用地面積の用途別面積","「独立行政法人等」は調査年度の1月1日現在<br>「都道府県」は調査年度の3月31日現在",""
"0003385947","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","572","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-1","独立行政法人等 人員　独立行政法人等別総人員の推移と職種別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等別総人員の推移と職種別人数","",""
"0003385958","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","996","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-13","独立行政法人等 人員　独立行政法人等別研究職員の分野別学位取得者人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等別研究職員の分野別学位取得者人数","",""
"0003385959","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","625","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-14","独立行政法人等 人員　独立行政法人等別研究職員の部門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等別研究職員の部門別人数","研究に従事するエフォート（従事割合）値。",""
"0003385960","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","800","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-15","独立行政法人等 人員　独立行政法人等別研究職員の専門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等別研究職員の専門別人数","研究に従事するエフォート（従事割合）値。",""
"0003362703","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","921","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-16","独立行政法人等 人員　独立行政法人等研究職員の部門別専門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等研究職員の部門別専門別人数","研究に従事するエフォート（従事割合）値。",""
"0003385955","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","175","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-2","独立行政法人等 人員　独立行政法人等別臨時職員人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等別臨時職員人数","",""
"0003385956","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","2000","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-3","独立行政法人等 人員　独立行政法人等別研究職員の年齢別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等別研究職員の年齢別人数","",""
"0003385957","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","1999","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","4-8","独立行政法人等 人員　独立行政法人等別研究職員の研究歴別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","人員　独立行政法人等別研究職員の研究歴別人数","",""
"0003385961","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","407","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","5-1","独立行政法人等 資金　独立行政法人等別総収入額の推移と財源別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","資金　独立行政法人等別総収入額の推移と財源別金額","",""
"0003385962","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","293","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","5-2","独立行政法人等 資金　独立行政法人等別競争的研究資金の府省別獲得金額と推移","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","資金　独立行政法人等別競争的研究資金の府省別獲得金額と推移","",""
"0003385963","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","355","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","5-3","独立行政法人等 資金　独立行政法人等別総支出額の推移と支出項目別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","資金　独立行政法人等別総支出額の推移と支出項目別金額","",""
"0003385964","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","該当なし","225","2020-12-28","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","6-1","独立行政法人等 用地　独立行政法人等別総用地面積の用途別面積","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","独立行政法人等","用地　独立行政法人等別総用地面積の用途別面積","",""
"0003388232","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","882","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-11","都道府県 人員　参考　「その他分野」を含む研究職員人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　参考　「その他分野」を含む研究職員人数","",""
"0003388233","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","4704","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-12","都道府県 人員　都道府県別研究職員の分野別学位取得者人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　都道府県別研究職員の分野別学位取得者人数","",""
"0003362715","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","4251","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-13","都道府県 人員　都道府県別研究職員の部門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　都道府県別研究職員の部門別人数","研究に従事するエフォート（従事割合）値。",""
"0003362716","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","5280","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-14","都道府県 人員　都道府県別研究職員の専門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　都道府県別研究職員の専門別人数","研究に従事するエフォート（従事割合）値。",""
"0003388229","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","1029","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-2","都道府県 人員　都道府県別臨時職員人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　都道府県別臨時職員人数","",""
"0003362710","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","720","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-3","都道府県 人員　都道府県別研究職員の所属機関数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　都道府県別研究職員の所属機関数","「実数」は農林水産分野の研究を直接行っている研究職員がいない研究機関を減じた数。",""
"0003388230","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","9408","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-3","都道府県 人員　都道府県別研究職員の年齢別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　都道府県別研究職員の年齢別人数","",""
"0003388231","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","9408","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","7-7","都道府県 人員　都道府県別研究職員の研究歴別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","人員　都道府県別研究職員の研究歴別人数","",""
"0003388234","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","2586","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","8-1","都道府県 資金　都道府県別総収入額の推移と財源別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","資金　都道府県別総収入額の推移と財源別金額","",""
"0003388236","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","2145","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","8-3","都道府県 資金　都道府県別総支出額の推移と支出項目別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","資金　都道府県別総支出額の推移と支出項目別金額","",""
"0003362720","農林水産関係試験研究機関基礎調査 確報","年度次","0","2019-12-19","0","都道府県","1467","2019-12-20","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","9-1","都道府県 用地　都道府県別総用地面積の用途別面積","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","都道府県","用地　都道府県別総用地面積の用途別面積","研究職員のいない研究機関を減じた数。",""
"0001794876","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","15","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","1","1 総括 研究機関数、研究職員数等の現状","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","1 総括","研究機関数、研究職員数等の現状","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794877","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","180","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-1","2 独立行政法人等 (1) 独立行政法人等別総人員の職種別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(1) 独立行政法人等別総人員の職種別人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794924","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","979","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-1","3 都道府県 (1) 都道府県別総人員の職種別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","3 都道府県","(1) 都道府県別総人員の職種別人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794878","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","49","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-2","2 独立行政法人等 (2) 独立行政法人等別臨時職員人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(2) 独立行政法人等別臨時職員人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794925","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","343","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-2","3 都道府県 (2) 都道府県別臨時職員人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","3 都道府県","(2) 都道府県別臨時職員人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794879","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","175","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-3","2 独立行政法人等 (3) 独立行政法人等別研究職員の部門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(3) 独立行政法人等別研究職員の部門別人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794926","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","1417","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-3","3 都道府県 (3) 都道府県別研究職員の部門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","3 都道府県","(3) 都道府県別研究職員の部門別人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794880","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","224","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-4","2 独立行政法人等 (4) 独立行政法人等別研究職員の専門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(4) 独立行政法人等別研究職員の専門別人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794927","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","1760","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-4","3 都道府県 (4) 都道府県別研究職員の専門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","3 都道府県","(4) 都道府県別研究職員の専門別人数","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794921","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","126","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-5","2 独立行政法人等 (5) 独立行政法人等別総収入額の財源別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(5) 独立行政法人等別総収入額の財源別金額","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794928","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","734","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-5","3 都道府県 (5) 都道府県別総収入額の財源別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","3 都道府県","(5) 都道府県別総収入額の財源別金額","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794922","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","85","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-6","2 独立行政法人等 (6) 独立行政法人等別競争的研究資金の府省別獲得金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(6) 独立行政法人等別競争的研究資金の府省別獲得金額","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794929","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","538","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-6","3 都道府県 (6) 都道府県別競争的研究資金の府省別獲得金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","3 都道府県","(6) 都道府県別競争的研究資金の府省別獲得金額","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794923","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","108","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-7","2 独立行政法人等 (7) 独立行政法人等別総支出額の支出項目別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(7) 独立行政法人等別総支出額の支出項目別金額","","平成30年度農林水産関係試験研究機関基礎調査"
"0001794930","農林水産関係試験研究機関基礎調査 確報 平成30年度農林水産関係試験研究機関基礎調査","年度次","201804-201903","2020-03-05","0","該当なし","587","2020-03-05","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-7","3 都道府県 (7) 都道府県別総支出額の支出項目別金額","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","3 都道府県","(7) 都道府県別総支出額の支出項目別金額","","平成30年度農林水産関係試験研究機関基礎調査"
"0003420910","農林水産関係試験研究機関基礎調査 確報 令和元年度農林水産関係試験研究機関基礎調査","年度次","0","2020-12-28","0","該当なし","49","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-2","2 独立行政法人等 (2) 独立行政法人等別臨時職員人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(2) 独立行政法人等別臨時職員人数","","令和元年度農林水産関係試験研究機関基礎調査"
"0003420911","農林水産関係試験研究機関基礎調査 確報 令和元年度農林水産関係試験研究機関基礎調査","年度次","0","2020-12-28","0","該当なし","175","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-3","2 独立行政法人等 (3) 独立行政法人等別研究職員の部門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(3) 独立行政法人等別研究職員の部門別人数","","令和元年度農林水産関係試験研究機関基礎調査"
"0003420912","農林水産関係試験研究機関基礎調査 確報 令和元年度農林水産関係試験研究機関基礎調査","年度次","0","2020-12-28","0","該当なし","224","2020-12-29","","00500800","農林水産関係試験研究機関基礎調査","00500","農林水産省","2-4","2 独立行政法人等 (4) 独立行政法人等別研究職員の専門別人数","11","情報通信・科学技術","02","科学技術","農林水産関係試験研究機関基礎調査","確報","2 独立行政法人等","(4) 独立行政法人等別研究職員の専門別人数","","令和元年度農林水産関係試験研究機関基礎調査"
