"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0003138233","毎月勤労統計調査　特別調査","年次","201601-201612","2017-12-11","0","該当なし","18048","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","1","産業、性、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人）","2009年～","","","","",""
"0003129820","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","1728","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人）","2002～2003年","","","","",""
"0003129859","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","1728","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （事業所規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （事業所規模１～４人）","2002～2003年","","","","",""
"0003138097","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","5184","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （事業所規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （事業所規模１～４人）","2009年～","","","","",""
"0003138168","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","4320","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人）","2004～2008年","","","","",""
"0003138214","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","4320","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （事業所規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （事業所規模１～４人）","2004～2008年","","","","",""
"0003138234","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","5184","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、家族・家族以外、通勤・住込別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額 （企業規模１～４人）","2009年～","","","","",""
"0003129860","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","2376","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","3","産業、性、通常日１日の実労働時間階級別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、１時間当たりきまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額（事業所規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、１時間当たりきまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額（事業所規模１～４人）","2002～2003年","","","","",""
"0003138169","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","7128","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","3","産業、性、通常日１日の実労働時間階級別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、１時間当たりきまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額（事業所規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、１時間当たりきまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額（事業所規模１～４人）","2009年～","","","","",""
"0003138215","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","5940","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","3","産業、性、通常日１日の実労働時間階級別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、１時間当たりきまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額（事業所規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別年齢、勤続年数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額、１時間当たりきまって支給する現金給与額、常用労働者数及び過去１年間特別に支払われた現金給与額（事業所規模１～４人）","2004～2008年","","","","",""
"0003129875","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","1872","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","4","産業、性、年齢階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、年齢階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人）","2002～2003年","","","","",""
"0003138098","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","4680","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","4","産業、性、年齢階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、年齢階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人）","2004～2008年","","","","",""
"0003138235","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","5616","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","4","産業、性、年齢階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、年齢階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人）","2009年～","","","","",""
"0003129822","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","1440","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","5","産業、性、勤続年数階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、勤続年数階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人）","2002～2003年","","","","",""
"0003138170","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","4320","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","5","産業、性、勤続年数階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、勤続年数階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人）","2009年～","","","","",""
"0003138216","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","3600","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","5","産業、性、勤続年数階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、勤続年数階級、通勤・住込別月間きまって支給する現金給与額及び常用労働者数（企業規模１～４人）","2004～2008年","","","","",""
"0003138099","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","6240","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","6","産業、性、年齢階級、勤続年数階級別月間きまって支給する現金給与額及び常用労働者数(企業規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、年齢階級、勤続年数階級別月間きまって支給する現金給与額及び常用労働者数(企業規模１～４人）","2002～2003年","","","","",""
"0003138217","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","18720","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","6","産業、性、年齢階級、勤続年数階級別月間きまって支給する現金給与額及び常用労働者数(企業規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、年齢階級、勤続年数階級別月間きまって支給する現金給与額及び常用労働者数(企業規模１～４人）","2009年～","","","","",""
"0003138236","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","15600","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","6","産業、性、年齢階級、勤続年数階級別月間きまって支給する現金給与額及び常用労働者数(企業規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、年齢階級、勤続年数階級別月間きまって支給する現金給与額及び常用労働者数(企業規模１～４人）","2004～2008年","","","","",""
"0003129878","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","1944","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","7-1","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(事業所規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(事業所規模１～４人）","2002～2003年","","","","",""
"0003138100","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","5832","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","7-1","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(事業所規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(事業所規模１～４人）","2009年～","","","","",""
"0003138171","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","4860","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","7-1","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(事業所規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(事業所規模１～４人）","2004～2008年","","","","",""
"0003129863","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","1944","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","7-2","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(企業規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(企業規模１～４人）","2002～2003年","","","","",""
"0003138218","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","5832","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","7-2","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(企業規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(企業規模１～４人）","2009年～","","","","",""
"0003138237","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","4860","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","7-2","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(企業規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通勤・住込、月間きまって支給する金給与額階級別常用労働者数(企業規模１～４人）","2004～2008年","","","","",""
"0003129827","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","660","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","8-1","産業、性、通常日１日の実労働時間階級別常用労働者数（事業所規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別常用労働者数（事業所規模１～４人）","2002～2003年","","","","",""
"0003138101","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","3366","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","8-1","産業、性、通常日１日の実労働時間階級別常用労働者数（事業所規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別常用労働者数（事業所規模１～４人）","2009年～","","","","",""
"0003138172","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","2475","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","8-1","産業、性、通常日１日の実労働時間階級別常用労働者数（事業所規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別常用労働者数（事業所規模１～４人）","2004～2008年","","","","",""
"0003129881","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","660","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","8-2","産業、性、通常日１日の実労働時間階級別常用労働者数（企業規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別常用労働者数（企業規模１～４人）","2002～2003年","","","","",""
"0003138219","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","3366","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","8-2","産業、性、通常日１日の実労働時間階級別常用労働者数（企業規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別常用労働者数（企業規模１～４人）","2009年～","","","","",""
"0003138238","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","2475","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","8-2","産業、性、通常日１日の実労働時間階級別常用労働者数（企業規模１～４人） 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","産業、性、通常日１日の実労働時間階級別常用労働者数（企業規模１～４人）","2004～2008年","","","","",""
"0003129865","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","16920","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","9","都道府県、産業、性別常用労働者数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額及び過去１年間特別に支払われた現金給与額（事業所規模１～４人） 2002～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","都道府県、産業、性別常用労働者数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額及び過去１年間特別に支払われた現金給与額（事業所規模１～４人）","2002～2003年","","","","",""
"0003138102","毎月勤労統計調査　特別調査","年次","0","2016-03-31","0","該当なし","86292","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","9","都道府県、産業、性別常用労働者数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額及び過去１年間特別に支払われた現金給与額（事業所規模１～４人） 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　特別調査","都道府県、産業、性別常用労働者数、月間出勤日数、通常日１日の実労働時間数、月間きまって支給する現金給与額及び過去１年間特別に支払われた現金給与額（事業所規模１～４人）","2009年～","","","","",""
