"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0004025350","第２３回医療経済実態調査（医療機関等調査） 報告","保険薬局　調剤基本料等別の損益状況（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","保険薬局　調剤基本料等別の損益状況（施設数等）",""
"0004025351","第２３回医療経済実態調査（医療機関等調査） 報告","保険薬局　立地別の損益状況（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","保険薬局　立地別の損益状況（１施設当たり損益）","（注）１．構成比率は「収益」と「介護収益」を合算した金額に対する各収益科目、又は費用科目の割合である。<BR>　　　２．表中の「診療所前」「病院（500床未満）前」「病院（500床以上）前」は医療機関の敷地と接している場所や医療機関の敷地から公道等を挟んだ場所など、特定の医療機関のまわりの場所をいう。<BR>　　　３．表中の「同一建物内に単一の保険医療機関が所在」は保険薬局が所在する建物内に医療機関が１施設のみ所在する場合をいう。<BR>　　　４．表中の「医療モール内」は保険薬局が所在する建物内に複数の医療機関が所在する場合をいう。<BR>　　　５．「全体」とは、個人と法人を単純集計したもの。<BR>　　　　　個人立の保険薬局の「損益差額」と法人立の保険薬局の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　６．当年6月における「賞与費」については、年間支給額が決定している施設のみの平均値であり、当年6月における「費用」、「給与費」及び「損益差額」の金額については、当該平均値と上記各数値の合算により算出している。<BR>　　　　　なお、前々年6月及び前年6月における「費用」、 「給与費」及び「損益差額」の金額については、各施設ごとの平均値を示したものである。<BR>　　　７．各年6月の日祭日、土曜日、木曜日の日数は以下のとおり。<BR>　　　　　前々年6月　日祭日5日、土曜日5日、木曜日4日<BR>　　　　　前年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　　　当年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　８．月次の集計については、年度調査に比べて、対象月における季節や個別の要因等の影響を受けやすいことに留意。<BR>"
"0004025352","第２３回医療経済実態調査（医療機関等調査） 報告","一般病院　病床規模別の損益状況（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","一般病院　病床規模別の損益状況（１施設当たり損益）","（注）「全体」とは、個人、医療法人のほか、市町村立などを含めて単純集計したもの。<BR>　　　個人立の病院の「損益差額」とそれ以外の病院の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。"
"0004025353","第２３回医療経済実態調査（医療機関等調査） 報告","保険薬局　立地別の損益状況（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","保険薬局　立地別の損益状況（施設数等）",""
"0004025354","第２３回医療経済実態調査（医療機関等調査） 報告","保険薬局　特定の保険医療機関との不動産の賃貸借関係（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","保険薬局　特定の保険医療機関との不動産の賃貸借関係（１施設当たり損益）","（注）１．構成比率は「収益」と「介護収益」を合算した金額に対する各収益科目、又は費用科目の割合である。<BR>　　　２．「全体」とは、個人と法人を単純集計したもの。<BR>　　　　　個人立の保険薬局の「損益差額」と法人立の保険薬局の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　３．当年6月における「賞与費」については、年間支給額が決定している施設のみの平均値であり、当年6月における「費用」、「給与費」及び「損益差額」の金額については、当該平均値と上記各数値の合算により算出している。<BR>　　　　　なお、前々年6月及び前年6月における「費用」、 「給与費」及び「損益差額」の金額については、各施設ごとの平均値を示したものである。<BR>　　　４．各年6月の日祭日、土曜日、木曜日の日数は以下のとおり。<BR>　　　　　前々年6月　日祭日5日、土曜日5日、木曜日4日<BR>　　　　　前年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　　　当年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　５．月次の集計については、年度調査に比べて、対象月における季節や個別の要因等の影響を受けやすいことに留意。<BR>"
"0004025355","第２３回医療経済実態調査（医療機関等調査） 報告","保険薬局　特定の保険医療機関との不動産の賃貸借関係（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","保険薬局　特定の保険医療機関との不動産の賃貸借関係（施設数等）",""
"0004025356","第２３回医療経済実態調査（医療機関等調査） 報告","院外処方率別の損益状況（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","院外処方率別の損益状況（１施設当たり損益）","（注）１．構成比率は「医業収益」と「介護収益」を合算した金額に対する各収益科目、又は費用科目の割合である。<BR>　　　２． 「院外処方なし」は、無回答及び処方せん料算定回数０回の施設分を含んだ集計である。<BR>　　　３．「全体」とは、個人、医療法人のほか、市町村立などを含めて単純集計したもの。<BR>　　　　　個人立の病院・一般診療所・歯科診療所の「損益差額」とそれ以外の病院・一般診療所・歯科診療所の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　４．当年6月における「賞与費」については、年間支給額が決定している施設のみの平均値であり、当年6月における「医業・介護費用」、「給与費」及び「損益差額」の金額については、当該平均値と上記各数値の合算により算出している。<BR>　　　　　なお、前々年6月及び前年6月における「医業・介護費用」、 「給与費」及び「損益差額」の金額については、各施設ごとの平均値を示したものである。<BR>　　　５．各年6月の日祭日、土曜日、木曜日の日数は以下のとおり。<BR>　　　　　前々年6月　日祭日5日、土曜日5日、木曜日4日<BR>　　　　　前年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　　　当年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　６．月次の集計については、年度調査に比べて、対象月における季節や個別の要因等の影響を受けやすいことに留意。<BR>"
"0004025357","第２３回医療経済実態調査（医療機関等調査） 報告","院外処方率別の損益状況（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","院外処方率別の損益状況（施設数等）",""
"0004025358","第２３回医療経済実態調査（医療機関等調査） 報告","地域別の損益状況（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","地域別の損益状況（１施設当たり損益）","（注）１．構成比率は「医業収益」または「収益」と「介護収益」を合算した金額に対する各収益科目、又は費用科目の割合である。<BR>　　　２．病院・一般診療所・歯科診療所の「全体」とは、個人、医療法人のほか、市町村立などを含めて単純集計したもの。<BR>　　　　　個人立の病院・一般診療所・歯科診療所の「損益差額」とそれ以外の病院・一般診療所・歯科診療所の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　３．保険薬局の「全体」とは、個人と法人を単純集計したもの。<BR>　　　　　個人立の保険薬局の「損益差額」と法人立の保険薬局の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　４．当年6月における「賞与費」については、年間支給額が決定している施設のみの平均値であり、当年6月における「医業・介護費用」、「費用」、「給与費」及び「損益差額」の金額については、当該平均値と上記各数値の合算により算出している。<BR>　　　　　なお、前々年6月及び前年6月における「医業・介護費用」、「費用」、 「給与費」及び「損益差額」の金額については、各施設ごとの平均値を示したものである。<BR>　　　５．各年6月の日祭日、土曜日、木曜日の日数は以下のとおり。<BR>　　　　　前々年6月　日祭日5日、土曜日5日、木曜日4日<BR>　　　　　前年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　　　当年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　６．月次の集計については、年度調査に比べて、対象月における季節や個別の要因等の影響を受けやすいことに留意。<BR>"
"0004025359","第２３回医療経済実態調査（医療機関等調査） 報告","地域別の損益状況（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","地域別の損益状況（施設数等）",""
"0004025360","第２３回医療経済実態調査（医療機関等調査） 報告","損益差額階級別施設数（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","損益差額階級別施設数（１施設当たり損益）","（注）１．当年6月の「賞与費」を回答した施設のみ集計したもの。<BR>　　　２．月次の集計については、年度調査に比べて、対象月における季節や個別の要因等の影響を受けやすいことに留意<BR>"
"0004025361","第２３回医療経済実態調査（医療機関等調査） 報告","最頻損益差額階級の損益状況（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","最頻損益差額階級の損益状況（１施設当たり損益）","（注）１．構成比率は「医業収益」または「収益」と「介護収益」を合算した金額に対する各収益科目、又は費用科目の割合である。<BR>　　　２．一般診療所の「一般診療所（その他）」とは、市町村立、国民健康保険組合、社会福祉法人、医療生協などの一般診療所である。<BR>　　　３．歯科診療所の「その他」とは、市町村立などの歯科診療所である。<BR>　　　４．「全体」とは、個人、医療法人のほか、市町村立などを含めて単純集計したもの。<BR>　　　　　個人立の一般診療所・歯科診療所の「損益差額」とそれ以外の一般診療所・歯科診療所の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　５．保険薬局の「全体」とは、個人と法人を単純集計したもの。<BR>　　　　　個人立の保険薬局の「損益差額」と法人立の保険薬局の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　６．当年6月の「賞与費」を回答した施設のみ集計したもの。<BR>　　　７．各年6月の日祭日、土曜日、木曜日の日数は以下のとおり。<BR>　　　　　前々年6月　日祭日5日、土曜日5日、木曜日4日<BR>　　　　　前年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　　　当年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　８．月次の集計については、年度調査に比べて、対象月における季節や個別の要因等の影響を受けやすいことに留意。<BR>"
"0004025362","第２３回医療経済実態調査（医療機関等調査） 報告","最頻損益差額階級の損益状況（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","最頻損益差額階級の損益状況（施設数等）",""
"0004025363","第２３回医療経済実態調査（医療機関等調査） 報告","一般病院　病床規模別の損益状況（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","一般病院　病床規模別の損益状況（施設数等）",""
"0004025364","第２３回医療経済実態調査（医療機関等調査） 報告","損益差額及び損益率の状況（１施設当たり）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","損益差額及び損益率の状況（１施設当たり）",""
"0004025365","第２３回医療経済実態調査（医療機関等調査） 報告","重点医療機関・協力医療機関等の損益の状況（１施設当たり損益）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","重点医療機関・協力医療機関等の損益の状況（１施設当たり損益）","（注）１．構成比率は「医業収益」と「介護収益」を合算した金額に対する各収益科目、又は費用科目の割合である。<BR>　　　２．重点医療機関とは、都道府県の指定を受け、新型コロナウイルス感染症患者専用の病院や病棟を設定する医療機関である。<BR>　　　３．協力医療機関とは、都道府県の指定を受け、新型コロナウイルス感染症患者として確定診断がつくまでの間、新型コロナ疑い患者専用の個室を設定して当該患者を受け入れ、必要な救急医療等を提供する医療機関である。<BR>　　　４．「新型コロナウイルス感染症患者・疑い患者の受入病床を割り当てられたその他の医療機関」とは、重点医療機関・協力医療機関以外で新型コロナウイルス感染症患者・疑い患者受入病床を割り当てられた医療機関である。<BR>　　　５．「全体」とは、個人、医療法人のほか、市町村立などを含めて単純集計したもの。<BR>　　　　　個人立の病院の「損益差額」とそれ以外の病院の「損益差額」では性質に異なる部分もあるものの、便宜上、これらを足し合わせて機械的に算出したものであることに留意。<BR>　　　６．当年6月における「賞与費」については、年間支給額が決定している施設のみの平均値であり、当年6月における「医業・介護費用」、「給与費」及び「損益差額」の金額については、当該平均値と上記各数値の合算により算出している。<BR>　　　　　なお、前々年6月及び前年6月における「医業・介護費用」、 「給与費」及び「損益差額」の金額については、各施設ごとの平均値を示したものである。<BR>　　　７．各年6月の日祭日、土曜日、木曜日の日数は以下のとおり。<BR>　　　　　前々年6月　日祭日5日、土曜日5日、木曜日4日<BR>　　　　　前年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　　　当年6月　日祭日4日、土曜日4日、木曜日4日<BR>　　　８．月次の集計については、年度調査に比べて、対象月における季節や個別の要因等の影響を受けやすいことに留意。<BR>"
"0004025366","第２３回医療経済実態調査（医療機関等調査） 報告","重点医療機関・協力医療機関等の損益の状況（施設数等）","-","202101-202112","2025-05-09","0","全国","0","2025-05-09","","00450381","医療経済実態調査（医療機関等調査）","00450","厚生労働省","15","社会保障・衛生","02","社会保険","第２３回医療経済実態調査（医療機関等調査）","報告","重点医療機関・協力医療機関等の損益の状況（施設数等）",""
