"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3"
"0003166835","通信利用動向調査 世帯編","問５　オンラインショッピングを利用しない理由 世帯人員","年次","0","2016-12-28","0","該当なし","119","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピングを利用しない理由","世帯人員","",""
"0003166836","通信利用動向調査 世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主） 世帯主年齢","年次","0","2016-12-28","0","該当なし","370","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主）","世帯主年齢","",""
"0003166837","通信利用動向調査 世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主） 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","111","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主）","世帯主年齢60歳以上","",""
"0003166838","通信利用動向調査 世帯編","問５　オンラインショッピング非利用者の今後の意向 世帯人員","年次","0","2016-12-28","0","該当なし","91","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング非利用者の今後の意向","世帯人員","",""
"0003166839","通信利用動向調査 世帯編","問５　オンラインショッピング利用者が実際に購入したもの 世帯主年齢","年次","0","2016-12-28","0","該当なし","310","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング利用者が実際に購入したもの","世帯主年齢","",""
"0003166840","通信利用動向調査 世帯編","問１　世帯構成（３）世帯主の性別 世帯主の職業","年次","0","2016-12-28","0","該当なし","56","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問１　世帯構成（３）世帯主の性別","世帯主の職業","",""
"0003166841","通信利用動向調査 世帯編","問２　情報通信機器の保有状況 世帯年収","年次","0","2016-12-28","0","該当なし","216","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有状況","世帯年収","",""
"0003166842","通信利用動向調査 世帯編","問２　情報通信機器の保有意向 都市区分","年次","0","2016-12-28","0","該当なし","884","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有意向","都市区分","",""
"0003166843","通信利用動向調査 世帯編","問２　情報通信機器の保有意向 世帯主の職業","年次","0","2016-12-28","0","該当なし","1768","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有意向","世帯主の職業","",""
"0003166844","通信利用動向調査 世帯編","問３　固定電話回線の利用状況 世帯年収","年次","0","2016-12-28","0","該当なし","104","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問３　固定電話回線の利用状況","世帯年収","",""
"0003166845","通信利用動向調査 世帯編","問４　過去１年間のインターネットの利用状況 都市区分","年次","0","2016-12-28","0","該当なし","36","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　過去１年間のインターネットの利用状況","都市区分","",""
"0003166846","通信利用動向調査 世帯編","問４　過去１年間のインターネットの利用状況 世帯主の職業","年次","0","2016-12-28","0","該当なし","72","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　過去１年間のインターネットの利用状況","世帯主の職業","",""
"0003166847","通信利用動向調査 世帯編","問４　世帯主のインターネット利用場所（自宅外） 世帯年収","年次","0","2016-12-28","0","該当なし","152","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　世帯主のインターネット利用場所（自宅外）","世帯年収","",""
"0003166848","通信利用動向調査 世帯編","問４　インターネットの接続形態（自宅） 都市区分","年次","0","2016-12-28","0","該当なし","84","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　インターネットの接続形態（自宅）","都市区分","",""
"0003166849","通信利用動向調査 世帯編","問４　インターネットの接続形態（自宅） 世帯主の職業","年次","0","2016-12-28","0","該当なし","168","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　インターネットの接続形態（自宅）","世帯主の職業","",""
"0003166850","通信利用動向調査 世帯編","問５　世帯主がインターネットを利用しなかった理由（１番目） 世帯年収","年次","0","2016-12-28","0","該当なし","296","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　世帯主がインターネットを利用しなかった理由（１番目）","世帯年収","",""
"0003166851","通信利用動向調査 世帯編","問５　インターネット未利用世帯主の今後の利用希望 都市区分","年次","0","2016-12-28","0","該当なし","124","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット未利用世帯主の今後の利用希望","都市区分","",""
"0003166852","通信利用動向調査 世帯編","問５　インターネット未利用世帯主の今後の利用希望 世帯主の職業","年次","0","2016-12-28","0","該当なし","248","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット未利用世帯主の今後の利用希望","世帯主の職業","",""
"0003166853","通信利用動向調査 世帯編","問５　世帯主のインターネット利用用途（１番目） 世帯年収","年次","0","2016-12-28","0","該当なし","744","2019-02-01","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　世帯主のインターネット利用用途（１番目）","世帯年収","",""
"0003166854","通信利用動向調査 世帯編","問５　オンラインショッピングを利用しない理由 都市区分","年次","0","2016-12-28","0","該当なし","68","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピングを利用しない理由","都市区分","",""
"0003166855","通信利用動向調査 世帯編","問５　オンラインショッピングを利用しない理由 世帯主の職業","年次","0","2016-12-28","0","該当なし","136","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピングを利用しない理由","世帯主の職業","",""
"0003166856","通信利用動向調査 世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主） 世帯年収","年次","0","2016-12-28","0","該当なし","296","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主）","世帯年収","",""
"0003166857","通信利用動向調査 世帯編","問５　オンラインショッピング非利用者の今後の意向 都市区分","年次","0","2016-12-28","0","該当なし","52","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング非利用者の今後の意向","都市区分","",""
"0003166858","通信利用動向調査 世帯編","問５　オンラインショッピング非利用者の今後の意向 世帯主の職業","年次","0","2016-12-28","0","該当なし","104","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング非利用者の今後の意向","世帯主の職業","",""
"0003166859","通信利用動向調査 世帯編","問５　オンラインショッピング利用者が実際に購入したもの 世帯年収","年次","0","2016-12-28","0","該当なし","248","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング利用者が実際に購入したもの","世帯年収","",""
"0003166860","通信利用動向調査 世帯編","問１　世帯構成（３）世帯主の性別 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","21","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問１　世帯構成（３）世帯主の性別","世帯主年齢60歳以上","",""
"0003166861","通信利用動向調査 世帯編","問２　情報通信機器の保有状況 世帯人員","年次","0","2016-12-28","0","該当なし","189","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有状況","世帯人員","",""
"0003166862","通信利用動向調査 世帯編","問２　情報通信機器の保有意向 世帯主年齢","年次","0","2016-12-28","0","該当なし","2210","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有意向","世帯主年齢","",""
"0003166863","通信利用動向調査 世帯編","問２　情報通信機器の保有意向 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","663","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有意向","世帯主年齢60歳以上","",""
"0003166864","通信利用動向調査 世帯編","問３　固定電話回線の利用状況 世帯人員","年次","0","2016-12-28","0","該当なし","91","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問３　固定電話回線の利用状況","世帯人員","",""
"0003166865","通信利用動向調査 世帯編","問４　過去１年間のインターネットの利用状況 世帯主年齢","年次","0","2016-12-28","0","該当なし","90","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　過去１年間のインターネットの利用状況","世帯主年齢","",""
"0003166866","通信利用動向調査 世帯編","問４　過去１年間のインターネットの利用状況 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","27","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　過去１年間のインターネットの利用状況","世帯主年齢60歳以上","",""
"0003166867","通信利用動向調査 世帯編","問４　世帯主のインターネット利用場所（自宅外） 世帯人員","年次","0","2016-12-28","0","該当なし","133","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　世帯主のインターネット利用場所（自宅外）","世帯人員","",""
"0003166868","通信利用動向調査 世帯編","問４　インターネットの接続形態（自宅） 世帯主年齢","年次","0","2016-12-28","0","該当なし","210","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　インターネットの接続形態（自宅）","世帯主年齢","",""
"0003166869","通信利用動向調査 世帯編","問４　インターネットの接続形態（自宅） 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","63","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問４　インターネットの接続形態（自宅）","世帯主年齢60歳以上","",""
"0003166870","通信利用動向調査 世帯編","問５　世帯主がインターネットを利用しなかった理由（１番目） 世帯人員","年次","0","2016-12-28","0","該当なし","259","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　世帯主がインターネットを利用しなかった理由（１番目）","世帯人員","",""
"0003166871","通信利用動向調査 世帯編","問５　インターネット未利用世帯主の今後の利用希望 世帯主年齢","年次","0","2016-12-28","0","該当なし","310","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット未利用世帯主の今後の利用希望","世帯主年齢","",""
"0003166872","通信利用動向調査 世帯編","問５　インターネット未利用世帯主の今後の利用希望 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","93","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット未利用世帯主の今後の利用希望","世帯主年齢60歳以上","",""
"0003166873","通信利用動向調査 世帯編","問５　世帯主のインターネット利用用途（１番目） 世帯人員","年次","0","2016-12-28","0","該当なし","651","2019-02-01","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　世帯主のインターネット利用用途（１番目）","世帯人員","",""
"0003166874","通信利用動向調査 世帯編","問５　オンラインショッピングを利用しない理由 世帯主年齢","年次","0","2016-12-28","0","該当なし","170","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピングを利用しない理由","世帯主年齢","",""
"0003166875","通信利用動向調査 世帯編","問５　オンラインショッピングを利用しない理由 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","51","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピングを利用しない理由","世帯主年齢60歳以上","",""
"0003166876","通信利用動向調査 世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主） 世帯人員","年次","0","2016-12-28","0","該当なし","259","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　インターネット利用上の不安や不満（１番目）（オンラインショッピング非利用世帯主）","世帯人員","",""
"0003166877","通信利用動向調査 世帯編","問５　オンラインショッピング非利用者の今後の意向 世帯主年齢","年次","0","2016-12-28","0","該当なし","130","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング非利用者の今後の意向","世帯主年齢","",""
"0003166878","通信利用動向調査 世帯編","問５　オンラインショッピング非利用者の今後の意向 世帯主年齢60歳以上","年次","0","2016-12-28","0","該当なし","39","2019-02-04","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング非利用者の今後の意向","世帯主年齢60歳以上","",""
"0003166879","通信利用動向調査 世帯編","問５　オンラインショッピング利用者が実際に購入したもの 世帯人員","年次","0","2016-12-28","0","該当なし","217","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問５　オンラインショッピング利用者が実際に購入したもの","世帯人員","",""
"0003166880","通信利用動向調査 世帯編","問２　情報通信機器の保有状況 都市区分","年次","0","2016-12-28","0","該当なし","108","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有状況","都市区分","",""
"0003166881","通信利用動向調査 世帯編","問２　情報通信機器の保有状況 世帯主の職業","年次","0","2016-12-28","0","該当なし","216","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有状況","世帯主の職業","",""
"0003166882","通信利用動向調査 世帯編","問２　情報通信機器の保有意向 世帯年収","年次","0","2016-12-28","0","該当なし","1768","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問２　情報通信機器の保有意向","世帯年収","",""
"0003166883","通信利用動向調査 世帯編","問３　固定電話回線の利用状況 都市区分","年次","0","2016-12-28","0","該当なし","52","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問３　固定電話回線の利用状況","都市区分","",""
"0003166884","通信利用動向調査 世帯編","問３　固定電話回線の利用状況 世帯主の職業","年次","0","2016-12-28","0","該当なし","104","2019-01-28","","00200356","通信利用動向調査","00200","総務省","11","情報通信・科学技術","01","情報通信・放送","通信利用動向調査","世帯編","問３　固定電話回線の利用状況","世帯主の職業","",""
