"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0000140020","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","108","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01302","従業上の地位・雇用形態（３），従業者規模（１２），男女別（３），平均年齢（１），平均年齢（有業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（３），従業者規模（１２），男女別（３），平均年齢（１），平均年齢（有業者），全国（１）","",""
"0000140021","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","672","2023-07-22","","00200532","就業構造基本調査","00200","総務省","014","従業上の地位（２），職業（１６），男女別（３），教育（７），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位（２），職業（１６），男女別（３），教育（７），有業者数，全国（１）","",""
"0000140022","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","1152","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01501","従業上の地位（２），職業（１６），男女別（３），年齢（１２），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位（２），職業（１６），男女別（３），年齢（１２），有業者数，全国（１）","",""
"0000140023","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","96","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01502","従業上の地位（２），職業（１６），男女別（３），平均年齢（１），平均年齢（有業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位（２），職業（１６），男女別（３），平均年齢（１），平均年齢（有業者），全国（１）","",""
"0000140024","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-08-31","0","該当なし","3240","2023-07-22","","00200532","就業構造基本調査","00200","総務省","016","就業状態（２），男女別（３），年齢（１２），産業（５），従業上の地位・雇用形態（９），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","就業状態（２），男女別（３），年齢（１２），産業（５），従業上の地位・雇用形態（９），有業者数，全国（１）","",""
"0000140025","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","384","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01701","就業状態（３），配偶関係（４），産業（４），従業上の地位・雇用形態（８），女子有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","就業状態（３），配偶関係（４），産業（４），従業上の地位・雇用形態（８），女子有業者数，全国（１）","",""
"0000140026","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","576","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01702","就業状態（３），教育（６），産業（４），従業上の地位・雇用形態（８），女子有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","就業状態（３），教育（６），産業（４），従業上の地位・雇用形態（８），女子有業者数，全国（１）","",""
"0000140027","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","1536","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01703","就業状態（３），配偶関係（４），教育（４），産業（４），従業上の地位・雇用形態（８），女子有業者数（卒業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","就業状態（３），配偶関係（４），教育（４），産業（４），従業上の地位・雇用形態（８），女子有業者数（卒業者），全国（１）","",""
"0000140028","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","1728","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01801","従業上の地位・雇用形態（４），所得（１２），男女別（３），年齢（１２），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（４），所得（１２），男女別（３），年齢（１２），有業者数，全国（１）","",""
"0000140029","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","576","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01802","雇用形態（２），所得（８），男女別（３），年齢（１２），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），年齢（１２），雇用者数，全国（１）","",""
"0000140030","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","1872","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01901","従業上の地位・雇用形態（４），所得（１２），男女別（３），産業（１３），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（４），所得（１２），男女別（３），産業（１３），有業者数，全国（１）","",""
"0000140031","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","624","2023-07-22","","00200532","就業構造基本調査","00200","総務省","01902","雇用形態（２），所得（８），男女別（３），産業（１３），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），産業（１３），雇用者数，全国（１）","",""
"0000140032","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","11232","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02001","男女別（３），雇用形態（２Ｂ），所得（１２），年齢（１２），産業（１３），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２Ｂ），所得（１２），年齢（１２），産業（１３），雇用者数，全国（１）","",""
"0000140033","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","7488","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02002","男女別（３），雇用形態（２），所得（８），年齢（１２），産業（１３），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２），所得（８），年齢（１２），産業（１３），雇用者数，全国（１）","",""
"0000140034","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","864","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02101","雇用形態（２Ｂ），所得（１２），男女別（３），従業者規模（１２），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２Ｂ），所得（１２），男女別（３），従業者規模（１２），雇用者数，全国（１）","",""
"0000140035","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","576","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02102","雇用形態（２），所得（８），男女別（３），従業者規模（１２），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），従業者規模（１２），雇用者数，全国（１）","",""
"0000140036","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-08-31","0","該当なし","10368","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02201","男女別（３），雇用形態（２Ｂ），所得（１２），年齢（１２），従業者規模（１２），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２Ｂ），所得（１２），年齢（１２），従業者規模（１２），雇用者数，全国（１）","",""
"0000140037","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","6912","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02202","男女別（３），雇用形態（２），所得（８），年齢（１２），従業者規模（１２），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２），所得（８），年齢（１２），従業者規模（１２），雇用者数，全国（１）","",""
"0000140038","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","360","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02301","雇用形態（２Ｂ），所得（１２），男女別（３），教育（５），雇用者数（卒業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２Ｂ），所得（１２），男女別（３），教育（５），雇用者数（卒業者），全国（１）","",""
"0000140039","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","240","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02302","雇用形態（２），所得（８），男女別（３），教育（５），雇用者数（卒業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），教育（５），雇用者数（卒業者），全国（１）","",""
"0000140040","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","4320","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02401","男女別（３），雇用形態（２Ｂ），所得（１２），年齢（１２），教育（５），雇用者数（卒業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２Ｂ），所得（１２），年齢（１２），教育（５），雇用者数（卒業者），全国（１）","",""
"0000140041","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","2880","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02402","男女別（３），雇用形態（２），所得（８），年齢（１２），教育（５），雇用者数（卒業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２），所得（８），年齢（１２），教育（５），雇用者数（卒業者），全国（１）","",""
"0000140042","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","1584","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02501","従業上の地位・雇用形態（４），所得（１２），男女別（３），職業（１１），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（４），所得（１２），男女別（３），職業（１１），有業者数，全国（１）","",""
"0000140043","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","528","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02502","雇用形態（２），所得（８），男女別（３），職業（１１），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），職業（１１），雇用者数，全国（１）","",""
"0000140044","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","576","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02601","男女別（３），従業上の地位・雇用形態（４），所得（１２），年間就業日数（４），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），従業上の地位・雇用形態（４），所得（１２），年間就業日数（４），有業者数，全国（１）","",""
"0000140045","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","2880","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02602","男女別（３），従業上の地位・雇用形態（４），所得（１２），就業の規則性（４），年間就業日数（５），２００日未満就業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），従業上の地位・雇用形態（４），所得（１２），就業の規則性（４），年間就業日数（５），２００日未満就業者数，全国（１）","",""
"0000140046","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","2592","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02603","男女別（３），従業上の地位・雇用形態（４），所得（１２），年間就業日数（２），週間就業時間（９），２００日以上就業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），従業上の地位・雇用形態（４），所得（１２），年間就業日数（２），週間就業時間（９），２００日以上就業者数，全国（１）","",""
"0000140047","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","192","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02604","男女別（３），雇用形態（２），所得（８），年間就業日数（４），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２），所得（８），年間就業日数（４），雇用者数，全国（１）","",""
"0000140048","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","960","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02605","男女別（３），雇用形態（２），所得（８），就業の規則性（４），年間就業日数（５），２００日未満就業雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２），所得（８），就業の規則性（４），年間就業日数（５），２００日未満就業雇用者数，全国（１）","",""
"0000140049","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","864","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02606","男女別（３），雇用形態（２），所得（８），年間就業日数（２），週間就業時間（９），２００日以上就業雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","男女別（３），雇用形態（２），所得（８），年間就業日数（２），週間就業時間（９），２００日以上就業雇用者数，全国（１）","",""
"0000140050","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","576","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02701","従業上の地位・雇用形態（４），所得（１２），男女別（３），就業の規則性（４），２００日未満就業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（４），所得（１２），男女別（３），就業の規則性（４），２００日未満就業者数，全国（１）","",""
"0000140051","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","1296","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02702","従業上の地位・雇用形態（４），所得（１２），男女別（３），週間就業時間（９），２００日未満就業者数（規則的就業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（４），所得（１２），男女別（３），週間就業時間（９），２００日未満就業者数（規則的就業者），全国（１）","",""
"0000140052","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","192","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02703","雇用形態（２），所得（８），男女別（３），就業の規則性（４），２００日未満就業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），就業の規則性（４），２００日未満就業者数，全国（１）","",""
"0000140053","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","432","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02704","雇用形態（２），所得（８），男女別（３），週間就業時間（９），２００日未満就業者数（規則的就業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），週間就業時間（９），２００日未満就業者数（規則的就業者），全国（１）","",""
"0000140054","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","192","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02705","教育（２），所得（８），男女別（３），就業の規則性（４），２００日未満就業者数（アルバイト），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","教育（２），所得（８），男女別（３），就業の規則性（４），２００日未満就業者数（アルバイト），全国（１）","",""
"0000140055","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","432","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02706","教育（２），所得（８），男女別（３），週間就業時間（９），２００日未満就業者数（アルバイトで規則的就業者），全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","教育（２），所得（８），男女別（３），週間就業時間（９），２００日未満就業者数（アルバイトで規則的就業者），全国（１）","",""
"0000140056","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","720","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02801","従業上の地位・雇用形態（４），所得（１２），男女別（３），就業希望意識（５），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（４），所得（１２），男女別（３），就業希望意識（５），有業者数，全国（１）","",""
"0000140057","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","240","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02802","雇用形態（２），所得（８），男女別（３），就業希望意識（５），雇用者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","雇用形態（２），所得（８），男女別（３），就業希望意識（５），雇用者数，全国（１）","",""
"0000140058","昭和62年就業構造基本調査 全国編（平成4年様式に組替）","-","198710","2007-09-07","0","該当なし","768","2023-07-22","","00200532","就業構造基本調査","00200","総務省","02901","従業上の地位・雇用形態（４），所得（１２），男女別・配偶関係（４），１年前との就業異動（４），有業者数，全国（１）","03","労働・賃金","01","労働力","昭和62年就業構造基本調査","全国編（平成4年様式に組替）","従業上の地位・雇用形態（４），所得（１２），男女別・配偶関係（４），１年前との就業異動（４），有業者数，全国（１）","",""
