"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE"
"0003422333","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","17420","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","30","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 ６月の月間総労働時間及び報酬等について 2019年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等","６月の月間総労働時間及び報酬等について","2019年～",""
"0003422353","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","7800","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","30","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2019年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等","昨年一年間（１月～１２月）の総労働時間等について","2019年～",""
"0003129584","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2016-03-31","0","該当なし","8775","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","31","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額","","",""
"0003422853","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","14625","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","31","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額 2019年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額","2019年～","",""
"0003129546","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2016-03-31","0","該当なし","8775","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","32","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数","","",""
"0003422657","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","14625","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","32","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数 2019年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数","2019年～","",""
"0003129567","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2016-03-31","0","該当なし","2340","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","33","統計表 一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数","","",""
"0003422834","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","3900","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","33","統計表 一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数 2019年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数","2019年～","",""
"0003129544","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2016-03-31","0","該当なし","136","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2005年基準","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","調査結果の概要","陸上労働者のきまって支給する給与との比較","賃金指数","2005年基準",""
"0003129565","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2016-03-31","0","該当なし","128","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2010年基準","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","調査結果の概要","陸上労働者のきまって支給する給与との比較","賃金指数","2010年基準",""
"0003129582","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","144","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 上昇率","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","調査結果の概要","陸上労働者のきまって支給する給与との比較","上昇率","",""
"0003129595","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","144","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 平均給与額","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","調査結果の概要","陸上労働者のきまって支給する給与との比較","平均給与額","",""
"0003422073","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2020-12-22","0","該当なし","136","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2015年基準","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","調査結果の概要","陸上労働者のきまって支給する給与との比較","賃金指数","2015年基準",""
"0003446318","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","144","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2020年基準","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","調査結果の概要","陸上労働者のきまって支給する給与との比較","賃金指数","2020年基準",""
"0003129545","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-09-01","0","該当なし","294438","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","昨年一年間（１月～１２月）の総労働時間等について","2007年～","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2007年～"
"0003129583","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2019-12-24","0","該当なし","687022","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","６月の月間総労働時間及び報酬等について","2007年～","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 ６月の月間総労働時間及び報酬等について 2007年～"
"0003129596","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2016-03-31","0","該当なし","127534","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","６月の月間総労働時間及び報酬等について","2006年","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 ６月の月間総労働時間及び報酬等について 2006年"
"0003129598","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","3702","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","特殊船に乗り組む船長及び職員・部員別、トン数階層別１人１か月平均報酬等","","","統計表 特殊船に乗り組む船長及び職員・部員別、トン数階層別１人１か月平均報酬等"
"0003422074","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","783","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","調査船舶隻数、調査船舶総トン数、平均稼動日数","","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 調査船舶隻数、調査船舶総トン数、平均稼動日数"
"0003422835","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","108438","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","６月の月間総労働時間及び報酬等について","2019年～","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 ６月の月間総労働時間及び報酬等について 2019年～"
"0003422836","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","48546","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","昨年一年間（１月～１２月）の総労働時間等について","2019年～","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2019年～"
"0004013549","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","216","2025-12-19","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","【付表】一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","調査船舶隻数、調査船舶総トン数、平均稼動日数","","統計表 【付表】一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 調査船舶隻数、調査船舶総トン数、平均稼動日数"
"0004013550","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","29419","2025-12-19","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","【付表】一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","６月の月間総労働時間及び報酬等について","2019年～","統計表 【付表】一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 ６月の月間総労働時間及び報酬等について 2019年～"
"0004013551","船員労働統計調査 一般船舶調査、特殊船調査","年次","0","2023-12-19","0","該当なし","13392","2025-12-19","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","一般船舶調査、特殊船調査","統計表","【付表】一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等","昨年一年間（１月～１２月）の総労働時間等について","2019年～","統計表 【付表】一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2019年～"
"0003129585","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","560","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","1","統計表 漁業種類別、専業船・兼業船、報酬の支払形態別調査隻数 2006年","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","漁業種類別、専業船・兼業船、報酬の支払形態別調査隻数","2006年","",""
"0003129600","船員労働統計調査 漁船調査","年次","0","2024-06-21","0","該当なし","3040","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","1","統計表 漁業種類別、専業船・兼業船、報酬の支払形態別調査隻数 2007年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","漁業種類別、専業船・兼業船、報酬の支払形態別調査隻数","2007年～","",""
"0003129547","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","3502","2025-11-12","","00600320","船員労働統計調査","00600","国土交通省","2","統計表 専業船の漁業種別、都道府県別、用途別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬 2006年","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","専業船の漁業種別、都道府県別、用途別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬","2006年","",""
"0003129587","船員労働統計調査 漁船調査","年次","0","2024-06-21","0","該当なし","31416","2025-11-17","","00600320","船員労働統計調査","00600","国土交通省","2","統計表 専業船の漁業種別、都道府県別、用途別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬 2007年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","専業船の漁業種別、都道府県別、用途別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬","2007年～","",""
"0003129549","船員労働統計調査 漁船調査","年次","0","2024-06-21","0","該当なし","10149","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","3","統計表 兼業船の漁業種類別、都道府県別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬額 2007年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","兼業船の漁業種類別、都道府県別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬額","2007年～","",""
"0003129568","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","1292","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","3","統計表 兼業船の漁業種類別、都道府県別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬額 2006年","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","兼業船の漁業種類別、都道府県別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板部員）１人１箇月平均報酬額","2006年","",""
"0003129570","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","14630","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","統計表 専業船の報酬の支払形態別、漁業種類別、用途別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額 2007年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","専業船の報酬の支払形態別、漁業種類別、用途別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額","2007年～","",""
"0003129599","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","1998","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","統計表 専業船の報酬の支払形態別、漁業種類別、用途別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額 2006年","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","専業船の報酬の支払形態別、漁業種類別、用途別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額","2006年","",""
"0004001820","船員労働統計調査 漁船調査","年次","0","2024-06-21","0","該当なし","6264","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","4","統計表 専業船の報酬の支払形態別、漁業種類別、用途別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額 2022年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","専業船の報酬の支払形態別、漁業種類別、用途別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額","2022年～","",""
"0003129586","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","972","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","5","統計表 兼業船の報酬の支払形態別、漁業種類別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額 2006年","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","兼業船の報酬の支払形態別、漁業種類別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額","2006年","",""
"0003129601","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","6188","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","5","統計表 兼業船の報酬の支払形態別、漁業種類別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額 2007年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","兼業船の報酬の支払形態別、漁業種類別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額","2007年～","",""
"0004001841","船員労働統計調査 漁船調査","年次","0","2024-06-21","0","該当なし","2484","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","5","統計表 兼業船の報酬の支払形態別、漁業種類別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額 2022年～","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","兼業船の報酬の支払形態別、漁業種類別、都道府県別の職種別調査人員数、１人平均持代（歩）数及び１人１箇月平均の基本給（給料）又は最低保障額","2022年～","",""
"0003129588","船員労働統計調査 漁船調査","年次","0","2024-06-21","0","該当なし","8160","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","6","統計表 かつお・まぐろ漁業のトン数階級別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板員）１人１箇月平均報酬額","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","かつお・まぐろ漁業のトン数階級別、報酬の支払形態別従業状態及び持代（歩）数１．０の乗組員（固定給制は甲板員）１人１箇月平均報酬額","","",""
"0003129569","船員労働統計調査 漁船調査","年次","0","2016-03-31","0","該当なし","60","2025-11-10","","00600320","船員労働統計調査","00600","国土交通省","7","統計表 外国人船員の１人１箇月平均報酬額 2006年","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","外国人船員の１人１箇月平均報酬額","2006年","",""
"0003129550","船員労働統計調査 漁船調査","年次","0","2024-06-21","0","該当なし","1755","2025-11-12","","00600320","船員労働統計調査","00600","国土交通省","","","03","労働・賃金","02","賃金・労働条件","船員労働統計調査","漁船調査","統計表","１人１箇月平均報酬額","2007年～","","統計表 １人１箇月平均報酬額 2007年～"
