"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4"
"0003032543","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","18980","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","00602","経営組織（６区分）※別全事業所数，従業者数，1平方km当たり事業所数及び従業者数－全国，都道府県，市区町村，14大都市圏 ※総数，民営事業所","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","経営組織（６区分）※別全事業所数，従業者数，1平方km当たり事業所数及び従業者数－全国，都道府県，市区町村，14大都市圏","※総数，民営事業所","","","",""
"0003032544","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","4610196","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","00700","産業（中分類），従業者規模（13区分），経営組織（５区分）別全事業所数，男女別従業者数，常用雇用者数及び１事業所当たり従業者数－全国，都道府県，19大都市，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），従業者規模（13区分），経営組織（５区分）別全事業所数，男女別従業者数，常用雇用者数及び１事業所当たり従業者数－全国，都道府県，19大都市，14大都市圏","","","","",""
"0003032547","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","44381","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","00901","産業（小分類），従業者規模（10区分），経営組織（８区分）別全事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（10区分），経営組織（８区分）別全事業所数－全国","","","","",""
"0003032548","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","312380","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","00902","産業（小分類），従業者規模（10区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国 ※総数，民営事業所","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（10区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国","※総数，民営事業所","","","",""
"0003032549","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","51148","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","00903","産業（小分類），従業者規模（10区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国 ※国・地方公共団体","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（10区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国","※国・地方公共団体","","","",""
"0003032554","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","101518","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01201","産業（大分類），経営組織（４区分），従業者規模（10区分）別民営事業所数－全国，都道府県，19大都市，14大都市圏，特別地域区分","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（大分類），経営組織（４区分），従業者規模（10区分）別民営事業所数－全国，都道府県，19大都市，14大都市圏，特別地域区分","","","","",""
"0003032555","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","279466","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01202","産業（大分類），経営組織（４区分），従業者規模（10区分），男女別従業者数－全国，都道府県，19大都市，14大都市圏，特別地域区分","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（大分類），経営組織（４区分），従業者規模（10区分），男女別従業者数－全国，都道府県，19大都市，14大都市圏，特別地域区分","","","","",""
"0003032894","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","182552","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01301","産業（小分類），従業者規模（15区分），本所・支所（３区分），経営組織（４区分）別民営事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（15区分），本所・支所（３区分），経営組織（４区分）別民営事業所数－全国","","","","",""
"0003032892","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","2193327","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01302","産業（小分類），従業者規模（15区分），本所・支所（３区分），経営組織（４区分），従業上の地位（６区分），男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（15区分），本所・支所（３区分），経営組織（４区分），従業上の地位（６区分），男女別従業者数－全国","","","","",""
"0003032563","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","455320","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01600","産業（大分類），従業者規模（８区分），本所・支所（３区分），経営組織（４区分）別民営事業所数及び男女別従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（大分類），従業者規模（８区分），本所・支所（３区分），経営組織（４区分）別民営事業所数及び男女別従業者数－全国，都道府県","","","","",""
"0003032564","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","66528","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01701","産業（小分類），常用雇用者規模（15区分），経営組織（８区分）別全事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（15区分），経営組織（８区分）別全事業所数－全国","","","","",""
"0003032565","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","486750","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01702","産業（小分類），常用雇用者規模（15区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国 ※総数，民営事業所","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（15区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国","※総数，民営事業所","","","",""
"0003032566","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","76371","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","01703","産業（小分類），常用雇用者規模（15区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国 ※国・地方公共団体","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（15区分），経営組織（８区分）※，従業上の地位（３区分），男女別従業者数－全国","※国・地方公共団体","","","",""
"0003032571","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","336408","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02001","産業（小分類），常用雇用者規模（15区分）別民営事業所数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（15区分）別民営事業所数－全国，都道府県","","","","",""
"0003032572","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","5576778","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02002","産業（小分類），常用雇用者規模（15区分），従業上の地位（６区分），男女別従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（15区分），従業上の地位（６区分），男女別従業者数－全国，都道府県","","","","",""
"0003032574","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","665471","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02201","産業（中分類），常用雇用者規模（10区分），本所・支所（３区分），経営組織（４区分）別民営事業所数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），常用雇用者規模（10区分），本所・支所（３区分），経営組織（４区分）別民営事業所数－全国，都道府県","","","","",""
"0003032575","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","5467746","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02202","産業（中分類），常用雇用者規模（10区分），本所・支所（３区分），経営組織（４区分），従業上の地位（３区分），男女別従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），常用雇用者規模（10区分），本所・支所（３区分），経営組織（４区分），従業上の地位（３区分），男女別従業者数－全国，都道府県","","","","",""
"0003032895","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","5930","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02301","産業（中分類），臨時雇用者を除く従業者規模（11区分），経営組織（４区分）別民営事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），臨時雇用者を除く従業者規模（11区分），経営組織（４区分）別民営事業所数－全国","","","","",""
"0003032893","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","48274","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02302","産業（中分類），臨時雇用者を除く従業者規模（11区分），経営組織（４区分），従業上の地位（６区分：総数のみ），男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），臨時雇用者を除く従業者規模（11区分），経営組織（４区分），従業上の地位（６区分：総数のみ），男女別従業者数－全国","","","","",""
"0003032578","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","3558084","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02401","産業（小分類），従業者規模（８区分），経営組織（８区分），派遣従業者の有無別民営事業所数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（８区分），経営組織（８区分），派遣従業者の有無別民営事業所数－全国，都道府県","","","","",""
"0003032579","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","4802498","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02402","産業（小分類），従業者規模（８区分），経営組織（８区分），男女別従業者数及び派遣従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（８区分），経営組織（８区分），男女別従業者数及び派遣従業者数－全国，都道府県","","","","",""
"0003032580","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","103123","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02501","産業（小分類），従業者規模（８区分），本所・支所（３区分），派遣従業者の有無別民営事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（８区分），本所・支所（３区分），派遣従業者の有無別民営事業所数－全国","","","","",""
"0003032581","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","169569","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02502","産業（小分類），従業者規模（８区分），本所・支所（３区分），男女別従業者数及び派遣従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（８区分），本所・支所（３区分），男女別従業者数及び派遣従業者数－全国","","","","",""
"0003032582","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","3078547","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02600","産業（小分類），事業従事者規模（10区分），経営組織（４区分）別民営事業所数及び男女別事業従事者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），事業従事者規模（10区分），経営組織（４区分）別民営事業所数及び男女別事業従事者数－全国，都道府県","","","","",""
"0003032583","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","6704","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02701","産業（大分類），事業従事者規模（10区分），経営組織（４区分），事業従事者数に占める派遣従業者比率（７区分）別民営事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（大分類），事業従事者規模（10区分），経営組織（４区分），事業従事者数に占める派遣従業者比率（７区分）別民営事業所数－全国","","","","",""
"0003032584","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","16595","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02702","産業（大分類），事業従事者規模（10区分），経営組織（４区分），事業従事者数に占める派遣従業者比率（７区分），男女別事業従事者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（大分類），事業従事者規模（10区分），経営組織（４区分），事業従事者数に占める派遣従業者比率（７区分），男女別事業従事者数－全国","","","","",""
"0003032585","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","22535","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02801","産業（小分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分）別民営事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分）別民営事業所数－全国","","","","",""
"0003032586","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","56720","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02802","産業（小分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分），男女別事業従事者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分），男女別事業従事者数－全国","","","","",""
"0003032587","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","137600","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02901","産業（中分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分）別民営事業所数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分）別民営事業所数－全国，都道府県","","","","",""
"0003032588","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","329804","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","02902","産業（中分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分），男女別事業従事者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），経営組織（４区分），事業従事者数に占める派遣従業者数比率（７区分），男女別事業従事者数－全国，都道府県","","","","",""
"0003032589","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","122952","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","03000","産業（中分類），従業者規模（８区分），本所・支所（３区分），経営組織（８区分），別経営の事業所からの派遣従業者規模（６区分）別民営事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），従業者規模（８区分），本所・支所（３区分），経営組織（８区分），別経営の事業所からの派遣従業者規模（６区分）別民営事業所数－全国","","","","",""
"0003032590","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","56609","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","03100","産業（中分類），企業産業（中分類）別事業所数，男女別従業者数及び常用雇用者数（複数事業所企業(会社企業のみ））－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），企業産業（中分類）別事業所数，男女別従業者数及び常用雇用者数（複数事業所企業(会社企業のみ））－全国","","","","",""
"0003032591","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","178978","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","03200","産業（小分類），本所・支所（３区分），経営組織（４区分），事業所で行っている産業(大分類)別民営事業所数及び男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），本所・支所（３区分），経営組織（４区分），事業所で行っている産業(大分類)別民営事業所数及び男女別従業者数－全国","","","","",""
"0003032593","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","415553","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","03300","産業（小分類），経営組織（５区分），従業者規模（８区分），事業所で行っている産業（大分類）別全事業所数及び男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），経営組織（５区分），従業者規模（８区分），事業所で行っている産業（大分類）別全事業所数及び男女別従業者数－全国","","","","",""
"0003032595","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","2224923","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","03401","事業所で行っている産業（大分類），経営組織（５区分）別全事業所数，男女別従業者数及び１事業所当たり従業者数－全国，都道府県，市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","事業所で行っている産業（大分類），経営組織（５区分）別全事業所数，男女別従業者数及び１事業所当たり従業者数－全国，都道府県，市区町村","","","","",""
"0003032596","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","1457441","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","03402","事業所で行っている産業（大分類），本所・支所（３区分）別民営事業所数，男女別従業者数及び１事業所当たり従業者数－全国，都道府県，市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","事業所で行っている産業（大分類），本所・支所（３区分）別民営事業所数，男女別従業者数及び１事業所当たり従業者数－全国，都道府県，市区町村","","","","",""
"0003032597","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","2151516","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","03403","事業所で行っている産業（大分類），従業者規模（８区分）別全事業所数，男女別従業者数及び１事業所当たり従業者数－全国，都道府県，市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","事業所で行っている産業（大分類），従業者規模（８区分）別全事業所数，男女別従業者数及び１事業所当たり従業者数－全国，都道府県，市区町村","","","","",""
"0003032598","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","96767","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","03501","製造業の産業（小分類），本所・支所（３区分），業態（２区分），経営組織（４区分）別民営事業所数及び従業上の地位（３区分），男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","製造業の産業（小分類），本所・支所（３区分），業態（２区分），経営組織（４区分）別民営事業所数及び従業上の地位（３区分），男女別従業者数－全国","","","","",""
"0003032599","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","170147","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","03502","製造業の産業（小分類），従業者規模（８区分），業態（２区分），経営組織（４区分）別民営事業所数及び従業上の地位（３区分），男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","製造業の産業（小分類），従業者規模（８区分），業態（２区分），経営組織（４区分）別民営事業所数及び従業上の地位（３区分），男女別従業者数－全国","","","","",""
"0003048211","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","850908","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","03600","産業（中分類），本所・支所（３区分），本所の所在地別民営事業所数及び男女別従業者数（外国の会社を除く会社）－全国，都道府県，県庁所在市，人口30万人以上市","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），本所・支所（３区分），本所の所在地別民営事業所数及び男女別従業者数（外国の会社を除く会社）－全国，都道府県，県庁所在市，人口30万人以上市","","","","",""
"0003032601","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","198376","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","03700","産業（中分類），常用雇用者規模（10区分），資本金階級（10区分），単独・本所（２区分）別民営事業所数，男女別従業者数及び常用雇用者数（外国の会社を除く会社の単独及び本所事業所）－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），常用雇用者規模（10区分），資本金階級（10区分），単独・本所（２区分）別民営事業所数，男女別従業者数及び常用雇用者数（外国の会社を除く会社の単独及び本所事業所）－全国","","","","",""
"0003032602","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","629067","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","03801","産業（小分類），開設時期（14区分），本所・支所（３区分），経営組織（４区分）別民営事業所数及び男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），開設時期（14区分），本所・支所（３区分），経営組織（４区分）別民営事業所数及び男女別従業者数－全国","","","","",""
