"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE.@no","TITLE.$"
"0003281511","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の年齢層別免許保有者10万人当たり交通事故件数の推移","年次","0","2020-10-05","0","該当なし","299","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の年齢層別免許保有者10万人当たり交通事故件数の推移","注１　算出に用いた免許保有者数は、各年12月末現在の値である。<br>　２　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　３　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003281512","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の年齢層別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","299","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の年齢層別交通事故件数の推移","注１　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>","",""
"0003281513","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の法令違反別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","386","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の法令違反別交通事故件数の推移","注１　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003281514","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の法令違反別・年齢層別免許保有者10万人当たり交通事故件数","年次","0","2020-10-05","0","該当なし","1545","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の法令違反別・年齢層別免許保有者10万人当たり交通事故件数","注１　算出に用いた免許保有者数は、各年12月末現在の値である。<br>　２　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　３　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003281515","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の法令違反別・年齢層別交通事故件数","年次","0","2020-10-05","0","該当なし","1545","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の法令違反別・年齢層別交通事故件数","注１　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>","",""
"0003281516","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の飲酒別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","126","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の飲酒別交通事故件数の推移","注１　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　「酒酔い」の件数は、交通事故に最も影響を与えている法令違反別の分類による件数とは一致しない。","",""
"0003281517","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の危険認知速度別・年齢層別免許保有者10万人当たり交通事故件数","年次","0","2020-10-05","0","該当なし","1343","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の危険認知速度別・年齢層別免許保有者10万人当たり交通事故件数","注１　算出に用いた免許保有者数は、各年12月末現在の値である。<br>　２　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　３　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003281518","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の年齢層別・危険認知速度別交通事故件数","年次","0","2020-10-05","0","該当なし","1343","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の年齢層別・危険認知速度別交通事故件数","注１　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003281519","交通事故の発生状況","交通事故の発生状況 事故類型別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","573","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","事故類型別交通事故件数の推移","注　「列車」とは、列車が当事者となった踏切上の事故をいう。","",""
"0003281520","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の事故類型別・年齢層別免許保有者10万人当たり交通事故件数","年次","0","2020-10-05","0","該当なし","3239","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の事故類型別・年齢層別免許保有者10万人当たり交通事故件数","注１　算出に用いた免許保有者数は、各年12月末現在の値である。　<br>　２　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　３　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　４　「列車」とは、列車が当事者となった踏切上の事故をいう。","",""
"0003281521","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の事故類型別・年齢層別交通事故件数","年次","0","2020-10-05","0","該当なし","3239","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の事故類型別・年齢層別交通事故件数","注１　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　「列車」とは、列車が当事者となった踏切上の事故をいう。","",""
"0003281522","交通事故の発生状況","交通事故の発生状況 原付以上運転者（第1当事者）の事故類型別・法令違反別交通事故件数","年次","0","2020-10-05","0","該当なし","3198","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","原付以上運転者（第1当事者）の事故類型別・法令違反別交通事故件数","注１　「原付以上運転者」とは、自動車、自動二輪車及び原動機付自転車の運転者をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　「列車」とは、列車が当事者となった踏切上の事故をいう。","",""
"0003281525","交通事故の発生状況","交通事故の発生状況 自転車（第1・2当事者）の事故類型別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","336","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","自転車（第1・2当事者）の事故類型別交通事故件数の推移","注１　「列車」とは、列車が当事者となった踏切上の事故をいう。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　自転車が第１当事者又は第２当事者となった事故を計上した。ただし、自転車相互は１件とした。","",""
"0003281526","交通事故の発生状況","交通事故の発生状況 自転車（第1・第2当事者）の法令違反別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","274","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","自転車（第1・第2当事者）の法令違反別交通事故件数の推移","注１　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　２　自転車が第１当事者又は第２当事者となった事故を計上した。ただし、自転車相互の事故は１件とし、第１当事者の違反を計上した。","",""
"0003281527","交通事故の発生状況","交通事故の発生状況 自転車（第1・2当事者）の相手当事者別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","98","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","自転車（第1・2当事者）の相手当事者別交通事故件数の推移","注１　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　２　自転車が第１当事者又は第２当事者となった事故を計上した。ただし、自転車相互は１件とした。","",""
"0003281528","交通事故の発生状況","交通事故の発生状況 当事車種別（第1当事者）別交通事故件数の推移　(2005年～2007年)","年次","0","2020-10-05","0","該当なし","120","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","当事車種別（第1当事者）別交通事故件数の推移　(2005年～2007年)","注１　トレーラーは、大型貨物、中型貨物及び普通貨物の内数であり、小計には含まれない。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　表中の大型貨物、中型貨物及び普通貨物の区分は、2007年6月２日施行の改正道路交通法によるものであり、中型貨物及び普通貨物を合算している。","",""
"0003281529","交通事故の発生状況","交通事故の発生状況 高速道路における供用延長100km当たり死傷者数の推移","年次","0","2020-10-05","0","該当なし","42","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における供用延長100km当たり死傷者数の推移","注　算出に用いた供用延長は各年の前年の値であり、都道府県警察からの報告を基に警察庁が集計したものである。","",""
"0003281530","交通事故の発生状況","交通事故の発生状況 高速道路における死傷者数の推移","年次","0","2020-10-05","0","該当なし","42","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における死傷者数の推移","","",""
"0003281533","交通事故の発生状況","交通事故の発生状況 高速道路における供用延長100km当たり事故類型別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","392","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における供用延長100km当たり事故類型別交通事故件数の推移","注　算出に用いた供用延長は各年の前年の値であり、都道府県警察からの報告を基に警察庁が集計したものである。","",""
"0003281534","交通事故の発生状況","交通事故の発生状況 高速道路における事故類型別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","392","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における事故類型別交通事故件数の推移","","",""
"0003281535","交通事故の発生状況","交通事故の発生状況 高速道路における当事車種別（第1当事者）別交通事故件数の推移　(2005年～2007年)","年次","0","2020-10-05","0","該当なし","120","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における当事車種別（第1当事者）別交通事故件数の推移　(2005年～2007年)","注１　トレーラーは、大型貨物、中型貨物及び普通貨物の内数であり、小計には含まれない。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　表中の大型貨物、中型貨物及び普通貨物の区分は、2007年6月２日施行の改正道路交通法によるものであり、中型貨物及び普通貨物を合算している","",""
"0003283047","交通事故の発生状況","交通事故の発生状況 交通事故の発生状況","年次","0","2020-10-05","0","該当なし","18","2020-10-05","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","交通事故の発生状況","注１　「死者数」とは、交通事故発生から24時間以内に死亡した人数をいう。<br>　２　「重傷」とは、交通事故によって負傷し、１箇月（30日）以上の治療を要する場合をいう。<br>　３　「軽傷」とは、交通事故によって負傷し、１箇月（30日）未満の治療を要する場合をいう。","",""
"0003283048","交通事故の発生状況","交通事故の発生状況 当事車種別（第1当事者）別交通事故件数の推移　(2008年～2016年)","年次","0","2020-10-05","0","該当なし","378","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","当事車種別（第1当事者）別交通事故件数の推移　(2008年～2016年)","注１　トレーラーは、大型貨物、中型貨物及び普通貨物の内数であり、小計には含まれない。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　表中の大型貨物、中型貨物及び普通貨物の区分は、2007年6月２日施行の改正道路交通法によるものである。","",""
"0003283049","交通事故の発生状況","交通事故の発生状況 当事車種別（第1当事者）別交通事故件数の推移　(2017年)","年次","0","2020-10-05","0","該当なし","88","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","当事車種別（第1当事者）別交通事故件数の推移　(2017年)","注１　各年12月末の値である。<br>　２　トレーラーは、大型貨物、中型貨物、準中型貨物及び普通貨物の内数であり、小計には含まれない。<br>　３　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　４　表中の中型貨物、準中型貨物及び普通貨物の区分は、2017年3月12施行の改正道路交通法によるものである。ただし、2017年3月11日以前の事故にについては施行前の区分による。","",""
"0003283050","交通事故の発生状況","交通事故の発生状況 高速道路における当事車種別（第1当事者）別交通事故件数の推移　(2008年～2016年)","年次","0","2020-10-05","0","該当なし","378","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における当事車種別（第1当事者）別交通事故件数の推移　(2008年～2016年)","注１　トレーラーは、大型貨物、中型貨物及び普通貨物の内数であり、小計には含まれない。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　３　表中の大型貨物、中型貨物及び普通貨物の区分は、2007年6月２日施行の改正道路交通法によるものである。","",""
"0003283051","交通事故の発生状況","交通事故の発生状況 高速道路における当事車種別（第1当事者）別交通事故件数の推移　(2017年)","年次","0","2020-10-05","0","該当なし","88","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における当事車種別（第1当事者）別交通事故件数の推移　(2017年)","注１　各年12月末の値である。<br>　２　トレーラーは、大型貨物、中型貨物、準中型貨物及び普通貨物の内数であり、小計には含まれない。<br>　３　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　４　表中の中型貨物、準中型貨物及び普通貨物の区分は、2017年3月12施行の改正道路交通法によるものである。ただし、2017年3月11日以前の事故にについては施行前の区分による。","",""
"0003287753","交通事故の発生状況","交通事故の発生状況 状態別死傷者数の推移","年次","0","2020-10-05","0","該当なし","490","2020-10-05","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","状態別死傷者数の推移","注　致死率＝死者数÷死傷者数×100","",""
"0003287809","交通事故の発生状況","交通事故の発生状況 高速道路における供用延長100km当たり法令違反別（第1当事者）交通事故件数の推移","年次","0","2020-10-05","0","該当なし","182","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における供用延長100km当たり法令違反別（第1当事者）交通事故件数の推移","注１　算出に用いた供用延長は各年の前年の値であり、都道府県警察からの報告を基に警察庁が集計したものである。<br> ２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003287810","交通事故の発生状況","交通事故の発生状況 高速道路における法令違反別（第1当事者）交通事故件数の推移","年次","0","2020-10-05","0","該当なし","182","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における法令違反別（第1当事者）交通事故件数の推移","注　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003317642","交通事故の発生状況","交通事故の発生状況 地形別・道路形状別交通事故件数の推移","年次","0","2020-10-05","0","該当なし","558","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","地形別・道路形状別交通事故件数の推移","注１　「信号機無」には、信号機不作動の場合を含む。<br>　２　「踏切」とは、踏切上の事故で、当事者が列車でない場合を含む。<br>　３　「その他の場所」とは、広場等車道幅員が容易に測定できない道路であって、高速道路等に設けられたサービスエリア等を含む。","",""
"0003317643","交通事故の発生状況","交通事故の発生状況 事故類型別・道路形状別交通事故件数","年次","0","2020-10-05","0","該当なし","2296","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","事故類型別・道路形状別交通事故件数","注１　「列車」とは、列車が当事者となった踏切上の事故をいう。<br>　２　「信号機無」には、信号機不作動の場合を含む。<br>　３　「踏切」とは、踏切上の事故で、当事者が列車でない場合を含む。<br>　４　「その他の場所」とは、広場等車道幅員が容易に測定できない場所であって、高速道路等に設けられたサービスエリア等を含む。","",""
"0003389132","交通事故の発生状況","交通事故の発生状況 高速道路における供用延長100km当たり法令違反別（第1当事者）交通事故件数の推移(2018年～)","年次","0","2020-10-05","0","該当なし","165","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における供用延長100km当たり法令違反別（第1当事者）交通事故件数の推移(2018年～)","注１　算出に用いた供用延長は各年の前年の値であり、都道府県警察からの報告を基に警察庁が集計したものである。<br>　２　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003389133","交通事故の発生状況","交通事故の発生状況 高速道路における法令違反別（第1当事者）交通事故件数の推移(2018年～)","年次","0","2020-10-05","0","該当なし","165","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通事故の発生状況","交通事故の発生状況","高速道路における法令違反別（第1当事者）交通事故件数の推移(2018年～)","注　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。","",""
"0003281493","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について 交通事故発生状況の推移","年次","0","2020-10-05","0","該当なし","355","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について","交通事故発生状況の推移","注１　算出に用いた人口は、各年の前年の人口であり、総務省統計資料「国勢調査」又は「人口推計」（各年10月１日現在人口（補間補正を行っていないもの。ただし、1948年及び1949年は補間補正人口））による。<br>　２　1971年以前は、沖縄県を含まない。<br>　３　1965年以前の件数は、物損事故を含む。<br>　４　1959年以前は、軽微な被害事故（８日未満の負傷、２万円以下の物的損害）は含まない。","",""
"0003281494","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について 年齢層別人口10万人当たり死者数の推移","年次","0","2020-10-05","0","該当なし","294","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について","年齢層別人口10万人当たり死者数の推移","注　算出に用いた人口は、各年の前年の人口であり、総務省統計資料「国勢調査」又は「人口推計」（各年10月１日現在人口（補間補正を行っていないもの））による。","",""
"0003281495","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について 年齢層別死者数の推移","年次","0","2020-10-05","0","該当なし","294","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について","年齢層別死者数の推移","","",""
"0003281496","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について 状態別死者数の推移","年次","0","2020-10-05","0","該当なし","112","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について","状態別死者数の推移","","",""
"0003281497","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について 年齢層別・状態別人口10万人当たり死者数の推移","年次","0","2020-10-05","0","該当なし","1939","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について","年齢層別・状態別人口10万人当たり死者数の推移","注　算出に用いた人口は、各年の前年の人口であり、総務省統計資料「国勢調査」又は「人口推計」（各年10月１日現在人口（補間補正を行っていないもの））による。","",""
"0003281498","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について 年齢層別・状態別死者数の推移","年次","0","2020-10-05","0","該当なし","1939","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について","年齢層別・状態別死者数の推移","","",""
"0003281499","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について 歩行中（第1・第2当事者）の法令違反別人口10万人当たり死者数","年次","0","2020-10-05","0","該当なし","140","2020-10-06","","00130002","道路の交通に関する統計","00130","警察庁","14","司法・安全・環境","04","事故","交通死亡事故の発生状況及び道路交通法違反取締り状況等について","交通死亡事故の発生状況及び道路交通法違反取締り状況について","歩行中（第1・第2当事者）の法令違反別人口10万人当たり死者数","注１　「第１当事者」とは、事故当事者のうち最も過失の重い者をいう。<br>　２　算出に用いた人口（高齢者人口、高齢者以外人口）は、各年の前年の人口であり、総務省統計資料「国勢調査」又は「人口推計」（各年10月１日現在人口（補間補正を行っていないもの））による。","",""
