"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003322501","市町村別農業産出額（推計） 確報 平成28年市町村別農業産出額（推計）","年次","201601-201612","2018-03-23","0","該当なし","396","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","2","統計表 大分県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成28年市町村別農業産出額（推計）","統計表","大分県"
"0003322502","市町村別農業産出額（推計） 確報 平成28年市町村別農業産出額（推計）","年次","201601-201612","2018-03-23","0","該当なし","572","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","2","統計表 宮崎県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成28年市町村別農業産出額（推計）","統計表","宮崎県"
"0003322503","市町村別農業産出額（推計） 確報 平成28年市町村別農業産出額（推計）","年次","201601-201612","2018-03-23","0","該当なし","946","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","2","統計表 鹿児島県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成28年市町村別農業産出額（推計）","統計表","鹿児島県"
"0003322504","市町村別農業産出額（推計） 確報 平成28年市町村別農業産出額（推計）","年次","201601-201612","2018-03-23","0","該当なし","902","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","2","統計表 沖縄県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成28年市町村別農業産出額（推計）","統計表","沖縄県"
"0001782319","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","37818","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 全国","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","全国"
"0001782320","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","3938","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 北海道","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","北海道"
"0001782321","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","880","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 青森県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","青森県"
"0001782322","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","726","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 岩手県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","岩手県"
"0001782323","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","770","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 宮城県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","宮城県"
"0001782324","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","550","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 秋田県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","秋田県"
"0001782325","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","770","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 山形県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","山形県"
"0001782326","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","1298","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 福島県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","福島県"
"0001782327","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","968","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 茨城県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","茨城県"
"0001782328","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","550","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 栃木県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","栃木県"
"0001782329","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","770","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 群馬県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","群馬県"
"0001782330","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","1386","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 埼玉県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","埼玉県"
"0001782331","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","1188","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 千葉県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","千葉県"
"0001782332","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","880","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 東京都","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","東京都"
"0001782333","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","726","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 神奈川県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","神奈川県"
"0001782334","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","660","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 新潟県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","新潟県"
"0001782335","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","330","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 富山県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","富山県"
"0001782336","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","418","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 石川県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","石川県"
"0001782337","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","374","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 福井県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","福井県"
"0001782338","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","594","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 山梨県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","山梨県"
"0001782339","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","1694","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 長野県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","長野県"
"0001782340","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","924","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 岐阜県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","岐阜県"
"0001782341","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","770","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 静岡県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","静岡県"
"0001782342","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","1188","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 愛知県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","愛知県"
"0001782343","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","638","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 三重県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","三重県"
"0001782344","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","418","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 滋賀県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","滋賀県"
"0001782345","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","572","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 京都府","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","京都府"
"0001782346","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","946","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 大阪府","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","大阪府"
"0001782347","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","902","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 兵庫県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","兵庫県"
"0001782348","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","858","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 奈良県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","奈良県"
"0001782349","市町村別農業産出額（推計） 確報 平成29年市町村別農業産出額（推計）","年次","201701-201712","2019-11-29","0","該当なし","660","2023-03-22","","00500249","市町村別農業産出額（推計）","00500","農林水産省","1","統計表 和歌山県","04","農林水産業","01","農業","市町村別農業産出額（推計）","確報","平成29年市町村別農業産出額（推計）","統計表","和歌山県"
