"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003288363","観光地域経済調査（確報）全国集計表","従業者数（９区分），事業（１０区分）別売上（収入）金額","-","201201-201212","2019-02-21","0","該当なし","120","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","従業者数（９区分），事業（１０区分）別売上（収入）金額"
"0003288364","観光地域経済調査（確報）全国集計表","営業日数（３区分），事業（１０区分）別売上（収入）金額","-","201201-201212","2019-02-21","0","該当なし","60","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","営業日数（３区分），事業（１０区分）別売上（収入）金額"
"0003288367","観光地域経済調査（確報）全国集計表","資本金階級（１１区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額","-","201201-201212","2019-02-21","0","該当なし","540","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","資本金階級（１１区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額"
"0003288368","観光地域経済調査（確報）全国集計表","従業者数（９区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額","-","201201-201212","2019-02-21","0","該当なし","300","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","従業者数（９区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額"
"0003288369","観光地域経済調査（確報）全国集計表","営業日数（３区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額","-","201201-201212","2019-02-21","0","該当なし","150","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","営業日数（３区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額"
"0003288370","観光地域経済調査（確報）全国集計表","支払先地域（４区分），仕入・材料費および外注費の項目（２１区分），主な事業（９区分）別主な仕入・材料費、外注費","-","201201-201212","2019-02-21","0","該当なし","1110","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","支払先地域（４区分），仕入・材料費および外注費の項目（２１区分），主な事業（９区分）別主な仕入・材料費、外注費"
"0003288373","観光地域経済調査（確報）全国集計表","主な収入を得た相手先（３区分），電子商取引割合（４区分），業種（８区分）別主な事業の売上（収入）金額及び事業所数","-","201201-201212","2019-02-21","0","該当なし","360","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","主な収入を得た相手先（３区分），電子商取引割合（４区分），業種（８区分）別主な事業の売上（収入）金額及び事業所数"
"0003288374","観光地域経済調査（確報）全国集計表","主な収入を得た相手先（３区分），電子商取引割合（４区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額","-","201201-201212","2019-02-21","0","該当なし","600","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","主な収入を得た相手先（３区分），電子商取引割合（４区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数及び観光売上（収入）金額"
"0003288380","観光地域経済調査（確報）全国集計表","事業の実施状況（２４区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数，観光売上（収入）金額，主な事業の利用者数及び主な事業の平均価格","-","201201-201212","2019-02-21","0","該当なし","1300","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","事業の実施状況（２４区分），主な事業（９区分）別主な事業の売上（収入）金額，事業所数，観光売上（収入）金額，主な事業の利用者数及び主な事業の平均価格"
"0003288381","観光地域経済調査（確報）全国集計表","事業の実施状況（２４区分），観光割合（１０区分）別事業所数","-","201201-201212","2019-02-21","0","該当なし","286","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","事業の実施状況（２４区分），観光割合（１０区分）別事業所数"
"0003288382","観光地域経済調査（確報）全国集計表","月（１２区分），業種（８区分）別事業従業者数","-","201201-201212","2019-02-21","0","該当なし","108","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","月（１２区分），業種（８区分）別事業従業者数"
"0003288383","観光地域経済調査（確報）全国集計表","月（１２区分），主な事業（９区分）別主な事業の売上（収入）金額，主な事業の利用者数，主な事業の平均価格及び主な事業の平均営業日数","-","201201-201212","2019-02-21","0","該当なし","530","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","月（１２区分），主な事業（９区分）別主な事業の売上（収入）金額，主な事業の利用者数，主な事業の平均価格及び主な事業の平均営業日数"
"0003288432","観光地域経済調査（確報）全国集計表","業種（８区分），資本金階級（１１区分），経営組織（４区分）別売上（収入）金額及び費用","-","201201-201212","2019-02-21","0","該当なし","2754","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","業種（８区分），資本金階級（１１区分），経営組織（４区分）別売上（収入）金額及び費用"
"0003288433","観光地域経済調査（確報）全国集計表","業種（８区分），売上（収入）金額（６区分），経営組織（４区分）別売上（収入）金額及び費用","-","201201-201212","2019-02-21","0","該当なし","1071","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","業種（８区分），売上（収入）金額（６区分），経営組織（４区分）別売上（収入）金額及び費用"
"0003288434","観光地域経済調査（確報）全国集計表","業種（８区分），営業日数（３区分），経営組織（４区分）別売上（収入）金額及び費用","-","201201-201212","2019-02-21","0","該当なし","765","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","業種（８区分），営業日数（３区分），経営組織（４区分）別売上（収入）金額及び費用"
"0003289291","観光地域経済調査（確報）全国集計表","観光割合（１０区分），主な事業（９区分）別主な事業の売上（収入）金額、利用者数及び事業所数","-","201201-201212","2019-02-21","0","該当なし","330","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","観光割合（１０区分），主な事業（９区分）別主な事業の売上（収入）金額、利用者数及び事業所数"
"0003289292","観光地域経済調査（確報）全国集計表","業種（８区分），観光割合（１０区分）別観光売上（収入）金額及び事業所数","-","201201-201212","2019-02-21","0","該当なし","198","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","業種（８区分），観光割合（１０区分）別観光売上（収入）金額及び事業所数"
"0003289293","観光地域経済調査（確報）全国集計表","業種（８区分），資本金階級（１１区分），従業上の地位（６区分），男女別従業者数及び出向・派遣従業者数","-","201201-201212","2019-02-21","0","該当なし","5022","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","業種（８区分），資本金階級（１１区分），従業上の地位（６区分），男女別従業者数及び出向・派遣従業者数"
"0003289294","観光地域経済調査（確報）全国集計表","業種（８区分），営業日数（３区分），従業上の地位（６区分），男女別従業者数及び出向・派遣従業者数","-","201201-201212","2019-02-21","0","該当なし","1395","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","業種（８区分），営業日数（３区分），従業上の地位（６区分），男女別従業者数及び出向・派遣従業者数"
"0003289295","観光地域経済調査（確報）全国集計表","業種（８区分），売上（収入）金額（６区分），経営組織（４区分），従業上の地位（６区分），男女別従業者数及び出向・派遣従業者数","-","201201-201212","2019-02-21","0","該当なし","9072","2019-03-13","","00601040","観光地域経済調査","00601","観光庁","10","運輸・観光","03","観光","観光地域経済調査（確報）全国集計表","業種（８区分），売上（収入）金額（６区分），経営組織（４区分），従業上の地位（６区分），男女別従業者数及び出向・派遣従業者数"
