"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3","TITLE","TITLE_SPEC.TABLE_EXPLANATION"
"0003037800","学校保健統計調査 平成１８年度 都道府県表","年度次","200604-200703","2007-11-30","0","該当なし","5616","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","8","都道府県別　痩身傾向児の出現率（％）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","都道府県表","都道府県別　痩身傾向児の出現率（％）","","","","",""
"0003039765","学校保健統計調査 平成１８年度 都道府県表","年度次","200604-200703","2011-03-25","0","該当なし","61776","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","9","都道府県別　年齢別　疾病・異常被患率等（年齢ごと）（％）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","都道府県表","都道府県別　年齢別　疾病・異常被患率等（年齢ごと）（％）","","","","",""
"0003039766","学校保健統計調査 平成１８年度 都道府県表","年度次","200604-200703","2011-03-25","0","該当なし","9360","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","9","都道府県別　年齢別　疾病・異常被患（年齢ごと）(むし歯)","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","都道府県表","都道府県別　年齢別　疾病・異常被患（年齢ごと）(むし歯)","","","","",""
"0003037804","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1092","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","5歳","","",""
"0003037805","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1280","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","6歳","","",""
"0003037806","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1672","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","7歳","","",""
"0003037807","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1677","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","8歳","","",""
"0003037808","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1886","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","9歳","","",""
"0003037809","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2107","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","10歳","","",""
"0003037810","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2860","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","11歳","","",""
"0003037811","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","3080","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","12歳","","",""
"0003037812","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","3534","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","13歳","","",""
"0003037813","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","3456","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","14歳","","",""
"0003037814","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","3640","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","15歳","","",""
"0003037815","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","3484","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","16歳","","",""
"0003037816","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","3055","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 男 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","男","17歳","","",""
"0003037817","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","864","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","5歳","","",""
"0003037818","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1200","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","6歳","","",""
"0003037819","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1428","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","7歳","","",""
"0003037820","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1665","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","8歳","","",""
"0003037821","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2160","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","9歳","","",""
"0003037822","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2703","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","10歳","","",""
"0003037823","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2646","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","11歳","","",""
"0003037824","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","3100","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","12歳","","",""
"0003037825","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2806","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","13歳","","",""
"0003037826","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2816","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","14歳","","",""
"0003037827","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2580","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","15歳","","",""
"0003037828","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2537","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","16歳","","",""
"0003037829","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","2596","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長と体重の相関表（‰） 女 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と体重の相関表（‰）","女","17歳","","",""
"0003037830","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","78","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","5歳","","",""
"0003037831","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","80","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","6歳","","",""
"0003037832","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","7歳","","",""
"0003037833","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","8歳","","",""
"0003037834","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","92","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","9歳","","",""
"0003037835","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","98","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","10歳","","",""
"0003037836","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","110","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","11歳","","",""
"0003037837","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","112","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","12歳","","",""
"0003037838","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","114","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","13歳","","",""
"0003037839","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","108","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","14歳","","",""
"0003037840","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","104","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","15歳","","",""
"0003037841","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","104","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","16歳","","",""
"0003037842","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","94","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 男 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","男","17歳","","",""
"0003037843","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","72","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","5歳","","",""
"0003037844","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","80","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","6歳","","",""
"0003037845","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","84","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","7歳","","",""
"0003037846","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","90","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","8歳","","",""
"0003037847","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","96","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","9歳","","",""
"0003037848","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","102","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","10歳","","",""
"0003037849","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","98","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","11歳","","",""
"0003037850","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","100","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","12歳","","",""
"0003037851","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","92","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","13歳","","",""
"0003037852","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","14歳","","",""
"0003037853","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","15歳","","",""
"0003037854","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","16歳","","",""
"0003037855","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","11","身長別体重の平均値 女 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長別体重の平均値","女","17歳","","",""
"0003037856","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","975","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","5歳","","",""
"0003037857","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1080","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","6歳","","",""
"0003037858","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1276","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","7歳","","",""
"0003037859","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1118","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","8歳","","",""
"0003037860","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1472","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","9歳","","",""
"0003037861","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1568","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","10歳","","",""
"0003037862","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1870","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","11歳","","",""
"0003037863","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1904","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","12歳","","",""
"0003037864","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1653","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","13歳","","",""
"0003037865","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1674","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","14歳","","",""
"0003037866","学校保健統計調査 平成１８年度 閲覧公表","年度次","200604-200703","2011-03-25","0","該当なし","1612","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","12","身長と座高の相関表（‰） 男 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１８年度","閲覧公表","身長と座高の相関表（‰）","男","15歳","","",""
