"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003234750","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","25704","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 歯科","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版）","","歯科"
"0003234751","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","25704","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 調剤","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版）","","調剤"
"0003234752","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","25704","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 食事・生活療養","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版）","","食事・生活療養"
"0003234753","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","169883","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 制度・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 制度・計は、協会（一般）・計、組合健保・計、共済組合・計、国民健康保険・計及び後期高齢者医療・計の単純合計である。","制度・計"
"0003234754","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 協会（一般）・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","協会（一般）・計"
"0003234755","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","100386","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 協会（一般）・被保険者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","協会（一般）・被保険者"
"0003234756","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","123552","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 協会（一般）・被扶養者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","協会（一般）・被扶養者"
"0003234757","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 組合健保・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","組合健保・計"
"0003234758","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","100386","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 組合健保・被保険者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","組合健保・被保険者"
"0003234759","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","123552","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 組合健保・被扶養者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","組合健保・被扶養者"
"0003234760","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 共済組合・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","共済組合・計"
"0003234761","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","100386","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 共済組合・被保険者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","共済組合・被保険者"
"0003234762","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","123552","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 共済組合・被扶養者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","共済組合・被扶養者"
"0003234763","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 国民健康保険・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）本表は、提出のあったデータで疾病コードの記載があるものを集計している。","国民健康保険・計"
"0003234764","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 市町村国保・一般被保険者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）本表は、提出のあったデータで疾病コードの記載があるものを集計している。","市町村国保・一般被保険者"
"0003234765","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","115830","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 市町村国保・退職保険者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）本表は、提出のあったデータで疾病コードの記載があるものを集計している。","市町村国保・退職保険者"
"0003234766","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 国民健康保険組合","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）本表は、提出のあったデータで疾病コードの記載があるものを集計している。","国民健康保険組合"
"0003234767","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","69498","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 後期高齢者医療制度・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）本表は、提出のあったデータで疾病コードの記載があるものを集計している。","後期高齢者医療制度・計"
"0003234768","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","69498","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 後期高齢者医療制度・現役並み所得者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）本表は、提出のあったデータで疾病コードの記載があるものを集計している。","後期高齢者医療制度・現役並み所得者"
"0003234769","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","69498","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 後期高齢者医療制度・一般","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版）","注）本表は、提出のあったデータで疾病コードの記載があるものを集計している。","後期高齢者医療制度・一般"
"0003229660","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","112404","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","統計表 第３表　 疾病分類別、診療種類別、制度別、件数、日数（回数）、点数（金額）　 入院・入院外","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","統計表","第３表　 疾病分類別、診療種類別、制度別、件数、日数（回数）、点数（金額）　","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。　　3. 制度・計は、協会（一般）・計、組合健保・計、共済組合・計、国民健康保険・計及び後期高齢者医療・計の単純合計である。","入院・入院外"
"0003229661","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","56202","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","統計表 第３表　 疾病分類別、診療種類別、制度別、件数、日数（回数）、点数（金額）　 食事・生活療養","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","統計表","第３表　 疾病分類別、診療種類別、制度別、件数、日数（回数）、点数（金額）　","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。　　3. 制度・計は、協会（一般）・計、組合健保・計、共済組合・計、国民健康保険・計及び後期高齢者医療・計の単純合計である。","食事・生活療養"
"0003234778","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","169884","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","データベース データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版） 制度・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 制度・計は、協会（一般）・計、組合健保・計、共済組合・計、国民健康保険・計及び後期高齢者医療・計の単純合計である。","制度・計"
"0003234779","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","データベース データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版） 協会（一般）・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","協会（一般）・計"
"0003234780","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","100386","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","データベース データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版） 協会（一般）・被保険者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","協会（一般）・被保険者"
"0003234781","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","123552","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","データベース データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版） 協会（一般）・被扶養者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","協会（一般）・被扶養者"
"0003234783","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","131274","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","データベース データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版） 組合健保・計","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","組合健保・計"
"0003234784","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","100386","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","データベース データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版） 組合健保・被保険者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","組合健保・被保険者"
"0003234785","医療給付実態調査 報告書","年度次","201504-201603","2023-09-15","0","全国","123552","2024-09-11","","00450389","医療給付実態調査","00450","厚生労働省","3","データベース データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版） 組合健保・被扶養者","15","社会保障・衛生","02","社会保険","医療給付実態調査","報告書","データベース","データベース３　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院外　（第４表の詳細版）","注）1. 本表は、提出のあったデータで疾病コードの記載があるものを集計している。　　2. 被用者保険の各制度について、高齢受給者（70歳以上）が被保険者であるか被扶養者であるか区別できないこと等から、被保険者に係る計数に被扶養者に係る計数を加えても計の計数に一致しない場合がある。","組合健保・被扶養者"
