"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_EXPLANATION"
"0003101187","社会教育調査 平成１７年度 統計表 社会教育行政調査","-","200504-200603","2006-10-31","0","該当なし","60","2019-11-12","","00400004","社会教育調査","00400","文部科学省","7","教育委員会における社会教育学級・講座の開設状況（全国）　１． 学級・講座数　 （１） 計 －開設場所別－","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","社会教育行政調査","教育委員会における社会教育学級・講座の開設状況（全国）　１． 学級・講座数　 （１） 計 －開設場所別－","","","",""
"0003101247","社会教育調査 平成１７年度 統計表 社会教育行政調査","-","200504-200603","2006-10-31","0","該当なし","1008","2019-11-12","","00400004","社会教育調査","00400","文部科学省","8","教育委員会における社会教育学級・講座の開設状況　（都道府県別）　1.学級・講座数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","社会教育行政調査","教育委員会における社会教育学級・講座の開設状況　（都道府県別）　1.学級・講座数","","","",""
"0003101248","社会教育調査 平成１７年度 統計表 社会教育行政調査","-","200504-200603","2006-10-31","0","該当なし","1728","2019-11-12","","00400004","社会教育調査","00400","文部科学省","8","教育委員会における社会教育学級・講座の開設状況　（都道府県別）　2.学級生・受講者数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","社会教育行政調査","教育委員会における社会教育学級・講座の開設状況　（都道府県別）　2.学級生・受講者数","","","",""
"0003101189","社会教育調査 平成１７年度 統計表 社会教育行政調査","-","200504-200603","2006-10-31","0","該当なし","336","2019-11-12","","00400004","社会教育調査","00400","文部科学省","9","教育委員会における情報提供方法","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","社会教育行政調査","教育委員会における情報提供方法","","","",""
"0003101249","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","1968","2019-11-11","","00400004","社会教育調査","00400","文部科学省","17","設置者別指定管理者（管理受託者を含む）別公民館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","設置者別指定管理者（管理受託者を含む）別公民館数","","","",""
"0003101180","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","864","2019-11-11","","00400004","社会教育調査","00400","文部科学省","18","設置者別本館・分館別公民館数(本館)","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","設置者別本館・分館別公民館数(本館)","","","",""
"0003101217","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","288","2019-11-11","","00400004","社会教育調査","00400","文部科学省","18","設置者別本館・分館別公民館数(分館)","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","設置者別本館・分館別公民館数(分館)","","","",""
"0003101250","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","576","2019-11-11","","00400004","社会教育調査","00400","文部科学省","19","市（区）町村立公民館の設置状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","市（区）町村立公民館の設置状況","","","",""
"0003101251","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","648","2019-11-11","","00400004","社会教育調査","00400","文部科学省","20","公民館の職員数（全国）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館の職員数（全国）","","","",""
"0003101252","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","5184","2019-11-11","","00400004","社会教育調査","00400","文部科学省","21","公民館の職員数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館の職員数（都道府県別）","","","",""
"0003101218","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","162","2019-11-11","","00400004","社会教育調査","00400","文部科学省","22","専任公民館主事数別公民館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","専任公民館主事数別公民館数","","","",""
"0003101234","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","336","2019-11-11","","00400004","社会教育調査","00400","文部科学省","23","職員研修の実施（派遣）先別公民館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","職員研修の実施（派遣）先別公民館数","","","",""
"0003101219","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","288","2019-11-11","","00400004","社会教育調査","00400","文部科学省","24","開館年別建物の単独・複合別公民館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","開館年別建物の単独・複合別公民館数","","","",""
"0003101220","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","234","2019-11-11","","00400004","社会教育調査","00400","文部科学省","25","建物面積別公民館数（全国）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","建物面積別公民館数（全国）","","","",""
"0003102961","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","1872","2019-11-11","","00400004","社会教育調査","00400","文部科学省","26","建物面積別公民館数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","建物面積別公民館数（都道府県別）","","","",""
"0003101181","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","420","2019-11-12","","00400004","社会教育調査","00400","文部科学省","27","公民館の施設・設備の所有館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館の施設・設備の所有館数","","","",""
"0003101253","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","108","2019-11-12","","00400004","社会教育調査","00400","文部科学省","28","公民館におけるコンピュータ導入状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館におけるコンピュータ導入状況","","","",""
"0003101182","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","240","2019-11-12","","00400004","社会教育調査","00400","文部科学省","29","受動喫煙防止のための対策の実施状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","受動喫煙防止のための対策の実施状況","","","",""
"0003101236","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","216","2019-11-12","","00400004","社会教育調査","00400","文部科学省","30","年間開館日数別日曜日又は祝日開館の有無別公民館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","年間開館日数別日曜日又は祝日開館の有無別公民館数","","","",""
"0003101254","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","80","2019-11-12","","00400004","社会教育調査","00400","文部科学省","31","開館・閉館時刻別公立公民館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","開館・閉館時刻別公立公民館数","","","",""
"0003101183","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","150","2019-11-12","","00400004","社会教育調査","00400","文部科学省","32","公民館における諸集会の実施状況（全国）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における諸集会の実施状況（全国）","","","",""
"0003102763","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","768","2019-11-12","","00400004","社会教育調査","00400","文部科学省","33","公民館における諸集会の実施状況（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における諸集会の実施状況（都道府県別）","","","",""
"0003102829","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","216","2019-11-12","","00400004","社会教育調査","00400","文部科学省","34","公民館における学級・講座の開設状況（学級生・受講者数）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における学級・講座の開設状況（学級生・受講者数）","","","",""
"0003103051","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","1008","2019-11-12","","00400004","社会教育調査","00400","文部科学省","35","公民館における学級・講座の開設状況（都道府県別）(学級講座数)","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における学級・講座の開設状況（都道府県別）(学級講座数)","","","",""
"0003103052","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","1728","2019-11-12","","00400004","社会教育調査","00400","文部科学省","35","公民館における学級・講座の開設状況（都道府県別）(学級生受講者数)","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における学級・講座の開設状況（都道府県別）(学級生受講者数)","","","",""
"0003103030","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","132","2019-11-12","","00400004","社会教育調査","00400","文部科学省","36","公民館の利用状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館の利用状況","","","",""
"0003103008","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","6912","2019-11-12","","00400004","社会教育調査","00400","文部科学省","37","公民館における民間社会教育事業者との連携・協力状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における民間社会教育事業者との連携・協力状況","","","",""
"0003103012","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","432","2019-11-12","","00400004","社会教育調査","00400","文部科学省","38","公民館における関係機関との事業の共催状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における関係機関との事業の共催状況","","","",""
"0003103053","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","48","2019-11-12","","00400004","社会教育調査","00400","文部科学省","39","公民館におけるボランティア活動状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館におけるボランティア活動状況","","","",""
"0003103037","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","48","2019-11-12","","00400004","社会教育調査","00400","文部科学省","40","公民館における情報提供方法（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における情報提供方法（設置者別）","","","",""
"0003103048","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","384","2019-11-12","","00400004","社会教育調査","00400","文部科学省","40","公民館における情報提供方法（都道府県別)","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館における情報提供方法（都道府県別)","","","",""
"0003103038","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","576","2019-11-12","","00400004","社会教育調査","00400","文部科学省","41","公民館運営審議会等の設置館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館運営審議会等の設置館数","","","",""
"0003103039","社会教育調査 平成１７年度 統計表 公民館","-","200504-200603","2006-10-31","0","該当なし","75","2019-11-12","","00400004","社会教育調査","00400","文部科学省","42","公民館運営審議会等の構成","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館","公民館運営審議会等の構成","","","",""
"0003103043","社会教育調査 平成１７年度 統計表 公民館類似施設","-","200504-200603","2006-10-31","0","該当なし","180","2019-11-12","","00400004","社会教育調査","00400","文部科学省","44","公民館類似施設の職員数(全国)","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館類似施設","公民館類似施設の職員数(全国)","","","",""
"0003103054","社会教育調査 平成１７年度 統計表 公民館類似施設","-","200504-200603","2006-10-31","0","該当なし","1728","2019-11-12","","00400004","社会教育調査","00400","文部科学省","45","公民館類似施設の職員数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館類似施設","公民館類似施設の職員数（都道府県別）","","","",""
"0003103086","社会教育調査 平成１７年度 統計表 公民館類似施設","-","200504-200603","2006-10-31","0","該当なし","288","2019-11-12","","00400004","社会教育調査","00400","文部科学省","46","職員研修の実施（派遣）先別公民館類似施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館類似施設","職員研修の実施（派遣）先別公民館類似施設数","","","",""
"0003103055","社会教育調査 平成１７年度 統計表 公民館類似施設","-","200504-200603","2006-10-31","0","該当なし","80","2019-11-12","","00400004","社会教育調査","00400","文部科学省","47","開館年別建物の単独・複合別公民館類似施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館類似施設","開館年別建物の単独・複合別公民館類似施設数","","","",""
"0003103056","社会教育調査 平成１７年度 統計表 公民館類似施設","-","200504-200603","2006-10-31","0","該当なし","65","2019-11-12","","00400004","社会教育調査","00400","文部科学省","48","建物面積別公民館類似施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館類似施設","建物面積別公民館類似施設数","","","",""
"0003103057","社会教育調査 平成１７年度 統計表 公民館類似施設","-","200504-200603","2006-10-31","0","該当なし","120","2019-11-12","","00400004","社会教育調査","00400","文部科学省","49","公民館類似施設の施設・設備の所有施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","統計表","公民館類似施設","公民館類似施設の施設・設備の所有施設数","","","",""
"0003032035","社会教育調査 平成１７年度 総括表","-","0","2006-10-31","0","該当なし","150","2019-11-11","","00400004","社会教育調査","00400","文部科学省","","","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成１７年度","総括表","","社会教育調査 平成１７年度 総括表","","社会教育調査 平成１７年度 総括表","",""
"0003082607","社会教育調査 年次統計","-","0","2013-03-29","0","該当なし","90","2018-06-07","","00400004","社会教育調査","00400","文部科学省","1","種類別博物館類似施設数の推移","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","年次統計","","","種類別博物館類似施設数の推移","","","",""
"0003082627","社会教育調査 年次統計","-","0","2013-03-29","0","該当なし","845","2018-06-07","","00400004","社会教育調査","00400","文部科学省","1","種類別社会体育施設数の推移","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","年次統計","","","種類別社会体育施設数の推移","","","",""
