"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE","TITLE_SPEC.TABLE_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3"
"0003026793","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","60","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J108","一般診療所数，レセプト処理用コンピューター・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数，レセプト処理用コンピューター・病床の有無・開設者別","","",""
"0003026774","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","675","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J109","一般診療所数（重複計上），電子カルテシステム・病床の有無・開設者","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数（重複計上），電子カルテシステム・病床の有無・開設者","","",""
"0003026716","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1920","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J11","病院数，開設者・病院の種類・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数，開設者・病院の種類・病床の規模別","","",""
"0003026807","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","405","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J110","一般診療所数（重複計上），遠隔医療システム・診療科目（主たる診療科目）別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数（重複計上），遠隔医療システム・診療科目（主たる診療科目）別","","",""
"0003026826","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","405","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J111","一般診療所数（重複計上），遠隔医療システム・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数（重複計上），遠隔医療システム・病床の有無・開設者別","","",""
"0003026836","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1485","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J112","一般診療所数，医療安全体制の責任者・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数，医療安全体制の責任者・病床の有無・開設者別","","",""
"0003026847","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","450","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J113","一般診療所数，医療安全体制の責任者（兼務の状況）・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数，医療安全体制の責任者（兼務の状況）・病床の有無・開設者別","","",""
"0003026767","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","105","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J114","一般診療所数，医療安全体制の状況・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数，医療安全体制の状況・開設者別","","",""
"0003026779","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","540","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J115","一般診療所数（重複計上）；実施件数，在宅医療サービス・開設者・病床の有無別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数（重複計上）；実施件数，在宅医療サービス・開設者・病床の有無別","","",""
"0003026784","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","180","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J116","一般診療所数，在宅療養支援診療所の届出状況・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数，在宅療養支援診療所の届出状況・病床の有無・開設者別","","",""
"0003026801","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","2070","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J117","一般診療所数（重複計上）；患者数；台数，検査等・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数（重複計上）；患者数；台数，検査等・病床の有無・開設者別","","",""
"0003026812","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1260","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J118","一般診療所数（重複計上）；実施件数，手術等・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数（重複計上）；実施件数，手術等・病床の有無・開設者別","","",""
"0003026820","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","60","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J119","一般診療所数，分娩の状況・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数，分娩の状況・開設者別","","",""
"0003026670","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","896","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J12","病院数（重複計上），特殊病床等の占める割合・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数（重複計上），特殊病床等の占める割合・開設者別","","",""
"0003026787","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","360","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J120","一般診療所数（重複計上）；患者数；台数，放射線治療・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数（重複計上）；患者数；台数，放射線治療・病床の有無・開設者別","","",""
"0003026809","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","405","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J121","一般診療所数；処方数，処方の状況・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数；処方数，処方の状況・病床の有無・開設者別","","",""
"0003026835","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","2400","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J122","一般診療所の従事者数，開設者・職種・病床の有無別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所の従事者数，開設者・職種・病床の有無別","","",""
"0003026844","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","186","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J123","歯科診療所数；病床数，病床の有無・病床の規模・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数；病床数，病床の有無・病床の規模・開設者別","","",""
"0003026852","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","75","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J124","歯科診療所数（重複計上），診療科目・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），診療科目・開設者別","","",""
"0003026783","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","30","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J125","歯科診療所の患者数，開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所の患者数，開設者別","","",""
"0003026799","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","45","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J126","歯科診療所数，社会保険診療等・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数，社会保険診療等・開設者別","","",""
"0003026806","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","90","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J127","歯科診療所数（重複計上），保健事業・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），保健事業・開設者別","","",""
"0003026817","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","105","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J128","歯科診療所数（重複計上），救急医療体制・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），救急医療体制・開設者別","","",""
"0003026828","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","425","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J129","歯科診療所数（重複計上），表示診療時間・開設者・救急医療体制（再掲）別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），表示診療時間・開設者・救急医療体制（再掲）別","","",""
"0003027810","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","420","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J13","病院数（重複計上），特殊病床等の占める割合・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数（重複計上），特殊病床等の占める割合・病床の規模別","","",""
"0003026832","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1215","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J130","歯科診療所数（重複計上），委託・病床の有無・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），委託・病床の有無・開設者別","","",""
"0003026794","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","90","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J131","歯科診療所数，受動喫煙防止対策・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数，受動喫煙防止対策・開設者別","","",""
"0003026818","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","45","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J132","歯科診療所数（重複計上），電子カルテシステム－レセプト処理用コンピューター・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），電子カルテシステム－レセプト処理用コンピューター・開設者別","","",""
"0003026803","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","510","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J133","歯科診療所数，医療安全体制の責任者・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数，医療安全体制の責任者・開設者別","","",""
"0003026830","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","165","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J134","歯科診療所数，医療安全体制（兼務の状況等）・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数，医療安全体制（兼務の状況等）・開設者別","","",""
"0003026839","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","135","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J135","歯科診療所数（重複計上），開設者・歯科設備別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），開設者・歯科設備別","","",""
"0003026797","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","105","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J136","歯科診療所数（重複計上），歯みがき指導室－歯科技工室・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），歯みがき指導室－歯科技工室・開設者別","","",""
"0003026808","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","60","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J137","歯科診療所数（重複計上），手術等・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上），手術等・開設者別","","",""
"0003026824","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","255","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J138","歯科診療所数（重複計上）；実施件数，在宅医療サービス・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数（重複計上）；実施件数，在宅医療サービス・開設者別","","",""
"0003027978","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","120","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J139","歯科診療所数；処方数，院内－院外－院内外・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数；処方数，院内－院外－院内外・開設者別","","",""
"0003026744","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","544","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J14","病床数，病床－病院の種類・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病床数，病床－病院の種類・開設者別","","",""
"0003026837","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","255","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J140","歯科診療所の従事者数，開設者・職種別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所の従事者数，開設者・職種別","","",""
"0003026804","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","384","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J141","施設数，休止・休診中（別掲）・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","施設数，休止・休診中（別掲）・開設者別","","",""
"0003027625","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1488","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J142","病院数；病床数，開設－廃止－休止－再開・病床の種類・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数；病床数，開設－廃止－休止－再開・病床の種類・開設者別","","",""
"0003027626","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","720","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J143","病院数；病床数，開設－廃止－休止－再開・病床の種類・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数；病床数，開設－廃止－休止－再開・病床の種類・病床の規模別","","",""
"0003027631","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","360","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J144","病院の変更増床数・減床数，病床の種類・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院の変更増床数・減床数，病床の種類・開設者別","","",""
"0003026833","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","180","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J145","病院の変更増床数・減床数，病床の種類・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院の変更増床数・減床数，病床の種類・病床の規模別","","",""
"0003027634","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","675","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J146","病院数，病院の病床規模の変更状況・精神科病院－一般病院(再掲)別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数，病院の病床規模の変更状況・精神科病院－一般病院(再掲)別","","",""
"0003026819","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","480","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J147","一般診療所数；病床数，開設－廃止－休止－再開・療養病床を有する一般診療所（再掲）・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所数；病床数，開設－廃止－休止－再開・療養病床を有する一般診療所（再掲）・開設者別","","",""
"0003026831","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","120","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J148","一般診療所の変更増床数・減床数，療養病床を有する一般診療所（再掲）・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所の変更増床数・減床数，療養病床を有する一般診療所（再掲）・開設者別","","",""
"0003027786","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","16","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J149","一般診療所の変更増床数・減床数，療養病床を有する一般診療所（再掲）・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","一般診療所の変更増床数・減床数，療養病床を有する一般診療所（再掲）・病床の規模別","","",""
"0003026762","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","255","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J15","病床数，病床－病院の種類・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病床数，病床－病院の種類・病床の規模別","","",""
"0003026850","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","240","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J150","歯科診療所数；病床数，開設－廃止－休止－再開・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","歯科診療所数；病床数，開設－廃止－休止－再開・開設者別","","",""
"0003027715","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1920","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J16","病床数，開設者・病院の種類・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病床数，開設者・病院の種類・病床の規模別","","",""
"0003026658","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","2816","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J17","病院数（重複計上），開設者・診療科目・精神科病院－一般病院別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数（重複計上），開設者・診療科目・精神科病院－一般病院別","","",""
"0003026684","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1320","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J18","病院数（重複計上），病床の規模・診療科目・精神科病院－一般病院別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院数（重複計上），病床の規模・診療科目・精神科病院－一般病院別","","",""
"0003027582","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","288","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J19","患者数，精神科病院－一般病院（再掲）・開設者別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","患者数，精神科病院－一般病院（再掲）・開設者別","","",""
"0003027722","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","351","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J2","病床数・人口１０万対病床数・１病床当たり人口，年次・病床の種類別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病床数・人口１０万対病床数・１病床当たり人口，年次・病床の種類別","","",""
"0003027839","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","234","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J20","患者数，精神科病院－一般病院（再掲）・病床の規模別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","患者数，精神科病院－一般病院（再掲）・病床の規模別","","",""
"0003026879","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","180","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J21","患者数，精神科病院－一般病院・診療科目別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","患者数，精神科病院－一般病院・診療科目別","","",""
"0003026721","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","108","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J22","患者数，救急告示－救急医療体制別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","患者数，救急告示－救急医療体制別","","",""
"0003027578","医療施設調査 平成２０年医療施設（静態・動態）調査 上巻","-","0","2011-04-01","0","該当なし","1320","2025-03-13","","00450021","医療施設調査","00450","厚生労働省","J23","病院の医師数（常勤換算），性・開設者・診療科目別","15","社会保障・衛生","05","医療","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻","病院の医師数（常勤換算），性・開設者・診療科目別","","",""
