"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003154856","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","108","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問21-2　住宅ローン減税適用の有無","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問21-2　住宅ローン減税適用の有無","",""
"0003154857","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","252","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問21-3　住宅ローンの負担感","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問21-3　住宅ローンの負担感","",""
"0003154858","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","63","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問23　民間金融機関への融資申込の有無 申し込みをした","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問23　民間金融機関への融資申込の有無","申し込みをした",""
"0003154859","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","189","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問23-2　希望額融資の可否","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問23-2　希望額融資の可否","",""
"0003154860","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","612","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問3　住宅の選択理由　（複数回答）","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問3　住宅の選択理由　（複数回答）","",""
"0003154861","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","630","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問4　中古住宅にしなかった理由　（複数回答）","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問4　中古住宅にしなかった理由　（複数回答）","",""
"0003154863","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","599","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問11　住み替え・建て替え前の住宅の取得時期 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問11　住み替え・建て替え前の住宅の取得時期","地域",""
"0003154864","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","189","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問12-1　住み替え前の住宅の売却損益 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問12-1　住み替え前の住宅の売却損益","地域",""
"0003154865","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","63","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問13-6　住み替え・建て替え前の借地権　定期借地","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問13-6　住み替え・建て替え前の借地権　定期借地","",""
"0003154868","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","441","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問18　居住人数","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問18　居住人数","",""
"0003154869","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","63","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問18　高齢者の有無 高齢者が住んでいる","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問18　高齢者の有無","高齢者が住んでいる",""
"0003154870","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","56","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問19・20　購入資金 住宅取得者","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問19・20　購入資金","住宅取得者",""
"0003154871","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","126","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問21-1　住宅ローン年間返済額","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問21-1　住宅ローン年間返済額","",""
"0003154872","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","441","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問22　民間金融機関借入金の金利タイプ　（複数回答）","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問22　民間金融機関借入金の金利タイプ　（複数回答）","",""
"0003154873","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","189","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問23-1　希望額融資を断られた経験　（複数回答）","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問23-1　希望額融資を断られた経験　（複数回答）","",""
"0003154874","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","189","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問23-2　融資を受けられなかった資金の調達方法","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問23-2　融資を受けられなかった資金の調達方法","",""
"0003154880","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","504","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問3-1　設備等に関する選択理由　（複数回答）","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問3-1　設備等に関する選択理由　（複数回答）","",""
"0003154881","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","2268","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問5　住宅取得時に経済的要因が与えた影響度","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問5　住宅取得時に経済的要因が与えた影響度","",""
"0003154882","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","378","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問7　敷地の取得方法 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問7　敷地の取得方法","地域",""
"0003154883","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","126","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問11　住み替え・建て替え前の住宅の取得時期 工事の種類","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問11　住み替え・建て替え前の住宅の取得時期","工事の種類",""
"0003154884","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","315","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問12　住み替え前の住宅の処分方法 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問12　住み替え前の住宅の処分方法","地域",""
"0003154885","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","42","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問12-1　住み替え前の住宅の売却損益 住み替え前の住宅の建て方","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問12-1　住み替え前の住宅の売却損益","住み替え前の住宅の建て方",""
"0003154886","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","567","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問17　世帯年収","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問17　世帯年収","",""
"0003154887","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","756","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問19・20　購入資金 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問19・20　購入資金","地域",""
"0003154888","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","630","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問19・20-1　購入資金　贈与した親の年齢","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問19・20-1　購入資金　贈与した親の年齢","",""
"0003154889","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","14","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問19・20　住宅ローンの有無 住宅ローンがある 工事の種類","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問19・20　住宅ローンの有無","住宅ローンがある","工事の種類"
"0003154890","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","945","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問23-2　希望額融資を断られた理由　（複数回答）","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問23-2　希望額融資を断られた理由　（複数回答）","",""
"0003158403","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","1260","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問17　世帯年収 世帯主の年齢、住宅取得者","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問17　世帯年収","世帯主の年齢、住宅取得者",""
"0003159420","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","448","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問12-1　直前の住宅の売却損益の分布","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問12-1　直前の住宅の売却損益の分布","",""
"0003168244","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","126","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","1","経年変化比較表（注文住宅） 問13-7　通勤時間","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（注文住宅）","問13-7　通勤時間","",""
"0003156365","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","84","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","2","経年変化比較表（分譲住宅・中古住宅） 問1　住宅取得回数 住宅の建て方","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問1　住宅取得回数","住宅の建て方",""
"0003156403","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","168","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","2","経年変化比較表（分譲住宅・中古住宅） 問1　住宅取得回数 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問1　住宅取得回数","地域",""
"0003156404","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","392","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","2","経年変化比較表（分譲住宅・中古住宅） 問2　比較検討した住宅　（複数回答） 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問2　比較検討した住宅　（複数回答）","地域",""
"0003156423","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","196","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","2","経年変化比較表（分譲住宅・中古住宅） 問2　比較検討した住宅　（複数回答） 住宅の建て方","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問2　比較検討した住宅　（複数回答）","住宅の建て方",""
"0003156366","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","2016","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","3","経年変化比較表（分譲住宅・中古住宅） 問5　住宅取得時に経済的要因が与えた影響度 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問5　住宅取得時に経済的要因が与えた影響度","地域",""
"0003156367","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","1008","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","3","経年変化比較表（分譲住宅・中古住宅） 問5　住宅取得時に経済的要因が与えた影響度 住宅の建て方","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問5　住宅取得時に経済的要因が与えた影響度","住宅の建て方",""
"0003156368","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","448","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","3","経年変化比較表（分譲住宅・中古住宅） 問6　物件に関する情報収集方法　（複数回答） 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問6　物件に関する情報収集方法　（複数回答）","地域",""
"0003156384","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","224","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","3","経年変化比較表（分譲住宅・中古住宅） 問3-1　設備等に関する選択理由　（複数回答） 住宅の建て方","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問3-1　設備等に関する選択理由　（複数回答）","住宅の建て方",""
"0003156385","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","280","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","3","経年変化比較表（分譲住宅） 問4　中古住宅にしなかった理由　（複数回答） 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅）","問4　中古住宅にしなかった理由　（複数回答）","地域",""
"0003156386","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","140","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","3","経年変化比較表（分譲住宅） 問4　中古住宅にしなかった理由　（複数回答） 住宅の建て方","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅）","問4　中古住宅にしなかった理由　（複数回答）","住宅の建て方",""
"0003156387","住宅市場動向調査","年度次","0","2016-12-28","0","該当なし","336","2017-03-08","","00600630","住宅市場動向調査","00600","国土交通省","3","経年変化比較表（分譲住宅・中古住宅） 問9　住み替え前の住宅の種類 地域","08","住宅・土地・建設","01","住宅・土地","住宅市場動向調査","経年変化比較表（分譲住宅・中古住宅）","問9　住み替え前の住宅の種類","地域",""
