"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003290933","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","37483","2019-03-16","","00650204","環境経済観測調査","00650","環境省","4","統計表 環境ビジネスの業況及び業界の需要【資本金別・環境ビジネス別】","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","環境ビジネスの業況及び業界の需要【資本金別・環境ビジネス別】"
"0003290947","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","73942","2019-03-16","","00650204","環境経済観測調査","00650","環境省","4","地域別統計表 環境ビジネスの業況及び業界の需要【環境ビジネス別】","14","司法・安全・環境","05","環境","環境経済観測調査","地域別統計表","環境ビジネスの業況及び業界の需要【環境ビジネス別】"
"0003318666","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","6788","2019-03-16","","00650204","環境経済観測調査","00650","環境省","4-1","統計表 環境ビジネスの業況が「良い」要因【環境ビジネス別】","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","環境ビジネスの業況が「良い」要因【環境ビジネス別】"
"0003318667","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","2802","2019-03-16","","00650204","環境経済観測調査","00650","環境省","4-2","統計表 環境ビジネスの業況が「悪い」要因【環境ビジネス別】","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","環境ビジネスの業況が「悪い」要因【環境ビジネス別】"
"0003290936","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","6676","2019-03-16","","00650204","環境経済観測調査","00650","環境省","5-1","統計表 [クロス1-1×2-1]環境ビジネス実施の有無別我が国の環境ビジネス全体の業況【資本金別・主業別】","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","[クロス1-1×2-1]環境ビジネス実施の有無別我が国の環境ビジネス全体の業況【資本金別・主業別】"
"0003290937","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","8424","2019-03-16","","00650204","環境経済観測調査","00650","環境省","5-2","統計表 [クロス1-2×2-1]環境ビジネス実施の有無別我が国の発展していると考える環境ビジネス【全規模合計・主業別】","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","[クロス1-2×2-1]環境ビジネス実施の有無別我が国の発展していると考える環境ビジネス【全規模合計・主業別】"
"0003290938","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","54300","2019-03-16","","00650204","環境経済観測調査","00650","環境省","5-3","統計表 [クロス3×2-1]環境ビジネス実施の有無別　ビジネス全体の業況及び業界の需要【資本金別・主業別】","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","[クロス3×2-1]環境ビジネス実施の有無別　ビジネス全体の業況及び業界の需要【資本金別・主業別】"
"0003318668","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","8400","2019-03-16","","00650204","環境経済観測調査","00650","環境省","5-4","統計表 [クロス2-1×2-2]環境ビジネス実施の有無別今後行いたい環境ビジネス数【資本金別・主業別】","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","[クロス2-1×2-2]環境ビジネス実施の有無別今後行いたい環境ビジネス数【資本金別・主業別】"
"0003290921","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","2400","2019-03-16","","00650204","環境経済観測調査","00650","環境省","A","統計表 主業別・資本金別　対象企業数及び回答率、回答企業数及び構成比","14","司法・安全・環境","05","環境","環境経済観測調査","統計表","主業別・資本金別　対象企業数及び回答率、回答企業数及び構成比"
"0003290940","環境経済観測調査","半期","201707-201712","2019-03-15","0","該当なし","960","2019-03-16","","00650204","環境経済観測調査","00650","環境省","A","地域別統計表 地域別対象企業数及び回答率","14","司法・安全・環境","05","環境","環境経済観測調査","地域別統計表","地域別対象企業数及び回答率"
