"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0003223349","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","1632","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","都道府県別集計表 2 木質バイオマス利用に関する項目 (2)木材チップの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","2 木質バイオマス利用に関する項目","(2)木材チップの由来別利用量","","",""
"0003223329","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","660","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (1)業種別種類別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(1)業種別種類別発電機数","","",""
"0003223330","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","330","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (2)業種別電気の用途別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(2)業種別電気の用途別発電機数","","",""
"0003223331","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","20","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (4)出力規模階層別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(4)出力規模階層別発電機数","","",""
"0003223332","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","10","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (5) 発電機の種類別平均出力規模","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(5) 発電機の種類別平均出力規模","","",""
"0003223333","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","19","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (6)使用年数階層別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(6)使用年数階層別発電機数","","",""
"0003223350","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","480","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 3 発電機に関する項目 (1)種類別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","3 発電機に関する項目","(1)種類別発電機数","","",""
"0003223350","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","480","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 3 発電機に関する項目 (1)種類別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","3 発電機に関する項目","(1)種類別発電機数","","",""
"0003223351","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","480","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 3 発電機に関する項目 (2)電気の用途別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","3 発電機に関する項目","(2)電気の用途別発電機数","","",""
"0003223351","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","480","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 3 発電機に関する項目 (2)電気の用途別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","3 発電機に関する項目","(2)電気の用途別発電機数","","",""
"0003223352","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","288","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 3 発電機に関する項目 (3)補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","3 発電機に関する項目","(3)補助金等活用数","","",""
"0003223352","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","288","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 3 発電機に関する項目 (3)補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","3 発電機に関する項目","(3)補助金等活用数","","",""
"0003223357","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","34","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (3)事業所の従業員規模階層別事業所数及び発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(3)事業所の従業員規模階層別事業所数及び発電機数","","",""
"0003223358","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","36","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (7)出力規模階層別平均稼働日数、時間","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(7)出力規模階層別平均稼働日数、時間","","",""
"0003223359","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","198","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 3 発電機に関する項目 (8)業種別補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","3 発電機に関する項目","(8)業種別補助金等活用数","","",""
"0003223334","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","462","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (1)業種別種類別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(1)業種別種類別ボイラー数","","",""
"0003223335","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","792","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (2)業種別及び熱の用途別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(2)業種別及び熱の用途別ボイラー数","","",""
"0003223336","木質バイオマスエネルギー利用動向調査 確報","年次","201501-201512","2018-07-31","0","全国","10","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (4)出力規模階層別ボイラー数 出力規模（KW）","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(4)出力規模階層別ボイラー数","","出力規模（KW）",""
"0003223337","木質バイオマスエネルギー利用動向調査 確報","年次","201501-201512","2018-07-31","0","全国","9","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (4)出力規模階層別ボイラー数 出力規模（蒸気量）","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(4)出力規模階層別ボイラー数","","出力規模（蒸気量）",""
"0003223338","木質バイオマスエネルギー利用動向調査 確報","年次","201501-201512","2018-07-31","0","全国","1","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (4)出力規模階層別ボイラー数 出力規模不明","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(4)出力規模階層別ボイラー数","","出力規模不明",""
"0003223339","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","11","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (4)出力規模階層別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(4)出力規模階層別ボイラー数","","",""
"0003223340","木質バイオマスエネルギー利用動向調査 確報","年次","201501-201512","2018-07-31","0","全国","6","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (5)ボイラーの種類別平均出力規模 出力規模（KW）","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(5)ボイラーの種類別平均出力規模","","出力規模（KW）",""
"0003223341","木質バイオマスエネルギー利用動向調査 確報","年次","201501-201512","2018-07-31","0","全国","6","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (5)ボイラーの種類別平均出力規模 出力規模（トン/時）","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(5)ボイラーの種類別平均出力規模","","出力規模（トン/時）",""
"0003223342","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","6","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (5)ボイラーの種類別平均出力規模","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(5)ボイラーの種類別平均出力規模","","",""
"0003223343","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","19","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (6)使用年数階層別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(6)使用年数階層別ボイラー数","","",""
"0003223344","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","198","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (8)業種別補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(8)業種別補助金等活用数","","",""
"0003223353","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","672","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 4 ボイラーに関する項目 (1)種類別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","4 ボイラーに関する項目","(1)種類別ボイラー数","","",""
"0003223353","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","672","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 4 ボイラーに関する項目 (1)種類別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","4 ボイラーに関する項目","(1)種類別ボイラー数","","",""
"0003223354","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","1152","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 4 ボイラーに関する項目 (2)熱の用途別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","4 ボイラーに関する項目","(2)熱の用途別ボイラー数","","",""
"0003223354","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","1152","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 4 ボイラーに関する項目 (2)熱の用途別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","4 ボイラーに関する項目","(2)熱の用途別ボイラー数","","",""
"0003223355","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","288","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 4 ボイラーに関する項目 (3)補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","4 ボイラーに関する項目","(3)補助金等活用数","","",""
"0003223355","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","288","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 4 ボイラーに関する項目 (3)補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","4 ボイラーに関する項目","(3)補助金等活用数","","",""
"0003223360","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","36","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (3)事業所の従業員規模階層別事業所数及びボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(3)事業所の従業員規模階層別事業所数及びボイラー数","","",""
"0003223361","木質バイオマスエネルギー利用動向調査 確報","年次","201501-201512","2018-07-31","0","全国","20","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (7)出力規模階層別平均稼働日数、時間 出力規模（KW）","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(7)出力規模階層別平均稼働日数、時間","","出力規模（KW）",""
"0003223362","木質バイオマスエネルギー利用動向調査 確報","年次","201501-201512","2018-07-31","0","全国","18","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (7)出力規模階層別平均稼働日数、時間 出力規模（蒸気量）","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(7)出力規模階層別平均稼働日数、時間","","出力規模（蒸気量）",""
"0003223363","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","20","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 4 ボイラーに関する項目 (7)出力規模階層別平均稼働日数、時間","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","4 ボイラーに関する項目","(7)出力規模階層別平均稼働日数、時間","","",""
"0003223345","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","198","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-5","全国集計表 5 その他（付帯設備等） 業種別補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","5 その他（付帯設備等）","業種別補助金等活用数","","",""
"0003223356","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","全国","288","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-5","都道府県別集計表 5 その他（付帯設備等） 補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","5 その他（付帯設備等）","補助金等活用数","","",""
"0003223356","木質バイオマスエネルギー利用動向調査 確報","年次","201601-201612","2018-07-31","0","都道府県","288","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-5","都道府県別集計表 5 その他（付帯設備等） 補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","5 その他（付帯設備等）","補助金等活用数","","",""
"0003296621","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","33","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","全国集計表 木質バイオマスエネルギー利用事業所に関する項目 業種別木質バイオマスエネルギー利用事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマスエネルギー利用事業所に関する項目","業種別木質バイオマスエネルギー利用事業所数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296622","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","66","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","全国集計表 木質バイオマスエネルギー利用事業所に関する項目 業種別平均初期投資額・更新額","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマスエネルギー利用事業所に関する項目","業種別平均初期投資額・更新額","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296623","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","495","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","全国集計表 木質バイオマスエネルギー利用事業所に関する項目 業種別灰の処理方法別事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマスエネルギー利用事業所に関する項目","業種別灰の処理方法別事業所数","","","平成29年木質バイオマスエネルギー利用動向調査"
