"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE","TITLE_SPEC.TABLE_EXPLANATION"
"0003126902","社会保障給付費 平成18年度社会保障給付費","年度次","200604-200703","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成14～18年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成18年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成14～18年度）","","","",""
"0003126903","社会保障給付費 平成18年度社会保障給付費","年度次","200604-200703","2016-03-31","0","該当なし","930","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成18年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成18年度社会保障給付費","統計表","平成18年度社会保障費用","","","",""
"0003126828","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126829","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","462","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126871","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","735","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126872","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","190","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","統計表 社会保障財源の項目別推移（平成13～17年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","社会保障財源の項目別推移（平成13～17年度）","","","",""
"0003126830","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126831","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","164","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126832","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","110","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126866","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","297","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126867","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","310","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126868","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","260","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126869","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成13～17年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成13～17年度）","","","",""
"0003126870","社会保障給付費 平成17年度社会保障給付費","年度次","200504-200603","2016-03-31","0","該当なし","930","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成17年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成17年度社会保障給付費","統計表","平成17年度社会保障費用","","","",""
"0003126954","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126955","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","484","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126963","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","765","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126964","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","190","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","統計表 社会保障財源の項目別推移（平成15～19年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","社会保障財源の項目別推移（平成15～19年度）","","","",""
"0003126953","社会保障給付費 平成19年度社会保障給付費","年度次","200604-200703","2016-03-31","0","該当なし","172","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126956","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126957","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","114","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126958","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","315","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126959","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","330","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126960","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","260","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126961","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成15～19年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成15～19年度）","","","",""
"0003126962","社会保障給付費 平成19年度社会保障給付費","年度次","200704-200803","2016-03-31","0","該当なし","930","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成19年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成19年度社会保障給付費","統計表","平成19年度社会保障費用","","","",""
"0003126391","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126453","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","128","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126454","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","92","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","[統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","[統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126455","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","216","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126459","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","240","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126617","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","812","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 平成8年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","平成8年度社会保障費用","","","",""
"0003126597","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","600","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126623","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","216","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 老年（65歳以上）人口比率と社会保障給付費（対国民所得）の国際比較","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","老年（65歳以上）人口比率と社会保障給付費（対国民所得）の国際比較","","","",""
"0003126386","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比",""
"0003126394","社会保障給付費 平成8年度社会保障給付費","年度次","199604-199703","2016-03-31","0","該当なし","363","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成8年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比",""
"0003126715","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","18","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 租税・社会保障負担の国際比較","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","租税・社会保障負担の国際比較","","","",""
"0003126605","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","132","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126629","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126607","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","94","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126572","社会保障給付費 平成9年度社会保障給付費","年次","199704-199803","2016-03-31","0","該当なし","225","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126633","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","240","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126609","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","811","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 平成9年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","平成9年度社会保障費用","","","",""
"0003126610","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","615","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126611","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","244","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 老年（65歳以上）人口比率と社会保障給付費（対国民所得）の国際比較","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","老年（65歳以上）人口比率と社会保障給付費（対国民所得）の国際比較","","","",""
"0003126565","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比",""
"0003126626","社会保障給付費 平成9年度社会保障給付費","年度次","199704-199803","2016-03-31","0","該当なし","374","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成9年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比",""
"0003126599","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","630","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126622","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","200","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","統計表 社会保障財源の項目別推移（平成6～10年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","社会保障財源の項目別推移（平成6～10年度）","","","",""
"0003126522","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126620","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","136","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126598","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","96","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126621","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","234","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126560","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","192","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126561","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","240","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126523","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成6～10年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成6～10年度）","","","",""
"0003126562","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","812","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成10年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","平成10年度社会保障費用","","","",""
"0003126618","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比",""
"0003126619","社会保障給付費 平成10年度社会保障給付費","年度次","199804-199903","2016-03-31","0","該当なし","385","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成10年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比",""
"0003126608","社会保障給付費 平成11年度社会保障給付費","年度次","199904-200003","2016-03-31","0","該当なし","645","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成11年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
