"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0003227801","新規就農者調査 確報","年次","201701-201712","2019-11-29","0","全国","666","2019-11-29","","00500236","新規就農者調査","00500","農林水産省","2","統計表 2 年齢別自営農業就農者数","04","農林水産業","01","農業","新規就農者調査","確報","統計表","2 年齢別自営農業就農者数","",""
"0003227807","新規就農者調査 確報","年次","201701-201712","2019-11-29","0","全国","1998","2019-11-29","","00500236","新規就農者調査","00500","農林水産省","3","統計表 3 出身別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","統計表","3 出身別新規雇用就農者数","",""
"0003227808","新規就農者調査 確報","年次","201701-201712","2019-11-29","0","全国","1188","2019-11-29","","00500236","新規就農者調査","00500","農林水産省","4","統計表 3 雇用先の農産物販売金額規模別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","統計表","3 雇用先の農産物販売金額規模別新規雇用就農者数","注：500万円未満は、「販売なし」を含む。",""
"0003227809","新規就農者調査 確報","年次","201701-201712","2019-11-29","0","全国","441","2019-11-29","","00500236","新規就農者調査","00500","農林水産省","5","統計表 3 就業上の地位別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","統計表","3 就業上の地位別新規雇用就農者数","注：「役員」とは、農業経営の責任を負っている者、または業務執行、会計監査等の権限を有する者をいい、構成員とは任意組織等の法人格を有さない組織で経営に関与している者をいう。",""
"0003227810","新規就農者調査 確報","年次","201701-201712","2019-11-29","0","全国","396","2019-11-29","","00500236","新規就農者調査","00500","農林水産省","6","統計表 4 新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","統計表","4 新規参入者数","",""
"0003227815","新規就農者調査 確報","年次","201701-201712","2019-11-29","0","全国","1221","2019-11-29","","00500236","新規就農者調査","00500","農林水産省","7","統計表 5 新たに自営農業が主となった世帯員の就農以前の就業状態別人数","04","農林水産業","01","農業","新規就農者調査","確報","統計表","5 新たに自営農業が主となった世帯員の就農以前の就業状態別人数","注：１　「他に勤務」とは、農業以外に勤務、農業法人等に勤務をいう。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;２　「新規自営農業就農者」には、就農以前の就業状態が「農業以外の自営業」、「家事・育児」及び「その他」を含めない。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;３　「新たに親の経営を継承」とは、親の経営を継承して経営の責任者になった者をいう。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;４　「親の経営とは別部門を新たに開始」とは、新たに親とは別部門の経営を開始し、その部門の経営の責任者になった者をいう。",""
"0003227811","新規就農者調査 確報","年次","201701-201712","2019-11-29","0","全国","3069","2019-11-29","","00500236","新規就農者調査","00500","農林水産省","8","統計表 6 新たに雇用された者の就業状態別雇用者数","04","農林水産業","01","農業","新規就農者調査","確報","統計表","6 新たに雇用された者の就業状態別雇用者数","注：１「農作業以外のみに従事した者」とは、経理事務、出荷・運搬、自家生産農産物の加工、販路の開拓、営農資金調達等に従事した者であり、「新規雇用就農者」に含まれない。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;２「新規雇用就農者」には、当該農業法人等に雇用される直前の主な就業状態が「自営農業」及び「農業法人等に勤務」（農業従事者であった者）を含めない。",""
"0003227812","新規就農者調査 確報","年次","200801-200812","2018-08-31","0","全国","216","2019-11-08","","00500236","新規就農者調査","00500","農林水産省","9","統計表 3 年齢別雇用就農者数 従事している仕事の内容","04","農林水産業","01","農業","新規就農者調査","確報","統計表","3 年齢別雇用就農者数 従事している仕事の内容","注：「農作業以外」の仕事とは、経理事務、出荷・運搬、自家生産農産物の加工、販路の開拓、営農資金の調達等をいう。&nbsp;&nbsp;&nbsp;&nbsp;なお、「農作業以外のみに従事」した者は、雇用就農者に含まない。",""
"0001872752","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","528","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","1","新規就農者調査 就農形態別新規就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","就農形態別新規就農者数","","平成30年新規就農者調査結果"
"0001872753","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","66","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","2","新規就農者調査 新規自営農業就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規自営農業就農者数","","平成30年新規就農者調査結果"
"0001872754","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","198","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","3-1","新規就農者調査 出身別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","出身別新規雇用就農者数","","平成30年新規就農者調査結果"
"0001872755","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","297","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","3-2","新規就農者調査 雇用先の農産物販売金額規模別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","雇用先の農産物販売金額規模別新規雇用就農者数","","平成30年新規就農者調査結果"
"0003427293","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","99","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","3-3","新規就農者調査 就業上の地位別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","就業上の地位別新規雇用就農者数","","平成30年新規就農者調査結果"
"0001872757","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","99","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","4-1","新規就農者調査 経営の責任者・共同経営者別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","経営の責任者・共同経営者別新規参入者数","","平成30年新規就農者調査結果"
"0001872758","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","429","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","4-2","新規就農者調査 部門別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","部門別新規参入者数","","平成30年新規就農者調査結果"
"0001872759","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","297","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","5","新規就農者調査 新たに自営農業が主となった世帯員の就農以前の就業状態別人数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに自営農業が主となった世帯員の就農以前の就業状態別人数","","平成30年新規就農者調査結果"
"0001872760","新規就農者調査 確報 平成30年新規就農者調査結果","年次","201801-201812","2021-07-30","0","該当なし","363","2021-09-30","","00500236","新規就農者調査","00500","農林水産省","6","新規就農者調査 新たに雇用された者の就業状態別雇用者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに雇用された者の就業状態別雇用者数","","平成30年新規就農者調査結果"
"0001922105","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","528","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","1","新規就農者調査 就農形態別新規就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","就農形態別新規就農者数","","令和元年新規就農者調査結果"
"0001922106","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","66","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","2","新規就農者調査 新規自営農業就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規自営農業就農者数","","令和元年新規就農者調査結果"
"0001922107","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","198","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","3-1","新規就農者調査 出身別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","出身別新規雇用就農者数","","令和元年新規就農者調査結果"
"0001922108","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","264","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","3-2","新規就農者調査 雇用先の農産物販売金額規模別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","雇用先の農産物販売金額規模別新規雇用就農者数","","令和元年新規就農者調査結果"
"0001922109","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","99","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","3-3","新規就農者調査 就業上の地位別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","就業上の地位別新規雇用就農者数","","令和元年新規就農者調査結果"
"0001922110","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","99","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","4-1","新規就農者調査 経営の責任者・共同経営者別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","経営の責任者・共同経営者別新規参入者数","","令和元年新規就農者調査結果"
"0001922111","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","429","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","4-2","新規就農者調査 部門別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","部門別新規参入者数","","令和元年新規就農者調査結果"
"0001922112","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","297","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","5","新規就農者調査 新たに自営農業が主となった世帯員の就農以前の就業状態別人数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに自営農業が主となった世帯員の就農以前の就業状態別人数","","令和元年新規就農者調査結果"
"0001922113","新規就農者調査 確報 令和元年新規就農者調査結果","年次","201901-201912","2022-02-28","0","該当なし","363","2022-02-28","","00500236","新規就農者調査","00500","農林水産省","6","新規就農者調査 新たに雇用された者の就業状態別雇用者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに雇用された者の就業状態別雇用者数","","令和元年新規就農者調査結果"
"0002012180","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","432","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","1","新規就農者調査 就農形態別新規就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","就農形態別新規就農者数","","令和２年新規就農者調査結果"
"0002012181","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","54","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","2","新規就農者調査 新規自営農業就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規自営農業就農者数","","令和２年新規就農者調査結果"
"0002012182","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","162","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","3-1","新規就農者調査 新規雇用就農者数_出身別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_出身別新規雇用就農者数","","令和２年新規就農者調査結果"
"0002012183","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","189","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","3-2","新規就農者調査 新規雇用就農者数_雇用先の農産物販売金額規模別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_雇用先の農産物販売金額規模別新規雇用就農者数","","令和２年新規就農者調査結果"
"0002012184","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","81","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","3-3","新規就農者調査 新規雇用就農者数_就業上の地位別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_就業上の地位別新規雇用就農者数","","令和２年新規就農者調査結果"
"0002012185","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","81","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","4-1","新規就農者調査 新規参入者数_経営の責任者・共同経営者別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規参入者数_経営の責任者・共同経営者別新規参入者数","","令和２年新規就農者調査結果"
"0002012186","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","351","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","4-2","新規就農者調査 新規参入者数_部門別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規参入者数_部門別新規参入者数","","令和２年新規就農者調査結果"
"0002012187","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","243","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","5","新規就農者調査 新たに自営農業が主となった世帯員の就農以前の就業状態別人数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに自営農業が主となった世帯員の就農以前の就業状態別人数","","令和２年新規就農者調査結果"
"0002012188","新規就農者調査 確報 令和２年新規就農者調査結果","年次","202001-202012","2023-03-31","0","該当なし","270","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","6","新規就農者調査 新たに雇用された者の就業状態別雇用者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに雇用された者の就業状態別雇用者数","","令和２年新規就農者調査結果"
"0002019042","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","432","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","1","新規就農者調査 就農形態別新規就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","就農形態別新規就農者数","","令和３年新規就農者調査結果"
"0002019043","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","54","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","2","新規就農者調査 新規自営農業就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規自営農業就農者数","","令和３年新規就農者調査結果"
"0002019044","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","162","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","3-1","新規就農者調査 新規雇用就農者数_出身別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_出身別新規雇用就農者数","","令和３年新規就農者調査結果"
"0002019045","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","189","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","3-2","新規就農者調査 新規雇用就農者数_雇用先の農産物販売金額規模別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_雇用先の農産物販売金額規模別新規雇用就農者数","","令和３年新規就農者調査結果"
"0002019046","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","81","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","3-3","新規就農者調査 新規雇用就農者数_就業上の地位別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_就業上の地位別新規雇用就農者数","","令和３年新規就農者調査結果"
"0002019047","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","81","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","4-1","新規就農者調査 新規参入者数_経営の責任者・共同経営者別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規参入者数_経営の責任者・共同経営者別新規参入者数","","令和３年新規就農者調査結果"
"0002019048","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","351","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","4-2","新規就農者調査 新規参入者数_部門別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規参入者数_部門別新規参入者数","","令和３年新規就農者調査結果"
"0002019049","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","243","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","5","新規就農者調査 新たに自営農業が主となった世帯員の就農以前の就業状態別人数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに自営農業が主となった世帯員の就農以前の就業状態別人数","","令和３年新規就農者調査結果"
"0002019050","新規就農者調査 確報 令和３年新規就農者調査結果","年次","202101-202112","2023-03-31","0","該当なし","270","2023-03-31","","00500236","新規就農者調査","00500","農林水産省","6","新規就農者調査 新たに雇用された者の就業状態別雇用者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに雇用された者の就業状態別雇用者数","","令和３年新規就農者調査結果"
"0002067203","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","480","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","1","新規就農者調査 就農形態別新規就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","就農形態別新規就農者数","","令和４年新規就農者調査結果"
"0002067204","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","54","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","2","新規就農者調査 新規自営農業就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規自営農業就農者数","","令和４年新規就農者調査結果"
"0002067205","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","162","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","3-1","新規就農者調査 新規雇用就農者数_出身別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_出身別新規雇用就農者数","","令和４年新規就農者調査結果"
"0002067206","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","189","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","3-2","新規就農者調査 新規雇用就農者数_雇用先の農産物販売金額規模別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_雇用先の農産物販売金額規模別新規雇用就農者数","","令和４年新規就農者調査結果"
"0002067207","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","81","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","3-3","新規就農者調査 新規雇用就農者数_就業上の地位別新規雇用就農者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規雇用就農者数_就業上の地位別新規雇用就農者数","","令和４年新規就農者調査結果"
"0002067208","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","90","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","4-1","新規就農者調査 新規参入者数_経営の責任者・共同経営者別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規参入者数_経営の責任者・共同経営者別新規参入者数","","令和４年新規就農者調査結果"
"0002067209","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","390","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","4-2","新規就農者調査 新規参入者数_部門別新規参入者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新規参入者数_部門別新規参入者数","","令和４年新規就農者調査結果"
"0002067210","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","216","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","5","新規就農者調査 新たに自営農業が主となった世帯員の就農以前の就業状態別人数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに自営農業が主となった世帯員の就農以前の就業状態別人数","","令和４年新規就農者調査結果"
"0002067211","新規就農者調査 確報 令和４年新規就農者調査結果","年次","202201-202212","2024-03-29","0","該当なし","270","2024-03-29","","00500236","新規就農者調査","00500","農林水産省","6","新規就農者調査 新たに雇用された者の就業状態別雇用者数","04","農林水産業","01","農業","新規就農者調査","確報","新規就農者調査","新たに雇用された者の就業状態別雇用者数","","令和４年新規就農者調査結果"
