"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE"
"0003217811","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","496","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","15","集落営農実態調査  全国都道府県別統計 現況集積面積規模別集落営農数 非法人 経営耕地面積規模別","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","現況集積面積規模別集落営農数","非法人","経営耕地面積規模別","","",""
"0003217812","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","496","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","15","集落営農実態調査  全国都道府県別統計 現況集積面積規模別集落営農数 非法人 農作業受託面積規模別","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","現況集積面積規模別集落営農数","非法人","農作業受託面積規模別","","",""
"0003217813","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","496","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","15","集落営農実態調査  全国都道府県別統計 現況集積面積規模別集落営農数 非法人 経営耕地面積＋農作業受託面積規模別","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","現況集積面積規模別集落営農数","非法人","経営耕地面積＋農作業受託面積規模別","","",""
"0003217814","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","496","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","16","集落営農実態調査  全国都道府県別統計 集積面積割合（集落内の総耕地面積に占める割合）別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","集積面積割合（集落内の総耕地面積に占める割合）別集落営農数","","","","",""
"0003217815","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","496","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","17","集落営農実態調査  全国都道府県別統計 集落内の田面積割合別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","集落内の田面積割合別集落営農数","","","","",""
"0003217816","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","434","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","18","集落営農実態調査  全国都道府県別統計 集落内の畑面積割合別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","集落内の畑面積割合別集落営農数","","","","",""
"0003217817","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","682","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","19","集落営農実態調査  全国都道府県別統計 活動内容別集落営農数（複数回答） 計","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","活動内容別集落営農数（複数回答）","計","","","",""
"0003217818","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","682","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","19","集落営農実態調査  全国都道府県別統計 活動内容別集落営農数（複数回答） 法人","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","活動内容別集落営農数（複数回答）","法人","","","",""
"0003217819","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","682","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","19","集落営農実態調査  全国都道府県別統計 活動内容別集落営農数（複数回答） 非法人","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","活動内容別集落営農数（複数回答）","非法人","","","",""
"0003217769","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","434","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","2","集落営農実態調査  全国都道府県別統計 組織形態別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","組織形態別集落営農数","","","","",""
"0003217831","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","372","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","2","集落営農実態調査  累年統計 集落営農数、現況集積面積等（平成18年５月１日現在）","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  累年統計","集落営農数、現況集積面積等（平成18年５月１日現在）","","","","",""
"0003217866","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","360","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","2","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 過去１年間の寄り合いの開催回数別農業集落数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","過去１年間の寄り合いの開催回数別農業集落数","","","","",""
"0003217820","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","496","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","20","集落営農実態調査  全国都道府県別統計 経理の共同化の状況別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","経理の共同化の状況別集落営農数","","","","",""
"0003217821","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","310","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","21","集落営農実態調査  全国都道府県別統計 現況集積面積、構成農家数等 計","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","現況集積面積、構成農家数等","計","","","",""
"0003217822","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","310","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","21","集落営農実態調査  全国都道府県別統計 現況集積面積、構成農家数等 法人","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","現況集積面積、構成農家数等","法人","","","",""
"0003217823","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","310","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","21","集落営農実態調査  全国都道府県別統計 現況集積面積、構成農家数等 非法人","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","現況集積面積、構成農家数等","非法人","","","",""
"0003217824","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","310","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","22","集落営農実態調査  全国都道府県別統計 １組織当たり現況集積面積、構成農家数等 計","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","１組織当たり現況集積面積、構成農家数等","計","","","",""
"0003217825","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","310","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","22","集落営農実態調査  全国都道府県別統計 １組織当たり現況集積面積、構成農家数等 法人","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","１組織当たり現況集積面積、構成農家数等","法人","","","",""
"0003217826","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-06-01","0","該当なし","310","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","22","集落営農実態調査  全国都道府県別統計 １組織当たり現況集積面積、構成農家数等 非法人","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","１組織当たり現況集積面積、構成農家数等","非法人","","","",""
"0003217770","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","868","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","3","集落営農実態調査  全国都道府県別統計 農業経営を営む法人となる計画の策定状況別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","農業経営を営む法人となる計画の策定状況別集落営農数","","","","",""
"0003217832","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","372","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","3","集落営農実態調査  累年統計 集落営農数、現況集積面積等（平成19年２月１日現在）","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  累年統計","集落営農数、現況集積面積等（平成19年２月１日現在）","","","","",""
"0003217867","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","360","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","3","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 寄り合いの議題別農業集落数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","寄り合いの議題別農業集落数","","","","",""
"0003217771","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","558","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","4","集落営農実態調査  全国都道府県別統計 設立年次別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","設立年次別集落営農数","","","","",""
"0003217833","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","372","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","4","集落営農実態調査  累年統計 集落営農数、現況集積面積等（平成20年２月１日現在）","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  累年統計","集落営農数、現況集積面積等（平成20年２月１日現在）","","","","",""
"0003217868","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","225","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","4","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 地域資源の保全状況 農地","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","地域資源の保全状況","農地","","","",""
"0003217869","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","225","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","4","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 地域資源の保全状況 森林","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","地域資源の保全状況","森林","","","",""
"0003217870","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","225","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","4","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 地域資源の保全状況 ため池・湖沼","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","地域資源の保全状況","ため池・湖沼","","","",""
"0003217871","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","225","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","4","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 地域資源の保全状況 河川・水路","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","地域資源の保全状況","河川・水路","","","",""
"0003217872","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","225","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","4","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 地域資源の保全状況 農業用用排水路","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","地域資源の保全状況","農業用用排水路","","","",""
"0003217772","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","186","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","5","集落営農実態調査  全国都道府県別統計 特定農業法人・特定農業団体別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","特定農業法人・特定農業団体別集落営農数","","","","",""
"0003217834","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","372","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","5","集落営農実態調査  累年統計 集落営農数、現況集積面積等（平成21年２月１日現在）","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  累年統計","集落営農数、現況集積面積等（平成21年２月１日現在）","","","","",""
"0003217873","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","765","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","5","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 活性化のための取組状況","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","活性化のための取組状況","","","","",""
"0003217773","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","186","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","6","集落営農実態調査  全国都道府県別統計 経営所得安定対策への加入状況別集落営農数","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  全国都道府県別統計","経営所得安定対策への加入状況別集落営農数","","","","",""
"0003217835","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","372","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","6","集落営農実態調査  累年統計 集落営農数、現況集積面積等（平成22年２月１日現在）","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査  累年統計","集落営農数、現況集積面積等（平成22年２月１日現在）","","","","",""
"0003217874","集落営農実態調査 確報 平成28年集落営農実態調査報告書","年次","201601-201612","2017-01-19","0","該当なし","270","2020-02-13","","00500238","集落営農実態調査","00500","農林水産省","6","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計 ＤＩＤ及び生活関連施設までの所要時間別農業集落数 最も近いＤＩＤ","04","農林水産業","01","農業","集落営農実態調査","確報","平成28年集落営農実態調査報告書","集落営農実態調査結果を活用した2015農林業センサス（農山村地域調査）の組替集計","ＤＩＤ及び生活関連施設までの所要時間別農業集落数","最も近いＤＩＤ","","","",""
