"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0004017664","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","23","事業所規模別、不就労日の通常賃金日額に対する割合階級別労働者数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、不就労日の通常賃金日額に対する割合階級別労働者数"
"0004017665","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","24","港湾別、職種別、労働者数・派遣労働者数・日雇労働者数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、職種別、労働者数・派遣労働者数・日雇労働者数"
"0004017666","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","25","事業所規模別、職種別、労働者数・派遣労働者数・日雇労働者数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、職種別、労働者数・派遣労働者数・日雇労働者数"
"0004017667","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","26","港湾別、週所定労働時間階級別事業所数、平均労働時間、平均休日数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、週所定労働時間階級別事業所数、平均労働時間、平均休日数"
"0004017668","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","27","事業所規模別、週所定労働時間階級別事業所数、平均労働時間、平均休日数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、週所定労働時間階級別事業所数、平均労働時間、平均休日数"
"0004017669","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","28","港湾別、週休２日制の導入の有無及び週休２日別形態別事業所割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、週休２日制の導入の有無及び週休２日別形態別事業所割合"
"0004017670","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","29","事業所規模別、週休２日制の導入の有無及び週休２日別形態別事業所割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、週休２日制の導入の有無及び週休２日別形態別事業所割合"
"0004017671","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","3","港湾別、港湾労働者派遣事業の許可取得の有無","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、港湾労働者派遣事業の許可取得の有無"
"0004017672","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","30","港湾別、交代制勤務の導入割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、交代制勤務の導入割合"
"0004017673","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","31","事業所規模別、交代制勤務の導入割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、交代制勤務の導入割合"
"0004017674","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","32","港湾別、港湾派遣労働者の使用割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、港湾派遣労働者の使用割合"
"0004017675","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","33","事業所規模別、港湾派遣労働者の使用割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、港湾派遣労働者の使用割合"
"0004017676","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","34","港湾別、港湾派遣労働者を使用した動機別割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、港湾派遣労働者を使用した動機別割合"
"0004017677","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","35","事業所規模別、港湾派遣労働者を使用した動機別割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、港湾派遣労働者を使用した動機別割合"
"0004017678","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","36","港湾別、派遣就労が可能である日数の上限希望別割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、派遣就労が可能である日数の上限希望別割合"
"0004017679","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","37","事業所規模別、派遣就労が可能である日数の上限希望別割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、派遣就労が可能である日数の上限希望別割合"
"0004017680","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","38","港湾別、派遣制度活用希望割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、派遣制度活用希望割合"
"0004017681","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","39","事業所規模別、派遣制度活用希望割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、派遣制度活用希望割合"
"0004017682","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","4","事業所規模別、港湾労働者派遣事業の許可取得の有無","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、港湾労働者派遣事業の許可取得の有無"
"0004017683","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","40","港湾別、日雇労働者の使用割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、日雇労働者の使用割合"
"0004017684","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","41","事業所規模別、日雇労働者の使用割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、日雇労働者の使用割合"
"0004017685","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","42","港湾別、日雇労働者の募集動機割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、日雇労働者の募集動機割合"
"0004017686","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","43","事業所規模別、日雇労働者の募集動機割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、日雇労働者の募集動機割合"
"0004017687","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","48","港湾別、日別就労延日数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、日別就労延日数"
"0004017688","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","49","事業所規模別、日別就労延日数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、日別就労延日数"
"0004017693","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","5","港湾別、革新荷役・在来荷役別月間貨物取扱量","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、革新荷役・在来荷役別月間貨物取扱量"
"0004017689","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","50","港湾別、荷役作業の有無、労働者の過不足日数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、荷役作業の有無、労働者の過不足日数"
"0004017690","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","51","事業所規模別、荷役作業の有無、労働者の過不足日数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、荷役作業の有無、労働者の過不足日数"
"0004017691","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","52","港湾別、月間就労状況","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、月間就労状況"
"0004017692","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","53","事業所規模別、月間就労状況","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、月間就労状況"
"0004017694","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","54","港湾別、過剰人員・不足人員数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、過剰人員・不足人員数"
"0004017695","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","55","事業所規模別、過剰人員・不足人員数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、過剰人員・不足人員数"
"0004017696","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","56","港湾別、常用労働者で不足の場合の対応方法別事業所の割合（複数回答）","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、常用労働者で不足の場合の対応方法別事業所の割合（複数回答）"
"0004017697","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","57","事業所規模別、常用労働者で不足の場合の対応方法別事業所の割合（複数回答）","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、常用労働者で不足の場合の対応方法別事業所の割合（複数回答）"
"0004017698","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","58","港湾別、最近の日曜・夜間荷役等の状況別割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、最近の日曜・夜間荷役等の状況別割合"
"0004017699","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","59","事業所規模別、最近の日曜・夜間荷役等の状況別割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、最近の日曜・夜間荷役等の状況別割合"
"0004017704","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","6","港湾別、年齢階級別常用労働者数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、年齢階級別常用労働者数"
"0004017700","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","60","港湾別、職業訓練実施の有無別事業所の割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、職業訓練実施の有無別事業所の割合"
"0004017701","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","61","事業所規模別、職業訓練実施の有無別事業所の割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、職業訓練実施の有無別事業所の割合"
"0004017702","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","62","港湾別、教育訓練実施の種類別・実施方法別事業所数（複数回答）","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、教育訓練実施の種類別・実施方法別事業所数（複数回答）"
"0004017703","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","63","事業所規模別、教育訓練実施の種類別・実施方法別事業所数（複数回答）","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、教育訓練実施の種類別・実施方法別事業所数（複数回答）"
"0004017705","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","64","港湾別、教育訓練の実施しなかった理由別事業所の割合（複数回答）","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、教育訓練の実施しなかった理由別事業所の割合（複数回答）"
"0004017706","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","65","事業所規模別、教育訓練の実施しなかった理由別事業所の割合（複数回答）","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、教育訓練の実施しなかった理由別事業所の割合（複数回答）"
"0004017707","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","66","港湾別、教育訓練を行う場合の課題別事業所の割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、教育訓練を行う場合の課題別事業所の割合"
"0004017709","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","67","事業所規模別、教育訓練を行う場合の課題別事業所の割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、教育訓練を行う場合の課題別事業所の割合"
"0004017711","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","68","港湾別、派遣を受けた理由別派遣日数希望割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、派遣を受けた理由別派遣日数希望割合"
"0004017712","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","69","事業所規模別、派遣を受けた理由別派遣日数希望割合","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、派遣を受けた理由別派遣日数希望割合"
"0004017713","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","7","事業所規模別、年齢階級別常用労働者数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、年齢階級別常用労働者数"
"0004017714","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","8","港湾別、定年制の有無別事業所数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","港湾別、定年制の有無別事業所数"
"0004017715","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-01","0","該当なし","0","2024-09-01","","00450241","港湾運送事業雇用実態調査","00450","厚生労働省","9","事業所規模別、定年制の有無別事業所数","03","労働・賃金","03","雇用","平成３０年港湾運送事業雇用実態調査","事業所規模別、定年制の有無別事業所数"
