"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY3","TITLE"
"0003279933","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","90","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","11","統計表（連合会別） 諸税 信連、経済連、厚生連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","諸税","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","信連、経済連、厚生連","","この事業年度中に納付した諸税","",""
"0003279935","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","90","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","12","統計表（連合会別） 外部出資","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","外部出資","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","","","","",""
"0003279937","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","18","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","12","統計表（連合会別） 外部出資 株式会社の株式取得","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","外部出資","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","株式会社の株式取得","","","",""
"0003279938","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","3","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-1","統計表（連合会別） 事業の明細　信連の事業","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　信連の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","","","","",""
"0003279939","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","24","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-1","統計表（連合会別） 事業の明細　信連の事業 預け金","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　信連の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","預け金","","","",""
"0003279940","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","33","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-1","統計表（連合会別） 事業の明細　信連の事業 有価証券","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　信連の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","有価証券","","","",""
"0003279941","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","57","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-1","統計表（連合会別） 事業の明細　信連の事業 貯金","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　信連の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","貯金","","","",""
"0003279942","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","6","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-1","統計表（連合会別） 事業の明細　信連の事業 特定信用事業代理業者の状況","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　信連の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","特定信用事業代理業者の状況","","","",""
"0003279943","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","128","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-1","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 購買事業 経済連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","購買事業","経済連","","",""
"0003279944","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","128","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-1","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 購買事業 畜産連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","購買事業","畜産連","","",""
"0003279945","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","128","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-1","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 購買事業 酪農連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","購買事業","酪農連","","",""
"0003279946","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","128","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-1","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 購買事業 その他連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","購買事業","その他連","","",""
"0003279947","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","114","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-2","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 販売事業 経済連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","販売事業","経済連","","",""
"0003279948","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","114","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-2","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 販売事業 畜産連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","販売事業","畜産連","","",""
"0003279950","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","114","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-2","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 販売事業 その他連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","販売事業","その他連","","",""
"0003279951","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","66","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-3","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 加工（製造）事業 経済連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","加工（製造）事業","経済連","","",""
"0003279952","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","66","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-3","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 加工（製造）事業 酪農連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","加工（製造）事業","酪農連","","",""
"0003279953","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","66","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-3","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 加工（製造）事業 その他連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","加工（製造）事業","その他連","","",""
"0003279954","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","9","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-4","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 農業倉庫事業（経済連のみ）","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農業倉庫事業（経済連のみ）","","自庫・借庫を問わず、経済連が農業倉庫事業に使用している倉庫","",""
"0003279955","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","152","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","13-2-5","統計表（連合会別） 事業の明細　経済連及びその他の連合会の事業 共同利用施設等の所有状況","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","事業の明細　経済連及びその他の連合会の事業","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","共同利用施設等の所有状況","","","",""
"0003279909","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","348","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","4","統計表（連合会別） 支所、出張所等の設置状況及び職員数 総数 信連、経済連、厚生連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","支所、出張所等の設置状況及び職員数","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","総数","信連、経済連、厚生連","「常勤嘱託」とは、正職員に準ずる身分又は労働条件の者をいう。「支所・出張所」とは、従たる事務所として代理権と、一部の決定権を有する責任者が存在し、独立して事業経営を行うことのできる事務所をいう（厚生連については、病院等を除く。）。「代理所等（その他事業所）」とは、支所・出張所以外で独立して事業経営を行っている店舗・工場・給油所であって、専従職員を配置している事業所をいう（厚生連については、独立した検診センター等を除く。）。","",""
"0003279911","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","114","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","4","統計表（連合会別） 支所、出張所等の設置状況及び職員数 経済連の技術担当職員の内訳","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","支所、出張所等の設置状況及び職員数","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","経済連の技術担当職員の内訳","","「支所・出張所」とは、従たる事務所として代理権と、一部の決定権を有する責任者が存在し、独立して事業経営を行うことのできる事務所をいう（厚生連については、病院等を除く。）。「代理所等（その他事業所）」とは、支所・出張所以外で独立して事業経営を行っている店舗・工場・給油所であって、専従職員を配置している事業所をいう（厚生連については、独立した検診センター等を除く。）。","",""
"0003279912","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","224","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","5","統計表（連合会別） 貸借対照表（Ｂ／Ｓ） 信連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","貸借対照表（Ｂ／Ｓ）","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","信連","","当期未処分剰余金及び当期剰余金はそれぞれ損失金を差し引いた額である。		端数処理のため、各勘定科目とその内訳が一致しない。","",""
"0003279913","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","268","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","5","統計表（連合会別） 貸借対照表（Ｂ／Ｓ） 経済連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","貸借対照表（Ｂ／Ｓ）","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","経済連","","当期未処分剰余金及び当期剰余金はそれぞれ損失金を差し引いた額である。端数処理のため、各勘定科目とその内訳が一致しない。","",""
"0003279914","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","248","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","5","統計表（連合会別） 貸借対照表（Ｂ／Ｓ） 厚生連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","貸借対照表（Ｂ／Ｓ）","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","厚生連","","","",""
"0003279918","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","212","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","6","統計表（連合会別） 損益計算書（Ｐ／Ｌ） 信連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","損益計算書（Ｐ／Ｌ）","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","信連","","経常利益、税引前当期利益、当期剰余金、当期首繰越剰余金、当期未処分剰余金は、ぞれぞれ損失金を差し引いた額である。端数処理のため、各勘定科目とその内訳が一致しない。","",""
"0003279920","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","164","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","6","統計表（連合会別） 損益計算書（Ｐ／Ｌ） 厚生連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","損益計算書（Ｐ／Ｌ）","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","厚生連","","事業利益、経常利益、税引前当期利益、当期剰余金、当期首繰越剰余金、当期未処分剰余金は、ぞれぞれ損失金を差し引いた額である。端数処理のため、各勘定科目とその内訳が一致しない。","",""
"0003279921","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","180","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","6","統計表（連合会別） 損益計算書（Ｐ／Ｌ） 畜産連","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","損益計算書（Ｐ／Ｌ）","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","畜産連","","事業利益、経常利益、税引前当期利益、当期首繰越剰余金、当期未処分剰余金は、ぞれぞれ損失金を差し引いた額である。端数処理のため、各勘定科目とその内訳が一致しない。","",""
"0003279930","農業協同組合及び同連合会一斉調査 確報 農業協同組合連合会統計表 平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","-","201604-201703","2019-02-04","0","該当なし","72","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","9","統計表（連合会別） 労働条件 新卒者の採用者数 厚生連（医師等技術職員）","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","統計表（連合会別）","労働条件","農業協同組合連合会統計表","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","新卒者の採用者数","厚生連（医師等技術職員）","","",""
"0001803081","農業協同組合及び同連合会一斉調査 確報 専門農協統計表 平成29事業年度専門農協統計表","年度次","201704-201803","2020-03-16","0","該当なし","1029","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","1","調査票集計状況（都道府県別・業種別） 調査票集計状況（都道府県別・業種別）","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","調査票集計状況（都道府県別・業種別）","調査票集計状況（都道府県別・業種別）","専門農協統計表","平成29事業年度専門農協統計表","","","","",""
"0001803082","農業協同組合及び同連合会一斉調査 確報 専門農協統計表 平成29事業年度専門農協統計表","年度次","201704-201803","2020-03-16","0","該当なし","231","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","1","業種別集計表 組合員数及び役職員数 組合員数","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","業種別集計表","組合員数及び役職員数","専門農協統計表","平成29事業年度専門農協統計表","組合員数","","","",""
"0001803083","農業協同組合及び同連合会一斉調査 確報 専門農協統計表 平成29事業年度専門農協統計表","年度次","201704-201803","2020-03-16","0","該当なし","168","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","1","業種別集計表 組合員数及び役職員数 正組合員（個人）数別組合数","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","業種別集計表","組合員数及び役職員数","専門農協統計表","平成29事業年度専門農協統計表","正組合員（個人）数別組合数","","","",""
"0001803084","農業協同組合及び同連合会一斉調査 確報 専門農協統計表 平成29事業年度専門農協統計表","年度次","201704-201803","2020-03-16","0","該当なし","483","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","1","業種別集計表 組合員数及び役職員数 役員数","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","業種別集計表","組合員数及び役職員数","専門農協統計表","平成29事業年度専門農協統計表","役員数","","","",""
"0001803085","農業協同組合及び同連合会一斉調査 確報 専門農協統計表 平成29事業年度専門農協統計表","年度次","201704-201803","2020-03-16","0","該当なし","147","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","1","業種別集計表 組合員数及び役職員数 職員数","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","業種別集計表","組合員数及び役職員数","専門農協統計表","平成29事業年度専門農協統計表","職員数","","","",""
"0001803086","農業協同組合及び同連合会一斉調査 確報 専門農協統計表 平成29事業年度専門農協統計表","年度次","201704-201803","2020-03-16","0","該当なし","483","2023-03-07","","00500602","農業協同組合及び同連合会一斉調査","00500","農林水産省","1","業種別集計表 組合員数及び役職員数 職員の平均給与（平成29年９月現在）","07","企業・家計・経済","01","企業活動","農業協同組合及び同連合会一斉調査","確報","業種別集計表","組合員数及び役職員数","専門農協統計表","平成29事業年度専門農協統計表","職員の平均給与（平成29年９月現在）","","","",""
