"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE"
"0003156822","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","70","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 住宅を取得した経緯（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","１　調査対象住宅の所有状況と調査時点での居住状況","調査対象住宅の所有状況（8区分）","住宅を取得した経緯（4区分）",""
"0003156823","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","110","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 利用状況（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","１　調査対象住宅の所有状況と調査時点での居住状況","調査対象住宅の所有状況（8区分）","利用状況（8区分）",""
"0003156840","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","80","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 延べ床面積（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","１　調査対象住宅の所有状況と調査時点での居住状況","調査対象住宅の所有状況（8区分）","延べ床面積（6区分）",""
"0003156841","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","70","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 人が住まなくなってからの期間（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","１　調査対象住宅の所有状況と調査時点での居住状況","調査対象住宅の所有状況（8区分）","人が住まなくなってからの期間（5区分）",""
"0003156936","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","30","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 構造（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","構造（5区分）",""
"0003156937","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","40","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 腐朽・破損の有無（2区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","腐朽・破損の有無（2区分）",""
"0003156938","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","55","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 建築時期（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","建築時期（8区分）",""
"0003156939","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","40","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 所有者の住んでいる住宅（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","所有者の住んでいる住宅（5区分）",""
"0003156952","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","35","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 敷地に接している道路の幅員（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","敷地に接している道路の幅員（6区分）",""
"0003156953","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","40","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 延べ床面積（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","延べ床面積（6区分）",""
"0003156954","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","50","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 所有者の年齢（7区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","所有者の年齢（7区分）",""
"0003157008","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","40","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 所有者の自宅等からの距離（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","所有者の自宅等からの距離（5区分）",""
"0003157009","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","55","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 利用状況（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","利用状況（8区分）",""
"0003157021","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","25","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 市町村の属性（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","市町村の属性（4区分）",""
"0003157022","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","35","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 住宅を取得した経緯（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","住宅を取得した経緯（4区分）",""
"0003157023","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","35","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 管理の頻度（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","管理の頻度（5区分）",""
"0003157040","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","35","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 人が住まなくなってからの期間（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","人が住まなくなってからの期間（5区分）",""
"0003157041","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","45","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","10","３　所有者の属性等 土地の所有者（2区分） 主な管理者（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","土地の所有者（2区分）","主な管理者（6区分）",""
"0003157010","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","70","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 敷地に接している道路の幅員（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","敷地に接している道路の幅員（6区分）",""
"0003157011","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","110","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 建築時期（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","建築時期（8区分）",""
"0003157012","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","80","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 延べ床面積（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","延べ床面積（6区分）",""
"0003157013","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","80","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 所有者の住んでいる住宅（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","所有者の住んでいる住宅（5区分）",""
"0003157014","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","80","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 所有者の自宅等からの距離（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","所有者の自宅等からの距離（5区分）",""
"0003157015","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","70","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 住宅を取得した経緯（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","住宅を取得した経緯（4区分）",""
"0003157016","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","110","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 利用状況（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","利用状況（8区分）",""
"0003157017","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","70","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 人が住まなくなってからの期間（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","人が住まなくなってからの期間（5区分）",""
"0003157018","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","90","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 主な管理者（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","主な管理者（6区分）",""
"0003157042","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","50","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 市町村の属性（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","市町村の属性（4区分）",""
"0003157043","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","60","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 構造（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","構造（5区分）",""
"0003157044","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","80","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 腐朽・破損の有無（2区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","腐朽・破損の有無（2区分）",""
"0003157045","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","70","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","11","３　所有者の属性等 所有者の年齢（7区分） 管理の頻度（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の年齢（7区分）","管理の頻度（5区分）",""
"0003157046","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","40","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 市町村の属性（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","市町村の属性（4区分）",""
"0003157047","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","48","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 構造（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","構造（5区分）",""
"0003157048","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 敷地に接している道路の幅員（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","敷地に接している道路の幅員（6区分）",""
"0003157049","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","64","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 腐朽・破損の有無（2区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","腐朽・破損の有無（2区分）",""
"0003157050","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","88","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 建築時期（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","建築時期（8区分）",""
"0003157051","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","64","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 延べ床面積（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","延べ床面積（6区分）",""
"0003157052","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","80","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 所有者の年齢（7区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","所有者の年齢（7区分）",""
"0003157053","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","64","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 所有者の住んでいる住宅（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","所有者の住んでいる住宅（5区分）",""
"0003157054","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 住宅を取得した経緯（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","住宅を取得した経緯（4区分）",""
"0003157055","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","88","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 利用状況（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","利用状況（8区分）",""
"0003157056","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 人が住まなくなってからの期間（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","人が住まなくなってからの期間（5区分）",""
"0003157057","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","72","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 主な管理者（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","主な管理者（6区分）",""
"0003157058","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 管理の頻度（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の自宅等からの距離（5区分）","管理の頻度（5区分）",""
"0003157019","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 住宅を取得した経緯（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","住宅を取得した経緯（4区分）",""
"0003157024","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 敷地に接している道路の幅員（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","敷地に接している道路の幅員（6区分）",""
"0003157025","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","88","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 建築時期（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","建築時期（8区分）",""
"0003157026","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","80","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 所有者の年齢（7区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","所有者の年齢（7区分）",""
"0003157027","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","64","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 所有者の自宅等からの距離（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","所有者の自宅等からの距離（5区分）",""
"0003157028","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 管理の頻度（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","管理の頻度（5区分）",""
"0003157059","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","40","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 市町村の属性（4区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","市町村の属性（4区分）",""
"0003157060","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","48","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 構造（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","構造（5区分）",""
"0003157061","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","64","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 腐朽・破損の有無（2区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","腐朽・破損の有無（2区分）",""
"0003157062","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","72","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 主な管理者（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","主な管理者（6区分）",""
"0003157080","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","64","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 延べ床面積（6区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","延べ床面積（6区分）",""
"0003157081","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","56","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 人が住まなくなってからの期間（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","人が住まなくなってからの期間（5区分）",""
"0003157100","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","88","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 利用状況（8区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","３　所有者の属性等","所有者の住んでいる住宅（5区分）","利用状況（8区分）",""
"0003157029","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","66","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","14","４　利用状況 利用状況（8区分） 構造（5区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","４　利用状況","利用状況（8区分）","構造（5区分）",""
"0003157030","平成26年空家実態調査","-","201401-201412","2016-12-28","0","該当なし","88","2017-03-08","","00600640","空き家所有者実態調査","00600","国土交通省","14","４　利用状況 利用状況（8区分） 腐朽・破損の有無（2区分）","08","住宅・土地・建設","01","住宅・土地","平成26年空家実態調査","４　利用状況","利用状況（8区分）","腐朽・破損の有無（2区分）",""
