"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003408463","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","768","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-5","都道府県別内訳表　　森林組合　　組織・執行体制 総代会制の有無及び役員選出の方法","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","総代会制の有無及び役員選出の方法","","","",""
"0003408398","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","12","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-6","総括表　　森林組合　　組織・執行体制 林業労働力確保法における認定事業体か否か","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　森林組合　　組織・執行体制","林業労働力確保法における認定事業体か否か","","","",""
"0003411311","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","432","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-6","都道府県別内訳表　　森林組合　　組織・執行体制 林業労働力確保法における認定事業体か否か","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","林業労働力確保法における認定事業体か否か","","","",""
"0003411311","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","432","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-6","都道府県別内訳表　　森林組合　　組織・執行体制 林業労働力確保法における認定事業体か否か","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","林業労働力確保法における認定事業体か否か","","","",""
"0003408399","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","48","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-7","総括表　　森林組合　　組織・執行体制 許可等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　森林組合　　組織・執行体制","許可等","","","",""
"0003408465","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","2304","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-7","都道府県別内訳表　　森林組合　　組織・執行体制 許可等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","許可等","","","",""
"0003408465","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","2304","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-7","都道府県別内訳表　　森林組合　　組織・執行体制 許可等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","許可等","","","",""
"0003411967","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","6048","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","都道府県別内訳表　　森林組合　　組織・執行体制 役員","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","役員","","","",""
"0003411967","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","6048","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","都道府県別内訳表　　森林組合　　組織・執行体制 役員","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","役員","","","",""
"0003412085","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","132","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","総括表　　森林組合　　組織・執行体制 役員","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　森林組合　　組織・執行体制","役員","","","",""
"0003408401","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","40","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-9","総括表　　森林組合　　組織・執行体制 常勤役員・専従職員数別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　森林組合　　組織・執行体制","常勤役員・専従職員数別組合数","","","",""
"0003408467","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","1440","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-9","都道府県別内訳表　　森林組合　　組織・執行体制 常勤役員・専従職員数別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","常勤役員・専従職員数別組合数","","","",""
"0003408467","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","1440","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-9","都道府県別内訳表　　森林組合　　組織・執行体制 常勤役員・専従職員数別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","常勤役員・専従職員数別組合数","","","",""
"0003411336","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","88","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","10","総括表　　生産森林組合 販売実績等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","販売実績等","","","",""
"0003411338","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","3168","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","10","都道府県別内訳表　　生産森林組合 販売実績等　販売実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","販売実績等　販売実績","","","",""
"0003411338","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","3168","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","10","都道府県別内訳表　　生産森林組合 販売実績等　販売実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","販売実績等　販売実績","","","",""
"0003408454","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","52","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","11","総括表　　生産森林組合 新植・保育及び主伐・間伐実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","新植・保育及び主伐・間伐実績","","","",""
"0003408530","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","950","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","11","都道府県別内訳表　　生産森林組合 新植・保育実績　新植・保育","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","新植・保育実績　新植・保育","","","",""
"0003408530","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","950","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","11","都道府県別内訳表　　生産森林組合 新植・保育実績　新植・保育","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","新植・保育実績　新植・保育","","","",""
"0003408455","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","12","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","総括表　　生産森林組合 税金関係　青色申告の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","税金関係　青色申告の有無","","","",""
"0003408456","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","12","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","総括表　　生産森林組合 税金関係　青色申告をしている組合のうち法人税法第６０条の２の「協同組合等の事業分量配当等の損金算入」の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","税金関係　青色申告をしている組合のうち法人税法第６０条の２の「協同組合等の事業分量配当等の損金算入」の有無","","","",""
"0003408457","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","48","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","総括表　　生産森林組合 税金関係　当期中に納付した税金額","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","税金関係　当期中に納付した税金額","","","",""
"0003408531","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","1294","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","都道府県別内訳表　　生産森林組合 林産事業の伐採方法別内訳　主間伐実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","林産事業の伐採方法別内訳　主間伐実績","","","",""
"0003408531","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","1294","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","都道府県別内訳表　　生産森林組合 林産事業の伐採方法別内訳　主間伐実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","林産事業の伐採方法別内訳　主間伐実績","","","",""
"0003408532","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","432","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係　青色申告の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","税金関係　青色申告の有無","","","",""
"0003408532","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","432","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係　青色申告の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","税金関係　青色申告の有無","","","",""
"0003408533","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","432","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係　法人税法60条の２の「協同組合等の事業分量配当等の損金算入」の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","税金関係　法人税法60条の２の「協同組合等の事業分量配当等の損金算入」の有無","","","",""
"0003408533","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","432","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係　法人税法60条の２の「協同組合等の事業分量配当等の損金算入」の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","税金関係　法人税法60条の２の「協同組合等の事業分量配当等の損金算入」の有無","","","",""
"0003408534","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","1728","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係　当期中に納付した税金額","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","税金関係　当期中に納付した税金額","","","",""
"0003408534","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","1728","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係　当期中に納付した税金額","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","税金関係　当期中に納付した税金額","","","",""
"0003408443","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","20","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2","総括表　　生産森林組合 森林組合及び森林組合連合会への加入の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","森林組合及び森林組合連合会への加入の有無","","","",""
"0003408517","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","864","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2","都道府県別内訳表　　生産森林組合 森林組合及び森林組合連合会への加入の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","森林組合及び森林組合連合会への加入の有無","","","",""
"0003408517","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","864","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2","都道府県別内訳表　　生産森林組合 森林組合及び森林組合連合会への加入の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","森林組合及び森林組合連合会への加入の有無","","","",""
"0003412228","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","264","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-1","総括表　　森林組合　　財務 貸借対照表","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　森林組合　　財務","貸借対照表","","","",""
"0003412230","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","10080","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-1","都道府県別内訳表　　森林組合　　財務 貸借対照表","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　財務","貸借対照表","","","",""
"0003412230","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","10080","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-1","都道府県別内訳表　　森林組合　　財務 貸借対照表","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　財務","貸借対照表","","","",""
"0003408406","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","16","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-2","総括表　　森林組合　　財務 剰余金処分案による配当金","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　森林組合　　財務","剰余金処分案による配当金","","","",""
"0003408472","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","3456","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-2","都道府県別内訳表　　森林組合　　財務 借入金の借入先別金額　短期借入金","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　財務","借入金の借入先別金額　短期借入金","","","",""
"0003408472","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","3456","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-2","都道府県別内訳表　　森林組合　　財務 借入金の借入先別金額　短期借入金","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　財務","借入金の借入先別金額　短期借入金","","","",""
"0003408473","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","4032","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-2","都道府県別内訳表　　森林組合　　財務 借入金の借入先別金額　長期借入金","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　森林組合　　財務","借入金の借入先別金額　長期借入金","","","",""
