"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003314880","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","9504","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q1-4","付問2 全社の外部支出研究開発費の内訳、うち自己資金から支出した研究費(対海外) 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 全社の外部支出研究開発費の内訳、うち自己資金から支出した研究費(対海外) 業種別"
"0003314881","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","648","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q1-4","付問2 全社の外部支出研究開発費の内訳、うち自己資金から支出した研究費(対海外) 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 全社の外部支出研究開発費の内訳、うち自己資金から支出した研究費(対海外) 資本金階級別"
"0003314882","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","5808","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q1-4","全社、主要業種の社内研究開発費 外部支出研究開発費 受入研究費 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","全社、主要業種の社内研究開発費 外部支出研究開発費 受入研究費 業種別"
"0003314883","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","396","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q1-4","全社、主要業種の社内研究開発費 外部支出研究開発費 受入研究費 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","全社、主要業種の社内研究開発費 外部支出研究開発費 受入研究費 資本金階級別"
"0003314898","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1584","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q1-4","付問1 全社の外部支出研究開発費の内訳(対国内) 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問1 全社の外部支出研究開発費の内訳(対国内) 業種別"
"0003314899","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","108","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q1-4","付問1 全社の外部支出研究開発費の内訳(対国内) 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問1 全社の外部支出研究開発費の内訳(対国内) 資本金階級別"
"0003287848","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1584","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-1","外国籍研究開発者数､主要業種に係わる研究開発者数 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","外国籍研究開発者数､主要業種に係わる研究開発者数 業種別"
"0003287849","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","108","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-1","外国籍研究開発者数､主要業種に係わる研究開発者数 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","外国籍研究開発者数､主要業種に係わる研究開発者数 資本金階級別"
"0003314884","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","3960","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-1","年齢別研究開発者数 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","年齢別研究開発者数 業種別"
"0003314885","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","270","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-1","年齢別研究開発者数 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","年齢別研究開発者数 資本金階級別"
"0003314886","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","8712","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-2","本年度に採用した研究者数およびその内訳(新卒､中途を問わず)、うち､新卒採用者以外 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","本年度に採用した研究者数およびその内訳(新卒､中途を問わず)、うち､新卒採用者以外 業種別"
"0003314887","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","594","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-2","本年度に採用した研究者数およびその内訳(新卒､中途を問わず)、うち､新卒採用者以外 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","本年度に採用した研究者数およびその内訳(新卒､中途を問わず)、うち､新卒採用者以外 資本金階級別"
"0003314888","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","5016","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-3","本年度の転出研究者数とその転出先内訳 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","本年度の転出研究者数とその転出先内訳 業種別"
"0003314889","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","342","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-3","本年度の転出研究者数とその転出先内訳 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","本年度の転出研究者数とその転出先内訳 資本金階級別"
"0003302028","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","6336","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-4","研究開発者採用後の印象 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","研究開発者採用後の印象 業種別"
"0003302029","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","432","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-4","研究開発者採用後の印象 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","研究開発者採用後の印象 資本金階級別"
"0003302030","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1232","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-5","研究開発者インターンシップ受入状況 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","研究開発者インターンシップ受入状況 業種別"
"0003302031","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","84","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q2-5","研究開発者インターンシップ受入状況 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","研究開発者インターンシップ受入状況 資本金階級別"
"0003302032","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1848","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","本年度の知的財産活動について 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","本年度の知的財産活動について 業種別"
"0003302033","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","126","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","本年度の知的財産活動について 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","本年度の知的財産活動について 資本金階級別"
"0003302034","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1056","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問2 前々年度と比較した本年度の出願件数の増減 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 前々年度と比較した本年度の出願件数の増減 業種別"
"0003302035","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","72","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問2 前々年度と比較した本年度の出願件数の増減 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 前々年度と比較した本年度の出願件数の増減 資本金階級別"
"0003302036","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","4400","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問2 前々年度と比較した本年度の出願件数の減少理由 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 前々年度と比較した本年度の出願件数の減少理由 業種別"
"0003302037","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","300","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問2 前々年度と比較した本年度の出願件数の減少理由 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 前々年度と比較した本年度の出願件数の減少理由 資本金階級別"
"0003302038","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","4400","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問2 前々年度と比較した本年度の出願件数の増加理由 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 前々年度と比較した本年度の出願件数の増加理由 業種別"
"0003302039","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","300","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問2 前々年度と比較した本年度の出願件数の増加理由 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問2 前々年度と比較した本年度の出願件数の増加理由 資本金階級別"
"0003314890","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","3960","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問1 本年度の特許出願件数 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問1 本年度の特許出願件数 業種別"
"0003314891","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","270","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問1 本年度の特許出願件数 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問1 本年度の特許出願件数 資本金階級別"
"0003314892","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","2904","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問1 本年度の特許出願の経費 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問1 本年度の特許出願の経費 業種別"
"0003314893","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","198","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-1","付問1 本年度の特許出願の経費 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問1 本年度の特許出願の経費 資本金階級別"
"0003314894","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","5544","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-2","国内特許の実施状況 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","国内特許の実施状況 業種別"
"0003314895","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","378","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-2","国内特許の実施状況 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","国内特許の実施状況 資本金階級別"
"0003314896","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","2112","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-3","ライセンス状況 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","ライセンス状況 業種別"
"0003314897","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","144","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-3","ライセンス状況 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","ライセンス状況 資本金階級別"
"0003302040","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","2772","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-4","特許出願時点から競合他社が迂回発明を特許出願するまでの期間 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","特許出願時点から競合他社が迂回発明を特許出願するまでの期間 業種別"
"0003302041","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","189","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-4","特許出願時点から競合他社が迂回発明を特許出願するまでの期間 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","特許出願時点から競合他社が迂回発明を特許出願するまでの期間 資本金階級別"
"0003302042","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","3696","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-5","企業秘密、営業秘密の管理状況 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","企業秘密、営業秘密の管理状況 業種別"
"0003302043","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","252","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-5","企業秘密、営業秘密の管理状況 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","企業秘密、営業秘密の管理状況 資本金階級別"
"0003302044","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","880","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-6","知的財産権の帰属先 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","知的財産権の帰属先 業種別"
"0003302045","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","60","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-6","知的財産権の帰属先 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","知的財産権の帰属先 資本金階級別"
"0003302046","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1056","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-6","付問 職務発明制度 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問 職務発明制度 業種別"
"0003302047","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","72","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q3-6","付問 職務発明制度 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","付問 職務発明制度 資本金階級別"
"0003302048","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","2376","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種の区分 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種の区分 業種別"
"0003302049","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","162","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種の区分 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種の区分 資本金階級別"
"0003302050","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1584","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種の要素技術・要素行程の変化サイクル 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種の要素技術・要素行程の変化サイクル 業種別"
"0003302051","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","108","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種の要素技術・要素行程の変化サイクル 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種の要素技術・要素行程の変化サイクル 資本金階級別"
"0003302052","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","2420","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種における日本市場での競合企業数 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種における日本市場での競合企業数 業種別"
"0003302053","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","165","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種における日本市場での競合企業数 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種における日本市場での競合企業数 資本金階級別"
"0003302054","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","2420","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種における過去3年間(前々年度～本年度)の新規参入企業数 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種における過去3年間(前々年度～本年度)の新規参入企業数 業種別"
"0003302055","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","165","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-1","主要業種における過去3年間(前々年度～本年度)の新規参入企業数 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種における過去3年間(前々年度～本年度)の新規参入企業数 資本金階級別"
"0003302056","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","16896","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-10","開発した新製品･サービスの利益確保において優先した事項 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","開発した新製品･サービスの利益確保において優先した事項 業種別"
"0003302057","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1152","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-10","開発した新製品･サービスの利益確保において優先した事項 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","開発した新製品･サービスの利益確保において優先した事項 資本金階級別"
"0003302058","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1320","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-2","国内の主要業種における自社の位置づけ 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","国内の主要業種における自社の位置づけ 業種別"
"0003302059","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","90","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-2","国内の主要業種における自社の位置づけ 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","国内の主要業種における自社の位置づけ 資本金階級別"
"0003302060","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1320","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-3","主要業種の市場の範囲 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種の市場の範囲 業種別"
"0003302061","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","90","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-3","主要業種の市場の範囲 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種の市場の範囲 資本金階級別"
"0003302062","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1848","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-4","主要業種に参入してからの経過年数 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種に参入してからの経過年数 業種別"
"0003302063","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","126","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-4","主要業種に参入してからの経過年数 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種に参入してからの経過年数 資本金階級別"
"0003302064","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","6072","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-5","主要業種における新製品･サービス･製造方法等の投入･導入 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種における新製品･サービス･製造方法等の投入･導入 業種別"
"0003302065","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","414","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-5","主要業種における新製品･サービス･製造方法等の投入･導入 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","主要業種における新製品･サービス･製造方法等の投入･導入 資本金階級別"
"0003302066","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","5544","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-6","開発着手から利益を得られるまでの期間 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","開発着手から利益を得られるまでの期間 業種別"
"0003302067","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","378","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-6","開発着手から利益を得られるまでの期間 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","開発着手から利益を得られるまでの期間 資本金階級別"
"0003302068","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","2464","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-7","開発の技術・工程比率 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","開発の技術・工程比率 業種別"
"0003302069","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","168","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-7","開発の技術・工程比率 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","開発の技術・工程比率 資本金階級別"
"0003303386","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","5280","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-9","競争優位を保つための重視項目 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","競争優位を保つための重視項目 業種別"
"0003303387","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","360","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q4-9","競争優位を保つための重視項目 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","競争優位を保つための重視項目 資本金階級別"
