"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003117370","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","744","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の専兼業別経営体数 専業","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","個人経営体","自営漁業の専兼業別経営体数","専業","","",""
"0003117371","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","2232","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の後継者の有無別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","個人経営体","自営漁業の後継者の有無別経営体数","","","",""
"0003117388","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","744","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の専兼業別経営体数 合計","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","個人経営体","自営漁業の専兼業別経営体数","合計","","",""
"0003117389","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","35712","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 兼業経営体の漁業従事世帯員状況別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","個人経営体","兼業経営体の漁業従事世帯員状況別経営体数","","","",""
"0003117407","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","5952","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の専兼業別経営体数 兼業内訳","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","個人経営体","自営漁業の専兼業別経営体数","兼業内訳","","",""
"0003124212","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","14136","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 漁業の主従別営んだ兼業種類別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","個人経営体","漁業の主従別営んだ兼業種類別経営体数","","","",""
"0003117408","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","2976","2026-01-27","","00500210","漁業センサス","00500","農林水産省","4","統計表 漁業就業者 漁業就業者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","漁業就業者","漁業就業者数","","","",""
"0003124203","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","31248","2026-01-27","","00500210","漁業センサス","00500","農林水産省","4","統計表 漁業就業者 男女別年齢階層別漁業就業者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","漁業就業者","男女別年齢階層別漁業就業者数","","","",""
"0003117390","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","7440","2026-01-27","","00500210","漁業センサス","00500","農林水産省","5","統計表 11月１日現在の海上作業従事者(家族・雇用者別）","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","11月１日現在の海上作業従事者(家族・雇用者別）","","","","",""
"0003124252","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","6696","2026-01-27","","00500210","漁業センサス","00500","農林水産省","6","統計表 世帯員（個人経営体出身　男女別年齢階層別）","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","世帯員（個人経営体出身　男女別年齢階層別）","","","","",""
"0003117409","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","14136","2026-01-27","","00500210","漁業センサス","00500","農林水産省","7","統計表 漁船","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","漁船","","","","",""
"0003117358","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","3720","2026-01-27","","00500210","漁業センサス","00500","農林水産省","8","統計表 漁業管理組織　 運営主体別組織数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","漁業管理組織　","運営主体別組織数","","","",""
"0003117391","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","2976","2026-01-27","","00500210","漁業センサス","00500","農林水産省","8","統計表 漁業管理組織　 管理の内容別組織数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","漁業管理組織　","管理の内容別組織数","","","",""
"0003117373","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","3720","2026-01-27","","00500210","漁業センサス","00500","農林水産省","9","統計表 海面漁業地域 遊漁関係団体との取組別漁協数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","海面漁業地域","遊漁関係団体との取組別漁協数","","","",""
"0003117410","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","-","200801-200812","2016-07-14","0","該当なし","4464","2026-01-27","","00500210","漁業センサス","00500","農林水産省","9","統計表 海面漁業地域 都市との交流活動の取組を行った漁協数及び年間延べ参加人数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第3巻海面漁業に関する統計（市区町村編）","統計表","海面漁業地域","都市との交流活動の取組を行った漁協数及び年間延べ参加人数","","","",""
"0003117380","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","3545","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","統計表 漁業経営体に関する基本的項目 漁業経営体数・漁船","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体に関する基本的項目","漁業経営体数・漁船","","","",""
"0003124216","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","12053","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","統計表 漁業経営体に関する基本的項目 海上作業従事者・陸上作業従事者・新規就業者","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体に関する基本的項目","海上作業従事者・陸上作業従事者・新規就業者","","","",""
"0003117383","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","6381","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 出荷先別延べ経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","出荷先別延べ経営体数","","","",""
"0003117399","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","4963","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 経営組織別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","経営組織別経営体数","","","",""
"0003117400","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","10635","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 漁獲物・収獲物の販売金額別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","漁獲物・収獲物の販売金額別経営体数","","","",""
"0003117418","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","26942","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 経営体階層別経営体数 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","経営体階層別経営体数","経営体階層","","",""
"0003117419","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","38286","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 営んだ漁業種類別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","営んだ漁業種類別経営体数","","","",""
"0003117426","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","3545","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 経営体階層別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","経営体階層別経営体数","漁業層","","",""
"0003117427","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","5672","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 動力漁船保有隻数別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","動力漁船保有隻数別経営体数","","","",""
"0003124207","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","38286","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 主とする漁業種類別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業経営体","主とする漁業種類別経営体数","","","",""
"0003117401","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","5672","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の専兼業別経営体数 兼業内訳","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","個人経営体","自営漁業の専兼業別経営体数","兼業内訳","","",""
"0003117402","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","2127","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の後継者の有無別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","個人経営体","自営漁業の後継者の有無別経営体数","","","",""
"0003117420","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","709","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の専兼業別経営体数 合計","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","個人経営体","自営漁業の専兼業別経営体数","合計","","",""
"0003117421","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","34032","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 兼業経営体の漁業従事世帯員状況別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","個人経営体","兼業経営体の漁業従事世帯員状況別経営体数","","","",""
"0003117428","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","709","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 自営漁業の専兼業別経営体数 専業","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","個人経営体","自営漁業の専兼業別経営体数","専業","","",""
"0003124254","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","13471","2026-01-27","","00500210","漁業センサス","00500","農林水産省","3","統計表 個人経営体 漁業の主従別営んだ兼業種類別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","個人経営体","漁業の主従別営んだ兼業種類別経営体数","","","",""
"0003117445","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","2836","2026-01-27","","00500210","漁業センサス","00500","農林水産省","4","統計表 漁業就業者 漁業就業者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業就業者","漁業就業者数","","","",""
"0003124269","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","29778","2026-01-27","","00500210","漁業センサス","00500","農林水産省","4","統計表 漁業就業者 男女別年齢階層別漁業就業者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁業就業者","男女別年齢階層別漁業就業者数","","","",""
"0003117403","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","7090","2026-01-27","","00500210","漁業センサス","00500","農林水産省","5","統計表 11月１日現在の海上作業従事者（家族・雇用者別)","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","11月１日現在の海上作業従事者（家族・雇用者別)","","","","",""
"0003124255","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","6381","2026-01-27","","00500210","漁業センサス","00500","農林水産省","6","統計表 世帯員（個人経営体出身　男女別年齢階層別）","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","世帯員（個人経営体出身　男女別年齢階層別）","","","","",""
"0003117422","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","-","200801-200812","2016-07-14","0","該当なし","13471","2026-01-27","","00500210","漁業センサス","00500","農林水産省","7","統計表 漁船","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第1分冊北海道・東北・北陸","統計表","漁船","","","","",""
"0003117447","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","-","200801-200812","2016-07-14","0","該当なし","3930","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","統計表 漁業経営体に関する基本的項目 漁業経営体数・漁船","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","統計表","漁業経営体に関する基本的項目","漁業経営体数・漁船","","","",""
"0003124240","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","-","200801-200812","2016-07-14","0","該当なし","13362","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","統計表 漁業経営体に関する基本的項目 海上作業従事者・陸上作業従事者・新規就業者","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","統計表","漁業経営体に関する基本的項目","海上作業従事者・陸上作業従事者・新規就業者","","","",""
"0003117424","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","-","200801-200812","2016-07-14","0","該当なし","29868","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 経営体階層別経営体数 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","統計表","漁業経営体","経営体階層別経営体数","経営体階層","","",""
"0003117431","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","-","200801-200812","2016-07-14","0","該当なし","3930","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 経営体階層別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","統計表","漁業経営体","経営体階層別経営体数","漁業層","","",""
"0003117432","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","-","200801-200812","2016-07-14","0","該当なし","6288","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","統計表 漁業経営体 動力漁船保有隻数別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス第4巻海面漁業に関する統計（漁業地区編）第2分冊関東・東海・近畿","統計表","漁業経営体","動力漁船保有隻数別経営体数","","","",""
