"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4"
"0003411642","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","市区町村","33600","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","16","中巻 出生数，出生時の身長；出生時の平均身長，都道府県（特別区－指定都市再掲）・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，出生時の身長；出生時の平均身長，都道府県（特別区－指定都市再掲）・性別","",""
"0003411642","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","都道府県","33600","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","16","中巻 出生数，出生時の身長；出生時の平均身長，都道府県（特別区－指定都市再掲）・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，出生時の身長；出生時の平均身長，都道府県（特別区－指定都市再掲）・性別","",""
"0003411643","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","43344","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","17","中巻 嫡出出生数，出生順位・母の年齢（各歳）・父母の結婚期間別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","嫡出出生数，出生順位・母の年齢（各歳）・父母の結婚期間別","注：１）結婚期間＝出生年月－同居を始めた年月<br>　　　（同居を始めた年月とは、結婚式をあげたとき、または、同居を始めたときのうち早い方をいう。）<br>　　２）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。",""
"0003411644","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","全国","2376","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","18","中巻 出生数，市部－郡部・母の年齢（５歳階級）・嫡出子－嫡出でない子・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，市部－郡部・母の年齢（５歳階級）・嫡出子－嫡出でない子・性別","注：全国には住所地外国を含む。",""
"0003411628","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","全国","22464","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","2","中巻 出生数，市部－郡部－都道府県（特別区－指定都市再掲）・出生月・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，市部－郡部－都道府県（特別区－指定都市再掲）・出生月・性別","注：全国には住所地外国を含む。",""
"0003411628","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","都道府県","22464","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","2","中巻 出生数，市部－郡部－都道府県（特別区－指定都市再掲）・出生月・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，市部－郡部－都道府県（特別区－指定都市再掲）・出生月・性別","注：全国には住所地外国を含む。",""
"0003411629","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","全国","18480","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","3","中巻 出生数，都道府県（特別区－指定都市再掲）・出産順位・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，都道府県（特別区－指定都市再掲）・出産順位・性別","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数(妊娠満22週以後の死産胎を含む)について、数えた順序である。",""
"0003411629","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","市区町村","18480","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","3","中巻 出生数，都道府県（特別区－指定都市再掲）・出産順位・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，都道府県（特別区－指定都市再掲）・出産順位・性別","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数(妊娠満22週以後の死産胎を含む)について、数えた順序である。",""
"0003411629","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","都道府県","18480","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","3","中巻 出生数，都道府県（特別区－指定都市再掲）・出産順位・性別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，都道府県（特別区－指定都市再掲）・出産順位・性別","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数(妊娠満22週以後の死産胎を含む)について、数えた順序である。",""
"0003411630","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","11232","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4","中巻 出生数，性・出生順位・母の年齢（５歳階級）・出生月別","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","中巻","出生数，性・出生順位・母の年齢（５歳階級）・出生月別","注：１）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。",""
"0003411595","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","726","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-1","上巻 年次別にみた出生数・出生率（人口千対）・出生性比及び合計特殊出生率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","年次別にみた出生数・出生率（人口千対）・出生性比及び合計特殊出生率","注　：１）1944年（昭和19年）～1946年（昭和21年）は戦災による資料喪失等資料不備のため省略した。1947年（昭和22年）～1972年（昭和47年）は沖縄県を含まない。<br>　　　２）1926年（昭和元年）・1930年（昭和５年）・1935年（昭和10年）の出生数の総数には、男女不詳が各１が含まれている。<br>　　　３）率算出に用いた分母人口は日本人人口である。<br>資料：国立社会保障・人口問題研究所「人口統計資料集」、厚生労働省「人口動態統計」<br>",""
"0003411602","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","462","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-11","上巻 出産順位別にみた年次別出生数及び百分率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出産順位別にみた年次別出生数及び百分率","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数（1994年（平成６年）までは妊娠満20週以後、1995年（平成７年）からは妊娠満22週以後の死産胎を含む。）について数えた順序である。<br>　　２）各年次における順位不詳を除いた出生数に対する百分率である。",""
"0003411603","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","462","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-12","上巻 出生順位別にみた年次別出生数及び百分率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出生順位別にみた年次別出生数及び百分率","注：１）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。<br>　　２）各年次における順位不詳を除いた出生数に対する百分率である。",""
"0003411604","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","全国","6720","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-13","上巻 出産順位別にみた都道府県（特別区－指定都市再掲）別出生数・百分率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出産順位別にみた都道府県（特別区－指定都市再掲）別出生数・百分率","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数（1994年（平成６年）までは妊娠満20週以後、1995年（平成７年）からは妊娠満22週以後の死産胎を含む。）について数えた順序である。",""
"0003411604","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","市区町村","6720","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-13","上巻 出産順位別にみた都道府県（特別区－指定都市再掲）別出生数・百分率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出産順位別にみた都道府県（特別区－指定都市再掲）別出生数・百分率","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数（1994年（平成６年）までは妊娠満20週以後、1995年（平成７年）からは妊娠満22週以後の死産胎を含む。）について数えた順序である。",""
"0003411604","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","都道府県","6720","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-13","上巻 出産順位別にみた都道府県（特別区－指定都市再掲）別出生数・百分率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出産順位別にみた都道府県（特別区－指定都市再掲）別出生数・百分率","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数（1994年（平成６年）までは妊娠満20週以後、1995年（平成７年）からは妊娠満22週以後の死産胎を含む。）について数えた順序である。",""
"0003411605","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","512","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-15","上巻 出生順位別にみた母の年齢（５歳階級）別出生数及び百分率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出生順位別にみた母の年齢（５歳階級）別出生数及び百分率","注：１）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。<br>　　２）総数は母の年齢が不詳の出生子を除いた出生数である。<br>　　３）総数には、第４子以上が含まれている。",""
"0003411606","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","512","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-16","上巻 出産順位別にみた母の年齢（５歳階級）別出生数及び百分率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出産順位別にみた母の年齢（５歳階級）別出生数及び百分率","注：１）出産順位とは、同じ母親がこれまでに出産した児の総数（1994年（平成６年）までは妊娠満20週以後、1995年（平成７年）からは妊娠満22週以後の死産胎を含む。）について数えた順序である。<br>　　２）総数は母の年齢が不詳の出生子を除いた出生数である。<br>　　３）総数には、第４児以上が含まれている。",""
"0003411607","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","736","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-17","上巻 出生順位別にみた母の年齢（５歳階級）・年次別出生数","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出生順位別にみた母の年齢（５歳階級）・年次別出生数","注：１）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。<br>　　２）総数は母の年齢が不詳の出生子を除いた出生数である。",""
"0003411608","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","736","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-18","上巻 年次別にみた出生順位・母の年齢（５歳階級）別出生率及び合計特殊出生率","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","年次別にみた出生順位・母の年齢（５歳階級）別出生率及び合計特殊出生率","注：１）出生順位別の総数の数値は出生順位ごとに15歳から49歳の母の各歳別出生率を合計したものであり、これを第１子から第３子以上まで合計したものが、合計特殊出生率である。<br>　　２）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。<br>　　３）算出に用いた15歳及び49歳の出生数にはそれぞれ14歳以下、50歳以上を含んでいる。なお、年齢不詳は含まない。",""
"0003411609","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","276","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-19","上巻 出生順位別にみた年次別父・母の平均年齢","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出生順位別にみた年次別父・母の平均年齢","注：１）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。<br>　　２）1991年（平成３年）までの父・母の平均年齢は、満年齢の算術平均値に0.5歳の補正値を加えたものだが、1992年（平成４年）に調査票を改正し、これ以降は、日齢の算術平均値から算出している。<br>　　３）総数は第４子以上が含まれた平均年齢である。",""
"0003411596","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","該当なし","884","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-2","上巻 出生月別にみた年次別出生数及び出生率（人口千対）","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出生月別にみた年次別出生数及び出生率（人口千対）","注：１）各月の率は年率に換算したものである。計算方法は、（e-Stat）用語及び比率の解説「比率の解説」を参照されたい。<br>　　　　なお、分母に用いた人口は、1970年（昭和45年）以降は各月の月初人口であるが、1965年（昭和40年）以前は各年の10月１日現在人口である。<br>　　２）1947年（昭和22年）の総数には、月不詳４を含む。",""
"0003411610","人口動態調査 人口動態統計 確定数 出生","年次","202201-202212","2024-03-29","0","全国","4480","2024-03-29","","00450011","人口動態調査","00450","厚生労働省","4-21","上巻 出生順位別にみた都道府県（特別区－指定都市再掲）別父母の平均年齢","02","人口・世帯","03","人口動態","人口動態調査","人口動態統計","確定数","出生","上巻","出生順位別にみた都道府県（特別区－指定都市再掲）別父母の平均年齢","注：１）出生順位とは、同じ母親がこれまでに生んだ出生子の総数について数えた順序である。<br>　　２）総数は第４子以上が含まれた平均年齢である。",""
