"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003268400","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","114","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-4","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 発明、考案及び創作の届出数－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","発明、考案及び創作の届出数－標本数"
"0003268401","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","912","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-4","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 発明、考案及び創作の届出数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","発明、考案及び創作の届出数"
"0003424934","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","4740","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-4","業種別出願件数階級別 業種別出願件数階級別の知的財産部門の活動状況について 知的財産担当役員が兼任している主な役員業務","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の知的財産部門の活動状況について","","知的財産担当役員が兼任している主な役員業務"
"0003424953","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","316","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-4","業種別出願件数階級別 業種別出願件数階級別の知的財産部門の活動状況について 知的財産担当役員が兼任している主な役員業務－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の知的財産部門の活動状況について","","知的財産担当役員が兼任している主な役員業務－標本数"
"0003258480","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","17100","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-5","【更新終了】業種別出願件数階級別（平成28年度［2016年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－外国出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成28年度［2016年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－外国出願"
"0003268402","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","304","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-5","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－標本数"
"0003268403","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","4902","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-5","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－外国出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－外国出願"
"0003268404","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","2736","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-5","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－国際出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－国際出願"
"0003269927","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1026","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-5","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－国内出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－国内出願"
"0003424935","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","4740","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-5","業種別出願件数階級別 業種別出願件数階級別の知的財産部門の活動状況について 知的財産担当役員に就く前の主な業務経験","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の知的財産部門の活動状況について","","知的財産担当役員に就く前の主な業務経験"
"0003424948","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","316","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-5","業種別出願件数階級別 業種別出願件数階級別の知的財産部門の活動状況について 知的財産担当役員に就く前の主な業務経験－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の知的財産部門の活動状況について","","知的財産担当役員に就く前の主な業務経験－標本数"
"0003254652","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","2770","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-6","業種別出願件数階級別 業種別出願件数階級別の知的財産部門の活動状況について 知的財産活動費－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の知的財産部門の活動状況について","","知的財産活動費－標本数"
"0003254658","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","6925","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-6","業種別出願件数階級別 業種別出願件数階級別の知的財産部門の活動状況について 知的財産活動費","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の知的財産部門の活動状況について","","知的財産活動費"
"0003254659","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","20716","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-6","業種別出願件数階級別 業種別出願件数階級別の知的財産部門の活動状況について 知的財産活動費－出願系費用","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の知的財産部門の活動状況について","","知的財産活動費－出願系費用"
"0003269920","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","304","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-6","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 実用新案登録出願－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","実用新案登録出願－標本数"
"0003269921","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1824","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-6","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 実用新案登録出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","実用新案登録出願"
"0003270360","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","3420","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-6","【更新終了】業種別出願件数階級別（平成18年度［2006年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－国内出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成18年度［2006年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－国内出願"
"0003255085","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1385","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-7","業種別出願件数階級別 業種別出願件数階級別の産業財産権制度の利用状況について 発明、考案及び創作の届出数－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の産業財産権制度の利用状況について","","発明、考案及び創作の届出数－標本数"
"0003255086","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","11080","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-7","業種別出願件数階級別 業種別出願件数階級別の産業財産権制度の利用状況について 発明、考案及び創作の届出数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の産業財産権制度の利用状況について","","発明、考案及び創作の届出数"
"0003269922","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","304","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-7","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 意匠登録出願－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","意匠登録出願－標本数"
