"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY3","TITLE","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3"
"0003447840","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","606528","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","16","一般_職種（特掲）_性、年齢階級、経験年数階級別DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（特掲）_性、年齢階級、経験年数階級別DB","","","","","","","",""
"0003447841","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","35496","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","17-1","職種（小分類）_分布特性値_17-1表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種（小分類）_分布特性値_17-1表","","","","","","","",""
"0003447842","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","23664","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","17-2","職種（小分類）_分布特性値_17-2表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種（小分類）_分布特性値_17-2表","","","","","","","",""
"0003447858","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","14688","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","18","職種（大分類）_分布特性値DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種（大分類）_分布特性値DB","","","","","","","",""
"0003447859","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","62016","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","19-1","職種（特掲）_分布特性値_19-1表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種（特掲）_分布特性値_19-1表","","","","","","","",""
"0003447860","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","26112","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","19-2","職種（特掲）_分布特性値_19-2表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種（特掲）_分布特性値_19-2表","","","","","","","",""
"0003172122","賃金構造基本統計調査","-","0","2017-03-31","0","該当なし","7862400","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","2","産業大分類第２表(労働者の種類別) 第２表の２","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","産業大分類第２表(労働者の種類別)","第２表の２","","","","","","",""
"0003173200","賃金構造基本統計調査","-","0","2017-03-31","0","該当なし","23071620","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","2","産業大・中分類第２表 第２表の１","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","産業大・中分類第２表","第２表の１","","","","","","",""
"0003426334","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","4608","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","2","一般_職種（大分類）DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（大分類）DB","","","","","","","",""
"0003460458","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","477360","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","2","企業規模5～9人DB第２表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模5～9人DB第２表","","","","","","","",""
"0003447861","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","78336","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","20","一般_職種（大分類）、産業、性別DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（大分類）、産業、性別DB","","","","","","","",""
"0003426335","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","55680","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","3","一般_職種（小分類）（役職者を除く）DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（小分類）（役職者を除く）DB","","","","","","","",""
"0003460559","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","541008","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","3","企業規模5～9人DB第３表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模5～9人DB第３表","","","","","","","",""
"0003426336","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","4608","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","4","一般_職種（大分類）（役職者を除く）DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（大分類）（役職者を除く）DB","","","","","","","",""
"0003460560","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","10440","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","4","企業規模5～9人DB第４表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模5～9人DB第４表","","","","","","","",""
"0003426337","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","241280","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","5","一般_職種（小分類）_年齢階級別DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（小分類）_年齢階級別DB","","","","","","","",""
"0003460561","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","864","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","5","企業規模5～9人DB第５表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模5～9人DB第５表","","","","","","","",""
"0003426413","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","59904","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","6","一般_職種（大分類）_年齢階級別DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（大分類）_年齢階級別DB","","","","","","","",""
"0003460586","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","1018368","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","6","企業規模5～9人DB第６表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模5～9人DB第６表","","","","","","","",""
"0003436833","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","359424","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","7","一般_職種（特掲）_性、年齢階級別DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（特掲）_性、年齢階級別DB","","","","","","","",""
"0003460626","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","168","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","7","企業規模5～9人DB第７表","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模5～9人DB第７表","","","","","","","",""
"0003426415","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","479232","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","8","一般_職種（大分類）_学歴、年齢階級別DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（大分類）_学歴、年齢階級別DB","","","","","","","",""
"0003426417","賃金構造基本統計調査","-","202001-202012","2024-03-27","0","全国","41472","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","9","一般_職種（大分類）_雇用形態別DB","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","一般_職種（大分類）_雇用形態別DB","","","","","","","",""
"0003082750","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","12480000","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","雇用形態別DB","","令和元年以前 雇用形態別DB","令和元年以前","","","","",""
"0003084009","賃金構造基本統計調査","-","0","2020-09-15","0","全国","7300800","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","産業大・中分類第１表","","令和元年以前 産業大・中分類第１表","令和元年以前","","","","",""
"0003084561","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","5491200","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","役職DB","","令和元年以前 役職DB","令和元年以前","","","","",""
"0003084609","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","29914560","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","都道府県別（学齢計、民営）","","令和元年以前 都道府県別（学齢計、民営）","令和元年以前","","","","",""
"0003084610","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","123840","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種DB第１表","","令和元年以前 職種DB第１表","令和元年以前","","","","",""
"0003084616","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","826800","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模５～９人DB","","令和元年以前 企業規模５～９人DB","令和元年以前","","","","",""
"0003084623","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","27378000","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","産業大・中分類第２表","","令和元年以前 産業大・中分類第２表","令和元年以前","","","","",""
"0003084809","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","1170000","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","役職第２表DB","","令和元年以前 役職第２表DB","令和元年以前","","","","",""
"0003084962","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","858240","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","都道府県×職種DB","","令和元年以前 都道府県×職種DB","令和元年以前","","","","",""
"0003084963","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","685440","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","（短時間労働者）都道府県別第１表短時間労働者の１時間当たり所定内給与額及び年間賞与その他特別給与額","","令和元年以前 （短時間労働者）都道府県別第１表短時間労働者の１時間当たり所定内給与額及び年間賞与その他特別給与額","令和元年以前","","","","",""
"0003084964","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","1759680","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種第３表DB","","令和元年以前 職種第３表DB","令和元年以前","","","","",""
"0003084983","賃金構造基本統計調査","-","0","2020-09-15","0","全国","185640","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間労働者産業別第１表ＤＢ","","令和元年以前 短時間労働者産業別第１表ＤＢ","令和元年以前","","","","",""
"0003085001","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","2088450","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間雇用形態別第１表DB","","令和元年以前 短時間雇用形態別第１表DB","令和元年以前","","","","",""
"0003085029","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","108360","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間職種別","","令和元年以前 短時間職種別","令和元年以前","","","","",""
"0003085030","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","46410","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間企業規模５～９人第１表DB","","令和元年以前 短時間企業規模５～９人第１表DB","令和元年以前","","","","",""
"0003085317","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","2995200","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","労働者の種類別（産業大分類・中分類）DB","","令和元年以前 労働者の種類別（産業大分類・中分類）DB","令和元年以前","","","","",""
"0003085390","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","832320","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","標準労働者第１表","","令和元年以前 標準労働者第１表","令和元年以前","","","","",""
"0003085496","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","234000","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","臨時労働者第１表","","令和元年以前 臨時労働者第１表","令和元年以前","","","","",""
"0003085542","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","220320","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","標準労働者第１表（労働者の種類別）","","令和元年以前 標準労働者第１表（労働者の種類別）","令和元年以前","","","","",""
"0003085551","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","11138400","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","産業大分類第２表(労働者の種類別)","","令和元年以前 産業大分類第２表(労働者の種類別)","令和元年以前","","","","",""
"0003085561","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","37440000","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","雇用形態別第2表","","令和元年以前 雇用形態別第2表","令和元年以前","","","","",""
"0003085570","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","782080","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種別第２表","","令和元年以前 職種別第２表","令和元年以前","","","","",""
"0003085571","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","2396160","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","雇用形態別第１表（労働者の種類別）","","令和元年以前 雇用形態別第１表（労働者の種類別）","令和元年以前","","","","",""
"0003085611","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","212160","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","標準労働者第２表","","令和元年以前 標準労働者第２表","令和元年以前","","","","",""
"0003085677","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","56160","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","標準労働者第２表（労働者の種類別）","","令和元年以前 標準労働者第２表（労働者の種類別）","令和元年以前","","","","",""
"0003086610","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","994500","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模５～９人第２表","","令和元年以前 企業規模５～９人第２表","令和元年以前","","","","",""
"0003089163","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","1697280","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","都道府県別第３表（企業規模５～９人）","","令和元年以前 都道府県別第３表（企業規模５～９人）","令和元年以前","","","","",""
"0003089189","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","8055450","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間労働者雇用形態別第２表","","令和元年以前 短時間労働者雇用形態別第２表","令和元年以前","","","","",""
"0003089206","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","716040","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間労働者産業別第２表","","令和元年以前 短時間労働者産業別第２表","令和元年以前","","","","",""
"0003089252","賃金構造基本統計調査","-","0","2020-03-31","0","該当なし","489600","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","初任給第３表","","令和元年以前 初任給第３表","令和元年以前","","","","",""
"0003089422","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","171360","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","（短時間労働者）都道府県別第２表（企業規模5～9人）","","令和元年以前 （短時間労働者）都道府県別第２表（企業規模5～9人）","令和元年以前","","","","",""
"0003089442","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","179010","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間労働者企業規模5～9人第２表","","令和元年以前 短時間労働者企業規模5～9人第２表","令和元年以前","","","","",""
"0003130236","賃金構造基本統計調査","年次","0","2016-03-31","0","該当なし","374400","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額","産業大分類","令和元年以前 年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額 平成16年-平成19年 一般労働者 産業大分類","令和元年以前","平成16年-平成19年","一般労働者","","",""
"0003130256","賃金構造基本統計調査","年次","0","2016-03-31","0","該当なし","342368","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額","産業大分類","令和元年以前 年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額 平成11年-平成15年 一般労働者 産業大分類","令和元年以前","平成11年-平成15年","一般労働者","","",""
"0003130276","賃金構造基本統計調査","年次","200801-200812","2016-03-31","0","該当なし","94848","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額","産業大分類","平成20年 年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額 一般労働者 産業大分類","平成20年","","一般労働者","","",""
"0003173916","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","2217072","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","産業大分類・中分類第３表","","令和元年以前 産業大分類・中分類第３表","令和元年以前","","","","",""
"0003174783","賃金構造基本統計調査","-","0","2020-09-15","0","該当なし","9335040","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","産業大分類・中分類第３表（労働者の種類別）","","令和元年以前 産業大分類・中分類第３表（労働者の種類別）","令和元年以前","","","","",""
"0003268280","賃金構造基本統計調査","年次","0","2020-09-15","0","該当なし","127840","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","職種別第４表","","令和元年以前 職種別第４表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268283","賃金構造基本統計調査","年次","0","2020-09-15","0","該当なし","3306160","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","雇用形態別第３表","","令和元年以前 雇用形態別第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268284","賃金構造基本統計調査","年次","0","2020-09-15","0","該当なし","413270","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","企業規模5～9人第３表","","令和元年以前 企業規模5～9人第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268285","賃金構造基本統計調査","-","0","2020-09-15","0","全国","36720","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間労働者 産業別第３表","","令和元年以前 短時間労働者 産業別第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268286","賃金構造基本統計調査","-","0","2020-09-15","0","全国","413100","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間労働者 雇用形態別第３表","","令和元年以前 短時間労働者 雇用形態別第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268287","賃金構造基本統計調査","-","0","2020-09-15","0","全国","9180","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","短時間労働者 企業規模5～9人第３表","","令和元年以前 短時間労働者 企業規模5～9人第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268288","賃金構造基本統計調査","年次","0","2020-09-15","0","該当なし","45900","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","臨時労働者第２表","","令和元年以前 臨時労働者第２表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268289","賃金構造基本統計調査","年次","0","2020-09-15","0","該当なし","58050","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","臨時労働者第３表","","令和元年以前 臨時労働者第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003268294","賃金構造基本統計調査","年次","0","2020-09-15","0","該当なし","897600","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","役職別第３表","","令和元年以前 役職別第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
"0003286664","賃金構造基本統計調査","年次","0","2020-09-15","0","該当なし","924800","2024-11-21","","00450091","賃金構造基本統計調査","00450","厚生労働省","","","03","労働・賃金","02","賃金・労働条件","賃金構造基本統計調査","標準労働者第３表","","令和元年以前 標準労働者第３表 平成27年-令和元年","令和元年以前","平成27年-令和元年","","","",""
