"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003225687","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1488","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-11","１　景気・需要見通し 業界需要の実質成長率見通し（今後３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の実質成長率見通し（今後３年間）","資本金規模別","",""
"0003225688","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2232","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-12","１　景気・需要見通し 業界需要の実質成長率見通し（今後５年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の実質成長率見通し（今後５年間）","産業別","",""
"0003225689","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","11344","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-12","１　景気・需要見通し 業界需要の実質成長率見通し（今後５年間） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の実質成長率見通し（今後５年間）","業種別（平成15年度以降）","",""
"0003225690","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-12","１　景気・需要見通し 業界需要の実質成長率見通し（今後５年間） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の実質成長率見通し（今後５年間）","業種別（平成14年度、平成13年度）","",""
"0003225691","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1488","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-12","１　景気・需要見通し 業界需要の実質成長率見通し（今後５年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の実質成長率見通し（今後５年間）","資本金規模別","",""
"0003225653","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2040","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-2","１　景気・需要見通し 我が国の名目経済成長率見通し（今後３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の名目経済成長率見通し（今後３年間）","産業別","",""
"0003225654","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-2","１　景気・需要見通し 我が国の名目経済成長率見通し（今後３年間） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の名目経済成長率見通し（今後３年間）","業種別","",""
"0003225655","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1360","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-2","１　景気・需要見通し 我が国の名目経済成長率見通し（今後３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の名目経済成長率見通し（今後３年間）","資本金規模別","",""
"0003225656","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2040","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-3","１　景気・需要見通し 我が国の名目経済成長率見通し（今後５年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の名目経済成長率見通し（今後５年間）","産業別","",""
"0003225657","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-3","１　景気・需要見通し 我が国の名目経済成長率見通し（今後５年間） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の名目経済成長率見通し（今後５年間）","業種別","",""
"0003225658","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1360","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-3","１　景気・需要見通し 我が国の名目経済成長率見通し（今後５年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の名目経済成長率見通し（今後５年間）","資本金規模別","",""
"0003225659","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2232","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-4","１　景気・需要見通し 我が国の実質経済成長率見通し（次年度） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（次年度）","産業別","",""
"0003225660","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-4","１　景気・需要見通し 我が国の実質経済成長率見通し（次年度） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（次年度）","業種別（平成15年度以降）","",""
"0003225661","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-4","１　景気・需要見通し 我が国の実質経済成長率見通し（次年度） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（次年度）","業種別（平成14年度、平成13年度）","",""
"0003225662","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1488","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-4","１　景気・需要見通し 我が国の実質経済成長率見通し（次年度） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（次年度）","資本金規模別","",""
"0003225663","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2232","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-5","１　景気・需要見通し 我が国の実質経済成長率見通し（今後３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後３年間）","産業別","",""
"0003225664","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-5","１　景気・需要見通し 我が国の実質経済成長率見通し（今後３年間） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後３年間）","業種別（平成15年度以降）","",""
"0003225665","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-5","１　景気・需要見通し 我が国の実質経済成長率見通し（今後３年間） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後３年間）","業種別（平成14年度、平成13年度）","",""
"0003225666","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1488","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-5","１　景気・需要見通し 我が国の実質経済成長率見通し（今後３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後３年間）","資本金規模別","",""
"0003225667","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2232","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-6","１　景気・需要見通し 我が国の実質経済成長率見通し（今後５年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後５年間）","産業別","",""
"0003225668","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-6","１　景気・需要見通し 我が国の実質経済成長率見通し（今後５年間） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後５年間）","業種別（平成15年度以降）","",""
"0003225669","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-6","１　景気・需要見通し 我が国の実質経済成長率見通し（今後５年間） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後５年間）","業種別（平成14年度、平成13年度）","",""
"0003225670","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1488","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-6","１　景気・需要見通し 我が国の実質経済成長率見通し（今後５年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","我が国の実質経済成長率見通し（今後５年間）","資本金規模別","",""
"0003225671","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2040","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-7","１　景気・需要見通し 業界需要の名目成長率見通し（次年度） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（次年度）","産業別","",""
"0003225672","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-7","１　景気・需要見通し 業界需要の名目成長率見通し（次年度） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（次年度）","業種別","",""
"0003225673","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1360","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-7","１　景気・需要見通し 業界需要の名目成長率見通し（次年度） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（次年度）","資本金規模別","",""
"0003225674","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2040","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-8","１　景気・需要見通し 業界需要の名目成長率見通し（今後３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（今後３年間）","産業別","",""
"0003225675","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-8","１　景気・需要見通し 業界需要の名目成長率見通し（今後３年間） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（今後３年間）","業種別","",""
"0003225676","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1360","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-8","１　景気・需要見通し 業界需要の名目成長率見通し（今後３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（今後３年間）","資本金規模別","",""
"0003225677","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","2040","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-9","１　景気・需要見通し 業界需要の名目成長率見通し（今後５年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（今後５年間）","産業別","",""
"0003225678","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10842","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-9","１　景気・需要見通し 業界需要の名目成長率見通し（今後５年間） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（今後５年間）","業種別","",""
"0003225679","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1360","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","1-9","１　景気・需要見通し 業界需要の名目成長率見通し（今後５年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","１　景気・需要見通し","業界需要の名目成長率見通し（今後５年間）","資本金規模別","",""
"0003225692","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1440","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-1","２　為替レート １年後（次年１月ごろ）の予想円レート 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","１年後（次年１月ごろ）の予想円レート","産業別","",""
"0003225693","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","7212","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-1","２　為替レート １年後（次年１月ごろ）の予想円レート 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","１年後（次年１月ごろ）の予想円レート","業種別（平成15年度以降）","",""
"0003225694","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","720","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-1","２　為替レート １年後（次年１月ごろ）の予想円レート 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","１年後（次年１月ごろ）の予想円レート","業種別（平成14年度、平成13年度）","",""
"0003225695","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-1","２　為替レート １年後（次年１月ごろ）の予想円レート 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","１年後（次年１月ごろ）の予想円レート","資本金規模別","",""
"0003225696","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1440","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-2","２　為替レート 輸出を行っている企業の１年後（次年１月ごろ）の予想円レート 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","輸出を行っている企業の１年後（次年１月ごろ）の予想円レート","産業別","",""
"0003225697","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","7212","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-2","２　為替レート 輸出を行っている企業の１年後（次年１月ごろ）の予想円レート 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","輸出を行っている企業の１年後（次年１月ごろ）の予想円レート","業種別（平成15年度以降）","",""
"0003225698","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","720","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-2","２　為替レート 輸出を行っている企業の１年後（次年１月ごろ）の予想円レート 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","輸出を行っている企業の１年後（次年１月ごろ）の予想円レート","業種別（平成14年度、平成13年度）","",""
"0003225699","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-2","２　為替レート 輸出を行っている企業の１年後（次年１月ごろ）の予想円レート 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","輸出を行っている企業の１年後（次年１月ごろ）の予想円レート","資本金規模別","",""
"0003225700","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","1872","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-3","２　為替レート 採算円レート 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","採算円レート","産業別","",""
"0003225701","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9351","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-3","２　為替レート 採算円レート 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","採算円レート","業種別（平成15年度以降）","",""
"0003225702","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-3","２　為替レート 採算円レート 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","採算円レート","業種別（平成14年度、平成13年度）","",""
"0003225703","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1248","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","2-3","２　為替レート 採算円レート 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","２　為替レート","採算円レート","資本金規模別","",""
"0003225704","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1200","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","3-1","３　価格 １年後（次年１月ごろ）の平均仕入価格の変化率 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","３　価格","１年後（次年１月ごろ）の平均仕入価格の変化率","産業別","",""
"0003225705","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","6679","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","3-1","３　価格 １年後（次年１月ごろ）の平均仕入価格の変化率 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","３　価格","１年後（次年１月ごろ）の平均仕入価格の変化率","業種別","",""
"0003225706","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","800","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","3-1","３　価格 １年後（次年１月ごろ）の平均仕入価格の変化率 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","３　価格","１年後（次年１月ごろ）の平均仕入価格の変化率","資本金規模別","",""
"0003225707","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1200","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","3-2","３　価格 １年後（次年１月ごろ）の平均販売価格の変化率 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","３　価格","１年後（次年１月ごろ）の平均販売価格の変化率","産業別","",""
"0003225708","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","6679","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","3-2","３　価格 １年後（次年１月ごろ）の平均販売価格の変化率 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","３　価格","１年後（次年１月ごろ）の平均販売価格の変化率","業種別","",""
"0003225709","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","800","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","3-2","３　価格 １年後（次年１月ごろ）の平均販売価格の変化率 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","３　価格","１年後（次年１月ごろ）の平均販売価格の変化率","資本金規模別","",""
"0003225710","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1896","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-1","４　設備投資の伸び率 設備投資の増減率（過去３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（過去３年間）","産業別","",""
"0003225711","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9548","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-1","４　設備投資の伸び率 設備投資の増減率（過去３年間） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（過去３年間）","業種別（平成15年度以降）","",""
"0003225712","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","900","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-1","４　設備投資の伸び率 設備投資の増減率（過去３年間） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（過去３年間）","業種別（平成14年度、平成13年度）","",""
"0003225713","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1264","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-1","４　設備投資の伸び率 設備投資の増減率（過去３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（過去３年間）","資本金規模別","",""
"0003225714","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","1992","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-2","４　設備投資の伸び率 設備投資の増減率（今後３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（今後３年間）","産業別","",""
