"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003346062","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.15　問2×問6　【従業員規模・女性比率】長時間残業社員の割合　役員における女性の有無（社外取締役含む）","-","201309","2020-03-27","0","該当なし","120","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.15　問2×問6　【従業員規模・女性比率】長時間残業社員の割合　役員における女性の有無（社外取締役含む）"
"0003346063","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.15　問2×問6　【従業員規模・女性比率】長時間残業社員の割合　管理職　正社員における女性の有無","-","201309","2020-03-27","0","該当なし","120","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.15　問2×問6　【従業員規模・女性比率】長時間残業社員の割合　管理職　正社員における女性の有無"
"0003346064","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.14　問1×問6　【業種】長時間残業社員の割合、NO.16　問1×問2×問6　【業種×従業員規模・女性比率】長時間残業社員の割合　役員における女性の有無（社外取締役含む）","-","201309","2020-03-27","0","該当なし","200","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.14　問1×問6　【業種】長時間残業社員の割合、NO.16　問1×問2×問6　【業種×従業員規模・女性比率】長時間残業社員の割合　役員における女性の有無（社外取締役含む）"
"0003346065","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.14　問1×問6　【業種】長時間残業社員の割合、NO.16　問1×問2×問6　【業種×従業員規模・女性比率】長時間残業社員の割合　管理職　正社員における女性の有無","-","201309","2020-03-27","0","該当なし","200","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.14　問1×問6　【業種】長時間残業社員の割合、NO.16　問1×問2×問6　【業種×従業員規模・女性比率】長時間残業社員の割合　管理職　正社員における女性の有無"
"0003346066","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.17　問4×問6　【導入されている働き方に関する制度】長時間残業社員の割合、NO.20　問1×問4×問6　【業種×導入されている働き方に関する制度】長時間残業社員の割合","-","201309","2020-03-27","0","該当なし","250","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.17　問4×問6　【導入されている働き方に関する制度】長時間残業社員の割合、NO.20　問1×問4×問6　【業種×導入されている働き方に関する制度】長時間残業社員の割合"
"0003346067","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.18　問3×問6　【WLB推進組織有無】長時間残業社員の割合、NO.19　問1×問3×問6　【業種×WLB推進組織有無】長時間残業社員の割合","-","201309","2020-03-27","0","該当なし","190","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.18　問3×問6　【WLB推進組織有無】長時間残業社員の割合、NO.19　問1×問3×問6　【業種×WLB推進組織有無】長時間残業社員の割合"
"0003346068","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.21　問1×問16×問6　【業種×評価される社員像】長時間残業社員の割合　残業や休日出勤せず、時間内に仕事を終え帰宅すること","-","201309","2020-03-27","0","該当なし","250","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.21　問1×問16×問6　【業種×評価される社員像】長時間残業社員の割合　残業や休日出勤せず、時間内に仕事を終え帰宅すること"
"0003346069","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.22　問17×問6　【評価基準の周知範囲】長時間残業社員の割合、NO.23　問1×問17×問6　【業種×評価基準の周知範囲】長時間残業社員の割合","-","201309","2020-03-27","0","該当なし","300","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.22　問17×問6　【評価基準の周知範囲】長時間残業社員の割合、NO.23　問1×問17×問6　【業種×評価基準の周知範囲】長時間残業社員の割合"
"0003346070","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.24　問18×問6　【評価基準の周知方法】長時間残業社員の割合、NO.25　問1×問18×問6　【業種×評価基準の周知方法】長時間残業社員の割合","-","201309","2020-03-27","0","該当なし","500","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.24　問18×問6　【評価基準の周知方法】長時間残業社員の割合、NO.25　問1×問18×問6　【業種×評価基準の周知方法】長時間残業社員の割合"
"0003346071","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.27　問2×問7　【従業員規模・女性比率】長時間残業の発生場所　役員における女性の有無（社外取締役含む）","-","201309","2020-03-27","0","該当なし","96","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.27　問2×問7　【従業員規模・女性比率】長時間残業の発生場所　役員における女性の有無（社外取締役含む）"
"0003346072","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.27　問2×問7　【従業員規模・女性比率】長時間残業の発生場所　管理職　正社員における女性の有無","-","201309","2020-03-27","0","該当なし","96","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.27　問2×問7　【従業員規模・女性比率】長時間残業の発生場所　管理職　正社員における女性の有無"
"0003346073","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.26　問1×問7　【業種】長時間残業の発生場所、NO.28　問1×問2×問7　【業種×従業員規模・女性比率】長時間残業の発生場所　役員における女性の有無（社外取締役含む）","-","201309","2020-03-27","0","該当なし","160","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.26　問1×問7　【業種】長時間残業の発生場所、NO.28　問1×問2×問7　【業種×従業員規模・女性比率】長時間残業の発生場所　役員における女性の有無（社外取締役含む）"
"0003346074","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.26　問1×問7　【業種】長時間残業の発生場所、NO.28　問1×問2×問7　【業種×従業員規模・女性比率】長時間残業の発生場所　管理職　正社員における女性の有無","-","201309","2020-03-27","0","該当なし","160","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.26　問1×問7　【業種】長時間残業の発生場所、NO.28　問1×問2×問7　【業種×従業員規模・女性比率】長時間残業の発生場所　管理職　正社員における女性の有無"
"0003346075","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.29　問4×問7　【導入されている働き方に関する制度】長時間残業の発生場所、NO.32　問1×問4×問7　【業種×導入されている働き方に関する制度】長時間残業の発生場所","-","201309","2020-03-27","0","該当なし","192","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.29　問4×問7　【導入されている働き方に関する制度】長時間残業の発生場所、NO.32　問1×問4×問7　【業種×導入されている働き方に関する制度】長時間残業の発生場所"
"0003346076","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.30　問3×問7　【WLB推進組織有無】長時間残業の発生場所、NO.31　問1×問3×問7　【業種×WLB推進組織有無】長時間残業の発生場所","-","201309","2020-03-27","0","該当なし","144","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.30　問3×問7　【WLB推進組織有無】長時間残業の発生場所、NO.31　問1×問3×問7　【業種×WLB推進組織有無】長時間残業の発生場所"
"0003346077","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.33　問5×問7　【正社員の平均的残業時間】長時間残業の発生場所、NO.34　問1×問5×問7　【業種×正社員の平均的残業時間】長時間残業の発生場所","-","201309","2020-03-27","0","該当なし","408","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.33　問5×問7　【正社員の平均的残業時間】長時間残業の発生場所、NO.34　問1×問5×問7　【業種×正社員の平均的残業時間】長時間残業の発生場所"
"0003346078","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.35　問6×問7　【長時間残業社員の割合】長時間残業の発生場所、NO.36　問1×問6×問7　【業種×長時間残業社員の割合】長時間残業の発生場所","-","201309","2020-03-27","0","該当なし","80","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.35　問6×問7　【長時間残業社員の割合】長時間残業の発生場所、NO.36　問1×問6×問7　【業種×長時間残業社員の割合】長時間残業の発生場所"
"0003346079","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.37　問1×問16×問7　【業種×評価される社員像】長時間残業の発生場所　残業や休日出勤せず、時間内に仕事を終え帰宅すること","-","201309","2020-03-27","0","該当なし","200","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.37　問1×問16×問7　【業種×評価される社員像】長時間残業の発生場所　残業や休日出勤せず、時間内に仕事を終え帰宅すること"
"0003346080","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.38　DB×問8-1　【支所数】導入している残業削減の取組","-","201309","2020-03-27","0","該当なし","112","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.38　DB×問8-1　【支所数】導入している残業削減の取組"
"0003346081","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.39　問1×問8-1　【業種】導入している残業削減の取組","-","201309","2020-03-27","0","該当なし","80","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.39　問1×問8-1　【業種】導入している残業削減の取組"
"0003346082","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.40　問2×問8-1　【従業員規模・女性比率】導入している残業削減の取組　役員における女性の有無（社外取締役含む）","-","201309","2020-03-27","0","該当なし","192","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.40　問2×問8-1　【従業員規模・女性比率】導入している残業削減の取組　役員における女性の有無（社外取締役含む）"
"0003346083","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.40　問2×問8-1　【従業員規模・女性比率】導入している残業削減の取組　管理職　正社員における女性の有無","-","201309","2020-03-27","0","該当なし","192","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.40　問2×問8-1　【従業員規模・女性比率】導入している残業削減の取組　管理職　正社員における女性の有無"
"0003346084","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.41　問1×問2×問8-1　【業種×従業員規模・女性比率】導入している残業削減の取組　役員における女性の有無（社外取締役含む）","-","201309","2020-03-27","0","該当なし","320","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.41　問1×問2×問8-1　【業種×従業員規模・女性比率】導入している残業削減の取組　役員における女性の有無（社外取締役含む）"
"0003346085","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.41　問1×問2×問8-1　【業種×従業員規模・女性比率】導入している残業削減の取組　管理職　正社員における女性の有無","-","201309","2020-03-27","0","該当なし","320","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.41　問1×問2×問8-1　【業種×従業員規模・女性比率】導入している残業削減の取組　管理職　正社員における女性の有無"
"0003346086","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.42　問3×問8-1　【WLB推進組織有無】導入している残業削減の取組、NO.44　問1×問3×問8-1　【業種×WLB推進組織有無】導入している残業削減の取組","-","201309","2020-03-27","0","該当なし","304","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.42　問3×問8-1　【WLB推進組織有無】導入している残業削減の取組、NO.44　問1×問3×問8-1　【業種×WLB推進組織有無】導入している残業削減の取組"
"0003346087","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.43　問4×問8-1　【導入されている働き方に関する制度】導入している残業削減の取組、NO.45　問1×問4×問8-1　【業種×導入されている働き方に関する制度】導入している残業削減の取組","-","201309","2020-03-27","0","該当なし","400","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.43　問4×問8-1　【導入されている働き方に関する制度】導入している残業削減の取組、NO.45　問1×問4×問8-1　【業種×導入されている働き方に関する制度】導入している残業削減の取組"
"0003346088","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.46　問1×問16×問8-1　【業種×評価される社員像】導入している残業削減の取組","-","201309","2020-03-27","0","該当なし","400","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.46　問1×問16×問8-1　【業種×評価される社員像】導入している残業削減の取組"
"0003346089","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.47　問5×問8-1　【正社員の平均的残業時間】導入している残業削減の取組","-","201309","2020-03-27","0","該当なし","192","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.47　問5×問8-1　【正社員の平均的残業時間】導入している残業削減の取組"
"0003346090","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.48　問8×問8-1　残用削減に向けて効果的だと思う取組×導入している残業削減の取組","-","201309","2020-03-27","0","該当なし","256","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.48　問8×問8-1　残用削減に向けて効果的だと思う取組×導入している残業削減の取組"
"0003346091","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.49　DB×問8-2　【支所数】効果的な残業削減の取組","-","201309","2020-03-27","0","該当なし","112","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.49　DB×問8-2　【支所数】効果的な残業削減の取組"
"0003346092","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.50　問1×問8-2　【業種】効果的な残業削減の取組","-","201309","2020-03-27","0","該当なし","80","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.50　問1×問8-2　【業種】効果的な残業削減の取組"
"0003346093","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.51　問2×問8-2　【従業員規模・女性比率】効果的な残業削減の取組　役員における女性の有無（社外取締役含む）","-","201309","2020-03-27","0","該当なし","192","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.51　問2×問8-2　【従業員規模・女性比率】効果的な残業削減の取組　役員における女性の有無（社外取締役含む）"
"0003346094","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.51　問2×問8-2　【従業員規模・女性比率】効果的な残業削減の取組　管理職　正社員における女性の有無","-","201309","2020-03-27","0","該当なし","192","2020-03-28","","00100202","企業のワーク・ライフ・バランスに関する調査","00100","内閣府","15","社会保障・衛生","03","社会福祉","企業のワーク・ライフ・バランスに関する調査","企業のワーク・ライフ・バランスに関する調査の各問回答データ NO.51　問2×問8-2　【従業員規模・女性比率】効果的な残業削減の取組　管理職　正社員における女性の有無"
