"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003208361","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","112","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","3","林業経営統計 経営土地の状況（年度始め）","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","経営土地の状況（年度始め）","","",""
"0003208381","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","544","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","4","林業経営統計 樹種別・林齢区分別山林面積(年度始め)及び年度内造林面積（年度末）","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","樹種別・林齢区分別山林面積(年度始め)及び年度内造林面積（年度末）","","",""
"0003208420","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","720","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","5","林業経営統計 林業投下労働時間","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","林業投下労働時間","","",""
"0003208362","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","384","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","6","林業経営統計 林業用資産 林業用固定資産の保有状況(年度始め)","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","林業用資産","林業用固定資産の保有状況(年度始め)","",""
"0003208401","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","256","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","6","林業経営統計 林業用資産 林業用資産","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","林業用資産","林業用資産","",""
"0003208363","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","672","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","7","林業経営統計 林業経営収支 作業別林業経営費","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","林業経営収支","作業別林業経営費","",""
"0003208382","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","704","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","7","林業経営統計 林業経営収支 林業粗収益","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","林業経営収支","林業粗収益","",""
"0003208402","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","480","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","7","林業経営統計 林業経営収支 林業経営費","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","林業経営収支","林業経営費","",""
"0003208421","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","1728","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","7","林業経営統計 林業経営収支 主要林木の林齢区分別販売概況","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","林業経営収支","主要林木の林齢区分別販売概況","",""
"0003208383","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","576","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","8","林業経営統計 育林施業面積","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","育林施業面積","","",""
"0003208422","林業経営統計調査 確報 平成25年度林業経営統計調査報告","年度次","201304-201403","2015-04-08","0","該当なし","96","2017-11-09","","00500202","林業経営統計調査","00500","農林水産省","9","林業経営統計 素材生産量","04","農林水産業","03","林業","林業経営統計調査","確報","平成25年度林業経営統計調査報告","林業経営統計","素材生産量","","",""
"0003278399","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","288","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　総括表","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　総括表","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003278465","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","162","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","林業経営統計 総括表　全国年度","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","総括表　全国年度","","林業労働時間は、家族労働時間と雇用労働時間の計である。",""
"0003278466","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","216","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","林業経営統計 総括表　保有山林面積規模別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","総括表　保有山林面積規模別","","林業労働時間は、家族労働時間と雇用労働時間の計である。",""
"0003278467","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","108","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","林業経営統計 総括表　林業施業状況別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","総括表　林業施業状況別","","林業労働時間は、家族労働時間と雇用労働時間の計である。",""
"0003278468","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","486","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","林業経営統計 総括表　全国農業地域別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","総括表　全国農業地域別","","林業労働時間は、家族労働時間と雇用労働時間の計である。",""
"0003278480","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","1428","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　労働時間","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　労働時間","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280561","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","528","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　栽培きのこ用資産","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　栽培きのこ用資産","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280580","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","168","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　栽培きのこの生産概況","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　栽培きのこの生産概況","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280600","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","1032","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　栽培きのこ収支","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　栽培きのこ収支","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280602","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","120","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　租税公課諸負担","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　租税公課諸負担","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280605","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","336","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　借入金","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　借入金","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280607","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","360","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　年度始め世帯員（年齢別）","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　年度始め世帯員（年齢別）","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280608","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","432","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　就業形態別世帯員","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　就業形態別世帯員","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003280609","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","264","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　従事日数別世帯員","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　従事日数別世帯員","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003285980","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","672","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","1","栽培きのこ経営統計 生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　固定資産の保有状況（年度始め）","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（原木栽培）・乾燥しいたけ（原木栽培）　固定資産の保有状況（年度始め）","","2003年度の全国の値は、保有ほだ木数3000本未満を含む数値である。",""
"0003279830","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","120","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","10","林業経営統計 林業経営関連借入金　全国年度","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","林業経営関連借入金　全国年度","","",""
"0003279831","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","160","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","10","林業経営統計 林業経営関連借入金　保有山林面積規模別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","林業経営関連借入金　保有山林面積規模別","","",""
"0003279832","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","80","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","10","林業経営統計 林業経営関連借入金　林業施業状況別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","林業経営関連借入金　林業施業状況別","","",""
"0003279833","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","360","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","10","林業経営統計 林業経営関連借入金　全国農業地域別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","林業経営関連借入金　全国農業地域別","","",""
"0003279826","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","24","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","11","林業経営統計 未収・未払金　全国年度","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","未収・未払金　全国年度","","",""
"0003279827","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","32","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","11","林業経営統計 未収・未払金　保有山林面積規模別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","未収・未払金　保有山林面積規模別","","",""
"0003279828","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","16","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","11","林業経営統計 未収・未払金　林業施業状況別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","未収・未払金　林業施業状況別","","",""
"0003279829","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","72","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","11","林業経営統計 未収・未払金　全国農業地域別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","未収・未払金　全国農業地域別","","",""
"0003280397","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","12150","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","12","林業経営統計 林齢別樹種別林業経営費（１ha当たり）　全国から四国・九州","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","林齢別樹種別林業経営費（１ha当たり）　全国から四国・九州","","北海道：「すぎ」及び「ひのき」については、調査対象林家において育林に係る作業が行われなかった。東北・北陸：「えぞまつ・とどまつ」については、調査対象林家において育林に係る作業が行われなかった。関東・東山・東海：「えぞまつ・とどまつ」については、調査対象林家において育林に係る作業が行われなかった。近畿・中国、2007年度：「からまつ」及び「えぞまつ・とどまつ」については、調査対象林家において育林に係る作業が行われなかった。2008年度：「えぞまつ・とどまつ」については、調査対象経営体において育林に係る作業が行われなかった。四国・九州：「からまつ」及び「えぞまつ・とどまつ」については、調査対象林家において育林に係る作業が行われなかった。",""
"0003278401","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","288","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　総括表","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　総括表","","",""
"0003278423","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","120","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","林業経営統計 経営体の概況　全国年度","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営体の概況　全国年度","","",""
"0003278424","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","160","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","林業経営統計 経営体の概況　保有山林面積規模別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営体の概況　保有山林面積規模別","","",""
"0003278425","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","80","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","林業経営統計 経営体の概況　林業施業状況別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営体の概況　林業施業状況別","","",""
"0003278426","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","360","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","林業経営統計 経営体の概況　全国農業地域別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営体の概況　全国農業地域別","","",""
"0003280423","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","1176","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　労働時間","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　労働時間","","",""
"0003280562","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","480","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　栽培きのこ用資産","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　栽培きのこ用資産","","",""
"0003280581","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","168","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　栽培きのこの生産概況","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　栽培きのこの生産概況","","",""
"0003280601","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","1032","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　栽培きのこ収支","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　栽培きのこ収支","","",""
"0003280603","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","120","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　租税公課諸負担","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　租税公課諸負担","","",""
"0003280606","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","336","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　借入金","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　借入金","","",""
"0003280610","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","360","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　年度始め世帯員（年齢別）","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　年度始め世帯員（年齢別）","","",""
"0003280611","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","432","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　就業形態別世帯員","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　就業形態別世帯員","","",""
"0003280612","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","264","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　従事日数別世帯員","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　従事日数別世帯員","","",""
"0003285886","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","672","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","2","栽培きのこ経営統計 生しいたけ（菌床栽培）・その他きのこ　固定資産の保有状況（年度始め）","04","農林水産業","03","林業","林業経営統計調査","確報","","栽培きのこ経営統計","生しいたけ（菌床栽培）・その他きのこ　固定資産の保有状況（年度始め）","","",""
"0003278471","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","66","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","3","林業経営統計 経営土地の状況（年度始め）　全国年度","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営土地の状況（年度始め）　全国年度","","",""
"0003278472","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","88","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","3","林業経営統計 経営土地の状況（年度始め）　保有山林面積規模別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営土地の状況（年度始め）　保有山林面積規模別","","",""
"0003278473","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","44","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","3","林業経営統計 経営土地の状況（年度始め）　林業施業状況別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営土地の状況（年度始め）　林業施業状況別","","",""
"0003278474","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","198","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","3","林業経営統計 経営土地の状況（年度始め）　全国農業地域別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","経営土地の状況（年度始め）　全国農業地域別","","",""
"0003280424","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","372","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","4","林業経営統計 樹種別・林齢区分別山林面積（年度始め）　全国年度","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","樹種別・林齢区分別山林面積（年度始め）　全国年度","","",""
"0003280425","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","496","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","4","林業経営統計 樹種別・林齢区分別山林面積（年度始め）　保有山林面積規模別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","樹種別・林齢区分別山林面積（年度始め）　保有山林面積規模別","","",""
"0003280426","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","248","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","4","林業経営統計 樹種別・林齢区分別山林面積（年度始め）　林業施業状況別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","樹種別・林齢区分別山林面積（年度始め）　林業施業状況別","","",""
"0003280427","林業経営統計調査 確報","年度次","200804-200903","2019-02-27","0","該当なし","1116","2019-02-28","","00500202","林業経営統計調査","00500","農林水産省","4","林業経営統計 樹種別・林齢区分別山林面積（年度始め）　全国農業地域別","04","農林水産業","03","林業","林業経営統計調査","確報","","林業経営統計","樹種別・林齢区分別山林面積（年度始め）　全国農業地域別","","",""
