"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003245536","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","全国","13824","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","14","医療機器都道府県別生産・輸入・出荷・月末在庫金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医療機器都道府県別生産・輸入・出荷・月末在庫金額","","",""
"0003245536","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","都道府県","13824","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","14","医療機器都道府県別生産・輸入・出荷・月末在庫金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医療機器都道府県別生産・輸入・出荷・月末在庫金額","","",""
"0003245537","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","19692","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","15","医療機器分類別生産・輸入・出荷・月末在庫金額（品目数）","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医療機器分類別生産・輸入・出荷・月末在庫金額（品目数）","","",""
"0003245538","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","137844","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","16","医療機器分類別生産・輸入・出荷・月末在庫金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医療機器分類別生産・輸入・出荷・月末在庫金額","","",""
"0003245539","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","137844","2019-02-21","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","17","医療機器分類別生産・輸入・出荷・月末在庫数量","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医療機器分類別生産・輸入・出荷・月末在庫数量","","",""
"0003245540","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","324","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","18","医薬部外品地域別生産・輸入・出荷・月末在庫金額製造所数","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬部外品地域別生産・輸入・出荷・月末在庫金額製造所数","","",""
"0003245541","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","2592","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","19","医薬部外品地域別生産・輸入・出荷・月末在庫金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬部外品地域別生産・輸入・出荷・月末在庫金額","","",""
"0003245524","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","全国","6912","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","2","都道府県別医薬品製造販売事務所・製造所数","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","都道府県別医薬品製造販売事務所・製造所数","","",""
"0003245524","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","都道府県","6912","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","2","都道府県別医薬品製造販売事務所・製造所数","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","都道府県別医薬品製造販売事務所・製造所数","","",""
"0003245542","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","1440","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","20","医薬部外品薬効分類別生産・輸入・出荷・月末在庫金額（品目数）","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬部外品薬効分類別生産・輸入・出荷・月末在庫金額（品目数）","","",""
"0003245543","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","10080","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","21","医薬部外品薬効分類別生産・輸入・出荷・月末在庫金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬部外品薬効分類別生産・輸入・出荷・月末在庫金額","","",""
"0003245544","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","2484","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","22","特掲医薬部外品生産・輸入金額数量　金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","特掲医薬部外品生産・輸入金額数量　金額","","",""
"0003245545","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","2484","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","23","特掲医薬部外品生産・輸入金額数量　数量","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","特掲医薬部外品生産・輸入金額数量　数量","","",""
"0003245525","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","全国","1728","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","3","都道府県別医薬品製造所","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","都道府県別医薬品製造所","","",""
"0003245525","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","都道府県","1728","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","3","都道府県別医薬品製造所","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","都道府県別医薬品製造所","","",""
"0003245526","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","全国","6912","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","4","都道府県別医薬品製造所従業者数及び臨時従業者延数","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","都道府県別医薬品製造所従業者数及び臨時従業者延数","","",""
"0003245526","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","都道府県","6912","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","4","都道府県別医薬品製造所従業者数及び臨時従業者延数","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","都道府県別医薬品製造所従業者数及び臨時従業者延数","","",""
"0003245527","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","7488","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","5","医薬品薬効分類別用途区分別生産・輸入金額（品目数）","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬品薬効分類別用途区分別生産・輸入金額（品目数）","","",""
"0003245528","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","187200","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","6","医薬品薬効分類別用途区分別生産・輸入金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬品薬効分類別用途区分別生産・輸入金額","","",""
"0003245529","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","7488","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","7","医薬品薬効分類別用途区分別出荷・月末在庫金額（品目数）","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬品薬効分類別用途区分別出荷・月末在庫金額（品目数）","","",""
"0003245530","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","149760","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","8","医薬品薬効分類別用途区分別出荷・月末在庫金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","医薬品薬効分類別用途区分別出荷・月末在庫金額","","",""
"0003245531","月報　薬事工業生産動態統計調査 統計表","月次","201712","2019-02-20","0","該当なし","2016","2019-02-20","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","9","衛生材料生産・輸入・出荷・月末在庫金額数量　金額","05","鉱工業","02","製造業","月報　薬事工業生産動態統計調査","統計表","衛生材料生産・輸入・出荷・月末在庫金額数量　金額","","",""
"0003067374","平成23年（概要）薬事工業生産動態統計調査","年次","201101-201112","2012-10-15","0","該当なし","150","2012-11-16","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","001","第1表　医薬品生産金額の推移","05","鉱工業","02","製造業","平成23年（概要）薬事工業生産動態統計調査","","第1表　医薬品生産金額の推移","","",""
"0003067937","平成23年（概要）薬事工業生産動態統計調査","年次","0","2012-11-19","0","該当なし","20","2012-11-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","026","第26表　医薬品輸出金額の推移","05","鉱工業","02","製造業","平成23年（概要）薬事工業生産動態統計調査","","第26表　医薬品輸出金額の推移","","",""
"0003067874","平成23年（概要）薬事工業生産動態統計調査","年次","0","2012-11-14","0","該当なし","25","2012-11-16","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","034","第34表　衛生材料生産金額の推移","05","鉱工業","02","製造業","平成23年（概要）薬事工業生産動態統計調査","","第34表　衛生材料生産金額の推移","","",""
"0003067735","平成23年（概要）薬事工業生産動態統計調査","年次","0","2012-11-14","0","該当なし","50","2012-11-16","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","037","第37表　医療機器生産金額の推移","05","鉱工業","02","製造業","平成23年（概要）薬事工業生産動態統計調査","","第37表　医療機器生産金額の推移","","",""
"0003067938","平成23年（概要）薬事工業生産動態統計調査","年次","0","2012-11-19","0","該当なし","20","2012-11-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","042","第42表　医療機器輸出金額の推移","05","鉱工業","02","製造業","平成23年（概要）薬事工業生産動態統計調査","","第42表　医療機器輸出金額の推移","","",""
"0003067896","平成23年（概要）薬事工業生産動態統計調査","年次","0","2012-11-15","0","該当なし","25","2012-11-16","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","050","第50表　医薬部外品生産金額の推移","05","鉱工業","02","製造業","平成23年（概要）薬事工業生産動態統計調査","","第50表　医薬部外品生産金額の推移","","",""
"0003139215","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","4224","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","1","統計表 都道府県別医薬品生産・輸入・出荷・在庫金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","都道府県別医薬品生産・輸入・出荷・在庫金額","統計表","",""
"0003127907","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","28503","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","10","統計表 特掲医薬品出荷金額数量 金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","特掲医薬品出荷金額数量","統計表","金額",""
"0003127973","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","28503","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","10","統計表 特掲医薬品出荷金額数量 数量","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","特掲医薬品出荷金額数量","統計表","数量",""
"0003139196","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","288","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","11","統計表 医薬品州別輸入・輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬品州別輸入・輸出金額","統計表","",""
"0003139177","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","384","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","12","統計表 医薬品主要国別輸入・輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬品主要国別輸入・輸出金額","統計表","",""
"0003127940","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","1736","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","13","統計表 医療用医薬品薬効分類別主要国別輸入金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療用医薬品薬効分類別主要国別輸入金額","統計表","",""
"0003127885","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","1736","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","14","統計表 医療用医薬品薬効分類別主要国別輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療用医薬品薬効分類別主要国別輸出金額","統計表","",""
"0003127939","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","448","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","15","統計表 衛生材料生産・輸入・出荷・在庫金額数量 金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","衛生材料生産・輸入・出荷・在庫金額数量","統計表","金額",""
"0003128193","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","448","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","15","統計表 衛生材料生産・輸入・出荷・在庫金額数量 数量","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","衛生材料生産・輸入・出荷・在庫金額数量","統計表","数量",""
"0003139217","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","64","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","16","統計表 衛生材料地域別製造所数","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","衛生材料地域別製造所数","統計表","",""
"0003139236","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","576","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","16","統計表 衛生材料地域別生産・輸入・出荷・在庫金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","衛生材料地域別生産・輸入・出荷・在庫金額","統計表","",""
"0003139197","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","144","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","17","統計表 衛生材料州別輸入・輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","衛生材料州別輸入・輸出金額","統計表","",""
"0003139178","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","384","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","18","統計表 医療機器都道府県別製造所数","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器都道府県別製造所数","統計表","",""
"0003139218","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","3072","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","18","統計表 医療機器都道府県別生産・輸入・出荷・在庫金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器都道府県別生産・輸入・出荷・在庫金額","統計表","",""
"0003127883","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","128","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","19","統計表 生産規模別製造所数","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","生産規模別製造所数","統計表","",""
"0003127899","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","896","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","19","統計表 生産規模別医療機器生産・輸入・出荷・在庫金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","生産規模別医療機器生産・輸入・出荷・在庫金額","統計表","",""
"0003139234","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","1536","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","2","統計表 都道府県別医薬品製造販売事務所・製造所数（月平均）","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","都道府県別医薬品製造販売事務所・製造所数（月平均）","統計表","",""
"0003127898","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","10584","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","20","統計表 医療機器分類別生産・輸入・出荷・在庫金額（品目数）","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器分類別生産・輸入・出荷・在庫金額（品目数）","統計表","",""
"0003127937","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","74088","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","20","統計表 医療機器分類別生産・輸入・出荷・在庫金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器分類別生産・輸入・出荷・在庫金額","統計表","",""
"0003127882","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","74088","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","21","統計表 医療機器分類別生産・輸入・出荷・在庫数量","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器分類別生産・輸入・出荷・在庫数量","統計表","",""
"0003139237","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","288","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","22","統計表 医療機器州別輸入・輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器州別輸入・輸出金額","統計表","",""
"0003139198","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","384","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","23","統計表 医療機器主要国別輸入・輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器主要国別輸入・輸出金額","統計表","",""
"0003127954","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","240","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","24","統計表 医療機器大分類別主要国別輸入金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器大分類別主要国別輸入金額","統計表","",""
"0003127936","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","240","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","25","統計表 医療機器大分類別主要国別輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医療機器大分類別主要国別輸出金額","統計表","",""
"0003139179","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","72","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","統計表 医薬部外品地域別製造所数","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬部外品地域別製造所数","統計表","",""
"0003139219","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","576","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","統計表 医薬部外品地域別生産・輸入・出荷・在庫金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬部外品地域別生産・輸入・出荷・在庫金額","統計表","",""
"0003127895","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","320","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","統計表 医薬部外品薬効分類別生産・輸入・出荷・在庫金額（品目数）","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬部外品薬効分類別生産・輸入・出荷・在庫金額（品目数）","統計表","",""
"0003127953","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","2240","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","統計表 医薬部外品薬効分類別生産・輸入・出荷・在庫金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬部外品薬効分類別生産・輸入・出荷・在庫金額","統計表","",""
"0003127933","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","552","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","28","統計表 特掲医薬部外品生産・輸入金額数量 数量","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","特掲医薬部外品生産・輸入金額数量","統計表","数量",""
"0003127934","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","552","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","28","統計表 特掲医薬部外品生産・輸入金額数量 金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","特掲医薬部外品生産・輸入金額数量","統計表","金額",""
"0003139238","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","288","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","29","統計表 医薬部外品州別輸入・輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬部外品州別輸入・輸出金額","統計表","",""
"0003139176","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","1536","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","3","統計表 都道府県別医薬品製造所従業者数及び臨時従業者延数（月平均）","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","都道府県別医薬品製造所従業者数及び臨時従業者延数（月平均）","統計表","",""
"0003139195","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","384","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","3","統計表 都道府県別医薬品製造所数（月平均）","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","都道府県別医薬品製造所数（月平均）","統計表","",""
"0003139199","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","224","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","統計表 医薬部外品主要国別輸入・輸出金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬部外品主要国別輸入・輸出金額","統計表","",""
"0003127894","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","1664","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","4","統計表 医薬品薬効分類別用途区分別生産・輸入金額（品目数）","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬品薬効分類別用途区分別生産・輸入金額（品目数）","統計表","",""
"0003139216","（統計表）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","42640","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","4","統計表 医薬品薬効分類別用途区分別生産・輸入金額","05","鉱工業","02","製造業","（統計表）薬事工業生産動態統計調査","","医薬品薬効分類別用途区分別生産・輸入金額","統計表","",""
