"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003377754","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","396","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","産業、職業能力開発推進者の選任状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","産業、職業能力開発推進者の選任状況別企業構成比",""
"0003377755","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","90","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","企業規模、職業能力開発推進者の選任状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","企業規模、職業能力開発推進者の選任状況別企業構成比",""
"0003377756","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","108","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","正社員率階級、職業能力開発推進者の選任状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","正社員率階級、職業能力開発推進者の選任状況別企業構成比",""
"0003377757","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","18","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","事業内職業能力開発計画作成の有無、職業能力開発推進者の選任状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","事業内職業能力開発計画作成の有無、職業能力開発推進者の選任状況別企業構成比",""
"0003377758","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","21","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","職業能力開発推進者の選任方法別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","職業能力開発推進者の選任方法別企業構成比",""
"0003377759","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","462","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","産業、職業能力開発推進者の選任方法別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","産業、職業能力開発推進者の選任方法別企業構成比",""
"0003377760","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","105","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","企業規模、職業能力開発推進者の選任方法別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","企業規模、職業能力開発推進者の選任方法別企業構成比",""
"0003377761","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","126","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","正社員率階級、職業能力開発推進者の選任方法別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","正社員率階級、職業能力開発推進者の選任方法別企業構成比",""
"0003377762","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","21","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","8","事業内職業能力開発計画作成の有無、職業能力開発推進者の選任方法別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","事業内職業能力開発計画作成の有無、職業能力開発推進者の選任方法別企業構成比",""
"0003377763","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","39","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比",""
"0003377764","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","858","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","産業、教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","産業、教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比",""
"0003377765","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","195","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","企業規模、教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","企業規模、教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比",""
"0003377766","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","234","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","正社員率階級、教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","正社員率階級、教育訓練休暇制度の導入状況別企業構成比、教育訓練短時間勤務制度の導入状況別企業構成比",""
"0003377767","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","27","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない企業をそれぞれ100とした割合である。<br>教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由は複数回答である。"
"0003377768","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","594","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","産業、教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","産業、教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない企業をそれぞれ100とした割合である。<br>教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由は複数回答である。"
"0003377769","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","135","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","企業規模、教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","企業規模、教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない企業をそれぞれ100とした割合である。<br>教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由は複数回答である。"
"0003377770","能力開発基本調査 第3章　統計表 第1節　企業調査","年度次","0","2020-02-26","0","全国","162","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","9-10","正社員率階級、教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第1節　企業調査","正社員率階級、教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由別企業構成比","教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない企業をそれぞれ100とした割合である。<br>教育訓練休暇制度又は教育訓練短時間勤務制度の導入予定がない理由は複数回答である。"
"0003377771","能力開発基本調査 第3章　統計表 第2節　事業所調査","年度次","0","2020-02-26","0","全国","12","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","1","ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第2節　事業所調査","ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比",""
"0003377772","能力開発基本調査 第3章　統計表 第2節　事業所調査","年度次","0","2020-02-26","0","全国","264","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","1","産業、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第2節　事業所調査","産業、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比",""
"0003377773","能力開発基本調査 第3章　統計表 第2節　事業所調査","年度次","0","2020-02-26","0","全国","60","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","1","事業所規模、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第2節　事業所調査","事業所規模、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比",""
"0003377774","能力開発基本調査 第3章　統計表 第2節　事業所調査","年度次","0","2020-02-26","0","全国","60","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","1","企業規模、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第2節　事業所調査","企業規模、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比",""
"0003377775","能力開発基本調査 第3章　統計表 第2節　事業所調査","年度次","0","2020-02-26","0","全国","72","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","1","正社員率階級、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第2節　事業所調査","正社員率階級、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比",""
"0003377776","能力開発基本調査 第3章　統計表 第2節　事業所調査","年度次","0","2020-02-26","0","全国","84","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","1","離職者階級、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第2節　事業所調査","離職者階級、ＯＦＦ－ＪＴの実施状況別事業所構成比、計画的なＯＪＴの実施状況別事業所構成比","１）「離職率階級」は、正社員は「離職率階級  正社員」、正社員以外は「離職率階級 正社員以外」、正社員または正社員以外は「離職率階級 正社員または正社員以外」による割合である。"
"0003405483","能力開発基本調査 第3章　統計表 第2節　事業所調査","年度次","0","2020-02-26","0","全国","88","2020-02-27","","00450451","能力開発基本調査","00450","厚生労働省","1","ＯＦＦ－ＪＴ及び計画的なＯＪＴ実施の有無及び実施状況別事業所構成比","07","企業・家計・経済","01","企業活動","能力開発基本調査","第3章　統計表","第2節　事業所調査","ＯＦＦ－ＪＴ及び計画的なＯＪＴ実施の有無及び実施状況別事業所構成比","「正社員以外」表については「産業・事業所規模・企業規模・正社員率階級・離職者階級、ＯＦＦ－ＪＴ及び計画的なＯＪＴの実施状況別事業所構成比」に掲載している。<br>ＯＦＦ－ＪＴ及び計画的なＯＪＴを実施した対象は複数回答である。"
