"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE"
"0003324379","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","36","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） ジビエ利用量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","ジビエ利用量","",""
"0003324380","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","16","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の解体処理のみの請負及び自家消費向け別ジビエ利用量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の解体処理のみの請負及び自家消費向け別ジビエ利用量","",""
"0003324381","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","36","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の食肉処理施設数 イノシシ及びシカの解体頭数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の食肉処理施設数","イノシシ及びシカの解体頭数規模別施設数",""
"0003324382","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","12","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の食肉処理施設数 解体したその他鳥獣の種類別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の食肉処理施設数","解体したその他鳥獣の種類別施設数",""
"0003324383","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","24","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の搬入時の体重及び１頭・羽当たりの体重","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の搬入時の体重及び１頭・羽当たりの体重","",""
"0003324384","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","32","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の捕獲方法別解体頭・羽数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の捕獲方法別解体頭・羽数","",""
"0003324385","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","8","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の仕入価格及び解体処理の請負価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の仕入価格及び解体処理の請負価格","",""
"0003324386","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","48","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） 食肉処理施設で処理して得た金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","食肉処理施設で処理して得た金額","",""
"0003324387","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","52","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） イノシシ、シカの部位別等販売数量、販売金額及び販売価格 販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","食肉卸売・小売のその他は、部位及び枝肉以外もの（分類不可を含む）である（以下同じ）。","イノシシ、シカの部位別等販売数量、販売金額及び販売価格","販売数量",""
"0003324388","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","52","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） イノシシ、シカの部位別等販売数量、販売金額及び販売価格 販売金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","イノシシ、シカの部位別等販売数量、販売金額及び販売価格","販売金額",""
"0003324389","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","26","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） イノシシ、シカの部位別等販売数量、販売金額及び販売価格 販売価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","イノシシ、シカの部位別等販売数量、販売金額及び販売価格","販売価格",""
"0003324390","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","40","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） その他鳥獣の種類別販売数量、販売金額及び販売価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","販売数量の加工販売は加工に仕向けた食肉、調理販売は調理に仕向けた食肉の数量である。","その他鳥獣の種類別販売数量、販売金額及び販売価格","",""
"0003324391","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","64","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） 食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量","",""
"0003324392","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","40","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） 食肉、食肉以外の販売がある食肉処理施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","食肉、食肉以外の販売がある食肉処理施設数","",""
"0003324393","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","5","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-4","第１部　野生鳥獣資源利用実態調査 廃棄物処理量、廃棄物処理経費（全国）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","廃棄物処理量、廃棄物処理経費（全国）","","","",""
"0003324394","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","462","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-5","第１部　野生鳥獣資源利用実態調査 食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別） 年間施設稼働日数規模別施設数等","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別）","","年間施設稼働日数規模別施設数等","",""
"0003324395","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-5","第１部　野生鳥獣資源利用実態調査 食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別） 年間作業従事者数及び専従者数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別）","","年間作業従事者数及び専従者数規模別施設数","",""
"0003324396","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の解体頭・羽数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の解体頭・羽数","",""
"0003324397","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","594","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） ジビエ利用量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","ジビエ利用量","",""
"0003324398","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","594","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） ジビエ利用量（１施設当たり）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","ジビエ利用量（１施設当たり）","",""
"0003324399","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の解体処理のみの請負及び自家消費向け別ジビエ利用量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の解体処理のみの請負及び自家消費向け別ジビエ利用量","",""
"0003324400","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","531","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の食肉処理施設数 イノシシの解体頭数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の食肉処理施設数","イノシシの解体頭数規模別施設数",""
"0003324401","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","531","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の食肉処理施設数 シカの解体頭数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の食肉処理施設数","シカの解体頭数規模別施設数",""
"0003324402","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","354","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の食肉処理施設数 解体したその他鳥獣の種類別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の食肉処理施設数","解体したその他鳥獣の種類別施設数",""
"0003324403","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の搬入時の体重","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の搬入時の体重","",""
"0003324404","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の搬入時の体重（１頭･羽当たり）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の搬入時の体重（１頭･羽当たり）","",""
"0003324405","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","1056","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の捕獲方法別解体頭・羽数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の捕獲方法別解体頭・羽数","",""
"0003324406","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","1056","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の捕獲方法別解体頭・羽数割合","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の捕獲方法別解体頭・羽数割合","",""
"0003324407","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-6","第１部　野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の仕入価格及び解体処理の請負価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の仕入価格及び解体処理の請負価格","",""
"0003324408","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","792","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-7","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） 食肉処理施設で処理して得た金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","食肉処理施設で処理して得た金額","",""
"0003324409","野生鳥獣資源利用実態調査 確報 平成29年度野生鳥獣資源利用実態調査","年次","201801-201812","2018-12-25","0","該当なし","792","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-7","第１部　野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） 食肉処理施設で処理して得た金額（１施設当たり）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成29年度野生鳥獣資源利用実態調査","第１部　野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","食肉処理施設で処理して得た金額（１施設当たり）","",""
