"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003334082","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24","0","該当なし","204","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-3","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","農業経営改善計画の営農類型別認定状況","農業経営改善計画の営農類型別認定状況（法人形態別）","※法人の農業経営改善計画の認定数である。",""
"0003334083","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24","0","該当なし","550","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-4","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","",""
"0003334084","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24","0","該当なし","1320","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-5","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の認定状況（年齢階層別）","※法人、共同申請による農業経営改善計画の認定数を除く。",""
"0003334085","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24","0","該当なし","660","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-6","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","※法人の農業経営改善計画の認定数である。",""
"0003334086","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24","0","該当なし","935","2019-06-24","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-7","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別認定状況","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の営農類型別認定状況","",""
"0003334087","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24","0","該当なし","935","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-8","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別構成比","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の営農類型別構成比","",""
"0003334088","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24","0","該当なし","330","2019-06-24","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","","","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","認定農業者の認定状況（平成29年３月末現在）","基本構想の策定状況及び認定農業者数","基本構想策定数は、農業経営基盤の強化の促進に関する基本的な構想を策定した市町村の数をさす。認定市町村数は、基本構想に基づき、農業経営改善計画の認定を行っている市町村の数をさす。","認定農業者の認定状況（平成29年３月末現在） 基本構想の策定状況及び認定農業者数"
"0003334089","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","68","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-1","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（総数及び法人）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","農業経営改善計画の営農類型別認定状況（総数及び法人）","",""
"0003334090","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","476","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-2","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","農業経営改善計画の営農類型別認定状況（年齢階層別）","※法人、共同申請による農業経営改善計画の認定数を除く。",""
"0003334091","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","204","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-3","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","農業経営改善計画の営農類型別認定状況（法人形態別）","※法人の農業経営改善計画の認定数である。",""
"0003334092","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","550","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-4","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","",""
"0003334093","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","1540","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-5","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の認定状況（年齢階層別）","※法人、共同申請による農業経営改善計画の認定数を除く。",""
"0003334094","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","660","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-6","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","※法人の農業経営改善計画の認定数である。",""
"0003334095","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","935","2019-06-24","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-7","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別認定状況","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の営農類型別認定状況","",""
"0003334096","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","935","2019-06-25","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-8","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別構成比","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","農業経営改善計画の営農類型別認定状況","都道府県別農業経営改善計画の営農類型別構成比","",""
"0003334097","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24","0","該当なし","330","2019-06-24","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","","","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","認定農業者の認定状況（平成30年３月末現在）","基本構想の策定状況及び認定農業者数","基本構想策定数は、農業経営基盤の強化の促進に関する基本的な構想を策定した市町村の数をさす。認定市町村数は、基本構想に基づき、農業経営改善計画の認定を行っている市町村の数をさす。","認定農業者の認定状況（平成30年３月末現在） 基本構想の策定状況及び認定農業者数"
"0003416873","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","該当なし","68","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-1","農業経営改善計画の営農類型別等認定状況（3月末現在） 農業経営改善計画の営農類型別認定状況（総数及び法人）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","農業経営改善計画の営農類型別認定状況（総数及び法人）","",""
"0003416874","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","該当なし","476","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-2","農業経営改善計画の営農類型別等認定状況（3月末現在） 農業経営改善計画の営農類型別認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","農業経営改善計画の営農類型別認定状況（年齢階層別）","",""
"0003416875","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","該当なし","204","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-3","農業経営改善計画の営農類型別等認定状況（3月末現在） 農業経営改善計画の営農類型別認定状況（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","農業経営改善計画の営農類型別認定状況（法人形態別）","",""
"0003416876","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","全国","550","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-4","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","",""
"0003416876","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","都道府県","550","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-4","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","",""
"0003416877","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","全国","1540","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-5","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の認定状況（年齢階層別）","",""
"0003416877","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","都道府県","1540","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-5","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の認定状況（年齢階層別）","",""
"0003416878","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","全国","660","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-6","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","",""
"0003416878","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","都道府県","660","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-6","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","",""
"0003416879","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","全国","1870","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-7","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況・構成比","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の営農類型別認定状況・構成比","",""
"0003416879","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","都道府県","1870","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-7","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況・構成比","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","農業経営改善計画の営農類型別等認定状況（3月末現在）","都道府県別農業経営改善計画の営農類型別認定状況・構成比","",""
"0003416880","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","全国","330","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","","","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","認定農業者の認定状況（3月末現在）","基本構想の策定状況及び認定農業者数","","認定農業者の認定状況（3月末現在） 基本構想の策定状況及び認定農業者数"
"0003416880","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-09-30","0","都道府県","330","2020-12-26","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","","","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","認定農業者の認定状況（3月末現在）","基本構想の策定状況及び認定農業者数","","認定農業者の認定状況（3月末現在） 基本構想の策定状況及び認定農業者数"
"0001916861","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","68","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-1","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 農業経営改善計画の営農類型別認定状況（総数及び法人）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別認定状況（総数及び法人）","",""
"0001916862","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","476","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-2","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 農業経営改善計画の営農類型別認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別認定状況（年齢階層別）","",""
"0001916863","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","204","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-3","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 農業経営改善計画の営農類型別認定状況（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別認定状況（法人形態別）","",""
"0001916864","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","550","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-4","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","",""
