"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003280705","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","402","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","12","個別事項 アクティブ・ラーニング・スペース　運営体制（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","アクティブ・ラーニング・スペース　運営体制（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、設置大学数の構成比は、調査対象の国立大学86、公立大学89、私立大学608、合計783大学で算定しています。※　調査年度が平成28年度のデータについて、設置大学数の構成比は、調査対象の国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータについて、設置大学数の構成比は、調査対象の国立大学86、公立大学86、私立大学607、合計779大学で算定しています。",""
"0003280382","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","640","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","13","個別事項 課題　組織・運営面（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","課題　組織・運営面（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、組織・運営面の構成比は、調査対象の国立大学86、公立大学89、私立大学608、合計783大学で算定しています。※　調査年度が平成28年度のデータについて、組織・運営面の構成比は、調査対象の国立大学86、公立大学88、私立大学604、合計778大学で算定しています。※　調査年度が平成27年度のデータについて、組織・運営面の構成比は、調査対象の国立大学86、公立大学86、私立大学607、合計779大学で算定しています。",""
"0003280383","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","640","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","13","個別事項 課題　経費・設備面（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","課題　経費・設備面（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、経費・設備面の構成比は、調査対象の国立大学86、公立大学89、私立大学608、合計783大学で算定しています。※　調査年度が平成28年度のデータについて、経費・設備面の構成比は、調査対象の国立大学86、公立大学88、私立大学604、合計778大学で算定しています。※　調査年度が平成27年度のデータについて、経費・設備面の構成比は、調査対象の国立大学86、公立大学86、私立大学607、合計779大学で算定しています。",""
"0003280384","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","640","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","13","個別事項 課題　機能面（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","課題　機能面（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、機能面の構成比は、調査対象の国立大学86、公立大学89、私立大学608、合計783大学で算定しています。※　調査年度が平成28年度のデータについて、機能面の構成比は、調査対象の国立大学86、公立大学88、私立大学604、合計778大学で算定しています。※　調査年度が平成27年度のデータについて、機能面の構成比は、調査対象の国立大学86、公立大学86、私立大学607、合計779大学で算定しています。",""
"0003280385","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","1440","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","13","個別事項 課題　外国雑誌及び電子ジャーナル（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","課題　外国雑誌及び電子ジャーナル（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、外国雑誌及び電子ジャーナルの構成比は、調査対象の国立大学86、公立大学89、私立大学608、合計783大学で算定しています。※　調査年度が平成28年度のデータについて、外国雑誌及び電子ジャーナルの構成比は、調査対象の国立大学86、公立大学88、私立大学604、合計778大学で算定しています。※　調査年度が平成27年度のデータについて、外国雑誌及び電子ジャーナルの構成比は、調査対象の国立大学86、公立大学86、私立大学607、合計779大学で算定しています。",""
"0003280386","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","1200","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","13","個別事項 課題　機関リポジトリ（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","課題　機関リポジトリ（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて　　構築している大学の構成比は、国立85、公立69、私立382の計536大学で算定しています。　　構築する方向で検討している大学の構成比は、国立1、公立11、私立120の計132大学で算定しています。　　構築する予定はない大学の構成比は国立0、公立9、私立106の計115大学で算定しています。※　調査年度が平成28年度のデータについて　　構築している大学の構成比は国立85、公立66、私立335の計486大学で算定しています。　　構築する方向で検討している大学の構成比は国立1、公立12、私立160の計173大学で算定しています。　　構築する予定はない大学の構成比は国立0、公立10、私立107の計117大学で算定しています。※　調査年度が平成27年度のデータについて　　構築している大学の構成比は国立85、公立60、私立295の計440大学で算定しています。　　構築する方向で検討している大学の構成比は国立0、公立13、私立174の計187大学で算定しています。　　構築する予定はない大学の構成比は国立1、公立13、私立136の計150大学で算定しています。",""
"0003280364","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","794","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","2","個別事項 施設・設備　面積・閲覧座席数（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","施設・設備　面積・閲覧座席数（調査年度5月1日時点）","",""
"0003280387","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","148","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","2","個別事項 施設・設備　書架収容力（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","施設・設備　書架収容力（調査年度5月1日時点）","",""
"0003280388","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","296","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","2","個別事項 施設・設備　図書館利用者用端末台数（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","施設・設備　図書館利用者用端末台数（調査年度5月1日時点）","",""
"0003280365","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","794","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","3","個別事項 蔵書数　印刷物の蔵書数（調査前年度末時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","蔵書数　印刷物の蔵書数（調査前年度末時点）","",""
"0003280389","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","1876","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","3","個別事項 蔵書数　電子情報資源の利用可能種類数、マイクロ資料の所蔵数、視聴覚資料所蔵数（調査前年度末時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","蔵書数　電子情報資源の利用可能種類数、マイクロ資料の所蔵数、視聴覚資料所蔵数（調査前年度末時点）","",""
"0003280366","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","2160","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","4","個別事項 図書・雑誌受入数（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","図書・雑誌受入数（調査前年度実績）","",""
"0003280368","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","960","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　開館状況（2016年度～）（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　開館状況（2016年度～）（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。",""
"0003280369","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","1008","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　時間外開館状況（2016年度～）（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　時間外開館状況（2016年度～）（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。",""
"0003280370","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","768","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　館外貸出サービス（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　館外貸出サービス（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280371","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","912","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　参考業務（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　参考業務（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280372","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","720","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　文献複写（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　文献複写（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280373","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","1984","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　図書館間相互協力（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　図書館間相互協力（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。※　図書館間相互協力の構成比は、「図書・雑誌の貸借」（貸出及び借受）と「文献複写」（受付及び依頼）のそれぞれについて総数を基に算定しています。",""
"0003280433","学術情報基盤実態調査 大学図書館編","-","201504-201603","2019-03-28","0","該当なし","96","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　長期休業期間中の開館日数（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　長期休業期間中の開館日数（調査前年度実績）","※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003302561","学術情報基盤実態調査 大学図書館編","-","201504-201603","2019-03-28","0","該当なし","320","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　開館状況（～2015年度）（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　開館状況（～2015年度）（調査前年度実績）","※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003322281","学術情報基盤実態調査 大学図書館編","-","201504-201603","2019-03-28","0","該当なし","336","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","5","個別事項 サービス状況　時間外開館状況（～2015年度）（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","サービス状況　時間外開館状況（～2015年度）（調査前年度実績）","※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280374","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","2218","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","6","個別事項 経費　図書館資料費（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","経費　図書館資料費（調査前年度実績）","",""
"0003280375","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","822","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","6","個別事項 経費　図書館・室運営費（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","経費　図書館・室運営費（調査前年度実績）","",""
"0003280376","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","896","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","7","個別事項 外部委託業務（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","外部委託業務（調査前年度実績）","※　調査年度が平成29年度のデータについて、平成29年4月以降サービスを開始している大学においては、図書館を開設するに当たって、外部委託した業務について回答しています。※　調査年度が平成28年度のデータについて、平成28年4月以降サービスを開始している大学においては、図書館を開設するに当たって、外部委託した業務について回答しています。※　調査年度が平成27年度のデータについて、平成27年4月以降サービスを開始している大学においては、図書館を開設するに当たって、外部委託した業務について回答しています。",""
"0003280377","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","528","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","8","個別事項 図書館の公開　学外者の利用者数、利用を認めている利用者の所属（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","図書館の公開　学外者の利用者数、利用を認めている利用者の所属（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280613","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","320","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","8","個別事項 図書館の公開　学外者の図書館の利用（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","図書館の公開　学外者の図書館の利用（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280614","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","384","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","8","個別事項 図書館の公開　利用を認める場合の条件（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","図書館の公開　利用を認める場合の条件（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280615","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","384","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","8","個別事項 図書館の公開　利用の範囲（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","図書館の公開　利用の範囲（調査前年度実績）","※　調査年度が平成29年度のデータは、平成29年4月以降サービスを開始している大学を除き、国立大学86、公立大学89、私立大学602、合計777大学で算定しています。※　調査年度が平成28年度のデータは、平成28年4月以降サービスを開始している大学を除き、国立大学86、公立大学88、私立大学601、合計775大学で算定しています。※　調査年度が平成27年度のデータは、平成27年4月以降サービスを開始している大学を除き、国立大学86、公立大学86、私立大学604、合計776大学で算定しています。",""
"0003280378","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","256","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","9","個別事項 他機関との連携　連携の実施（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","他機関との連携　連携の実施（調査前年度実績）","※　調査年4月以降サービスを開始している大学においては、調査年4月現在の状況を回答しています。",""
"0003280662","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","480","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","9","個別事項 他機関との連携　実施状況（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","他機関との連携　実施状況（調査前年度実績）","※　調査年4月以降サービスを開始している大学においては、調査年4月現在の状況を回答しています。※　実施状況の構成比は、他機関との連携実施大学数を基に算定しています。",""
"0003280663","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","1360","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","9","個別事項 他機関との連携　連携内容（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","個別事項","他機関との連携　連携内容（調査前年度実績）","※　調査年4月以降サービスを開始している大学においては、調査年4月現在の状況を回答しています。",""
"0003280300","学術情報基盤実態調査 大学図書館編","-","201704-201803","2019-06-28","0","該当なし","576","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","","","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","大学図書館編","","総括事項（調査年度5月1日時点）","※ 教員数、職員数、学生数は学校基本調査（調査年5月1日現在）を特別集計したものです。","総括事項（調査年度5月1日時点）"
"0003281141","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","576","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 組織・運営体制　情報戦略の策定状況　情報戦略の内容（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","組織・運営体制　情報戦略の策定状況　情報戦略の内容（調査年度5月1日時点）","",""
"0003281160","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","400","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 組織・運営体制　情報戦略の策定状況　情報戦略を策定した会議（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","組織・運営体制　情報戦略の策定状況　情報戦略を策定した会議（調査年度5月1日時点）","※　情報戦略を策定した会議の構成比は、情報戦略策定済み大学数を基に算定しています。",""
