"year","statcode"
"1963","00200523"
"1964","00200523"
"1965","00200523"
"1966","00200523"
"1967","00200523"
"1968","00200523"
"1969","00200523"
"1970","00200523"
"1971","00200523"
"1972","00200523"
"1973","00200523"
"1974","00200523"
"1975","00200523"
"1976","00200523"
"1977","00200523"
"1978","00200523"
"1979","00200523"
"1980","00200523"
"1981","00200523"
"1982","00200523"
"1983","00200523"
"1984","00200523"
"1985","00200523"
"1986","00200523"
"1987","00200523"
"1988","00200523"
"1989","00200523"
"1990","00200523"
"1991","00200523"
"1992","00200523"
"1993","00200523"
"1994","00200523"
"1995","00200523"
"1996","00200523"
"1997","00200523"
"1998","00200523"
"1999","00200523"
"2000","00200523"
"2001","00200523"
"2002","00200523"
"2003","00200523"
"2004","00200523"
"2005","00200523"
"2006","00200523"
"2007","00200523"
"2008","00200523"
"2009","00200523"
"2010","00200523"
"2011","00200523"
"2012","00200523"
"2013","00200523"
"2014","00200523"
"2015","00200523"
"2016","00200523"
"2017","00200523"
"2018","00200523"
"2019","00200523"
"2020","00200523"
"2021","00200523"
"2022","00200523"
"2023","00200523"
"2024","00200523"
"2009","00550210"
"2010","00550210"
"2011","00550210"
"2012","00550210"
"2013","00550210"
"2014","00550210"
"1975","00120001"
"1976","00120001"
"1977","00120001"
"1978","00120001"
"1979","00120001"
"1980","00120001"
"1981","00120001"
"1982","00120001"
"1983","00120001"
"1984","00120001"
"1985","00120001"
"1986","00120001"
"1987","00120001"
"1988","00120001"
"1989","00120001"
"1990","00120001"
"1991","00120001"
"1992","00120001"
"1993","00120001"
"1994","00120001"
"1995","00120001"
"1996","00120001"
"1997","00120001"
"1998","00120001"
"1999","00120001"
"2000","00120001"
"2001","00120001"
"2002","00120001"
"2003","00120001"
"2004","00120001"
"2005","00120001"
"2006","00120001"
"2007","00120001"
"2008","00120001"
"2009","00120001"
"2010","00120001"
"2011","00120001"
"2012","00120001"
"2013","00120001"
"2014","00120001"
"2009","00600630"
"2010","00600630"
"2011","00600630"
"2012","00600630"
"2013","00600630"
"2014","00600630"
"2015","00600630"
"2016","00500236"
"2017","00500236"
"2018","00500236"
"2019","00500236"
"2020","00500236"
"2021","00500236"
"2022","00500236"
"2006","00500236"
"2007","00500236"
"2008","00500236"
"2009","00500236"
"2010","00500236"
"2011","00500236"
"2012","00500236"
"2013","00500236"
"2014","00500236"
"2015","00500236"
"1996","00400402"
"1997","00400402"
"1998","00400402"
"1999","00400402"
"2000","00400402"
"2001","00400402"
"2002","00400402"
"2003","00400402"
"2004","00400402"
"2005","00400402"
"2006","00400402"
"2007","00400402"
"2008","00400402"
"2009","00400402"
"2010","00400402"
"2011","00400402"
"2012","00400402"
"2013","00400402"
"2014","00400402"
"2015","00400402"
"2016","00400402"
"2017","00400402"
"2018","00400402"
"2019","00400402"
"2020","00400402"
"2021","00400402"
"2022","00400402"
"2023","00400402"
"2016","00500500"
"2017","00500500"
"2018","00500500"
"2019","00500500"
"2020","00500500"
"2022","00500500"
"2011","00500500"
"2012","00500500"
"2013","00500500"
"2014","00500500"
"2015","00500500"
"1976","00400003"
"1977","00400003"
"1979","00400003"
"1980","00400003"
"1982","00400003"
"1983","00400003"
"1985","00400003"
"1986","00400003"
"1988","00400003"
"1989","00400003"
"1991","00400003"
"1992","00400003"
"1994","00400003"
"1995","00400003"
"1997","00400003"
"1998","00400003"
"2000","00400003"
"2001","00400003"
"2003","00400003"
"2004","00400003"
"2006","00400003"
"2007","00400003"
"2009","00400003"
"2010","00400003"
"2012","00400003"
"2013","00400003"
"2016","00400003"
"2016","00200357"
"2017","00200357"
"2010","00200357"
"2011","00200357"
"2012","00200357"
"2013","00200357"
"2014","00200357"
"2015","00200357"
"2015","00100107"
"2006","00600360"
"2007","00600360"
"2008","00600360"
"2009","00600360"
"2010","00600360"
"2011","00600360"
"2012","00600360"
"2013","00600360"
"2014","00600360"
"2015","00600360"
"2016","00600360"
"2017","00600360"
"2018","00600360"
"2019","00600360"
"2020","00600360"
"2021","00600360"
"2022","00600360"
"2023","00600360"
"2024","00600360"
"2008","00700001"
"2009","00700001"
"2017","00450422"
"2021","00450422"
"2008","00450422"
"2011","00450422"
"2014","00450422"
"2016","00100408"
"2017","00100408"
"2018","00100408"
"2019","00100408"
"1991","00450211"
"1992","00450211"
"1993","00450211"
"1994","00450211"
"1995","00450211"
"1996","00450211"
"1997","00450211"
"1998","00450211"
"1999","00450211"
"2000","00450211"
"2001","00450211"
"2002","00450211"
"2003","00450211"
"2004","00450211"
"2005","00450211"
"2006","00450211"
"2007","00450211"
"2008","00450211"
"2009","00450211"
"2010","00450211"
"2011","00450211"
"2012","00450211"
"2013","00450211"
"2014","00450211"
"2015","00450211"
"2016","00450211"
"2017","00450211"
"2016","00500228"
"2017","00500228"
"2019","00500228"
"2020","00500228"
"2021","00500228"
"2022","00500228"
"2014","00500228"
"2015","00500228"
"2017","00020151"
"2010","00020151"
"2014","00020151"
"1972","00201001"
"1973","00201001"
"1974","00201001"
"1975","00201001"
"1976","00201001"
"1977","00201001"
"1978","00201001"
"1979","00201001"
"1980","00201001"
"1981","00201001"
"1982","00201001"
"1983","00201001"
"1984","00201001"
"1985","00201001"
"1986","00201001"
"1987","00201001"
"1988","00201001"
"1989","00201001"
"1990","00201001"
"1991","00201001"
"1992","00201001"
"1993","00201001"
"1994","00201001"
"1995","00201001"
"1996","00201001"
"1997","00201001"
"1998","00201001"
"1999","00201001"
"2000","00201001"
"2001","00201001"
"2002","00201001"
"2003","00201001"
"2004","00201001"
"2005","00201001"
"2006","00201001"
"2007","00201001"
"2008","00201001"
"2009","00201001"
"2010","00201001"
"2011","00201001"
"2012","00201001"
"2013","00201001"
"2014","00201001"
"2015","00201001"
"2016","00201001"
"2017","00201001"
"2016","00550560"
"2017","00550560"
"2018","00550560"
"2019","00550560"
"2013","00550560"
"2014","00550560"
"2015","00550560"
"1996","00200356"
"1997","00200356"
"1998","00200356"
"1999","00200356"
"2000","00200356"
"2001","00200356"
"2002","00200356"
"2003","00200356"
"2004","00200356"
"2005","00200356"
"2006","00200356"
"2007","00200356"
"2008","00200356"
"2009","00200356"
"2010","00200356"
"2011","00200356"
"2012","00200356"
"2013","00200356"
"2014","00200356"
"2015","00200356"
"2016","00200356"
"1951","00600270"
"1952","00600270"
"1953","00600270"
"1954","00600270"
"1955","00600270"
"1956","00600270"
"1957","00600270"
"1958","00600270"
"1959","00600270"
"1960","00600270"
"1961","00600270"
"1962","00600270"
"1963","00600270"
"1964","00600270"
"1965","00600270"
"1966","00600270"
"1967","00600270"
"1968","00600270"
"1969","00600270"
"1970","00600270"
"1971","00600270"
"1972","00600270"
"1973","00600270"
"1974","00600270"
"1975","00600270"
"1976","00600270"
"1977","00600270"
"1978","00600270"
"1979","00600270"
"1980","00600270"
"1981","00600270"
"1982","00600270"
"1983","00600270"
"1984","00600270"
"1985","00600270"
"1986","00600270"
"1987","00600270"
"1988","00600270"
"1989","00600270"
"1990","00600270"
"1991","00600270"
"1992","00600270"
"1993","00600270"
"1994","00600270"
"1995","00600270"
"1996","00600270"
"1997","00600270"
"1998","00600270"
"1999","00600270"
"2000","00600270"
"2001","00600270"
"2002","00600270"
"2003","00600270"
"2004","00600270"
"2005","00600270"
"2006","00600270"
"2007","00600270"
"2008","00600270"
"2009","00600270"
"2010","00600270"
"2011","00600270"
"2012","00600270"
"2013","00600270"
"2014","00600270"
"2015","00600270"
"2016","00600270"
"2017","00600270"
"2018","00600270"
"2019","00600270"
"2020","00600270"
"2021","00600270"
"2022","00600270"
"2023","00600270"
"2024","00600270"
"2016","00500247"
"2017","00500247"
"2018","00500247"
"2019","00500247"
"2020","00500247"
"2021","00500247"
"2013","00500247"
"2014","00500247"
"2015","00500247"
"2016","00650305"
"2010","00650305"
"2011","00650305"
"2012","00650305"
"2013","00650305"
"2014","00650305"
"2015","00650305"
"2014","00200566"
"2017","00650203"
"2019","00650203"
"2006","00650203"
"2007","00650203"
"2008","00650203"
"2009","00650203"
"2011","00650203"
"2013","00650203"
"2015","00650203"
"2016","00202002"
"2015","00202002"
"1991","00450073"
"1992","00450073"
"1993","00450073"
"1994","00450073"
"1995","00450073"
"1996","00450073"
"1997","00450073"
"1998","00450073"
"1999","00450073"
"2000","00450073"
"2001","00450073"
"2002","00450073"
"2003","00450073"
"2004","00450073"
"2005","00450073"
"2006","00450073"
"2007","00450073"
"2008","00450073"
"2009","00450073"
"2010","00450073"
"2011","00450073"
"2012","00450073"
"2013","00450073"
"2014","00450073"
"2015","00450073"
"2016","00450073"
"2017","00450073"
"2018","00450073"
"2019","00450073"
"2020","00450073"
"2008","00450022"
"2017","00450022"
"2020","00450022"
"2014","00450022"
"2016","00450389"
"2017","00450389"
"2018","00450389"
"2019","00450389"
"2020","00450389"
"2021","00450389"
"2013","00450389"
"2014","00450389"
"2015","00450389"
"1954","00400004"
"1955","00400004"
"1959","00400004"
"1960","00400004"
"1962","00400004"
"1963","00400004"
"1967","00400004"
"1968","00400004"
"1970","00400004"
"1971","00400004"
"1974","00400004"
"1975","00400004"
"1977","00400004"
"1978","00400004"
"1980","00400004"
"1981","00400004"
"1983","00400004"
"1984","00400004"
"1986","00400004"
"1987","00400004"
"1989","00400004"
"1990","00400004"
"1992","00400004"
"1993","00400004"
"1995","00400004"
"1996","00400004"
"1998","00400004"
"1999","00400004"
"2001","00400004"
"2002","00400004"
"2004","00400004"
"2005","00400004"
"2007","00400004"
"2008","00400004"
"2010","00400004"
"2011","00400004"
"2014","00400004"
"2015","00400004"
"1992","00600470"
"1993","00600470"
"1994","00600470"
"1995","00600470"
"1996","00600470"
"1997","00600470"
"1998","00600470"
"1999","00600470"
"2000","00600470"
"2001","00600470"
"2002","00600470"
"2003","00600470"
"2004","00600470"
"2005","00600470"
"2006","00600470"
"2007","00600470"
"2008","00600470"
"2009","00600470"
"2010","00600470"
"2011","00600470"
"2012","00600470"
"2013","00600470"
"2016","00500606"
"2017","00500606"
"2018","00500606"
"2004","00500606"
"2005","00500606"
"2006","00500606"
"2007","00500606"
"2008","00500606"
"2009","00500606"
"2010","00500606"
"2011","00500606"
"2012","00500606"
"2013","00500606"
"2014","00500606"
"2015","00500606"
"1985","00200553"
"1988","00200553"
"1991","00200553"
"1994","00200553"
"1997","00200553"
"1999","00200553"
"2002","00200553"
"2004","00200553"
"2006","00200553"
"2007","00200553"
"2008","00200553"
"2009","00200553"
"2010","00200553"
"2011","00200553"
"2012","00200553"
"2013","00200553"
"2014","00200553"
"2015","00200553"
"2016","00200553"
"2021","00200553"
"2010","00500209"
"2020","00500209"
"2005","00500209"
"2015","00500209"
"1992","00200563"
"1993","00200563"
"1994","00200563"
"1995","00200563"
"1996","00200563"
"1997","00200563"
"1998","00200563"
"1999","00200563"
"2000","00200563"
"2016","00500249"
"2017","00500249"
"2018","00500249"
"2019","00500249"
"2020","00500249"
"2021","00500249"
"2006","00250010"
"2007","00250010"
"2008","00250010"
"2009","00250010"
"2010","00250010"
"2011","00250010"
"2012","00250010"
"2013","00250010"
"2014","00250010"
"2015","00250010"
"2016","00250010"
"2017","00250010"
"2018","00250010"
"2019","00250010"
"2020","00250010"
"2021","00250010"
"2022","00250010"
"2023","00250010"
"2024","00250010"
"1972","00550020"
"1974","00550020"
"1976","00550020"
"1979","00550020"
"1982","00550020"
"1985","00550020"
"1988","00550020"
"1991","00550020"
"1994","00550020"
"1997","00550020"
"1999","00550020"
"2002","00550020"
"2003","00550020"
"2004","00550020"
"2005","00550020"
"2006","00550020"
"2007","00550020"
"2014","00550020"
"2016","00450191"
"2017","00450191"
"2015","00450191"
"1985","00200603"
"1990","00200603"
"1995","00200603"
"2000","00200603"
"2005","00200603"
"2011","00200603"
"1955","00600130"
"1956","00600130"
"1957","00600130"
"1958","00600130"
"1959","00600130"
"1960","00600130"
"1961","00600130"
"1962","00600130"
"1963","00600130"
"1964","00600130"
"1965","00600130"
"1966","00600130"
"1967","00600130"
"1968","00600130"
"1969","00600130"
"1970","00600130"
"1971","00600130"
"1972","00600130"
"1973","00600130"
"1974","00600130"
"1975","00600130"
"1976","00600130"
"1977","00600130"
"1978","00600130"
"1979","00600130"
"1980","00600130"
"1981","00600130"
"1982","00600130"
"1983","00600130"
"1984","00600130"
"1985","00600130"
"1986","00600130"
"1987","00600130"
"1988","00600130"
"1989","00600130"
"1990","00600130"
"1991","00600130"
"1992","00600130"
"1993","00600130"
"1994","00600130"
"1995","00600130"
"1996","00600130"
"1997","00600130"
"1998","00600130"
"1999","00600130"
"2000","00600130"
"2001","00600130"
"2002","00600130"
"2003","00600130"
"2004","00600130"
"2005","00600130"
"2006","00600130"
"2007","00600130"
"2008","00600130"
"2009","00600130"
"2010","00600130"
"2011","00600130"
"2012","00600130"
"2013","00600130"
"2014","00600130"
"2015","00600130"
"2016","00600130"
"2017","00600130"
"2018","00600130"
"2019","00600130"
"2020","00600130"
"2021","00600130"
"2022","00600130"
"2023","00600130"
"2024","00600130"
"2008","00650202"
"2011","00650202"
"2014","00650202"
"2003","00650102"
"2004","00650102"
"2005","00650102"
"2006","00650102"
"2007","00650102"
"2008","00650102"
"2009","00650102"
"2010","00650102"
"2011","00650102"
"2012","00650102"
"2013","00650102"
"2014","00650102"
"2019","00500207"
"2020","00500207"
"2021","00500207"
"2016","00500219"
"2018","00500219"
"2006","00500219"
"2007","00500219"
"2008","00500219"
"2009","00500219"
"2010","00500219"
"2011","00500219"
"2012","00500219"
"2013","00500219"
"2014","00500219"
"2015","00500219"
"2016","00500244"
"2017","00500244"
"2018","00500244"
"2019","00500244"
"2021","00500244"
"2015","00500244"
"2016","00020111"
"2015","00020111"
"1946","00300400"
"1947","00300400"
"1948","00300400"
"1949","00300400"
"1950","00300400"
"1951","00300400"
"1952","00300400"
"1953","00300400"
"1954","00300400"
"1955","00300400"
"1956","00300400"
"1957","00300400"
"1958","00300400"
"1959","00300400"
"1960","00300400"
"1961","00300400"
"1962","00300400"
"1963","00300400"
"1964","00300400"
"1965","00300400"
"1966","00300400"
"1967","00300400"
"1968","00300400"
"1969","00300400"
"1970","00300400"
"1971","00300400"
"1972","00300400"
"1973","00300400"
"1974","00300400"
"1975","00300400"
"1976","00300400"
"1977","00300400"
"1978","00300400"
"1979","00300400"
"1980","00300400"
"1981","00300400"
"1982","00300400"
"1983","00300400"
"1984","00300400"
"1985","00300400"
"1986","00300400"
"1987","00300400"
"1988","00300400"
"1989","00300400"
"1990","00300400"
"1991","00300400"
"1992","00300400"
"1993","00300400"
"1994","00300400"
"1995","00300400"
"1996","00300400"
"1997","00300400"
"1998","00300400"
"1999","00300400"
"2000","00300400"
"2001","00300400"
"2002","00300400"
"2003","00300400"
"2004","00300400"
"2005","00300400"
"2006","00300400"
"2007","00300400"
"2008","00300400"
"2009","00300400"
"2010","00300400"
"2011","00300400"
"2012","00300400"
"2013","00300400"
"2014","00300400"
"2015","00300400"
"2016","00300400"
"2017","00300400"
"2018","00300400"
"2019","00300400"
"1955","00500206"
"1956","00500206"
"1957","00500206"
"1958","00500206"
"1959","00500206"
"1960","00500206"
"1961","00500206"
"1962","00500206"
"1963","00500206"
"1964","00500206"
"1965","00500206"
"1966","00500206"
"1967","00500206"
"1968","00500206"
"1969","00500206"
"1970","00500206"
"1971","00500206"
"1972","00500206"
"1973","00500206"
"1974","00500206"
"1975","00500206"
"1976","00500206"
"1977","00500206"
"1978","00500206"
"1979","00500206"
"1980","00500206"
"1981","00500206"
"1982","00500206"
"1983","00500206"
"1984","00500206"
"1985","00500206"
"1986","00500206"
"1987","00500206"
"1988","00500206"
"1989","00500206"
"1990","00500206"
"1991","00500206"
"1992","00500206"
"1993","00500206"
"1994","00500206"
"1995","00500206"
"1996","00500206"
"1997","00500206"
"1998","00500206"
"1999","00500206"
"2000","00500206"
"2001","00500206"
"2002","00500206"
"2003","00500206"
"2004","00500206"
"2005","00500206"
"2006","00500206"
"2007","00500206"
"2008","00500206"
"2009","00500206"
"2010","00500206"
"2011","00500206"
"2012","00500206"
"2013","00500206"
"2014","00500206"
"2015","00500206"
"2016","00500206"
"2017","00500206"
"2018","00500206"
"2019","00500206"
"2020","00500206"
"2021","00500206"
"2016","00552010"
"2017","00552010"
"2018","00552010"
"2019","00552010"
"2020","00552010"
"2005","00552010"
"2006","00552010"
"2007","00552010"
"2008","00552010"
"2009","00552010"
"2010","00552010"
"2011","00552010"
"2012","00552010"
"2013","00552010"
"2014","00552010"
"2015","00552010"
"1966","00500501"
"1968","00500501"
"1970","00500501"
"1972","00500501"
"1974","00500501"
"1976","00500501"
"1978","00500501"
"1980","00500501"
"1982","00500501"
"1984","00500501"
"1986","00500501"
"1988","00500501"
"1990","00500501"
"1992","00500501"
"1994","00500501"
"1996","00500501"
"1998","00500501"
"2000","00500501"
"2002","00500501"
"2004","00500501"
"2006","00500501"
"2008","00500501"
"2010","00500501"
"2012","00500501"
"2014","00500501"
"2016","00500501"
"2018","00500501"
"2020","00500501"
"2005","00600150"
"2006","00600150"
"2007","00600150"
"2008","00600150"
"2009","00600150"
"2011","00600150"
"2012","00600150"
"2013","00600150"
"2014","00600150"
"2015","00600150"
"2016","00502001"
"2001","00502001"
"2006","00502001"
"2022","00502001"
"1999","00550010"
"2000","00550010"
"2001","00550010"
"2002","00550010"
"2003","00550010"
"2004","00550010"
"2005","00550010"
"2006","00550010"
"2007","00550010"
"2008","00550010"
"2009","00550010"
"2010","00550010"
"2011","00550010"
"2012","00550010"
"2013","00550010"
"2014","00550010"
"2015","00550010"
"2016","00550010"
"2017","00550010"
"2018","00550010"
"2019","00550010"
"2020","00550010"
"1991","00450151"
"1992","00450151"
"1993","00450151"
"1994","00450151"
"1995","00450151"
"1996","00450151"
"1997","00450151"
"1998","00450151"
"1999","00450151"
"2000","00450151"
"2001","00450151"
"2002","00450151"
"2003","00450151"
"2004","00450151"
"2005","00450151"
"2006","00450151"
"2007","00450151"
"2008","00450151"
"2009","00450151"
"2010","00450151"
"2011","00450151"
"2012","00450151"
"2013","00450151"
"2014","00450151"
"2015","00450151"
"2016","00450151"
"2017","00450151"
"2008","00600480"
"2003","00600480"
"1998","00600480"
"2016","00450141"
"2017","00450141"
"2018","00450141"
"1975","00200502"
"1976","00200502"
"1977","00200502"
"1978","00200502"
"1979","00200502"
"1980","00200502"
"1981","00200502"
"1982","00200502"
"1983","00200502"
"1984","00200502"
"1985","00200502"
"1986","00200502"
"1987","00200502"
"1988","00200502"
"1989","00200502"
"1990","00200502"
"1991","00200502"
"1992","00200502"
"1993","00200502"
"1994","00200502"
"1995","00200502"
"1996","00200502"
"1997","00200502"
"1998","00200502"
"1999","00200502"
"2000","00200502"
"2001","00200502"
"2002","00200502"
"2003","00200502"
"2004","00200502"
"2005","00200502"
"2006","00200502"
"2007","00200502"
"2008","00200502"
"2009","00200502"
"2010","00200502"
"2011","00200502"
"2012","00200502"
"2013","00200502"
"2014","00200502"
"2015","00200502"
"2016","00200502"
"2017","00200502"
"2018","00200502"
"2019","00200502"
"2020","00200502"
"2021","00200502"
"2022","00200502"
"1961","00500213"
"1962","00500213"
"1963","00500213"
"1964","00500213"
"1965","00500213"
"1966","00500213"
"1967","00500213"
"1968","00500213"
"1969","00500213"
"1970","00500213"
"1971","00500213"
"1972","00500213"
"1973","00500213"
"1974","00500213"
"1975","00500213"
"1976","00500213"
"1977","00500213"
"1978","00500213"
"1979","00500213"
"1980","00500213"
"1981","00500213"
"1982","00500213"
"1983","00500213"
"1984","00500213"
"1985","00500213"
"1986","00500213"
"1987","00500213"
"1988","00500213"
"1989","00500213"
"1990","00500213"
"1991","00500213"
"1992","00500213"
"1993","00500213"
"1994","00500213"
"1995","00500213"
"1996","00500213"
"1997","00500213"
"1998","00500213"
"1999","00500213"
"2000","00500213"
"2001","00500213"
"2002","00500213"
"2003","00500213"
"2004","00500213"
"2005","00500213"
"2006","00500213"
"2007","00500213"
"2008","00500213"
"2009","00500213"
"2010","00500213"
"2011","00500213"
"2012","00500213"
"2013","00500213"
"2014","00500213"
"2015","00500213"
"2016","00500213"
"2017","00500213"
"2019","00500213"
"2020","00500213"
"2021","00500213"
"1960","00500300"
"1961","00500300"
"1962","00500300"
"1963","00500300"
"1964","00500300"
"1965","00500300"
"1966","00500300"
"1967","00500300"
"1968","00500300"
"1969","00500300"
"1970","00500300"
"1971","00500300"
"1972","00500300"
"1973","00500300"
"1974","00500300"
"1975","00500300"
"1976","00500300"
"1977","00500300"
"1978","00500300"
"1979","00500300"
"1980","00500300"
"1981","00500300"
"1982","00500300"
"1983","00500300"
"1984","00500300"
"1985","00500300"
"1986","00500300"
"1987","00500300"
"1988","00500300"
"1989","00500300"
"1990","00500300"
"1991","00500300"
"1992","00500300"
"1993","00500300"
"1994","00500300"
"1995","00500300"
"1996","00500300"
"1997","00500300"
"1998","00500300"
"1999","00500300"
"2000","00500300"
"2001","00500300"
"2002","00500300"
"2003","00500300"
"2004","00500300"
"2005","00500300"
"2006","00500300"
"2007","00500300"
"2008","00500300"
"2009","00500300"
"2010","00500300"
"2011","00500300"
"2012","00500300"
"2013","00500300"
"2014","00500300"
"2015","00500300"
"2016","00500300"
"2017","00500300"
"2018","00500300"
"2019","00500300"
"2020","00500300"
"2021","00500300"
"2016","00100410"
"2017","00100410"
"2018","00100410"
"2019","00100410"
"2020","00100410"
"2021","00100410"
"2022","00100410"
"1960","00500222"
"1961","00500222"
"1962","00500222"
"1963","00500222"
"1964","00500222"
"1965","00500222"
"1966","00500222"
"1967","00500222"
"1968","00500222"
"1969","00500222"
"1970","00500222"
"1971","00500222"
"1972","00500222"
"1973","00500222"
"1974","00500222"
"1975","00500222"
"1976","00500222"
"1977","00500222"
"1978","00500222"
"1979","00500222"
"1980","00500222"
"1981","00500222"
"1982","00500222"
"1983","00500222"
"1984","00500222"
"1985","00500222"
"1986","00500222"
"1987","00500222"
"1988","00500222"
"1989","00500222"
"1990","00500222"
"1991","00500222"
"1992","00500222"
"1993","00500222"
"1994","00500222"
"1995","00500222"
"1996","00500222"
"1997","00500222"
"1998","00500222"
"1999","00500222"
"2000","00500222"
"2001","00500222"
"2002","00500222"
"2003","00500222"
"2004","00500222"
"2005","00500222"
"2006","00500222"
"2007","00500222"
"2008","00500222"
"2009","00500222"
"2010","00500222"
"2011","00500222"
"2012","00500222"
"2013","00500222"
"2014","00500222"
"2015","00500222"
"2016","00500222"
"2017","00500222"
"2018","00500222"
"2019","00500222"
"2020","00500222"
"2021","00500222"
"2022","00500222"
"2020","00600350"
"2021","00600350"
"2022","00600350"
"2023","00600350"
"2024","00600350"
"2015","00650401"
"2016","00450012"
"2017","00450012"
"2018","00450012"
"2019","00450012"
"2005","00450012"
"2007","00450012"
"2008","00450012"
"2009","00450012"
"2010","00450012"
"2011","00450012"
"2012","00450012"
"2013","00450012"
"2014","00450012"
"2015","00450012"
"1882","00250003"
"1883","00250003"
"1884","00250003"
"1885","00250003"
"1886","00250003"
"1887","00250003"
"1888","00250003"
"1889","00250003"
"1890","00250003"
"1891","00250003"
"1892","00250003"
"1893","00250003"
"1894","00250003"
"1895","00250003"
"1896","00250003"
"1897","00250003"
"1898","00250003"
"1899","00250003"
"1900","00250003"
"1901","00250003"
"1902","00250003"
"1903","00250003"
"1904","00250003"
"1905","00250003"
"1906","00250003"
"1907","00250003"
"1908","00250003"
"1909","00250003"
"1910","00250003"
"1911","00250003"
"1912","00250003"
"1913","00250003"
"1914","00250003"
"1915","00250003"
"1916","00250003"
"1917","00250003"
"1918","00250003"
"1919","00250003"
"1920","00250003"
"1921","00250003"
"1922","00250003"
"1923","00250003"
"1924","00250003"
"1925","00250003"
"1926","00250003"
"1927","00250003"
"1928","00250003"
"1929","00250003"
"1930","00250003"
"1931","00250003"
"1932","00250003"
"1933","00250003"
"1934","00250003"
"1935","00250003"
"1936","00250003"
"1937","00250003"
"1938","00250003"
"1939","00250003"
"1940","00250003"
"1941","00250003"
"1942","00250003"
"1943","00250003"
"1944","00250003"
"1945","00250003"
"1946","00250003"
"1947","00250003"
"1948","00250003"
"1949","00250003"
"1950","00250003"
"1951","00250003"
"1952","00250003"
"1953","00250003"
"1954","00250003"
"1955","00250003"
"1956","00250003"
"1957","00250003"
"1958","00250003"
"1959","00250003"
"1960","00250003"
"1961","00250003"
"1962","00250003"
"1963","00250003"
"1964","00250003"
"1965","00250003"
"1966","00250003"
"1967","00250003"
"1968","00250003"
"1969","00250003"
"1970","00250003"
"1971","00250003"
"1972","00250003"
"1973","00250003"
"1974","00250003"
"1975","00250003"
"1976","00250003"
"1977","00250003"
"1978","00250003"
"1979","00250003"
"1980","00250003"
"1981","00250003"
"1982","00250003"
"1983","00250003"
"1984","00250003"
"1985","00250003"
"1986","00250003"
"1987","00250003"
"1988","00250003"
"1989","00250003"
"1990","00250003"
"1991","00250003"
"1992","00250003"
"1993","00250003"
"1994","00250003"
"1995","00250003"
"1996","00250003"
"1997","00250003"
"1998","00250003"
"1999","00250003"
"2000","00250003"
"2001","00250003"
"2002","00250003"
"2003","00250003"
"2004","00250003"
"2005","00250003"
"2006","00250003"
"2007","00250003"
"2008","00250003"
"2009","00250003"
"2010","00250003"
"2011","00250003"
"2012","00250003"
"2013","00250003"
"2014","00250003"
"2015","00250003"
"2016","00250003"
"2017","00250003"
"2018","00250003"
"2019","00250003"
"2020","00250003"
"2021","00250003"
"2022","00250003"
"2023","00250003"
"2024","00250003"
"2016","00450388"
"2017","00450388"
"2018","00450388"
"2019","00450388"
"2020","00450388"
"2008","00450388"
"2009","00450388"
"2010","00450388"
"2011","00450388"
"2012","00450388"
"2013","00450388"
"2014","00450388"
"2015","00450388"
"1996","00650402"
"1997","00650402"
"1998","00650402"
"1999","00650402"
"2000","00650402"
"2001","00650402"
"2002","00650402"
"2003","00650402"
"2004","00650402"
"2005","00650402"
"2006","00650402"
"2007","00650402"
"2008","00650402"
"2009","00650402"
"2010","00650402"
"2011","00650402"
"2012","00650402"
"2013","00650402"
"2014","00650402"
"2015","00650402"
"2016","00650402"
"2018","00650402"
"1926","00500216"
"1927","00500216"
"1928","00500216"
"1929","00500216"
"1930","00500216"
"1931","00500216"
"1932","00500216"
"1933","00500216"
"1934","00500216"
"1935","00500216"
"1936","00500216"
"1937","00500216"
"1938","00500216"
"1939","00500216"
"1940","00500216"
"1941","00500216"
"1942","00500216"
"1943","00500216"
"1944","00500216"
"1945","00500216"
"1946","00500216"
"1947","00500216"
"1948","00500216"
"1949","00500216"
"1950","00500216"
"1951","00500216"
"1952","00500216"
"1953","00500216"
"1954","00500216"
"1955","00500216"
"1956","00500216"
"1957","00500216"
"1958","00500216"
"1959","00500216"
"1960","00500216"
"1961","00500216"
"1962","00500216"
"1963","00500216"
"1964","00500216"
"1965","00500216"
"1966","00500216"
"1967","00500216"
"1968","00500216"
"1969","00500216"
"1970","00500216"
"1971","00500216"
"1972","00500216"
"1973","00500216"
"1974","00500216"
"1975","00500216"
"1976","00500216"
"1977","00500216"
"1978","00500216"
"1979","00500216"
"1980","00500216"
"1981","00500216"
"1982","00500216"
"1983","00500216"
"1984","00500216"
"1985","00500216"
"1986","00500216"
"1987","00500216"
"1988","00500216"
"1989","00500216"
"1990","00500216"
"1991","00500216"
"1992","00500216"
"1993","00500216"
"1994","00500216"
"1995","00500216"
"1996","00500216"
"1997","00500216"
"1998","00500216"
"1999","00500216"
"2000","00500216"
"2001","00500216"
"2002","00500216"
"2003","00500216"
"2004","00500216"
"2005","00500216"
"2006","00500216"
"2007","00500216"
"2008","00500216"
"2009","00500216"
"2010","00500216"
"2011","00500216"
"2012","00500216"
"2013","00500216"
"2014","00500216"
"2015","00500216"
"2016","00500216"
"2017","00500216"
"2018","00500216"
"2019","00500216"
"2020","00500216"
"2021","00500216"
"2022","00500216"
"1974","00400304"
"1975","00400304"
"1976","00400304"
